ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus	species	Prob_species
AMTPC014-15	Insecta	1	Lepidoptera	0.999914	Noctuidae	0.997786	Noctuinae	0.967366	Hadena	0.673717	Hadena_perplexa	0.63944
AMTPC015-15	Insecta	1	Lepidoptera	0.999909	Noctuidae	0.99772	Noctuinae	0.966889	Hadena	0.663801	Hadena_perplexa	0.628238
AMTPC035-15	Insecta	1	Lepidoptera	0.999889	Geometridae	0.999436	Larentiinae	0.994172	Entephria	0.97106	Entephria_flavicinctata	0.90153
AMTPC036-15	Insecta	1	Lepidoptera	0.999866	Noctuidae	0.999072	Noctuinae	0.973795	Sideridis	0.77622	Sideridis_rivularis	0.766365
AMTPC037-15	Insecta	1	Lepidoptera	0.999922	Sphingidae	0.99953	Smerinthinae	0.998605	Laothoe	0.997446	Laothoe_populi	0.982865
AMTPC038-15	Insecta	1	Lepidoptera	0.999859	Sesiidae	0.999812	Sesiinae	0.999797	Synanthedon	0.998788	Synanthedon_formicaeformis	0.906706
AMTPC039-15	Insecta	1	Lepidoptera	0.999948	Lasiocampidae	0.999745	Lasiocampinae	0.999523	Lasiocampa	0.998845	Lasiocampa_quercus	0.980167
AMTPC040-15	Insecta	1	Lepidoptera	0.999959	Sphingidae	0.999879	Macroglossinae	0.999601	Hemaris	0.999024	Hemaris_fuciformis	0.98226
AMTPC044-15	Insecta	1	Lepidoptera	0.999933	Pieridae	0.999797	Pierinae	0.998353	Pieris	0.997741	Pieris_napi	0.96579
AMTPC053-15	Insecta	1	Lepidoptera	0.999949	Noctuidae	0.999221	Cuculliinae	0.987094	Cucullia	0.987009	Cucullia_lucifuga	0.884797
AMTPC064-15	Insecta	1	Lepidoptera	0.999916	Crambidae	0.99967	Pyraustinae	0.997826	Anania	0.990735	Anania_fuscalis	0.969354
AMTPC066-15	Insecta	1	Lepidoptera	0.999852	Crambidae	0.999426	Spilomelinae	0.994142	Udea	0.992515	Udea_lutealis	0.949707
AMTPC074-15	Insecta	1	Lepidoptera	0.999882	Crambidae	0.999213	Pyraustinae	0.993643	Anania	0.977354	Anania_crocealis	0.95829
AMTPC075-15	Insecta	1	Lepidoptera	0.999931	Geometridae	0.99968	Larentiinae	0.997937	Triphosa	0.985756	Triphosa_dubitata	0.967438
AMTPC078-15	Insecta	0.999994	Lepidoptera	0.98307	Geometridae	0.438926	Larentiinae	0.313904	Cosmorhoe	0.035884	unk	0.034929
AMTPC080-15	Insecta	1	Lepidoptera	0.999896	Noctuidae	0.999069	Noctuinae	0.984982	Antitype	0.821516	Antitype_chi	0.809005
AMTPC082-15	Insecta	1	Lepidoptera	0.999341	Noctuidae	0.984468	Noctuinae	0.801006	Anarta	0.201472	Anarta_trifolii	0.135447
AMTPC086-15	Insecta	1	Lepidoptera	0.999107	Geometridae	0.994092	Larentiinae	0.977533	Colostygia	0.780795	Colostygia_turbata	0.589766
AMTPC088-15	Insecta	1	Lepidoptera	0.999934	Tortricidae	0.999734	Tortricinae	0.998604	Cnephasia	0.979091	Cnephasia_alticolana	0.738588
AMTPC089-15	Insecta	0.999996	Lepidoptera	0.989939	Nymphalidae	0.928739	Satyrinae	0.875453	Erebia	0.298363	unk	0.266654
AMTPC090-15	Insecta	0.999995	Lepidoptera	0.989025	Nymphalidae	0.92389	Satyrinae	0.866081	Erebia	0.293295	unk	0.266438
AMTPC091-15	Insecta	1	Lepidoptera	0.999899	Noctuidae	0.999121	Noctuinae	0.985567	Antitype	0.827759	Antitype_chi	0.817048
AMTPC093-15	Insecta	1	Lepidoptera	0.99997	Geometridae	0.999925	Larentiinae	0.999628	Thera	0.996132	Thera_juniperata	0.98488
AMTPC101-15	Insecta	1	Lepidoptera	0.999966	Geometridae	0.999884	Larentiinae	0.999098	Perizoma	0.991596	Perizoma_blandiata	0.97791
AMTPC105-15	Insecta	1	Lepidoptera	0.999938	Geometridae	0.999765	Larentiinae	0.998462	Hydriomena	0.984212	Hydriomena_ruberata	0.967055
AMTPC107-15	Insecta	1	Lepidoptera	0.999215	Geometridae	0.995552	Larentiinae	0.982692	Colostygia	0.820518	Colostygia_turbata	0.64248
AMTPC117-15	Insecta	0.999999	Lepidoptera	0.987399	Geometridae	0.631714	Ennominae	0.485035	Psodos	0.128724	unk	0.113151
AMTPC119-15	Insecta	0.999999	Lepidoptera	0.994792	Geometridae	0.881485	Ennominae	0.756794	Yezognophos	0.313483	unk	0.2557
AMTPC121-15	Insecta	0.999999	Lepidoptera	0.994959	Geometridae	0.816201	Ennominae	0.662492	Charissa	0.175971	unk	0.146017
AMTPC123-15	Insecta	1	Lepidoptera	0.999942	Nymphalidae	0.999797	Satyrinae	0.999252	Lasiommata	0.996704	Lasiommata_petropolitana	0.981796
AMTPC125-15	Insecta	1	Lepidoptera	0.999957	Nymphalidae	0.99981	Nymphalinae	0.998164	Aglais	0.98854	Aglais_urticae	0.974145
AMTPC130-15	Insecta	1	Lepidoptera	0.999825	Hesperiidae	0.999335	Pyrginae	0.997759	Pyrgus	0.997661	Pyrgus_alveus	0.880168
AMTPC131-15	Insecta	1	Lepidoptera	0.999822	Hesperiidae	0.999572	Hesperiinae	0.998552	Ochlodes	0.995398	Ochlodes_sylvanus	0.984459
AMTPC142-15	Insecta	1	Lepidoptera	0.999952	Geometridae	0.999838	Larentiinae	0.998843	Perizoma	0.986455	Perizoma_minorata	0.974321
AMTPC143-15	Insecta	1	Lepidoptera	0.999952	Geometridae	0.999838	Larentiinae	0.998843	Perizoma	0.986455	Perizoma_minorata	0.974321
AMTPC144-15	Insecta	1	Lepidoptera	0.99995	Geometridae	0.999823	Larentiinae	0.998832	Perizoma	0.985315	Perizoma_minorata	0.971238
AMTPC145-15	Insecta	1	Lepidoptera	0.999952	Geometridae	0.999838	Larentiinae	0.998843	Perizoma	0.986455	Perizoma_minorata	0.974321
AMTPC147-15	Insecta	1	Lepidoptera	0.999946	Geometridae	0.999604	Larentiinae	0.998232	Chloroclysta	0.982543	Chloroclysta_miata	0.862677
AMTPC148-15	Insecta	1	Lepidoptera	0.999952	Geometridae	0.999838	Larentiinae	0.998843	Perizoma	0.986455	Perizoma_minorata	0.974321
AMTPC155-15	Insecta	1	Lepidoptera	0.999864	Noctuidae	0.999049	Noctuinae	0.973736	Sideridis	0.776063	Sideridis_rivularis	0.766295
AMTPC156-15	Insecta	1	Lepidoptera	0.99883	Noctuidae	0.981862	Plusiinae	0.755357	Euchalcia	0.543636	Euchalcia_variabilis	0.29355
AMTPC158-15	Insecta	0.999999	Lepidoptera	0.995147	Geometridae	0.934445	Larentiinae	0.846138	Colostygia	0.300283	unk	0.233284
AMTPC159-15	Insecta	0.999999	Lepidoptera	0.992786	Geometridae	0.899253	Larentiinae	0.794039	Colostygia	0.236248	unk	0.207717
AMTPC162-15	Insecta	1	Lepidoptera	0.999928	Noctuidae	0.99881	Noctuinae	0.972977	Anarta	0.707003	Anarta_myrtilli	0.688424
AMTPC163-15	Insecta	1	Lepidoptera	0.999801	Erebidae	0.998208	Boletobiinae	0.986833	Phytometra	0.984259	Phytometra_viridaria	0.955634
AMTPC165-15	Insecta	1	Lepidoptera	0.999798	Crambidae	0.99771	Odontiinae	0.985981	Metaxmeste	0.985757	Metaxmeste_schrankiana	0.970608
AMTPC166-15	Insecta	0.999999	Lepidoptera	0.992786	Geometridae	0.899253	Larentiinae	0.794039	Colostygia	0.236248	unk	0.207717
AMTPC172-15	Insecta	1	Lepidoptera	0.999892	Geometridae	0.999381	Larentiinae	0.997065	Triphosa	0.978696	Triphosa_dubitata	0.950233
AMTPC173-15	Insecta	0.999999	Lepidoptera	0.993687	Noctuidae	0.76026	Noctuinae	0.272212	Mythimna	0.012091	unk	0.089535
AMTPC176-15	Insecta	0.992448	Lepidoptera	0.597559	unk	0.424053	unk	0.424053	unk	0.424053	unk	0.424053
AMTPC177-15	Insecta	0.999655	Lepidoptera	0.906868	Psychidae	0.710672	Psychinae	0.685618	Proutia	0.397619	unk	0.397076
AMTPC178-15	Insecta	0.999655	Lepidoptera	0.906868	Psychidae	0.710672	Psychinae	0.685618	Proutia	0.397619	unk	0.397076
AMTPC179-15	Insecta	0.999999	Lepidoptera	0.992786	Geometridae	0.899253	Larentiinae	0.794039	Colostygia	0.236248	unk	0.207717
AMTPC185-15	Insecta	1	Lepidoptera	0.999909	Crambidae	0.999532	Pyraustinae	0.997235	Anania	0.987161	Anania_funebris	0.968471
AMTPC186-15	Insecta	0.999999	Lepidoptera	0.983377	Crambidae	0.689151	Pyraustinae	0.431485	Pyrausta	0.206542	unk	0.180997
AMTPC188-15	Insecta	1	Lepidoptera	0.999968	Depressariidae	0.999895	Depressariinae	0.99979	Agonopterix	0.999043	Agonopterix_hypericella	0.987646
AMTPC189-15	Insecta	1	Lepidoptera	0.999909	Noctuidae	0.998703	Noctuinae	0.966738	Papestra	0.628987	Papestra_biren	0.620814
AMTPC190-15	Insecta	1	Lepidoptera	0.999938	Crambidae	0.999797	Pyraustinae	0.998413	Pyrausta	0.996404	Pyrausta_porphyralis	0.978537
AMTPC192-15	Insecta	0.999998	Lepidoptera	0.994978	Nymphalidae	0.962452	Satyrinae	0.936283	Erebia	0.657217	unk	0.581406
AMTPC193-15	Insecta	0.999996	Lepidoptera	0.985188	Nymphalidae	0.875408	Satyrinae	0.816732	Coenonympha	0.61168	unk	0.573148
AMTPC197-15	Insecta	1	Lepidoptera	0.999248	Noctuidae	0.97695	Noctuinae	0.802844	Hadena	0.186255	Hadena_compta	0.074006
AMTPC198-15	Insecta	1	Lepidoptera	0.999277	Noctuidae	0.985902	Noctuinae	0.817328	Anarta	0.215808	Anarta_trifolii	0.146104
AMTPC199-15	Insecta	1	Lepidoptera	0.999864	Noctuidae	0.998225	Noctuinae	0.976734	Apamea	0.530116	Apamea_rubrirena	0.396087
AMTPC205-15	Insecta	1	Lepidoptera	0.999864	Noctuidae	0.999049	Noctuinae	0.973736	Sideridis	0.776063	Sideridis_rivularis	0.766295
AMTPC206-15	Insecta	1	Lepidoptera	0.999851	Noctuidae	0.998977	Noctuinae	0.97341	Sideridis	0.760794	Sideridis_rivularis	0.749197
AMTPC207-15	Insecta	1	Lepidoptera	0.999882	Noctuidae	0.998622	Noctuinae	0.964869	Polia	0.695737	Polia_bombycina	0.65445
AMTPC212-15	Insecta	1	Lepidoptera	0.994765	Geometridae	0.814729	Ennominae	0.663528	Charissa	0.184798	unk	0.150735
AMTPC214-15	Insecta	0.999998	Lepidoptera	0.995032	Nymphalidae	0.965394	Satyrinae	0.928304	Erebia	0.522231	unk	0.454631
AMTPC215-15	Insecta	1	Lepidoptera	0.999894	Noctuidae	0.998663	Noctuinae	0.967495	Polia	0.71029	Polia_bombycina	0.669397
AMTPC216-15	Insecta	1	Lepidoptera	0.998239	Noctuidae	0.970193	Noctuinae	0.74338	Xestia	0.074623	unk	0.013305
AMTPC217-15	Insecta	1	Lepidoptera	0.997563	Noctuidae	0.925952	Noctuinae	0.595264	Epipsilia	0.057454	unk	0.04148
AMTPC218-15	Insecta	1	Lepidoptera	0.999277	Noctuidae	0.985902	Noctuinae	0.817328	Anarta	0.215808	Anarta_trifolii	0.146104
AMTPC219-15	Insecta	1	Lepidoptera	0.997563	Noctuidae	0.925952	Noctuinae	0.595264	Epipsilia	0.057454	unk	0.04148
AMTPC220-15	Insecta	1	Lepidoptera	0.999058	Lycaenidae	0.986977	Polyommatinae	0.952129	Agriades	0.28389	Agriades_aquilo	0.157446
AMTPC221-15	Insecta	1	Lepidoptera	0.999061	Lycaenidae	0.986752	Polyommatinae	0.949909	Agriades	0.288916	Agriades_aquilo	0.159431
AMTPC223-15	Insecta	1	Lepidoptera	0.999058	Lycaenidae	0.986977	Polyommatinae	0.952129	Agriades	0.28389	Agriades_aquilo	0.157446
AMTPC224-15	Insecta	1	Lepidoptera	0.999863	Cossidae	0.99968	Cossinae	0.999641	Cossus	0.998991	Cossus_cossus	0.902844
AMTPC225-15	Insecta	1	Lepidoptera	0.999832	Sesiidae	0.999786	Sesiinae	0.999769	Synanthedon	0.99877	Synanthedon_formicaeformis	0.874986
AMTPC227-15	Insecta	0.999989	Lepidoptera	0.984264	Nymphalidae	0.815852	Satyrinae	0.712519	Erebia	0.193745	unk	0.181506
AMTPC228-15	Insecta	0.999998	Lepidoptera	0.994113	Nymphalidae	0.96499	Satyrinae	0.918913	Erebia	0.504056	unk	0.432567
AMTPC229-15	Insecta	0.999989	Lepidoptera	0.984264	Nymphalidae	0.815852	Satyrinae	0.712519	Erebia	0.193745	unk	0.181506
AMTPC235-15	Insecta	1	Lepidoptera	0.999801	Erebidae	0.998208	Boletobiinae	0.986833	Phytometra	0.984259	Phytometra_viridaria	0.955634
AMTPC237-15	Insecta	1	Lepidoptera	0.999949	Erebidae	0.999698	Hypeninae	0.993659	Hypena	0.993423	Hypena_crassalis	0.976638
AMTPC238-15	Insecta	0.999999	Lepidoptera	0.993137	Nymphalidae	0.793578	Nymphalinae	0.699002	Melitaea	0.583749	unk	0.406443
AMTPC239-15	Insecta	0.999999	Lepidoptera	0.993137	Nymphalidae	0.793578	Nymphalinae	0.699002	Melitaea	0.583749	unk	0.406443
AMTPC240-15	Insecta	1	Lepidoptera	0.999948	Erebidae	0.999693	Hypeninae	0.993585	Hypena	0.993346	Hypena_crassalis	0.976529
AMTPC241-15	Insecta	0.999998	Lepidoptera	0.984377	Erebidae	0.380923	Herminiinae	0.17794	Pechipogo	0.069975	unk	0.065936
AMTPC245-15	Insecta	1	Lepidoptera	0.998807	Nymphalidae	0.994543	Satyrinae	0.98333	Erebia	0.835487	unk	0.506624
AMTPC249-15	Insecta	1	Lepidoptera	0.999952	Geometridae	0.999801	Larentiinae	0.998553	Triphosa	0.99002	Triphosa_dubitata	0.978733
AMTPC254-15	Insecta	0.999999	Lepidoptera	0.994754	Geometridae	0.791011	Ennominae	0.639035	Charissa	0.159806	unk	0.134138
AMTPC260-15	Insecta	1	Lepidoptera	0.999942	Geometridae	0.999721	Larentiinae	0.998268	Triphosa	0.987982	Triphosa_dubitata	0.975199
AMTPC262-15	Insecta	1	Lepidoptera	0.999058	Lycaenidae	0.986977	Polyommatinae	0.952129	Agriades	0.28389	Agriades_aquilo	0.157446
AMTPC263-15	Insecta	0.999989	Lepidoptera	0.984264	Nymphalidae	0.815852	Satyrinae	0.712519	Erebia	0.193745	unk	0.181506
AMTPC264-15	Insecta	1	Lepidoptera	0.998807	Nymphalidae	0.994543	Satyrinae	0.98333	Erebia	0.835487	unk	0.506624
AMTPC265-15	Insecta	0.999995	Lepidoptera	0.989025	Nymphalidae	0.92389	Satyrinae	0.866081	Erebia	0.293295	unk	0.266438
AMTPC267-15	Insecta	1	Lepidoptera	0.999924	Noctuidae	0.99923	Noctuinae	0.983345	Lacanobia	0.70231	Lacanobia_contigua	0.658177
AMTPC268-15	Insecta	1	Lepidoptera	0.999912	Noctuidae	0.998577	Noctuinae	0.983564	Apamea	0.724015	Apamea_remissa	0.676697
AMTPC269-15	Insecta	1	Lepidoptera	0.999924	Noctuidae	0.99923	Noctuinae	0.983345	Lacanobia	0.70231	Lacanobia_contigua	0.658177
AMTPC272-15	Insecta	1	Lepidoptera	0.999887	Noctuidae	0.997805	Noctuinae	0.958165	Hecatera	0.574598	Hecatera_bicolorata	0.565713
AMTPC273-15	Insecta	1	Lepidoptera	0.999954	Noctuidae	0.999228	Cuculliinae	0.9871	Cucullia	0.987026	Cucullia_lucifuga	0.887568
AMTPC274-15	Insecta	0.999999	Lepidoptera	0.990313	Crambidae	0.636151	Odontiinae	0.382178	Metaxmeste	0.37601	unk	0.321519
AMTPC275-15	Insecta	1	Lepidoptera	0.999335	Noctuidae	0.984306	Noctuinae	0.79997	Anarta	0.200452	Anarta_trifolii	0.134825
AMTPC287-15	Insecta	1	Lepidoptera	0.999772	Hepialidae	0.999667	dummy_Hepialidae	0.995805	Korscheltellus	0.993003	Korscheltellus_fusconebulosa	0.933759
AMTPC288-15	Insecta	1	Lepidoptera	0.997894	Lasiocampidae	0.976157	Malacosomatinae	0.970906	Malacosoma	0.969234	Malacosoma_castrense	0.469781
AMTPC289-15	Insecta	1	Lepidoptera	0.999931	Hepialidae	0.999911	dummy_Hepialidae	0.998993	Hepialus	0.997557	Hepialus_humuli	0.983603
AMTPC291-15	Insecta	1	Lepidoptera	0.999958	Sphingidae	0.999881	Macroglossinae	0.99963	Hemaris	0.999087	Hemaris_fuciformis	0.981012
AMTPC293-15	Insecta	1	Lepidoptera	0.999976	Gracillariidae	0.999968	Lithocolletinae	0.999908	Phyllonorycter	0.999791	Phyllonorycter_strigulatella	0.984096
AMTPC294-15	Insecta	1	Lepidoptera	0.999895	Tortricidae	0.999562	Tortricinae	0.998567	Eana	0.976237	Eana_osseana	0.939315
AMTPC295-15	Insecta	1	Lepidoptera	0.999922	Depressariidae	0.999168	Depressariinae	0.998655	Agonopterix	0.989669	Agonopterix_ciliella	0.734111
AMTPC297-15	Insecta	1	Lepidoptera	0.999903	Gelechiidae	0.99976	Gelechiinae	0.999267	Scrobipalpa	0.995413	Scrobipalpa_pauperella	0.956423
AMTPC298-15	Insecta	1	Lepidoptera	0.99993	Depressariidae	0.999388	Depressariinae	0.998959	Agonopterix	0.991638	Agonopterix_ciliella	0.786834
AMTPC304-15	Insecta	0.999998	Lepidoptera	0.995032	Nymphalidae	0.965394	Satyrinae	0.928304	Erebia	0.522231	unk	0.454631
AMTPC305-15	Insecta	0.999998	Lepidoptera	0.995032	Nymphalidae	0.965394	Satyrinae	0.928304	Erebia	0.522231	unk	0.454631
AMTPC316-15	Insecta	1	Lepidoptera	0.999967	Geometridae	0.999933	Larentiinae	0.999613	Trichopteryx	0.997232	Trichopteryx_carpinata	0.985928
AMTPC325-15	Insecta	1	Lepidoptera	0.999937	Geometridae	0.999815	Larentiinae	0.998742	Perizoma	0.986417	Perizoma_affinitata	0.487849
AMTPC343-15	Insecta	1	Lepidoptera	0.999919	Geometridae	0.999581	Larentiinae	0.997164	Triphosa	0.980678	Triphosa_dubitata	0.955499
AMTPC346-15	Insecta	1	Lepidoptera	0.999936	Notodontidae	0.99959	Pygaerinae	0.998997	Clostera	0.998882	Clostera_pigra	0.967629
AMTPC347-15	Insecta	1	Lepidoptera	0.999795	Crambidae	0.997675	Odontiinae	0.985829	Metaxmeste	0.985602	Metaxmeste_schrankiana	0.970464
AMTPC354-15	Insecta	0.999998	Lepidoptera	0.98791	Noctuidae	0.609716	Noctuinae	0.21071	Bryophila	0.141237	unk	0.134129
AMTPC355-15	Insecta	0.999998	Lepidoptera	0.991587	Geometridae	0.818726	Larentiinae	0.715817	Triphosa	0.305345	unk	0.280905
AMTPC364-15	Insecta	1	Lepidoptera	0.999966	Geometridae	0.999884	Larentiinae	0.999098	Perizoma	0.991596	Perizoma_blandiata	0.97791
AMTPC365-15	Insecta	1	Lepidoptera	0.998588	Nymphalidae	0.991016	Satyrinae	0.977104	Erebia	0.733249	unk	0.416264
AMTPC370-15	Insecta	1	Lepidoptera	0.999901	Noctuidae	0.998575	Noctuinae	0.979877	Photedes	0.525056	Photedes_captiuncula	0.276476
AMTPC371-15	Insecta	1	Lepidoptera	0.999952	Geometridae	0.999838	Larentiinae	0.998843	Perizoma	0.986455	Perizoma_minorata	0.974321
AMTPC374-15	Insecta	0.999999	Lepidoptera	0.990703	Geometridae	0.771117	Larentiinae	0.609251	Colostygia	0.173687	unk	0.142957
AMTPC375-15	Insecta	0.999989	Lepidoptera	0.984264	Nymphalidae	0.815852	Satyrinae	0.712519	Erebia	0.193745	unk	0.181506
AMTPC377-15	Insecta	1	Lepidoptera	0.999801	Erebidae	0.998208	Boletobiinae	0.986833	Phytometra	0.984259	Phytometra_viridaria	0.955634
AMTPC380-15	Insecta	0.999989	Lepidoptera	0.984264	Nymphalidae	0.815852	Satyrinae	0.712519	Erebia	0.193745	unk	0.181506
AMTPC588-15	Insecta	1	Lepidoptera	0.999769	Elachistidae	0.997801	Elachistinae	0.997745	Elachista	0.996929	Elachista_gleichenella	0.945359
AMTPC637-15	Insecta	1	Lepidoptera	0.999923	Tortricidae	0.999742	Tortricinae	0.997166	Syndemis	0.964485	Syndemis_musculana	0.951935
AMTPC654-15	Insecta	1	Lepidoptera	0.999974	Gelechiidae	0.999903	Gelechiinae	0.99909	Scrobipalpula	0.988417	Scrobipalpula_diffluella	0.871523
AMTPD023-15	Insecta	0.998418	Diptera	0.723843	Chironomidae	0.244472	Orthocladiinae	0.13744	unk	0.036047	unk	0.036047
AMTPD090-15	Insecta	0.989959	Diptera	0.48085	unk	0.286487	unk	0.286487	unk	0.286487	unk	0.286487
AMTPD1168-15	Insecta	1	Diptera	0.999922	Tipulidae	0.999893	Tipulinae	0.999199	Tipula	0.998874	Tipula_excisa	0.939747
AMTPD1253-15	Insecta	1	Diptera	0.999729	Tipulidae	0.999652	Tipulinae	0.998615	Tipula	0.998066	Tipula_invenusta	0.858598
AMTPD126-15	Insecta	0.998858	Diptera	0.762667	Chironomidae	0.30315	Orthocladiinae	0.177415	unk	0.045263	unk	0.045263
AMTPD1527-15	Insecta	1	Diptera	0.999999	Lonchaeidae	0.999996	Lonchaeinae	0.999985	Priscoearomyia	0.999614	Priscoearomyia_nigra	0.978422
AMTPD1528-15	Insecta	1	Diptera	0.999999	Lonchaeidae	0.999999	Lonchaeinae	0.999988	Priscoearomyia	0.999784	Priscoearomyia_nigra	0.984403
AMTPD2148-15	Insecta	1	Diptera	0.999798	Simuliidae	0.999731	Simuliinae	0.999724	Simulium	0.998805	Simulium_beltukovae	0.899876
AMTPD2446-15	Insecta	0.999994	Diptera	0.985305	Heleomyzidae	0.803058	Heleomyzinae	0.70569	Heleomyza	0.30057	unk	0.294561
