ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus	species	Prob_species
AMTPC075-15	Insecta	1	Lepidoptera	0.999966	Geometridae	0.999928	Larentiinae	0.998982	Triphosa	0.99425	Triphosa_dubitata	0.974653
AMTPC078-15	Insecta	0.99999	Lepidoptera	0.981384	Geometridae	0.462574	Larentiinae	0.320935	Cosmorhoe	0.049799	unk	0.048929
AMTPC080-15	Insecta	1	Lepidoptera	0.999936	Noctuidae	0.999652	Noctuinae	0.990882	Antitype	0.884899	Antitype_chi	0.872247
AMTPC082-15	Insecta	1	Lepidoptera	0.999657	Noctuidae	0.995712	Noctuinae	0.892504	Anarta	0.358914	Anarta_trifolii	0.256959
AMTPC086-15	Insecta	1	Lepidoptera	0.999476	Geometridae	0.997782	Larentiinae	0.974763	Colostygia	0.794693	Colostygia_turbata	0.590826
AMTPC088-15	Insecta	1	Lepidoptera	0.99996	Tortricidae	0.999914	Tortricinae	0.999382	Cnephasia	0.989593	Cnephasia_alticolana	0.680104
AMTPC089-15	Insecta	0.999993	Lepidoptera	0.98596	Nymphalidae	0.904138	Satyrinae	0.849809	Erebia	0.379147	unk	0.36197
AMTPC090-15	Insecta	0.99999	Lepidoptera	0.983543	Nymphalidae	0.892645	Satyrinae	0.827168	Erebia	0.341264	unk	0.329294
AMTPC091-15	Insecta	1	Lepidoptera	0.999946	Noctuidae	0.999698	Noctuinae	0.991769	Antitype	0.892815	Antitype_chi	0.883004
AMTPC093-15	Insecta	1	Lepidoptera	0.999979	Geometridae	0.999968	Larentiinae	0.999893	Thera	0.998496	Thera_juniperata	0.987418
AMTPC101-15	Insecta	1	Lepidoptera	0.999968	Geometridae	0.999909	Larentiinae	0.999058	Perizoma	0.992012	Perizoma_blandiata	0.976782
AMTPC105-15	Insecta	1	Lepidoptera	0.999963	Geometridae	0.999908	Larentiinae	0.998764	Hydriomena	0.990035	Hydriomena_ruberata	0.974406
AMTPC107-15	Insecta	1	Lepidoptera	0.999569	Geometridae	0.998509	Larentiinae	0.983288	Colostygia	0.852699	Colostygia_turbata	0.673129
AMTPC117-15	Insecta	0.999998	Lepidoptera	0.99016	Geometridae	0.599182	Ennominae	0.414948	Charissa	0.10173	unk	0.093504
AMTPC119-15	Insecta	0.999997	Lepidoptera	0.991177	Geometridae	0.847374	Ennominae	0.648644	Yezognophos	0.173338	unk	0.16483
AMTPC121-15	Insecta	0.999999	Lepidoptera	0.995573	Geometridae	0.852758	Ennominae	0.743568	Charissa	0.227041	unk	0.194625
AMTPC123-15	Insecta	1	Lepidoptera	0.999954	Nymphalidae	0.999845	Satyrinae	0.999613	Lasiommata	0.99907	Lasiommata_petropolitana	0.987719
AMTPC125-15	Insecta	1	Lepidoptera	0.99997	Nymphalidae	0.999944	Nymphalinae	0.999435	Aglais	0.996498	Aglais_urticae	0.984818
AMTPC130-15	Insecta	1	Lepidoptera	0.999924	Hesperiidae	0.999819	Pyrginae	0.999321	Pyrgus	0.99922	Pyrgus_alveus	0.920787
AMTPC131-15	Insecta	1	Lepidoptera	0.999911	Hesperiidae	0.999852	Hesperiinae	0.999316	Ochlodes	0.997685	Ochlodes_sylvanus	0.986721
AMTPC142-15	Insecta	1	Lepidoptera	0.999969	Geometridae	0.999868	Larentiinae	0.998512	Perizoma	0.986431	Perizoma_minorata	0.973437
AMTPC143-15	Insecta	1	Lepidoptera	0.999969	Geometridae	0.999868	Larentiinae	0.998512	Perizoma	0.986431	Perizoma_minorata	0.973437
AMTPC144-15	Insecta	1	Lepidoptera	0.999965	Geometridae	0.99985	Larentiinae	0.998493	Perizoma	0.98488	Perizoma_minorata	0.968505
AMTPC145-15	Insecta	1	Lepidoptera	0.999969	Geometridae	0.999868	Larentiinae	0.998512	Perizoma	0.986431	Perizoma_minorata	0.973437
AMTPC147-15	Insecta	1	Lepidoptera	0.999972	Geometridae	0.999881	Larentiinae	0.999156	Chloroclysta	0.991753	Chloroclysta_miata	0.891253
AMTPC148-15	Insecta	1	Lepidoptera	0.999969	Geometridae	0.999868	Larentiinae	0.998512	Perizoma	0.986431	Perizoma_minorata	0.973437
AMTPC155-15	Insecta	1	Lepidoptera	0.999952	Noctuidae	0.999758	Noctuinae	0.992681	Sideridis	0.90905	Sideridis_rivularis	0.898311
AMTPC156-15	Insecta	1	Lepidoptera	0.998993	Noctuidae	0.963462	Plusiinae	0.737107	Euchalcia	0.457136	unk	0.229491
AMTPC158-15	Insecta	0.999999	Lepidoptera	0.996698	Geometridae	0.981153	Larentiinae	0.923496	Colostygia	0.459063	unk	0.362274
AMTPC159-15	Insecta	0.999999	Lepidoptera	0.995488	Geometridae	0.970603	Larentiinae	0.884832	Colostygia	0.40663	unk	0.359728
AMTPC162-15	Insecta	1	Lepidoptera	0.999959	Noctuidae	0.999209	Noctuinae	0.980808	Anarta	0.795499	Anarta_myrtilli	0.782481
AMTPC163-15	Insecta	1	Lepidoptera	0.999884	Erebidae	0.999079	Boletobiinae	0.993773	Phytometra	0.992155	Phytometra_viridaria	0.94043
AMTPC165-15	Insecta	1	Lepidoptera	0.999862	Crambidae	0.999137	Odontiinae	0.990377	Metaxmeste	0.990246	Metaxmeste_schrankiana	0.975917
AMTPC166-15	Insecta	0.999999	Lepidoptera	0.995488	Geometridae	0.970603	Larentiinae	0.884832	Colostygia	0.40663	unk	0.359728
AMTPC172-15	Insecta	1	Lepidoptera	0.999932	Geometridae	0.9998	Larentiinae	0.998323	Triphosa	0.988995	Triphosa_dubitata	0.949012
AMTPC173-15	Insecta	0.999998	Lepidoptera	0.995561	Noctuidae	0.801721	Noctuinae	0.345339	Mythimna	0.023942	unk	0.02072
AMTPC176-15	Insecta	0.728216	unk	0.618854	unk	0.618854	unk	0.618854	unk	0.618854	unk	0.618854
AMTPC177-15	Insecta	0.99929	Lepidoptera	0.869062	Psychidae	0.59107	Psychinae	0.572281	unk	0.291156	unk	0.291156
AMTPC178-15	Insecta	0.99929	Lepidoptera	0.869062	Psychidae	0.59107	Psychinae	0.572281	unk	0.291156	unk	0.291156
AMTPC179-15	Insecta	0.999999	Lepidoptera	0.995488	Geometridae	0.970603	Larentiinae	0.884832	Colostygia	0.40663	unk	0.359728
AMTPC185-15	Insecta	1	Lepidoptera	0.999953	Crambidae	0.999878	Pyraustinae	0.99913	Anania	0.995724	Anania_funebris	0.982749
AMTPC186-15	Insecta	0.999997	Lepidoptera	0.979069	Crambidae	0.419084	Pyraustinae	0.225126	Anania	0.087893	unk	0.07907
AMTPC188-15	Insecta	1	Lepidoptera	0.999979	Depressariidae	0.999966	Depressariinae	0.999949	Agonopterix	0.999652	Agonopterix_hypericella	0.988537
AMTPC189-15	Insecta	1	Lepidoptera	0.999953	Noctuidae	0.999727	Noctuinae	0.987935	Papestra	0.803211	Papestra_biren	0.791597
AMTPC190-15	Insecta	1	Lepidoptera	0.999955	Crambidae	0.999911	Pyraustinae	0.99941	Pyrausta	0.998694	Pyrausta_porphyralis	0.982986
AMTPC192-15	Insecta	0.999998	Lepidoptera	0.99638	Nymphalidae	0.983176	Satyrinae	0.968196	Erebia	0.871659	unk	0.787875
AMTPC193-15	Insecta	0.999986	Lepidoptera	0.959007	Nymphalidae	0.855888	Satyrinae	0.825601	Coenonympha	0.634391	unk	0.61614
AMTPC197-15	Insecta	1	Lepidoptera	0.999747	Noctuidae	0.996015	Noctuinae	0.92214	Hadena	0.360278	Hadena_compta	0.216522
AMTPC198-15	Insecta	1	Lepidoptera	0.999653	Noctuidae	0.995701	Noctuinae	0.908592	Anarta	0.382768	Anarta_trifolii	0.280261
AMTPC199-15	Insecta	1	Lepidoptera	0.99993	Noctuidae	0.999149	Noctuinae	0.983023	Apamea	0.602498	Apamea_rubrirena	0.471446
AMTPC205-15	Insecta	1	Lepidoptera	0.999952	Noctuidae	0.999758	Noctuinae	0.992681	Sideridis	0.90905	Sideridis_rivularis	0.898311
AMTPC206-15	Insecta	1	Lepidoptera	0.999941	Noctuidae	0.999698	Noctuinae	0.99167	Sideridis	0.891052	Sideridis_rivularis	0.877318
AMTPC207-15	Insecta	1	Lepidoptera	0.999946	Noctuidae	0.999254	Noctuinae	0.974765	Polia	0.771484	Polia_bombycina	0.727517
AMTPC212-15	Insecta	0.999999	Lepidoptera	0.995636	Geometridae	0.84818	Ennominae	0.736967	Charissa	0.243675	unk	0.20379
AMTPC214-15	Insecta	0.999998	Lepidoptera	0.995581	Nymphalidae	0.973957	Satyrinae	0.928782	Erebia	0.676096	unk	0.621778
AMTPC215-15	Insecta	1	Lepidoptera	0.999933	Noctuidae	0.999008	Noctuinae	0.973706	Polia	0.762591	Polia_bombycina	0.712096
AMTPC216-15	Insecta	1	Lepidoptera	0.999214	Noctuidae	0.991701	Noctuinae	0.84228	Xestia	0.141996	unk	0.037353
AMTPC217-15	Insecta	0.999999	Lepidoptera	0.997738	Noctuidae	0.877851	Noctuinae	0.50843	Opigena	0.039688	unk	0.034111
AMTPC218-15	Insecta	1	Lepidoptera	0.999653	Noctuidae	0.995701	Noctuinae	0.908592	Anarta	0.382768	Anarta_trifolii	0.280261
AMTPC219-15	Insecta	0.999999	Lepidoptera	0.997738	Noctuidae	0.877851	Noctuinae	0.50843	Opigena	0.039688	unk	0.034111
AMTPC220-15	Insecta	1	Lepidoptera	0.99886	Lycaenidae	0.987932	Polyommatinae	0.944968	Agriades	0.288229	Agriades_aquilo	0.159443
AMTPC221-15	Insecta	1	Lepidoptera	0.998946	Lycaenidae	0.988456	Polyommatinae	0.940437	Agriades	0.29175	Agriades_aquilo	0.1563
AMTPC223-15	Insecta	1	Lepidoptera	0.99886	Lycaenidae	0.987932	Polyommatinae	0.944968	Agriades	0.288229	Agriades_aquilo	0.159443
AMTPC224-15	Insecta	1	Lepidoptera	0.999897	Cossidae	0.999857	Cossinae	0.999831	Cossus	0.999275	Cossus_cossus	0.878132
AMTPC225-15	Insecta	1	Lepidoptera	0.999857	Sesiidae	0.999832	Sesiinae	0.999822	Synanthedon	0.998908	Synanthedon_formicaeformis	0.875472
AMTPC227-15	Insecta	0.999986	Lepidoptera	0.982209	Nymphalidae	0.811396	Satyrinae	0.619796	Erebia	0.273405	unk	0.266637
AMTPC228-15	Insecta	0.999998	Lepidoptera	0.993832	Nymphalidae	0.965464	Satyrinae	0.918726	Erebia	0.674123	unk	0.599138
AMTPC229-15	Insecta	0.999986	Lepidoptera	0.982209	Nymphalidae	0.811396	Satyrinae	0.619796	Erebia	0.273405	unk	0.266637
AMTPC235-15	Insecta	1	Lepidoptera	0.999884	Erebidae	0.999079	Boletobiinae	0.993773	Phytometra	0.992155	Phytometra_viridaria	0.94043
AMTPC237-15	Insecta	1	Lepidoptera	0.999974	Erebidae	0.999897	Hypeninae	0.99658	Hypena	0.996453	Hypena_crassalis	0.980119
AMTPC238-15	Insecta	1	Lepidoptera	0.997286	Nymphalidae	0.954845	Nymphalinae	0.885314	Melitaea	0.819302	unk	0.517646
AMTPC239-15	Insecta	1	Lepidoptera	0.997286	Nymphalidae	0.954845	Nymphalinae	0.885314	Melitaea	0.819302	unk	0.517646
AMTPC240-15	Insecta	1	Lepidoptera	0.999973	Erebidae	0.999894	Hypeninae	0.996512	Hypena	0.996383	Hypena_crassalis	0.97997
AMTPC241-15	Insecta	0.999996	Lepidoptera	0.989668	Erebidae	0.429415	Herminiinae	0.209944	Pechipogo	0.06497	unk	0.062621
AMTPC245-15	Insecta	0.999999	Lepidoptera	0.996082	Nymphalidae	0.983854	Satyrinae	0.959315	Erebia	0.827971	unk	0.673641
AMTPC249-15	Insecta	1	Lepidoptera	0.999975	Geometridae	0.999949	Larentiinae	0.999215	Triphosa	0.995665	Triphosa_dubitata	0.984055
AMTPC254-15	Insecta	0.999999	Lepidoptera	0.995503	Geometridae	0.811338	Ennominae	0.706771	Charissa	0.199022	unk	0.173363
AMTPC260-15	Insecta	1	Lepidoptera	0.999967	Geometridae	0.999914	Larentiinae	0.999029	Triphosa	0.99416	Triphosa_dubitata	0.979945
AMTPC262-15	Insecta	1	Lepidoptera	0.99886	Lycaenidae	0.987932	Polyommatinae	0.944968	Agriades	0.288229	Agriades_aquilo	0.159443
AMTPC263-15	Insecta	0.999986	Lepidoptera	0.982209	Nymphalidae	0.811396	Satyrinae	0.619796	Erebia	0.273405	unk	0.266637
AMTPC264-15	Insecta	0.999999	Lepidoptera	0.996082	Nymphalidae	0.983854	Satyrinae	0.959315	Erebia	0.827971	unk	0.673641
AMTPC265-15	Insecta	0.99999	Lepidoptera	0.983543	Nymphalidae	0.892645	Satyrinae	0.827168	Erebia	0.341264	unk	0.329294
AMTPC267-15	Insecta	1	Lepidoptera	0.999956	Noctuidae	0.999577	Noctuinae	0.983884	Lacanobia	0.656096	Lacanobia_contigua	0.6226
AMTPC268-15	Insecta	1	Lepidoptera	0.999923	Noctuidae	0.999288	Noctuinae	0.984251	Apamea	0.711322	Apamea_remissa	0.669474
AMTPC269-15	Insecta	1	Lepidoptera	0.999956	Noctuidae	0.999577	Noctuinae	0.983884	Lacanobia	0.656096	Lacanobia_contigua	0.6226
AMTPC272-15	Insecta	1	Lepidoptera	0.99995	Noctuidae	0.998401	Noctuinae	0.969121	Hecatera	0.668478	Hecatera_bicolorata	0.658724
AMTPC273-15	Insecta	1	Lepidoptera	0.999974	Noctuidae	0.999654	Cuculliinae	0.99212	Cucullia	0.992055	Cucullia_lucifuga	0.919722
AMTPC274-15	Insecta	0.999998	Lepidoptera	0.989877	Crambidae	0.788712	Odontiinae	0.518203	Metaxmeste	0.50872	unk	0.468282
AMTPC275-15	Insecta	1	Lepidoptera	0.999655	Noctuidae	0.995627	Noctuinae	0.891378	Anarta	0.35634	Anarta_trifolii	0.255506
AMTPC287-15	Insecta	1	Lepidoptera	0.999918	Hepialidae	0.999895	dummy_Hepialidae	0.998441	Korscheltellus	0.997279	Korscheltellus_fusconebulosa	0.957498
AMTPC288-15	Insecta	1	Lepidoptera	0.999296	Lasiocampidae	0.995091	Malacosomatinae	0.993895	Malacosoma	0.992884	Malacosoma_castrense	0.637513
AMTPC289-15	Insecta	1	Lepidoptera	0.999968	Hepialidae	0.999962	dummy_Hepialidae	0.999717	Hepialus	0.999257	Hepialus_humuli	0.987583
AMTPC291-15	Insecta	1	Lepidoptera	0.999975	Sphingidae	0.999954	Macroglossinae	0.999891	Hemaris	0.999727	Hemaris_fuciformis	0.983792
AMTPC293-15	Insecta	1	Lepidoptera	0.999978	Gracillariidae	0.999973	Lithocolletinae	0.999943	Phyllonorycter	0.999851	Phyllonorycter_strigulatella	0.987841
AMTPC294-15	Insecta	1	Lepidoptera	0.999948	Tortricidae	0.999896	Tortricinae	0.999372	Eana	0.989117	Eana_osseana	0.948427
AMTPC295-15	Insecta	1	Lepidoptera	0.99995	Depressariidae	0.999758	Depressariinae	0.999621	Agonopterix	0.993254	Agonopterix_ciliella	0.813071
AMTPC297-15	Insecta	1	Lepidoptera	0.999903	Gelechiidae	0.9998	Gelechiinae	0.999353	Scrobipalpa	0.996818	Scrobipalpa_pauperella	0.943316
AMTPC298-15	Insecta	1	Lepidoptera	0.99995	Depressariidae	0.999758	Depressariinae	0.999621	Agonopterix	0.993254	Agonopterix_ciliella	0.813071
AMTPC304-15	Insecta	0.999998	Lepidoptera	0.995581	Nymphalidae	0.973957	Satyrinae	0.928782	Erebia	0.676096	unk	0.621778
AMTPC305-15	Insecta	0.999998	Lepidoptera	0.995581	Nymphalidae	0.973957	Satyrinae	0.928782	Erebia	0.676096	unk	0.621778
AMTPC316-15	Insecta	1	Lepidoptera	0.999968	Geometridae	0.99994	Larentiinae	0.999485	Trichopteryx	0.997046	Trichopteryx_carpinata	0.985897
AMTPC325-15	Insecta	1	Lepidoptera	0.99997	Geometridae	0.999928	Larentiinae	0.999289	Perizoma	0.992916	Perizoma_affinitata	0.493652
AMTPC343-15	Insecta	1	Lepidoptera	0.999947	Geometridae	0.999873	Larentiinae	0.998266	Triphosa	0.990504	Triphosa_dubitata	0.957687
AMTPC346-15	Insecta	1	Lepidoptera	0.999962	Notodontidae	0.99986	Pygaerinae	0.999749	Clostera	0.999644	Clostera_pigra	0.970967
AMTPC347-15	Insecta	1	Lepidoptera	0.999858	Crambidae	0.999114	Odontiinae	0.990211	Metaxmeste	0.990079	Metaxmeste_schrankiana	0.975763
AMTPC354-15	Insecta	0.999999	Lepidoptera	0.996629	Noctuidae	0.89656	Noctuinae	0.507202	Mamestra	0.036607	unk	0.031835
AMTPC355-15	Insecta	0.999992	Lepidoptera	0.987375	Geometridae	0.778416	Larentiinae	0.621294	Triphosa	0.226851	unk	0.221707
AMTPC364-15	Insecta	1	Lepidoptera	0.999968	Geometridae	0.999909	Larentiinae	0.999058	Perizoma	0.992012	Perizoma_blandiata	0.976782
AMTPC365-15	Insecta	1	Lepidoptera	0.998563	Nymphalidae	0.994459	Satyrinae	0.97626	Erebia	0.881669	unk	0.593301
AMTPC370-15	Insecta	1	Lepidoptera	0.999934	Noctuidae	0.999072	Noctuinae	0.98547	Photedes	0.663251	Photedes_captiuncula	0.361556
AMTPC371-15	Insecta	1	Lepidoptera	0.999969	Geometridae	0.999868	Larentiinae	0.998512	Perizoma	0.986431	Perizoma_minorata	0.973437
AMTPC374-15	Insecta	0.999998	Lepidoptera	0.993279	Geometridae	0.918268	Larentiinae	0.758872	Colostygia	0.253499	unk	0.224379
AMTPC375-15	Insecta	0.999986	Lepidoptera	0.982209	Nymphalidae	0.811396	Satyrinae	0.619796	Erebia	0.273405	unk	0.266637
AMTPC377-15	Insecta	1	Lepidoptera	0.999884	Erebidae	0.999079	Boletobiinae	0.993773	Phytometra	0.992155	Phytometra_viridaria	0.94043
AMTPC380-15	Insecta	0.999986	Lepidoptera	0.982209	Nymphalidae	0.811396	Satyrinae	0.619796	Erebia	0.273405	unk	0.266637
AMTPC588-15	Insecta	1	Lepidoptera	0.999856	Elachistidae	0.998856	Elachistinae	0.998836	Elachista	0.998177	Elachista_gleichenella	0.926284
AMTPC637-15	Insecta	1	Lepidoptera	0.999956	Tortricidae	0.999925	Tortricinae	0.997363	Syndemis	0.980775	Syndemis_musculana	0.966551
AMTPC654-15	Insecta	1	Lepidoptera	0.999979	Gelechiidae	0.999948	Gelechiinae	0.999379	Scrobipalpula	0.992106	Scrobipalpula_diffluella	0.889361
AMTPD023-15	Insecta	0.998045	Diptera	0.744661	unk	0.305868	unk	0.305868	unk	0.305868	unk	0.305868
AMTPD090-15	Insecta	0.992403	Diptera	0.529952	unk	0.272612	unk	0.272612	unk	0.272612	unk	0.272612
AMTPD1168-15	Insecta	1	Diptera	0.999964	Tipulidae	0.999956	Tipulinae	0.999798	Tipula	0.999662	Tipula_excisa	0.975967
AMTPD1253-15	Insecta	1	Diptera	0.999869	Tipulidae	0.999818	Tipulinae	0.999651	Tipula	0.99919500000000006	Tipula_invenusta	0.880093
AMTPD126-15	Insecta	0.998045	Diptera	0.744661	unk	0.305868	unk	0.305868	unk	0.305868	unk	0.305868
AMTPD1527-15	Insecta	1	Diptera	0.999998	Lonchaeidae	0.999993	Lonchaeinae	0.999979	Priscoearomyia	0.999454	Priscoearomyia_nigra	0.968041
AMTPD1528-15	Insecta	1	Diptera	0.999999	Lonchaeidae	0.999998	Lonchaeinae	0.999987	Priscoearomyia	0.999731	Priscoearomyia_nigra	0.980731
AMTPD2148-15	Insecta	1	Diptera	0.999865	Simuliidae	0.999816	Simuliinae	0.99981	Simulium	0.999232	Simulium_beltukovae	0.924881
AMTPD2446-15	Insecta	0.999956	Diptera	0.96299	Heleomyzidae	0.501598	Heleomyzinae	0.444961	Eccoptomera	0.136276	unk	0.135639
AMTPD287-15	Insecta	0.997794	Diptera	0.717419	unk	0.258021	unk	0.258021	unk	0.258021	unk	0.258021
