ID	class	Prob_class	order	Prob_order	family	Prob_family	 subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	 species	Prob_species
TBGMI055-21		Insecta	0.98	Coleoptera	0.58	Staphylinidae	0.20	Aleocharinae	0.10	Hallomeninae_dummy_tribe	0.05	Hallomenus	0.05	Hallomenus_axillaris	0.05
SCINO1501-16		Insecta	1.00	Diptera	0.50	Sciaridae	0.20	Sciaridae_dummy_subfamily	0.20	Sciaridae_dummy_tribe	0.20	Elachista	0.07	Elachista_trapeziella	0.07
SCINO499-15		Insecta	1.00	Diptera	0.41	Sciaridae	0.18	Sciaridae_dummy_subfamily	0.18	Sciaridae_dummy_tribe	0.18	Bradysia	0.04	Thereva_handlirschi	0.03
ZMBN1662-20		Insecta	1.00	Hemiptera	1.00	Saldidae	1.00	Saldinae	1.00	Saldoidini	1.00	Saldula	1.00	Saldula_palustris	0.60
TACFI408-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Tachininae	1.00	Ernestiini	1.00	Panzeria	1.00	Panzeria_rudis	0.90
TBGMI199-22		Insecta	0.99	Diptera	0.47	Chironomidae	0.10	Ulinae	0.09	Ulinae_dummy_tribe	0.09	Ula	0.09	Ula_sylvatica	0.09
SRCNC528-16		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Rhingiini	1.00	Pelecocera	1.00	Pelecocera_scaevoides	1.00
TACFI219-12		Insecta	1.00	Diptera	0.79	Tachinidae	0.41	Exoristinae	0.39	Winthemiini	0.37	Nemorilla	0.34	Nemorilla_maculosa	0.34
RDNMG509-08		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Tholerini	1.00	Cerapteryx	1.00	Cerapteryx_graminis	1.00
SMNSA063-16		Arachnida	0.94	Araneae	0.94	Theridiidae	0.53	Theridiidae_dummy_subfamily	0.53	Theridiidae_dummy_tribe	0.53	Yunohamella	0.17	Yunohamella_palmgreni	0.17
SMNSH037-23		Insecta	0.99	Hymenoptera	0.41	Ichneumonidae	0.31	Ichneumoninae	0.09	Ichneumoninae_dummy_tribe	0.09	Phyllonorycter	0.06	Phyllonorycter_apparella	0.03
TRIFI1404-18		Insecta	1.00	Trichoptera	1.00	Limnephilidae	1.00	Limnephilinae	1.00	Limnephilinae_dummy_tribe	1.00	Limnephilus	1.00	Limnephilus_centralis	1.00
TBGMI155-21		Arachnida	1.00	Sarcoptiformes	1.00	Gustaviidae	1.00	Gustaviidae_dummy_subfamily	1.00	Gustaviidae_dummy_tribe	1.00	Gustavia	1.00	Gustavia_microcephala	1.00
TACFI205-12		Insecta	1.00	Diptera	1.00	Tachinidae	0.99	Exoristinae	0.99	Exoristini	0.98	Phorocera	0.93	Phorocera_obscura	0.93
SRDOC001-15		Insecta	1.00	Diptera	0.77	Mycetophilidae	0.27	Gnoristinae	0.22	Gnoristinae_dummy_tribe	0.22	Boletina	0.18	Boletina_moravica	0.09
SMNKA030-16		Arachnida	0.96	Araneae	0.95	Linyphiidae	0.44	Linyphiidae_dummy_subfamily	0.44	Linyphiidae_dummy_tribe	0.44	Pachygnatha	0.18	Pachygnatha_clercki	0.17
SMNSP634-19		Insecta	0.96	Hymenoptera	0.68	Eulophidae	0.25	Eulophinae	0.16	Eulophinae_dummy_tribe	0.16	Pnigalio	0.15	Pnigalio_agraules	0.07
TACFI464-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Tachininae	1.00	Ernestiini	1.00	Panzeria	1.00	Panzeria_puparum	1.00
TBGMI188-21		Arachnida	1.00	Sarcoptiformes	1.00	Tenuialidae	1.00	Tenuialidae_dummy_subfamily	1.00	Tenuialidae_dummy_tribe	1.00	Hafenrefferia	1.00	Hafenrefferia_gilvipes	1.00
TBGMI015-21		Insecta	0.99	Coleoptera	0.51	Staphylinidae	0.14	Aleocharinae	0.07	Orthocladiinae_dummy_tribe	0.06	Neocrepidodera	0.03	Neocrepidodera_motschulskii	0.03
SYGEO183-19		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	0.98	Volucellini	0.96	Volucella	0.96	Volucella_pellucens	0.95
SMNSA248-16		Arachnida	0.95	Araneae	0.95	Salticidae	0.46	Salticidae_dummy_subfamily	0.46	Salticidae_dummy_tribe	0.46	Attulus	0.26	Attulus_caricis	0.15
TBGMI159-21		Insecta	0.60	Sarcoptiformes	0.40	Chamobatidae	0.09	Chamobatidae_dummy_subfamily	0.09	Chamobatidae_dummy_tribe	0.09	Chamobates	0.09	Chamobates_cuspidatus	0.08
SMNKA041-16		Arachnida	1.00	Araneae	1.00	Theridiidae	1.00	Theridiidae_dummy_subfamily	1.00	Theridiidae_dummy_tribe	1.00	Robertus	1.00	Robertus_scoticus	1.00
TBGMI056-21		Insecta	1.00	Diptera	0.53	Chironomidae	0.28	Chironominae	0.20	Tanytarsini	0.18	Tanytarsus	0.17	Tanytarsus_striatulus	0.10
RDNMH543-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Pyraustinae_dummy_tribe	1.00	Anania	1.00	Anania_coronata	1.00
TBGMI031-21		Insecta	0.99	Coleoptera	0.50	Carabidae	0.13	Harpalinae	0.09	Epuraeinae_dummy_tribe	0.06	Epuraea	0.06	Harpalus_laevipes	0.05
TBGMI164-21		Insecta	0.80	Diptera	0.26	Noctuidae	0.06	Noctuinae	0.06	Noctuinae_dummy_tribe	0.05	Apamea	0.02	Alydus_calcaratus	0.02
TBGMI194-21		Insecta	0.95	Lepidoptera	0.29	Geometridae	0.08	Larentiinae	0.07	Eupitheciini	0.06	Eupithecia	0.06	Eupithecia_icterata	0.04
SMNKA266-16		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Alopecosa	0.85	Alopecosa_pulverulenta	0.60
RDBA533-06		Insecta	1.00	Lepidoptera	0.50	Ichneumonidae	0.21	Phygadeuontinae	0.13	Phygadeuontinae_dummy_tribe	0.13	Gelis	0.06	Gypsonoma_minutana	0.05
TRCBG224-20		Insecta	1.00	Coleoptera	0.31	Bucculatricidae	0.05	Bucculatricidae_dummy_subfamily	0.05	Bucculatricidae_dummy_tribe	0.05	Bucculatrix	0.05	Bucculatrix_bechsteinella	0.04
TBGMI035-21		Insecta	0.93	Diptera	0.51	Mycetophilidae	0.14	Gnoristinae	0.08	Gnoristinae_dummy_tribe	0.08	Boletina	0.08	Phytomyza_opacella	0.06
SMNSA168-16		Insecta	0.94	Lepidoptera	0.28	Tenthredinidae	0.08	Allantinae	0.06	Allantinae_dummy_tribe	0.06	Ametastegia	0.05	Ametastegia_perla	0.05
SYGEO374-19		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Merodontini	1.00	Eumerus	1.00	Eumerus_flavitarsis	1.00
SYGEO127-19		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	0.99	Milesiini	0.95	Xylota	0.95	Xylota_meigeniana	0.49
SMNSP872-19		Insecta	1.00	Hymenoptera	0.83	Eulophidae	0.29	Eulophinae	0.17	Eulophinae_dummy_tribe	0.17	Pnigalio	0.12	Chrysis_graelsii	0.06
SATIP642-09		Insecta	1.00	Diptera	0.76	Tipulidae	0.26	Tipulinae	0.22	Tipulinae_dummy_tribe	0.22	Tipula	0.22	Tipula_circumdata	0.09
TACFI613-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Phasiinae	1.00	Gymnosomatini	1.00	Gymnosoma	1.00	Gymnosoma_nudifrons	0.67
TBGMI174-21		Insecta	0.71	Coleoptera	0.29	Linyphiidae	0.08	Linyphiidae_dummy_subfamily	0.08	Linyphiidae_dummy_tribe	0.08	Autogneta	0.04	Autogneta_longilamellata	0.04
SMNKA257-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Bolyphantes	1.00	Bolyphantes_alticeps	1.00
TACFI446-12		Insecta	1.00	Diptera	0.99	Tachinidae	0.91	Phasiinae	0.82	Cylindromyiini	0.82	Cylindromyia	0.82	Cylindromyia_brassicaria	0.76
TIPSY038-08		Insecta	1.00	Lepidoptera	0.88	Psychidae	0.39	Psychinae	0.39	Psychinae_dummy_tribe	0.39	Proutia	0.33	Proutia_rotunda	0.29
RDNMD363-06		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Leucaniini	1.00	Leucania	1.00	Leucania_comma	1.00
TBGMI037-21		Insecta	1.00	Diptera	0.35	Chironomidae	0.19	Chironominae	0.18	Chironomini	0.11	Atheta	0.05	Acronicta_alni	0.04
TACFI204-12		Insecta	1.00	Diptera	1.00	Tachinidae	0.95	Exoristinae	0.94	Exoristini	0.92	Phorocera	0.86	Phorocera_obscura	0.86
TACFI466-12		Insecta	1.00	Diptera	0.79	Muscidae	0.20	Coenosiinae	0.08	Phaoniini	0.07	Helina	0.06	Helina_trivittata	0.05
TACFI447-12		Insecta	1.00	Diptera	0.88	Tachinidae	0.25	Phasiinae	0.13	Cylindromyiini	0.13	Cylindromyia	0.13	Cylindromyia_brassicaria	0.12
TRCBG1489-20		Insecta	0.98	Lepidoptera	0.28	Nepticulidae	0.07	Nepticulidae_dummy_subfamily	0.07	Nepticulidae_dummy_tribe	0.07	Stigmella	0.07	Stigmella_lediella	0.07
TANYT085-14		Insecta	1.00	Diptera	0.62	Chironomidae	0.36	Chironominae	0.30	Tanytarsini	0.26	Tanytarsus	0.15	Constempellina_brevicosta	0.10
SMNSA260-16		Arachnida	0.98	Araneae	0.98	Thomisidae	0.90	Thomisidae_dummy_subfamily	0.90	Thomisidae_dummy_tribe	0.90	Xysticus	0.79	Xysticus_obscurus	0.32
SCINO728-15		Insecta	1.00	Lepidoptera	0.45	Geometridae	0.14	Aleocharinae	0.09	Ennominae_dummy_tribe	0.08	Aleochara	0.08	Aleochara_lanuginosa	0.05
TRCBG967-20		Insecta	1.00	Diptera	0.34	Chironomidae	0.19	Orthocladiinae	0.08	Orthocladiinae_dummy_tribe	0.08	Agabus	0.07	Procladius_flavifrons	0.06
SMNSA107-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Erigone	0.95	Erigone_welchi	0.88
SMNSA079-16		Arachnida	1.00	Araneae	1.00	Araneidae	1.00	Araneidae_dummy_subfamily	1.00	Araneidae_dummy_tribe	1.00	Gibbaranea	1.00	Gibbaranea_omoeda	1.00
TBGMI042-21		Insecta	0.98	Coleoptera	0.50	Staphylinidae	0.23	Staphylininae	0.08	Staphylinini	0.07	Philonthus	0.07	Lasiopogon_septentrionalis	0.04
SCINO481-15		Insecta	1.00	Diptera	0.68	Mycetophilidae	0.15	Gnoristinae	0.08	Gnoristinae_dummy_tribe	0.08	Boletina	0.06	Tenthredo_bifasciata	0.03
PSESC012-21		Insecta	1.00	Hymenoptera	0.82	Megachilidae	0.36	Megachilinae	0.36	Megachilini	0.23	Coelioxys	0.22	Coelioxys_conoidea	0.20
SMNSA157-16		Arachnida	1.00	Araneae	1.00	Araneidae	1.00	Araneidae_dummy_subfamily	1.00	Araneidae_dummy_tribe	1.00	Araneus	1.00	Araneus_angulatus	1.00
TACFI043-11		Insecta	1.00	Diptera	0.97	Tachinidae	0.39	Exoristinae	0.34	Goniini	0.16	Myxexoristops	0.09	Myxexoristops_stolida	0.09
SCINO339-15		Insecta	1.00	Diptera	0.75	Sciaridae	0.45	Sciaridae_dummy_subfamily	0.45	Sciaridae_dummy_tribe	0.45	Camptochaeta	0.13	Camptochaeta_stammeri	0.06
TACFI574-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Exoristinae	1.00	Acemyini	1.00	Acemya	1.00	Acemya_rufitibia	1.00
SMNKA194-16		Arachnida	0.92	Araneae	0.92	Linyphiidae	0.15	Linyphiidae_dummy_subfamily	0.15	Linyphiidae_dummy_tribe	0.15	Anyphaena	0.10	Anyphaena_accentuata	0.10
RDNMD370-06		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Noctuini	1.00	Anaplectoides	1.00	Anaplectoides_prasina	1.00
TACFI609-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Tachininae	1.00	Ernestiini	1.00	Synactia	1.00	Synactia_parvula	1.00
SMNKA057-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Walckenaeria	1.00	Walckenaeria_obtusa	1.00
SMNKA237-16		Arachnida	0.95	Araneae	0.95	Araneidae	0.42	Araneidae_dummy_subfamily	0.42	Araneidae_dummy_tribe	0.42	Araniella	0.28	Araniella_proxima	0.28
PYRG084-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Pyraustinae_dummy_tribe	1.00	Anania	1.00	Anania_coronata	1.00
TACFI603-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Exoristinae	1.00	Blondeliini	1.00	Meigenia	1.00	Meigenia_dorsalis	1.00
TBGMI153-21		Arachnida	1.00	Sarcoptiformes	1.00	Ceratozetidae	1.00	Ceratozetidae_dummy_subfamily	1.00	Ceratozetidae_dummy_tribe	1.00	Fuscozetes	1.00	Fuscozetes_fuscipes	1.00
TBGMI165-21		Insecta	0.84	Diptera	0.31	Chamobatidae	0.09	Chamobatidae_dummy_subfamily	0.09	Chamobatidae_dummy_tribe	0.09	Chamobates	0.09	Chamobates_cuspidatus	0.09
TIPSY334-12		Insecta	1.00	Lepidoptera	0.84	Geometridae	0.21	Larentiinae	0.14	Eupitheciini	0.09	Eupithecia	0.09	Macroglossum_stellatarum	0.05
TBGMI026-21		Insecta	0.99	Coleoptera	0.40	Chironomidae	0.16	Chironominae	0.10	Chironomini	0.09	Phaenopsectra	0.05	Phaenopsectra_flavipes	0.05
SMNSA197-16		Insecta	0.92	Lepidoptera	0.37	Crambidae	0.13	Scopariinae	0.12	Scopariinae_dummy_tribe	0.12	Eudonia	0.12	Mitopus_morio	0.07
SCINO1264-16		Insecta	1.00	Diptera	0.60	Sciaridae	0.29	Sciaridae_dummy_subfamily	0.29	Sciaridae_dummy_tribe	0.29	Bradysia	0.21	Clusia_flava	0.08
TBGMI181-21		Insecta	0.98	Lepidoptera	0.36	Tortricidae	0.07	Olethreutinae	0.07	Sciaridae_dummy_tribe	0.04	Tvetenia	0.04	Thyatira_batis	0.04
SMNKA171-16		Arachnida	0.92	Araneae	0.92	Gnaphosidae	0.63	Gnaphosidae_dummy_subfamily	0.63	Gnaphosidae_dummy_tribe	0.63	Zelotes	0.48	Zelotes_latreillei	0.22
SYGEO357-19		Insecta	1.00	Diptera	1.00	Syrphidae	0.99	Eristalinae	0.98	Milesiini	0.97	Xylota	0.97	Xylota_meigeniana	0.45
SMNSA228-16		Insecta	0.96	Diptera	0.30	Tenthredinidae	0.10	Allantinae	0.08	Allantinae_dummy_tribe	0.08	Empria	0.06	Empria_liturata	0.04
TACFI437-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Phasiinae	1.00	Phasiini	1.00	Phasia	1.00	Phasia_aurulans	0.52
SIEG014-18		Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hydroporini	1.00	Nebrioporus	1.00	Nebrioporus_depressus	1.00
RDBA381-06		Insecta	1.00	Hymenoptera	0.46	Ichneumonidae	0.19	Nematinae	0.09	Nematinae_dummy_tribe	0.09	Elachista	0.07	Chalarus_latifrons	0.04
SMNSA064-16		Arachnida	0.87	Araneae	0.87	Theridiidae	0.41	Theridiidae_dummy_subfamily	0.41	Theridiidae_dummy_tribe	0.41	Yunohamella	0.16	Yunohamella_palmgreni	0.16
ZYGMO233-10		Insecta	1.00	Lepidoptera	1.00	Zygaenidae	1.00	Procridinae	1.00	Procridini	1.00	Rhagades	1.00	Rhagades_pruni	1.00
TBGMI054-21		Insecta	1.00	Coleoptera	0.32	Tortricidae	0.10	Olethreutinae	0.07	Anacampsini	0.05	Aproaerema	0.05	Phyllonorycter_lantanella	0.03
RDNMG507-08		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Xylenini	1.00	Leptologia	1.00	Leptologia_lota	1.00
TRCBG996-20		Insecta	0.99	Coleoptera	0.30	Dytiscidae	0.07	Agabinae	0.07	Agabini	0.07	Agabus	0.06	Agabus_infuscatus	0.05
TIPSY030-08		Insecta	1.00	Lepidoptera	0.95	Psychidae	0.74	Oiketicinae	0.74	Oiketicinae_dummy_tribe	0.74	Sterrhopterix	0.41	Phalacropterix_graslinella	0.33
TBGMI048-21		Insecta	0.98	Diptera	0.42	Tachinidae	0.17	Harpalinae	0.14	Siphonini	0.09	Siphona	0.09	Siphona_paludosa	0.08
TBGMI038-21		Insecta	1.00	Coleoptera	0.51	Carabidae	0.34	Harpalinae	0.34	Harpalini	0.18	Harpalus	0.17	Harpalus_rubripes	0.11
SMNKA111-16		Arachnida	0.97	Araneae	0.97	Lycosidae	0.89	Lycosidae_dummy_subfamily	0.89	Lycosidae_dummy_tribe	0.89	Alopecosa	0.53	Arctosa_alpigena	0.15
SYGEO137-19		Insecta	1.00	Diptera	0.93	Syrphidae	0.63	Eristalinae	0.52	Rhingiini	0.26	Cheilosia	0.26	Spilomyia_diophthalma	0.23
SMNKA058-16		Arachnida	0.99	Araneae	0.99	Thomisidae	0.88	Thomisidae_dummy_subfamily	0.88	Thomisidae_dummy_tribe	0.88	Xysticus	0.78	Xysticus_luctuosus	0.29
SMNKA259-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Bolyphantes	1.00	Bolyphantes_alticeps	1.00
TACFI008-11		Insecta	1.00	Diptera	0.97	Tachinidae	0.36	Anthomyiidae_dummy_subfamily	0.21	Anthomyiidae_dummy_tribe	0.21	Phasia	0.16	Phasia_barbifrons	0.06
TACFI757-13		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Tachininae	1.00	Tachinini	1.00	Tachina	1.00	Tachina_fera	0.99
TACFI199-12		Insecta	1.00	Diptera	0.92	Tachinidae	0.44	Exoristinae	0.32	Goniini	0.15	Carcelia	0.11	Carcelia_tibialis	0.11
TACFI055-11		Insecta	1.00	Diptera	0.98	Anthomyiidae	0.31	Anthomyiidae_dummy_subfamily	0.31	Anthomyiidae_dummy_tribe	0.31	Botanophila	0.08	Emmesomyia_grisea	0.04
SMNKA174-16		Arachnida	0.96	Araneae	0.96	Linyphiidae	0.81	Linyphiidae_dummy_subfamily	0.81	Linyphiidae_dummy_tribe	0.81	Walckenaeria	0.31	Walckenaeria_cuspidata	0.28
TIPSY022-08		Insecta	1.00	Lepidoptera	1.00	Psychidae	1.00	Psychinae	1.00	Psychinae_dummy_tribe	1.00	Proutia	1.00	Proutia_rotunda	1.00
SMNKA201-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Agyneta	0.98	Agyneta_mossica	0.67
SMNSA028-16		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Pardosa	0.99	Pardosa_schenkeli	0.94
TACFI438-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Phasiinae	1.00	Phasiini	1.00	Phasia	1.00	Phasia_obesa	0.60
SMNKA218-16		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Pardosa	1.00	Pardosa_schenkeli	0.98
TANYT061-14		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Chironominae	0.99	Tanytarsini	0.99	Tanytarsus	0.99	Tanytarsus_occultus	0.99
TBGMI010-21		Insecta	0.94	Coleoptera	0.38	Staphylinidae	0.11	Aleocharinae	0.09	Athetini	0.06	Pardosa	0.06	Pardosa_agricola	0.03
PMANL3464-14		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Phycitinae_dummy_tribe	1.00	Homoeosoma	1.00	Homoeosoma_nebulella	0.63
SMNKA283-16		Arachnida	0.98	Araneae	0.98	Linyphiidae	0.60	Linyphiidae_dummy_subfamily	0.60	Linyphiidae_dummy_tribe	0.60	Metellina	0.07	Metellina_mengei	0.07
SMNKA034-16		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Alopecosa	0.72	Alopecosa_pinetorum	0.20
SMNKA313-16		Arachnida	0.87	Araneae	0.87	Theridiidae	0.25	Theridiidae_dummy_subfamily	0.25	Theridiidae_dummy_tribe	0.25	Theridion	0.20	Theridion_pictum	0.20
