ID	class	Prob_class	order	Prob_order	family	Prob_family	 subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	 species	Prob_species
TBGMI188-21		Arachnida	1.00	Sarcoptiformes	1.00	Tenuialidae	1.00	Tenuialidae_dummy_subfamily	1.00	Tenuialidae_dummy_tribe	1.00	Hafenrefferia	1.00	Hafenrefferia_gilvipes	1.00
SMNSH037-23		Insecta	1.00	Hymenoptera	0.52	Ichneumonidae	0.38	Ichneumoninae	0.10	Ichneumoninae_dummy_tribe	0.10	Tycherus	0.06	Tycherus_ischiomelinus	0.03
TBGMI155-21		Arachnida	1.00	Sarcoptiformes	1.00	Gustaviidae	1.00	Gustaviidae_dummy_subfamily	1.00	Gustaviidae_dummy_tribe	1.00	Gustavia	1.00	Gustavia_microcephala	1.00
SMNSP634-19		Insecta	0.98	Hymenoptera	0.70	Eulophidae	0.26	Eulophinae	0.23	Eulophinae_dummy_tribe	0.23	Pnigalio	0.19	Pnigalio_agraules	0.10
SYGEO183-19		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Volucellini	0.99	Volucella	0.99	Volucella_pellucens	0.92
SMNKA030-16		Arachnida	0.92	Araneae	0.92	Linyphiidae	0.44	Linyphiidae_dummy_subfamily	0.44	Linyphiidae_dummy_tribe	0.44	Pachygnatha	0.15	Tallusia_experta	0.12
TBGMI015-21		Insecta	0.97	Coleoptera	0.57	Staphylinidae	0.21	Aleocharinae	0.10	Athetini	0.07	Dinaraea	0.02	Dinaraea_aequata	0.02
SMNKA041-16		Arachnida	1.00	Araneae	1.00	Theridiidae	1.00	Theridiidae_dummy_subfamily	1.00	Theridiidae_dummy_tribe	1.00	Robertus	1.00	Robertus_scoticus	1.00
SMNSA248-16		Arachnida	0.93	Araneae	0.93	Salticidae	0.44	Salticidae_dummy_subfamily	0.44	Salticidae_dummy_tribe	0.44	Attulus	0.22	Attulus_floricola	0.16
TBGMI159-21		Insecta	0.64	Sarcoptiformes	0.31	Chamobatidae	0.08	Chamobatidae_dummy_subfamily	0.08	Chamobatidae_dummy_tribe	0.08	Chamobates	0.08	Chamobates_cuspidatus	0.08
RDNMH543-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Pyraustinae_dummy_tribe	1.00	Anania	1.00	Anania_coronata	1.00
TACFI446-12		Insecta	1.00	Diptera	1.00	Tachinidae	0.86	Phasiinae	0.79	Cylindromyiini	0.79	Cylindromyia	0.79	Cylindromyia_brassicaria	0.76
TBGMI031-21		Insecta	0.99	Coleoptera	0.50	Carabidae	0.18	Harpalinae	0.11	Harpalini	0.07	Harpalus	0.07	Bembidion_femoratum	0.06
SYGEO374-19		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	1.00	Merodontini	1.00	Eumerus	1.00	Eumerus_flavitarsis	1.00
TBGMI056-21		Insecta	1.00	Diptera	0.62	Chironomidae	0.22	Chironominae	0.13	Tanytarsini	0.12	Tanytarsus	0.11	Tanytarsus_brundini	0.06
SYGEO127-19		Insecta	1.00	Diptera	0.99	Syrphidae	0.98	Eristalinae	0.97	Milesiini	0.97	Xylota	0.97	Xylota_meigeniana	0.56
TACFI204-12		Insecta	1.00	Diptera	0.99	Tachinidae	0.96	Exoristinae	0.96	Exoristini	0.92	Phorocera	0.87	Phorocera_obscura	0.87
RDNMD363-06		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Leucaniini	1.00	Leucania	1.00	Leucania_comma	1.00
TRCBG224-20		Insecta	1.00	Diptera	0.28	Staphylinidae	0.07	Bucculatricidae_dummy_subfamily	0.06	Bucculatricidae_dummy_tribe	0.06	Bucculatrix	0.06	Stigmella_lediella	0.05
SMNSA168-16		Insecta	0.95	Lepidoptera	0.32	Tenthredinidae	0.06	Oligolophinae	0.05	Oligolophinae_dummy_tribe	0.05	Mitopus	0.04	Mitopus_morio	0.04
SMNKA257-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Bolyphantes	1.00	Bolyphantes_alticeps	1.00
TACFI447-12		Insecta	1.00	Diptera	0.81	Tachinidae	0.27	Phasiinae	0.16	Cylindromyiini	0.15	Cylindromyia	0.15	Cylindromyia_brassicaria	0.14
RDBA533-06		Insecta	1.00	Lepidoptera	0.52	Ichneumonidae	0.14	Nematinae	0.12	Nematinae_dummy_tribe	0.12	Euura	0.06	Gypsonoma_minutana	0.04
SATIP642-09		Insecta	1.00	Diptera	0.83	Tipulidae	0.31	Tipulinae	0.28	Tipulinae_dummy_tribe	0.28	Tipula	0.25	Tipula_circumdata	0.11
TACFI466-12		Insecta	1.00	Diptera	0.73	Muscidae	0.15	Anthomyiidae_dummy_subfamily	0.10	Anthomyiidae_dummy_tribe	0.10	Helina	0.05	Atheta_cribripennis	0.05
SMNKA266-16		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Alopecosa	0.91	Alopecosa_pulverulenta	0.68
TACFI613-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Phasiinae	1.00	Gymnosomatini	1.00	Gymnosoma	1.00	Gymnosoma_nudifrons	0.57
TBGMI035-21		Insecta	0.99	Diptera	0.45	Chironomidae	0.14	Orthocladiinae	0.08	Orthocladiinae_dummy_tribe	0.08	Boletina	0.07	Boletina_digitata	0.06
SMNSP872-19		Insecta	0.94	Hymenoptera	0.77	Eulophidae	0.30	Eulophinae	0.17	Eulophinae_dummy_tribe	0.17	Eulonchetron	0.09	Eulonchetron_torymoides	0.09
TBGMI164-21		Insecta	0.92	Diptera	0.24	Chironomidae	0.07	Noctuinae	0.05	Orthocladiinae_dummy_tribe	0.05	Eupithecia	0.03	Apamea_kuusamoensis	0.02
TIPSY038-08		Insecta	1.00	Lepidoptera	0.95	Psychidae	0.44	Psychinae	0.40	Psychinae_dummy_tribe	0.40	Proutia	0.37	Proutia_rotunda	0.29
TANYT085-14		Insecta	1.00	Diptera	0.65	Chironomidae	0.40	Chironominae	0.31	Tanytarsini	0.26	Constempellina	0.16	Constempellina_brevicosta	0.16
SCINO728-15		Insecta	1.00	Diptera	0.36	Staphylinidae	0.17	Sciaridae_dummy_subfamily	0.14	Sciaridae_dummy_tribe	0.14	Aleochara	0.07	Cleorodes_lichenaria	0.06
TBGMI194-21		Insecta	0.97	Diptera	0.33	Geometridae	0.09	Larentiinae	0.06	Hemerobiinae_dummy_tribe	0.05	Hemerobius	0.05	Hemerobius_marginatus	0.03
TBGMI037-21		Insecta	1.00	Coleoptera	0.37	Staphylinidae	0.17	Chironominae	0.10	Staphylinini	0.06	Donacia	0.05	Donacia_bicolora	0.05
SMNSA260-16		Arachnida	1.00	Araneae	1.00	Thomisidae	0.89	Thomisidae_dummy_subfamily	0.89	Thomisidae_dummy_tribe	0.89	Xysticus	0.83	Xysticus_obscurus	0.26
TBGMI174-21		Insecta	0.75	Coleoptera	0.29	Staphylinidae	0.09	Scheloribatidae_dummy_subfamily	0.05	Scheloribatidae_dummy_tribe	0.05	Scheloribates	0.03	Scheloribates_latipes	0.03
SMNSA107-16		Arachnida	0.99	Araneae	0.99	Linyphiidae	0.97	Linyphiidae_dummy_subfamily	0.97	Linyphiidae_dummy_tribe	0.97	Erigone	0.90	Erigone_welchi	0.80
TACFI043-11		Insecta	1.00	Diptera	0.97	Tachinidae	0.54	Exoristinae	0.48	Blondeliini	0.21	Medina	0.06	Meigenia_dorsalis	0.05
TACFI574-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Exoristinae	1.00	Acemyini	1.00	Acemya	1.00	Acemya_rufitibia	1.00
TRCBG1489-20		Insecta	0.97	Coleoptera	0.30	Staphylinidae	0.08	Olethreutinae	0.06	Corticariinae_dummy_tribe	0.04	Corticaria	0.04	Corticaria_elongata	0.04
SCINO339-15		Insecta	1.00	Diptera	0.78	Sciaridae	0.56	Sciaridae_dummy_subfamily	0.56	Sciaridae_dummy_tribe	0.56	Camptochaeta	0.14	Camptochaeta_camptochaeta	0.08
TBGMI042-21		Insecta	0.99	Coleoptera	0.69	Staphylinidae	0.26	Staphylininae	0.13	Staphylinini	0.09	Philonthus	0.04	Helophorus_brevipalpis	0.04
TRCBG967-20		Insecta	0.98	Diptera	0.31	Mycetophilidae	0.06	Agabinae	0.05	Agabini	0.05	Agabus	0.05	Agabus_infuscatus	0.04
SMNSA079-16		Arachnida	1.00	Araneae	1.00	Araneidae	1.00	Araneidae_dummy_subfamily	1.00	Araneidae_dummy_tribe	1.00	Gibbaranea	1.00	Gibbaranea_omoeda	1.00
SCINO481-15		Insecta	1.00	Diptera	0.64	Mycetophilidae	0.22	Gnoristinae	0.15	Gnoristinae_dummy_tribe	0.15	Boletina	0.07	Boletina_moravica	0.06
PSESC012-21		Insecta	1.00	Hymenoptera	0.86	Megachilidae	0.52	Megachilinae	0.52	Megachilini	0.32	Coelioxys	0.31	Coelioxys_conoidea	0.28
TACFI609-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Tachininae	1.00	Ernestiini	1.00	Synactia	1.00	Synactia_parvula	1.00
RDNMD370-06		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Noctuini	1.00	Anaplectoides	1.00	Anaplectoides_prasina	1.00
TACFI603-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Exoristinae	1.00	Blondeliini	1.00	Meigenia	1.00	Meigenia_dorsalis	1.00
SMNSA157-16		Arachnida	1.00	Araneae	1.00	Araneidae	1.00	Araneidae_dummy_subfamily	1.00	Araneidae_dummy_tribe	1.00	Araneus	1.00	Araneus_angulatus	1.00
SMNKA194-16		Arachnida	0.94	Araneae	0.94	Linyphiidae	0.18	Linyphiidae_dummy_subfamily	0.18	Linyphiidae_dummy_tribe	0.18	Anyphaena	0.08	Anyphaena_accentuata	0.08
SMNKA057-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Walckenaeria	1.00	Walckenaeria_obtusa	1.00
TACFI437-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Phasiinae	1.00	Phasiini	1.00	Phasia	1.00	Phasia_aurulans	0.50
TBGMI153-21		Arachnida	1.00	Sarcoptiformes	1.00	Ceratozetidae	1.00	Ceratozetidae_dummy_subfamily	1.00	Ceratozetidae_dummy_tribe	1.00	Fuscozetes	1.00	Fuscozetes_fuscipes	1.00
SCINO1264-16		Insecta	1.00	Diptera	0.73	Sciaridae	0.33	Sciaridae_dummy_subfamily	0.33	Sciaridae_dummy_tribe	0.33	Bradysia	0.18	Bradysia_subalpina	0.08
SIEG014-18		Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hydroporini	1.00	Nebrioporus	1.00	Nebrioporus_depressus	1.00
SYGEO357-19		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Eristalinae	0.98	Milesiini	0.97	Xylota	0.97	Xylota_meigeniana	0.47
PYRG084-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Pyraustinae_dummy_tribe	1.00	Anania	1.00	Anania_coronata	1.00
SMNKA237-16		Arachnida	0.92	Araneae	0.92	Linyphiidae	0.46	Linyphiidae_dummy_subfamily	0.46	Linyphiidae_dummy_tribe	0.46	Araniella	0.26	Araniella_proxima	0.26
RDNMG507-08		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Xylenini	1.00	Leptologia	1.00	Leptologia_lota	1.00
TBGMI026-21		Insecta	1.00	Coleoptera	0.42	Chironomidae	0.10	Harpalinae	0.07	Aphodiini	0.05	Helophorus	0.05	Helophorus_flavipes	0.05
SMNSA197-16		Insecta	0.94	Diptera	0.22	Tenthredinidae	0.09	Eristalinae	0.06	Allantinae_dummy_tribe	0.06	Eudonia	0.06	Hydrometra_gracilenta	0.04
TIPSY334-12		Insecta	1.00	Lepidoptera	0.82	Geometridae	0.16	Larentiinae	0.09	Ennominae_dummy_tribe	0.06	Eupithecia	0.06	Macroglossum_stellatarum	0.05
TBGMI165-21		Insecta	0.89	Diptera	0.31	Cicadellidae	0.06	Chamobatidae_dummy_subfamily	0.05	Chamobatidae_dummy_tribe	0.05	Chamobates	0.05	Chamobates_cuspidatus	0.05
TACFI757-13		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Tachininae	1.00	Tachinini	1.00	Tachina	1.00	Tachina_fera	1.00
TBGMI048-21		Insecta	0.98	Diptera	0.35	Carabidae	0.09	Harpalinae	0.07	Orthocladiinae_dummy_tribe	0.05	Cymindis	0.04	Cymindis_vaporariorum	0.04
SYGEO137-19		Insecta	1.00	Diptera	0.99	Syrphidae	0.67	Eristalinae	0.58	Milesiini	0.27	Cheilosia	0.27	Spilomyia_diophthalma	0.18
TACFI008-11		Insecta	1.00	Diptera	0.98	Tachinidae	0.40	Phasiinae	0.21	Phasiini	0.20	Phasia	0.20	Phasia_barbifrons	0.08
TBGMI181-21		Insecta	0.97	Lepidoptera	0.37	Tortricidae	0.13	Olethreutinae	0.11	Eucosmini	0.08	Neocrepidodera	0.04	Neocrepidodera_nigritula	0.04
SMNKA171-16		Arachnida	0.93	Araneae	0.93	Gnaphosidae	0.61	Gnaphosidae_dummy_subfamily	0.61	Gnaphosidae_dummy_tribe	0.61	Zelotes	0.43	Zelotes_latreillei	0.21
ZYGMO233-10		Insecta	1.00	Lepidoptera	1.00	Zygaenidae	1.00	Procridinae	1.00	Procridini	1.00	Rhagades	1.00	Rhagades_pruni	1.00
TACFI199-12		Insecta	1.00	Diptera	0.89	Tachinidae	0.52	Exoristinae	0.36	Eryciini	0.17	Carcelia	0.12	Carcelia_tibialis	0.11
SMNSA228-16		Insecta	0.95	Diptera	0.33	Geometridae	0.08	Oligolophinae	0.04	Oligolophinae_dummy_tribe	0.04	Mitopus	0.04	Mitopus_morio	0.04
SMNKA259-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Bolyphantes	1.00	Bolyphantes_alticeps	1.00
TACFI438-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Phasiinae	1.00	Phasiini	1.00	Phasia	1.00	Phasia_obesa	0.71
RDBA381-06		Insecta	0.98	Hymenoptera	0.41	Ichneumonidae	0.19	Phygadeuontinae	0.08	Phygadeuontinae_dummy_tribe	0.08	Chalarus	0.07	Satyrium_w-album	0.06
SMNSA064-16		Arachnida	0.88	Araneae	0.88	Theridiidae	0.33	Theridiidae_dummy_subfamily	0.33	Theridiidae_dummy_tribe	0.33	Theridion	0.09	Theridion_pictum	0.08
TIPSY030-08		Insecta	1.00	Lepidoptera	0.94	Psychidae	0.81	Oiketicinae	0.81	Oiketicinae_dummy_tribe	0.81	Sterrhopterix	0.44	Phalacropterix_graslinella	0.37
TRCBG996-20		Insecta	0.97	Coleoptera	0.26	Chironomidae	0.08	Nepticulidae_dummy_subfamily	0.07	Nepticulidae_dummy_tribe	0.07	Stigmella	0.07	Stigmella_lediella	0.07
TACFI055-11		Insecta	1.00	Diptera	0.99	Anthomyiidae	0.36	Anthomyiidae_dummy_subfamily	0.36	Anthomyiidae_dummy_tribe	0.36	Botanophila	0.13	Paregle_audacula	0.08
TBGMI038-21		Insecta	1.00	Coleoptera	0.47	Carabidae	0.28	Harpalinae	0.28	Harpalini	0.15	Harpalus	0.14	Harpalus_rubripes	0.09
SMNKA058-16		Arachnida	0.99	Araneae	0.99	Thomisidae	0.82	Thomisidae_dummy_subfamily	0.82	Thomisidae_dummy_tribe	0.82	Xysticus	0.76	Xysticus_obscurus	0.21
TIPSY022-08		Insecta	1.00	Lepidoptera	1.00	Psychidae	1.00	Psychinae	1.00	Psychinae_dummy_tribe	1.00	Proutia	1.00	Proutia_rotunda	1.00
SMNKA201-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Agyneta	0.99	Agyneta_mossica	0.73
SMNKA174-16		Arachnida	0.96	Araneae	0.96	Linyphiidae	0.83	Linyphiidae_dummy_subfamily	0.83	Linyphiidae_dummy_tribe	0.83	Walckenaeria	0.31	Walckenaeria_cuspidata	0.27
TBGMI054-21		Insecta	0.97	Coleoptera	0.36	Gelechiidae	0.11	Anacampsinae	0.09	Anacampsini	0.09	Aproaerema	0.09	Aproaerema_anthyllidella	0.08
SMNKA111-16		Arachnida	1.00	Araneae	1.00	Lycosidae	0.92	Lycosidae_dummy_subfamily	0.92	Lycosidae_dummy_tribe	0.92	Alopecosa	0.60	Alopecosa_pinetorum	0.22
TACFI664-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Exoristinae	1.00	Eryciini	0.98	Senometopia	0.98	Senometopia_pollinosa	0.77
PMANL3464-14		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Phycitinae_dummy_tribe	1.00	Homoeosoma	1.00	Homoeosoma_nebulella	0.64
TANYT061-14		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Chironominae	1.00	Tanytarsini	1.00	Tanytarsus	1.00	Tanytarsus_occultus	1.00
SMNKA218-16		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Pardosa	1.00	Pardosa_schenkeli	0.94
SYGEO028-19		Insecta	1.00	Diptera	1.00	Syrphidae	1.00	Syrphinae	1.00	Syrphini	1.00	Xanthogramma	1.00	Xanthogramma_pedissequum	0.85
SMNKA283-16		Arachnida	1.00	Araneae	1.00	Linyphiidae	0.56	Linyphiidae_dummy_subfamily	0.56	Linyphiidae_dummy_tribe	0.56	Bathyphantes	0.11	Kaestneria_pullata	0.09
SMNSA028-16		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Pardosa	0.99	Pardosa_schenkeli	0.94
TACFI469-12		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Exoristinae	1.00	Eryciini	1.00	Carcelia	1.00	Carcelia_lucorum	1.00
