ID	kingdom	phylum	class	order	family	genus	species
AY029342	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH712825	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN475939	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT216220	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ281774	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK530453	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Z69588	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC608590	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB035385	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY174797	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK409979	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY015439	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU343815	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX941573	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU343830	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN620351	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC520546	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW481711	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX965730	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GQ281791	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG828901	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ954648	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX964424	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF611640	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT037522	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU866677	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF730001	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX093786	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KR119072	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY573202	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FM206456	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ378871	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB037616	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU591650	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW063202	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KM065941	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU846135	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH549203	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ458893	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HM562042	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ150706	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444408	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF418621	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF984490	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ847422	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ847424	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ847426	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444414	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444415	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444417	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF500530	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN576831	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ926291	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF072238	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU517056	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB072229	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY105699	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LN850760	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444440	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444443	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT217364	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH555894	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT719167	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF540618	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY189977	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444469	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY540126	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC222130	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC343008	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF432982	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN548907	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX238805	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX772550	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU327626	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN548915	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN108118	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH861396	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP004462	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU214643	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ632675	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ299246	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GQ505688	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ632686	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP641179	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU707862	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB646522	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK656288	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK617882	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN791620	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ485653	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU219603	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB003267	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT363100	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT363103	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ880800	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT935166	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN047114	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GQ280656	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH863150	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF126876	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF291242	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB818904	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU424282	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP896056	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU070924	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF126897	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY094073	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KR870833	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ374405	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF499360	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC291721	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC291729	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ318234	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP087970	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN381033	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ459785	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU234101	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT887841	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ608642	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ608647	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ144123	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX218228	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ608655	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU882110	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW136257	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU882113	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT887869	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY984301	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW240624	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW240627	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU882125	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK050300	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ885906	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH155435	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC305163	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY984310	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW240649	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW981615	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH055529	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444646	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF570166	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW036827	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH055534	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK050333	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK050336	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ627591	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW240666	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW240669	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444668	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HE649948	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX650544	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KM887880	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY984352	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY485127	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX272968	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HE649956	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU519068	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW293948	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK766871	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF959805	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF658662	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH784781	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH784788	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW293950	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW676123	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC343220	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KR814563	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ599400	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX845424	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF139627	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF139628	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ442345	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ442346	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ442347	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY198206	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ790283	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN733734	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW113697	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ599424	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK876413	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF251214	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB434661	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF173309	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN859341	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU709855	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ523062	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF653989	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT935369	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX964331	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
U34581	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF251246	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ523079	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU926252	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB116533	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY549985	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK356291	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX964356	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF251264	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ888201	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX950412	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU846038	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LT837487	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF795769	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ809871	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ365940	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW046071	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY747462	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444301	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF488990	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444302	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH379883	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF795785	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444325	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OK356194	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW063150	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN900984	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444349	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN873023	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG012472	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN900990	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ639040	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444350	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF957608	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ000606	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ000607	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT946344	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB968400	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX231155	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW063197	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ000612	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444373	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444379	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT223774	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF190149	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN784963	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ000622	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY980639	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ861746	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444381	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY980642	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC184114	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN712439	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF444391	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY102136	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU882899	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY242705	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN784988	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX061179	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH461123	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN943752	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN943753	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY645657	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ836775	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU673328	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU430265	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB747653	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB747658	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Z98017	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ701231	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU673332	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP233038	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG734730	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF176962	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY979736	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF000452	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH197120	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN492654	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW980559	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FR748051	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW980561	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW980563	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW980566	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF263461	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW980568	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GQ280548	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
