ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus
AMTPC040-15	Insecta	1	Lepidoptera	0.999966	Sphingidae	0.999712	Macroglossinae	0.999019	Hemaris	0.998776
AMTPC044-15	Insecta	1	Lepidoptera	0.999937	Pieridae	0.999415	Pierinae	0.996477	Pieris	0.995849
AMTPC053-15	Insecta	1	Lepidoptera	0.999967	Noctuidae	0.998183	Cuculliinae	0.963194	Cucullia	0.963106
AMTPC064-15	Insecta	1	Lepidoptera	0.999932	Crambidae	0.998946	Pyraustinae	0.992709	Anania	0.989334
AMTPC066-15	Insecta	1	Lepidoptera	0.999907	Crambidae	0.998795	Spilomelinae	0.985396	Udea	0.984707
AMTPC074-15	Insecta	1	Lepidoptera	0.999905	Crambidae	0.996879	Pyraustinae	0.977802	Anania	0.966742
AMTPC075-15	Insecta	1	Lepidoptera	0.999958	Geometridae	0.999591	Larentiinae	0.994088	Triphosa	0.988109
AMTPC078-15	Insecta	1	Lepidoptera	0.980052	Geometridae	0.363248	Larentiinae	0.217958	Cosmorhoe	0.032297
AMTPC080-15	Insecta	1	Lepidoptera	0.999914	Noctuidae	0.998116	Noctuinae	0.959621	Antitype	0.839898
AMTPC082-15	Insecta	1	Lepidoptera	0.999596	Noctuidae	0.984499	Noctuinae	0.760706	Anarta	0.287756
AMTPC086-15	Insecta	1	Lepidoptera	0.999358	Geometridae	0.991137	Larentiinae	0.929872	Colostygia	0.738515
AMTPC088-15	Insecta	1	Lepidoptera	0.99995	Tortricidae	0.999531	Tortricinae	0.996656	Cnephasia	0.984846
AMTPC089-15	Insecta	1	Lepidoptera	0.985073	Nymphalidae	0.800451	Satyrinae	0.694496	Erebia	0.304079
AMTPC090-15	Insecta	1	Lepidoptera	0.982658	Nymphalidae	0.782398	Satyrinae	0.664436	Erebia	0.269435
AMTPC091-15	Insecta	1	Lepidoptera	0.999928	Noctuidae	0.998319	Noctuinae	0.962716	Antitype	0.850343
AMTPC093-15	Insecta	1	Lepidoptera	0.999974	Geometridae	0.999853	Larentiinae	0.999067	Thera	0.997222
AMTPC101-15	Insecta	1	Lepidoptera	0.999961	Geometridae	0.999447	Larentiinae	0.994428	Perizoma	0.98561
AMTPC105-15	Insecta	1	Lepidoptera	0.999952	Geometridae	0.99946	Larentiinae	0.993259	Hydriomena	0.982464
AMTPC107-15	Insecta	1	Lepidoptera	0.999468	Geometridae	0.993896	Larentiinae	0.948998	Colostygia	0.806224
AMTPC117-15	Insecta	1	Lepidoptera	0.988647	Geometridae	0.457152	Ennominae	0.270323	Charissa	0.064009
AMTPC119-15	Insecta	1	Lepidoptera	0.990276	Geometridae	0.70855	Ennominae	0.468679	Yezognophos	0.120232
AMTPC121-15	Insecta	1	Lepidoptera	0.994925	Geometridae	0.72438	Ennominae	0.557306	Charissa	0.164503
AMTPC123-15	Insecta	1	Lepidoptera	0.999939	Nymphalidae	0.999112	Satyrinae	0.99726	Lasiommata	0.996552
AMTPC125-15	Insecta	1	Lepidoptera	0.999961	Nymphalidae	0.999702	Nymphalinae	0.9963	Aglais	0.992759
AMTPC130-15	Insecta	1	Lepidoptera	0.999899	Hesperiidae	0.999068	Pyrginae	0.996072	Pyrgus	0.995934
AMTPC131-15	Insecta	1	Lepidoptera	0.999879	Hesperiidae	0.999369	Hesperiinae	0.996257	Ochlodes	0.994295
AMTPC142-15	Insecta	1	Lepidoptera	0.999954	Geometridae	0.999223	Larentiinae	0.992432	Perizoma	0.97754
AMTPC143-15	Insecta	1	Lepidoptera	0.999954	Geometridae	0.999223	Larentiinae	0.992432	Perizoma	0.97754
AMTPC144-15	Insecta	1	Lepidoptera	0.999949	Geometridae	0.999122	Larentiinae	0.992328	Perizoma	0.975613
AMTPC145-15	Insecta	1	Lepidoptera	0.999954	Geometridae	0.999223	Larentiinae	0.992432	Perizoma	0.97754
AMTPC147-15	Insecta	1	Lepidoptera	0.999965	Geometridae	0.999261	Larentiinae	0.995019	Chloroclysta	0.985766
AMTPC148-15	Insecta	1	Lepidoptera	0.999954	Geometridae	0.999223	Larentiinae	0.992432	Perizoma	0.97754
AMTPC155-15	Insecta	1	Lepidoptera	0.999935	Noctuidae	0.99873	Noctuinae	0.965928	Sideridis	0.870549
AMTPC156-15	Insecta	1	Lepidoptera	0.998813	Noctuidae	0.915111	Plusiinae	0.552974	Euchalcia	0.335721
AMTPC158-15	Insecta	1	Lepidoptera	0.996264	Geometridae	0.944882	Larentiinae	0.823581	Colostygia	0.389886
AMTPC159-15	Insecta	1	Lepidoptera	0.994998	Geometridae	0.92146	Larentiinae	0.767489	Colostygia	0.335232
AMTPC162-15	Insecta	1	Lepidoptera	0.999945	Noctuidae	0.996317	Noctuinae	0.926759	Anarta	0.728692
AMTPC163-15	Insecta	1	Lepidoptera	0.999854	Erebidae	0.996193	Boletobiinae	0.971039	Phytometra	0.969079
AMTPC165-15	Insecta	1	Lepidoptera	0.999814	Crambidae	0.995891	Odontiinae	0.963297	Metaxmeste	0.963125
AMTPC166-15	Insecta	1	Lepidoptera	0.994998	Geometridae	0.92146	Larentiinae	0.767489	Colostygia	0.335232
AMTPC172-15	Insecta	1	Lepidoptera	0.999918	Geometridae	0.998908	Larentiinae	0.990913	Triphosa	0.979425
AMTPC173-15	Insecta	1	Lepidoptera	0.995209	Noctuidae	0.693355	Noctuinae	0.227574	Mythimna	0.015093
AMTPC176-15	Insecta	0.983718	unk	0.793388	unk	0.793388	unk	0.793388	unk	0.793388
AMTPC177-15	Insecta	1	Lepidoptera	0.88088	Psychidae	0.541662	Psychinae	0.49997	unk	0.263046
AMTPC178-15	Insecta	1	Lepidoptera	0.88088	Psychidae	0.541662	Psychinae	0.49997	unk	0.263046
AMTPC179-15	Insecta	1	Lepidoptera	0.994998	Geometridae	0.92146	Larentiinae	0.767489	Colostygia	0.335232
AMTPC185-15	Insecta	1	Lepidoptera	0.999937	Crambidae	0.999332	Pyraustinae	0.994288	Anania	0.99014
AMTPC186-15	Insecta	1	Lepidoptera	0.976003	Crambidae	0.31299	Pyraustinae	0.138188	Anania	0.053155
AMTPC188-15	Insecta	1	Lepidoptera	0.999976	Depressariidae	0.999829	Depressariinae	0.999595	Agonopterix	0.999205
AMTPC189-15	Insecta	1	Lepidoptera	0.999939	Noctuidae	0.998523	Noctuinae	0.949178	Papestra	0.749315
AMTPC190-15	Insecta	1	Lepidoptera	0.999942	Crambidae	0.999518	Pyraustinae	0.995682	Pyrausta	0.994763
AMTPC192-15	Insecta	1	Lepidoptera	0.996252	Nymphalidae	0.951628	Satyrinae	0.905673	Erebia	0.804934
AMTPC193-15	Insecta	1	Lepidoptera	0.955544	Nymphalidae	0.736732	Satyrinae	0.668527	Coenonympha	0.50091
AMTPC197-15	Insecta	1	Lepidoptera	0.999681	Noctuidae	0.985337	Noctuinae	0.797749	Hadena	0.293611
AMTPC198-15	Insecta	1	Lepidoptera	0.999583	Noctuidae	0.984518	Noctuinae	0.782129	Anarta	0.310125
AMTPC199-15	Insecta	1	Lepidoptera	0.999905	Noctuidae	0.996115	Noctuinae	0.935384	Apamea	0.545062
AMTPC205-15	Insecta	1	Lepidoptera	0.999935	Noctuidae	0.99873	Noctuinae	0.965928	Sideridis	0.870549
AMTPC206-15	Insecta	1	Lepidoptera	0.999922	Noctuidae	0.998474	Noctuinae	0.962232	Sideridis	0.848607
AMTPC207-15	Insecta	1	Lepidoptera	0.999926	Noctuidae	0.996665	Noctuinae	0.912597	Polia	0.698469
AMTPC212-15	Insecta	1	Lepidoptera	0.994924	Geometridae	0.71917	Ennominae	0.550422	Charissa	0.175348
AMTPC214-15	Insecta	1	Lepidoptera	0.995446	Nymphalidae	0.929715	Satyrinae	0.82923500000000006	Erebia	0.590912
AMTPC215-15	Insecta	1	Lepidoptera	0.99991	Noctuidae	0.995809	Noctuinae	0.907666	Polia	0.687358
AMTPC216-15	Insecta	1	Lepidoptera	0.999128	Noctuidae	0.97368	Noctuinae	0.698603	Xestia	0.110907
AMTPC217-15	Insecta	1	Lepidoptera	0.997503	Noctuidae	0.777646	Noctuinae	0.336975	Opigena	0.025105
AMTPC218-15	Insecta	1	Lepidoptera	0.999583	Noctuidae	0.984518	Noctuinae	0.782129	Anarta	0.310125
AMTPC219-15	Insecta	1	Lepidoptera	0.997503	Noctuidae	0.777646	Noctuinae	0.336975	Opigena	0.025105
AMTPC220-15	Insecta	1	Lepidoptera	0.998598	Lycaenidae	0.961237	Polyommatinae	0.875779	Agriades	0.262267
AMTPC221-15	Insecta	1	Lepidoptera	0.998717	Lycaenidae	0.962378	Polyommatinae	0.869622	Agriades	0.264888
AMTPC223-15	Insecta	1	Lepidoptera	0.998598	Lycaenidae	0.961237	Polyommatinae	0.875779	Agriades	0.262267
AMTPC224-15	Insecta	1	Lepidoptera	0.999883	Cossidae	0.999518	Cossinae	0.999194	Cossus	0.998454
AMTPC225-15	Insecta	1	Lepidoptera	0.999833	Sesiidae	0.999613	Sesiinae	0.999495	Synanthedon	0.998321
AMTPC227-15	Insecta	1	Lepidoptera	0.981574	Nymphalidae	0.667559	Satyrinae	0.446879	Erebia	0.191914
AMTPC228-15	Insecta	1	Lepidoptera	0.993332	Nymphalidae	0.909939	Satyrinae	0.806392	Erebia	0.579047
AMTPC229-15	Insecta	1	Lepidoptera	0.981574	Nymphalidae	0.667559	Satyrinae	0.446879	Erebia	0.191914
AMTPC235-15	Insecta	1	Lepidoptera	0.999854	Erebidae	0.996193	Boletobiinae	0.971039	Phytometra	0.969079
AMTPC237-15	Insecta	1	Lepidoptera	0.999967	Erebidae	0.999356	Hypeninae	0.98279	Hypena	0.98262
AMTPC238-15	Insecta	1	Lepidoptera	0.996758	Nymphalidae	0.882716	Nymphalinae	0.749226	Melitaea	0.687362
AMTPC239-15	Insecta	1	Lepidoptera	0.996758	Nymphalidae	0.882716	Nymphalinae	0.749226	Melitaea	0.687362
AMTPC240-15	Insecta	1	Lepidoptera	0.999967	Erebidae	0.999339	Hypeninae	0.982511	Hypena	0.98234
AMTPC241-15	Insecta	1	Lepidoptera	0.988746	Erebidae	0.332465	Herminiinae	0.12458	Pechipogo	0.038179
AMTPC245-15	Insecta	1	Lepidoptera	0.995738	Nymphalidae	0.953157	Satyrinae	0.886773	Erebia	0.753947
AMTPC249-15	Insecta	1	Lepidoptera	0.999969	Geometridae	0.9997	Larentiinae	0.995218	Triphosa	0.990693
AMTPC254-15	Insecta	1	Lepidoptera	0.994884	Geometridae	0.678013	Ennominae	0.521271	Charissa	0.142047
AMTPC260-15	Insecta	1	Lepidoptera	0.999959	Geometridae	0.999477	Larentiinae	0.994157	Triphosa	0.988027
AMTPC262-15	Insecta	1	Lepidoptera	0.998598	Lycaenidae	0.961237	Polyommatinae	0.875779	Agriades	0.262267
AMTPC263-15	Insecta	1	Lepidoptera	0.981574	Nymphalidae	0.667559	Satyrinae	0.446879	Erebia	0.191914
AMTPC264-15	Insecta	1	Lepidoptera	0.995738	Nymphalidae	0.953157	Satyrinae	0.886773	Erebia	0.753947
AMTPC265-15	Insecta	1	Lepidoptera	0.982658	Nymphalidae	0.782398	Satyrinae	0.664436	Erebia	0.269435
AMTPC267-15	Insecta	1	Lepidoptera	0.999942	Noctuidae	0.997748	Noctuinae	0.936454	Lacanobia	0.596566
AMTPC268-15	Insecta	1	Lepidoptera	0.999897	Noctuidae	0.996536	Noctuinae	0.937492	Apamea	0.649984
AMTPC269-15	Insecta	1	Lepidoptera	0.999942	Noctuidae	0.997748	Noctuinae	0.936454	Lacanobia	0.596566
AMTPC272-15	Insecta	1	Lepidoptera	0.999934	Noctuidae	0.99327	Noctuinae	0.896184	Hecatera	0.5914
AMTPC273-15	Insecta	1	Lepidoptera	0.999967	Noctuidae	0.998183	Cuculliinae	0.963194	Cucullia	0.963106
AMTPC274-15	Insecta	1	Lepidoptera	0.988409	Crambidae	0.644241	Odontiinae	0.343503	Metaxmeste	0.33598
AMTPC275-15	Insecta	1	Lepidoptera	0.999592	Noctuidae	0.984225	Noctuinae	0.758891	Anarta	0.285335
AMTPC287-15	Insecta	1	Lepidoptera	0.999889	Hepialidae	0.999669	dummy_Hepialidae	0.993752	Korscheltellus	0.992329
AMTPC288-15	Insecta	1	Lepidoptera	0.999128	Lasiocampidae	0.981873	Malacosomatinae	0.976274	Malacosoma	0.974984
AMTPC289-15	Insecta	1	Lepidoptera	0.999959	Hepialidae	0.999878	dummy_Hepialidae	0.998432	Hepialus	0.997841
AMTPC291-15	Insecta	1	Lepidoptera	0.999968	Sphingidae	0.999754	Macroglossinae	0.999167	Hemaris	0.998947
AMTPC293-15	Insecta	1	Lepidoptera	0.999973	Gracillariidae	0.999909	Lithocolletinae	0.999541	Phyllonorycter	0.999413
AMTPC294-15	Insecta	1	Lepidoptera	0.99993	Tortricidae	0.999456	Tortricinae	0.996636	Eana	0.984146
AMTPC295-15	Insecta	1	Lepidoptera	0.999933	Depressariidae	0.998699	Depressariinae	0.9976	Agonopterix	0.990094
AMTPC297-15	Insecta	1	Lepidoptera	0.999878	Gelechiidae	0.999065	Gelechiinae	0.99589	Scrobipalpa	0.992672
AMTPC298-15	Insecta	1	Lepidoptera	0.999933	Depressariidae	0.998699	Depressariinae	0.9976	Agonopterix	0.990094
AMTPC304-15	Insecta	1	Lepidoptera	0.995446	Nymphalidae	0.929715	Satyrinae	0.82923500000000006	Erebia	0.590912
AMTPC305-15	Insecta	1	Lepidoptera	0.995446	Nymphalidae	0.929715	Satyrinae	0.82923500000000006	Erebia	0.590912
AMTPC316-15	Insecta	1	Lepidoptera	0.999959	Geometridae	0.999678	Larentiinae	0.996487	Trichopteryx	0.993338
AMTPC325-15	Insecta	1	Lepidoptera	0.999962	Geometridae	0.999579	Larentiinae	0.995679	Perizoma	0.987659
AMTPC343-15	Insecta	1	Lepidoptera	0.999935	Geometridae	0.9993	Larentiinae	0.991071	Triphosa	0.981431
AMTPC346-15	Insecta	1	Lepidoptera	0.999954	Notodontidae	0.999161	Pygaerinae	0.998109	Clostera	0.997963
AMTPC347-15	Insecta	1	Lepidoptera	0.999809	Crambidae	0.995796	Odontiinae	0.962782	Metaxmeste	0.962608
AMTPC354-15	Insecta	1	Lepidoptera	0.99626	Noctuidae	0.792543	Noctuinae	0.341592	Mamestra	0.023618
AMTPC355-15	Insecta	1	Lepidoptera	0.986725	Geometridae	0.636468	Larentiinae	0.440311	Triphosa	0.152183
AMTPC364-15	Insecta	1	Lepidoptera	0.999961	Geometridae	0.999447	Larentiinae	0.994428	Perizoma	0.98561
AMTPC365-15	Insecta	1	Lepidoptera	0.99845	Nymphalidae	0.981183	Satyrinae	0.929209	Erebia	0.829655
AMTPC370-15	Insecta	1	Lepidoptera	0.999913	Noctuidae	0.995651	Noctuinae	0.941601	Photedes	0.605754
AMTPC371-15	Insecta	1	Lepidoptera	0.999954	Geometridae	0.999223	Larentiinae	0.992432	Perizoma	0.97754
AMTPC374-15	Insecta	1	Lepidoptera	0.992628	Geometridae	0.818428	Larentiinae	0.594585	Colostygia	0.189348
AMTPC375-15	Insecta	1	Lepidoptera	0.981574	Nymphalidae	0.667559	Satyrinae	0.446879	Erebia	0.191914
AMTPC377-15	Insecta	1	Lepidoptera	0.999854	Erebidae	0.996193	Boletobiinae	0.971039	Phytometra	0.969079
AMTPC380-15	Insecta	1	Lepidoptera	0.981574	Nymphalidae	0.667559	Satyrinae	0.446879	Erebia	0.191914
AMTPC588-15	Insecta	1	Lepidoptera	0.999821	Elachistidae	0.994399	Elachistinae	0.994169	Elachista	0.993321
AMTPC637-15	Insecta	1	Lepidoptera	0.999943	Tortricidae	0.999643	Tortricinae	0.990225	Syndemis	0.970391
AMTPC654-15	Insecta	1	Lepidoptera	0.999973	Gelechiidae	0.999686	Gelechiinae	0.996546	Scrobipalpula	0.987544
AMTPD023-15	Insecta	1	Diptera	0.762565	unk	0.264325	unk	0.264325	unk	0.264325
AMTPD090-15	Insecta	1	Diptera	0.559233	unk	0.219535	unk	0.219535	unk	0.219535
AMTPD1168-15	Insecta	1	Diptera	0.999953	Tipulidae	0.999851	Tipulinae	0.99879	Tipula	0.998602
AMTPD1253-15	Insecta	1	Diptera	0.999835	Tipulidae	0.999364	Tipulinae	0.998123	Tipula	0.997524
AMTPD126-15	Insecta	1	Diptera	0.762565	unk	0.264325	unk	0.264325	unk	0.264325
AMTPD1527-15	Insecta	1	Diptera	0.999997	Lonchaeidae	0.999946	Lonchaeinae	0.999888	Priscoearomyia	0.999206
AMTPD1528-15	Insecta	1	Diptera	0.999999	Lonchaeidae	0.999981	Lonchaeinae	0.999938	Priscoearomyia	0.999597
AMTPD2148-15	Insecta	1	Diptera	0.999834	Simuliidae	0.999374	Simuliinae	0.999305	Simulium	0.998541
AMTPD2446-15	Insecta	1	Diptera	0.961982	Heleomyzidae	0.365249	Heleomyzinae	0.28843800000000003	Eccoptomera	0.086657
AMTPD287-15	Insecta	1	Diptera	0.734621	unk	0.212324	unk	0.212324	unk	0.212324
AMTPD3025-15	Insecta	1	Diptera	0.999992	Tephritidae	0.999875	Trypetinae	0.996089	Euleia	0.994853
AMTPD3082-15	Insecta	1	Diptera	0.999903	Tephritidae	0.999448	Tephritinae	0.998682	Campiglossa	0.994918
AMTPD3267-15	Insecta	1	Diptera	0.999997	Pipunculidae	0.999982	Pipunculinae	0.999536	Cephalosphaera	0.994683
AMTPD333-15	Insecta	1	Diptera	0.741096	unk	0.184379	unk	0.184379	unk	0.184379
AMTPD356-15	Insecta	0.999967	unk	0.470086	unk	0.470086	unk	0.470086	unk	0.470086
AMTPD375-15	Insecta	1	Diptera	0.954701	Chironomidae	0.658197	Orthocladiinae	0.54852	Limnophyes	0.296121
AMTPD3770-15	Insecta	1	Diptera	0.999926	Bibionidae	0.999845	Bibioninae	0.999803	Bibio	0.999646
AMTPD3844-15	Insecta	1	Diptera	0.784726	Limoniidae	0.103106	Limoniinae	0.069083	Dicranomyia	0.03564
AMTPD3995-15	Insecta	1	Diptera	0.999925	Limoniidae	0.999455	Limnophilinae	0.997876	Euphylidorea	0.922705
AMTPD428-15	Insecta	1	Diptera	0.759184	unk	0.191664	unk	0.191664	unk	0.191664
AMTPD438-15	Insecta	1	Diptera	0.893104	Chironomidae	0.463164	Diamesinae	0.240703	Diamesa	0.137233
AMTPD440-15	Insecta	1	Diptera	0.526561	unk	0.154714	unk	0.154714	unk	0.154714
AMTPD4469-16	Insecta	1	Diptera	0.999925	Syrphidae	0.999058	Syrphinae	0.99661	Melanostoma	0.994631
AMTPD4497-16	Insecta	1	Diptera	0.992612	Syrphidae	0.910673	Eristalinae	0.831181	Cheilosia	0.590352
AMTPD4502-16	Insecta	1	Diptera	0.999905	Syrphidae	0.998962	Syrphinae	0.995984	Melanostoma	0.993644
AMTPD4518-16	Insecta	1	Diptera	0.999928	Syrphidae	0.99951	Eristalinae	0.996102	Cheilosia	0.992795
AMTPD4547-16	Insecta	1	Diptera	0.999803	Syrphidae	0.996966	Eristalinae	0.991307	Pelecocera	0.988237
AMTPD4568-16	Insecta	1	Diptera	0.999908	Syrphidae	0.998967	Syrphinae	0.996073	Melanostoma	0.993773
AMTPD4575-16	Insecta	1	Diptera	0.996519	Syrphidae	0.948369	Eristalinae	0.847088	Cheilosia	0.738383
AMTPD4597-16	Insecta	1	Diptera	0.999908	Syrphidae	0.998967	Syrphinae	0.996073	Melanostoma	0.993773
AMTPD4599-16	Insecta	1	Diptera	0.999876	Syrphidae	0.999483	Eristalinae	0.998353	Eristalis	0.99563
AMTPD4614-16	Insecta	1	Diptera	0.999885	Syrphidae	0.999503	Syrphinae	0.997386	Eupeodes	0.961282
AMTPD473-15	Insecta	1	Diptera	0.697759	unk	0.151137	unk	0.151137	unk	0.151137
AMTPD474-15	Insecta	1	Diptera	0.720026	Chironomidae	0.144083	Orthocladiinae	0.056435	unk	0.012074
AMTPD475-15	Insecta	1	Diptera	0.77846	Chironomidae	0.227387	Orthocladiinae	0.131008	unk	0.040608
AMTPD503-15	Insecta	1	Diptera	0.603306	Hybotidae	0.04319	Oedaleinae	0.01774	unk	0.029124
AMTPD506-15	Insecta	1	Diptera	0.722903	Hybotidae	0.087211	Oedaleinae	0.042343	unk	0.021917
AMTPD511-15	Insecta	0.999994	Diptera	0.423874	unk	0.185132	unk	0.185132	unk	0.185132
AMTPD518-15	Insecta	1	Diptera	0.800228	Empididae	0.220965	Empidinae	0.197067	unk	0.090603
AMTPD528-15	Insecta	1	Diptera	0.733827	Bolitophilidae	0.084983	dummy_Bolitophilidae	0.082586	unk	0.042639
AMTPD529-15	Insecta	1	Diptera	0.733349	Tachinidae	0.082936	Tachininae	0.049073	Nowickia	0.012977
AMTPD530-15	Insecta	1	Diptera	0.742424	Tachinidae	0.085296	Tachininae	0.048878	Nowickia	0.013728
AMTPD532-15	Insecta	1	Diptera	0.700181	Ephydridae	0.073972	Ilytheinae	0.048186	Nostima	0.025809
AMTPD540-15	Insecta	1	Diptera	0.999949	Keroplatidae	0.999916	Keroplatinae	0.999805	Orfelia	0.999534
AMTPD541-15	Insecta	1	Diptera	0.999972	Keroplatidae	0.999957	Keroplatinae	0.999889	Orfelia	0.999763
AMTPD542-15	Insecta	1	Diptera	0.999972	Keroplatidae	0.999957	Keroplatinae	0.999889	Orfelia	0.999763
AMTPD543-15	Insecta	1	Diptera	0.999972	Keroplatidae	0.999957	Keroplatinae	0.999889	Orfelia	0.999763
AMTPD545-15	Insecta	1	Diptera	0.999928	Keroplatidae	0.999882	Keroplatinae	0.999742	Orfelia	0.999403
AMTPD553-15	Insecta	1	Diptera	0.999973	Keroplatidae	0.999958	Keroplatinae	0.999893	Orfelia	0.999768
AMTPD560-15	Insecta	1	Diptera	0.999973	Keroplatidae	0.999959	Keroplatinae	0.999892	Orfelia	0.999766
AMTPD561-15	Insecta	0.999877	unk	0.576228	unk	0.576228	unk	0.576228	unk	0.576228
