ID	phylum	class	order	family	genus	species	Prob_phylum	Prob_class	Prob_order	Prob_family	Prob_genus	Prob_species
JN942681	Ascomycota	Dothideomycetes	Saccharomycetales	Muyocopronaceae	Metschnikowia	Pinaceicola_cordae	0.999777	0.60584	0.22131601	0.08501341	0.04867647	0.019053632
EU514225	Ascomycota	Saccharomycetes	Saccharomycetales	Mycosphaerellaceae	Uwebraunia	Uwebraunia_musae	0.99972886	0.58448976	0.521193	0.4456814	0.15148084	0.052828047
KU847232	Ascomycota	Saccharomycetes	Saccharomycetales	Stachybotryaceae	Striaticonidium	Pseudomicrodochium_suttonii	0.99999976	0.34094265	0.4018667	0.14120692	0.04504516	0.026989989
KU847240	Ascomycota	Saccharomycetes	Saccharomycetales	Stachybotryaceae	Cytosporina	Trichosporiella_multisporum	1.0	0.14168504	0.23870747	0.107130416	0.08558795	0.05247821
LC259095	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces_oligophagus	0.99960786	0.94443953	0.94119686	0.6176894	0.4868557	0.04783052
MN537723	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Metschnikowia	Trichosporiella_multisporum	0.9999999	0.87618357	0.3802135	0.08754886	0.095497645	0.027071768
KF251156	Ascomycota	Sordariomycetes	Ascomycota_ord_Incertae_sedis_Goidanichiella	Pseudomassariaceae	Sulcatistroma	Colletotrichum_gigasporum	0.99992096	0.6425691	0.052252375	0.058133136	0.026289167	0.041700475
KX820250	Ascomycota	Sordariomycetes	Saccharomycetales	Pichiaceae	Fusarium	Yarrowia_bubula	0.99998367	0.6199531	0.45627928	0.1946294	0.060909376	0.023417018
KU847252	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Xepicula	Xepicula_leucotricha	0.99999607	0.91908383	0.1961241	0.15305738	0.114685446	0.10242619
HQ599386	Ascomycota	Dothideomycetes	Saccharomycetales	Lipomycetaceae	Saccharomycodes	Stagonospora_pseudovitensis	0.9999492	0.52641803	0.41439137	0.057869967	0.045949195	0.049003147
JQ627125	Ascomycota	Leotiomycetes	Ascomycota_ord_Incertae_sedis_Everhartia	Hyaloscyphaceae	Everhartia	Musicillium_tropicale	0.999902	0.23387657	0.2129001	0.06706397	0.045172706	0.021900725
MW694951	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Minutiella_tardicola	0.9998741	0.98729765	0.8776729	0.7125201	0.34426638	0.03797255
MN250204	Ascomycota	Saccharomycetes	Saccharomycetales	Ascomycota_fam_Incertae_sedis_Everhartia	Cryptococcus	Hyphopichia_rhagii	0.99649626	0.39141947	0.48947638	0.07967717	0.054072656	0.027588565
JX867675	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Torulaspora_indica	0.99958307	0.3861598	0.33622375	0.14221255	0.13364422	0.05779792
KF251172	Ascomycota	Saccharomycetes	Saccharomycetales	Phaeosphaeriaceae	Didymella	Didymella_exigua	0.9998635	0.17040789	0.1523275	0.098530576	0.030940587	0.032008387
OK057148	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Dipodascus_tetrasporeus	0.95516914	0.8846993	0.7750065	0.12561914	0.077538975	0.04248442
OK057159	Basidiomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Valsalnicola	Athelia_termitophila	0.61429125	0.33244792	0.14152841	0.08686887	0.045462776	0.014350588
MK229175	Ascomycota	Sordariomycetes	Saccharomycetales	Juglanconidaceae	Archaeorhizomyces	Juglanconis_juglandina	0.999998	0.5102159	0.13602208	0.19135742	0.029117586	0.06302358
HE962445	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_pimensis	0.99999714	0.8794614	0.7924521	0.29805252	0.15328561	0.09468453
AJ969625	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Geotrichum_silvicola	0.9958241	0.94454396	0.95789015	0.7278575	0.743746	0.04000553
JN388972	Basidiomycota	Saccharomycetes	Saccharomycetales	Polyporaceae	Teunomyces	Phaeotremella_foliacea	0.5111536	0.1725197	0.14574304	0.14157754	0.04033746	0.027721865
KY633514	Ascomycota	Ascomycota_cls_Incertae_sedis_Everhartia	Phacidiales	Phacidiaceae	Phacidium	Phacidium_lacerum	0.99990714	0.30346575	0.3791672	0.23560154	0.15958188	0.110713266
MH872962	Ascomycota	Tremellomycetes	Pleosporales	Metschnikowiaceae	Metschnikowia	Metschnikowia_drosophilae	0.99940157	0.25533524	0.15929517	0.20113163	0.114396185	0.04275759
KP859039	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Geotrichum	Penicillium_rotoruae	0.9762147	0.33993256	0.42663434	0.06778494	0.081170596	0.039809138
KP336763	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chrysocorona	Chrysocorona_lucknowensis	0.9999981	0.73990613	0.8730552	0.7589506	0.08503818	0.09302408
AY905554	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum_mangiferae	0.99998975	0.9263454	0.8859373	0.52506083	0.15530954	0.08427302
UDB000418	Ascomycota	Tremellomycetes	Tremellales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Cystofilobasidium_bisporidii	0.97468704	0.32605648	0.16046901	0.14910716	0.086391136	0.057283208
KP336774	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Parachaetomium	Parachaetomium_inaequale	0.99999976	0.69282514	0.85251313	0.9141442	0.32617274	0.5718948
DQ366699	Ascomycota	Saccharomycetes	Saccharomycetales	Glomerellaceae	Gliocephalotrichum	Gliocephalotrichum_ohiense	0.9999672	0.14237869	0.09974203	0.07769566	0.7768819	0.080283836
KU846463	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_verticillioides	0.9999995	0.790954	0.35255453	0.43369243	0.15339062	0.049858727
MH784817	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Teunomyces_pallodes	0.5248427	0.6632141	0.47326896	0.31184837	0.16015533	0.030903026
KU597793	Ascomycota	Saccharomycetes	Saccharomycetales	Lachnaceae	Teunomyces	Debaryomyces_hansenii	0.9999589	0.19978127	0.11927059	0.03397555	0.02419496	0.015936097
AB304152	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Diutina	Candida	Diutina_rugosa	0.99999857	0.91678214	0.8932169	0.14305426	0.08431738	0.064477414
NR_156313	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_kofuensis	0.9997861	0.59094566	0.47722405	0.4370431	0.21834847	0.31656855
KY827270	Basidiomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Komagataella	Komagataella_pseudopastoris	0.79445964	0.8787383	0.8523767	0.23656954	0.14120434	0.06069246
MK050431	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Candida	Geotrichum_silvicola	0.99969745	0.831546	0.7969252	0.2927975	0.103000656	0.025411183
KX234735	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Yarrowia_hollandica	0.3259994	0.7224124	0.4830177	0.5221858	0.46372104	0.018319672
KT949904	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Yarrowia	Scopularia_venusta	0.99999714	0.41877812	0.29772255	0.20360783	0.058317717	0.022172188
KT949907	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Dipodascus_tetrasporeus	0.99993813	0.7477897	0.6372214	0.2859259	0.15492499	0.06078259
KY827281	Basidiomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Barnettozyma	Sirococcus_conigenus	0.9377975	0.32157648	0.23504344	0.16775708	0.04271683	0.019722058
MH855021	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Cephaloascus_fragrans	0.9999994	0.8989813	0.85407776	0.39122957	0.2969382	0.076730095
FN185976	Ascomycota	Dothideomycetes	Symbiotaphrinales	Symbiotaphrinaceae	Symbiotaphrina	Pleurocatena_brevior	0.9999912	0.252734	0.11176741	0.085574135	0.04203647	0.047004323
MN218820	Ascomycota	Sordariomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Xylaria	Archaeorhizomyces_finlayi	0.999951	0.50299275	0.15301701	0.09023297	0.08909112	0.046682227
KT949912	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Yarrowia_parophoni	0.9999962	0.31716162	0.38579828	0.14709337	0.06035506	0.03308379
KT949914	Ascomycota	Saccharomycetes	Saccharomycetales	Sporocadaceae	Seiridium	Seiridium_papillatum	0.9999976	0.70716715	0.5618907	0.27764174	0.13956338	0.06859888
HM241692	Ascomycota	Dothideomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Pyrigemmula	Pyrigemmula_aurantiaca	0.9998142	0.17137872	0.20821674	0.18576127	0.10552158	0.15120624
KM039135	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Metschnikowia_reukaufii	0.9999039	0.37471458	0.34693265	0.10821713	0.0772276	0.02418498
AY029342	Ascomycota	Ustilaginomycetes	Ascomycota_ord_Incertae_sedis_Everhartia	Debaryomycetaceae	Dioszegia	Debaryomyces_udenii	0.9804277	0.10883364	0.0669994	0.039060604	0.06523888	0.044819266
MH712825	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Metschnikowia_vanudenii	0.99909914	0.63248116	0.5090041	0.38998497	0.29349273	0.0345696
MN475939	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Teratosphaeria	Athelia_termitophila	0.9103295	0.18562073	0.03687219	0.046345826	0.036604248	0.021339893
MT216220	Ascomycota	Saccharomycetes	Agaricales	Strophariaceae	Debaryomyces	Yarrowia_deformans	0.6921745	0.32588813	0.4301634	0.15848891	0.14748242	0.048196968
JQ281774	Ascomycota	Saccharomycetes	Saccharomycetales	Schizoparmaceae	Coniella	Coniella_pseudokoreana	0.99998295	0.47808743	0.36206576	0.21998423	0.11266185	0.04130964
MK530453	Ascomycota	Leotiomycetes	Ascomycota_ord_Incertae_sedis_Everhartia	Pezizomycotina_fam_Incertae_sedis_Staheliella	Claviradulomyces	Lachnellula_calyciformis	0.9999833	0.10133507	0.078736	0.04821388	0.024075916	0.023474403
Z69588	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Everhartia_lignatilis	1.0	0.31812504	0.06578731	0.06469411	0.21177162	0.025069065
KC608590	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Metschnikowia_chrysomelidarum	0.516917	0.62314653	0.41133806	0.14111158	0.08709501	0.025957683
UDB035385	Ascomycota	Saccharomycetes	Ascosphaerales	Ascosphaeraceae	Metschnikowia	Ascosphaera_flava	0.99994993	0.29691565	0.27220383	0.20713083	0.13700627	0.096228234
AY174797	Basidiomycota	Agaricomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Lepista_irina	0.95720047	0.39407173	0.24683161	0.39856192	0.25126174	0.02324371
MK409979	Ascomycota	Leotiomycetes	Helotiales	Metschnikowiaceae	Metschnikowia	Metschnikowia_chrysomelidarum	0.9999995	0.5761443	0.23454589	0.12645161	0.0599689	0.02883822
AY015439	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Rhodosporidiobolus_odoratus	0.7949396	0.8898331	0.15663868	0.24833897	0.17902854	0.06516006
EU343815	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_gosingica	0.9999156	0.7683864	0.70457363	0.72231174	0.38898233	0.30200303
JX941573	Ascomycota	Saccharomycetes	Polyporales	Pichiaceae	Dichomitus	Pichia_scutulata	0.8999087	0.3068999	0.22856157	0.21365282	0.038977735	0.04139601
EU343830	Ascomycota	Eurotiomycetes	Eurotiales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Schwanniomyces	Schwanniomyces_vanrijiae	0.9986582	0.27067697	0.08572811	0.07475721	0.22848648	0.046355635
JN620351	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Ascoidea_asiatica	0.9999212	0.9448715	0.9469481	0.3344091	0.4581887	0.022215618
KC520546	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Yarrowia_parophoni	0.7311995	0.8184083	0.6250491	0.32209155	0.40110576	0.15142503
MW481711	Ascomycota	Sordariomycetes	Saccharomycetales	Metschnikowiaceae	Sporothrix	Kodamaea_anthophila	0.99964416	0.52802914	0.103695944	0.066895485	0.019939927	0.026022965
KX965730	Ascomycota	Dothideomycetes	Pleosporales	Mycosphaerellaceae	Cercospora	Cercospora_coniogrammes	0.99999905	0.3985806	0.09326041	0.075359896	0.112141274	0.07867083
GQ281791	Ascomycota	Eurotiomycetes	Ascosphaerales	Diaporthaceae	Diaporthe	Diaporthe_amygdali	0.99987364	0.24505182	0.16295242	0.11012228	0.10485582	0.47203174
MG828901	Ascomycota	Dothideomycetes	Pleosporales	Metschnikowiaceae	Metschnikowia	Stagonospora_pseudovitensis	0.9994306	0.5688271	0.68921554	0.10356096	0.08907727	0.08687173
JQ954648	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis_Pleuropassalora	Venturiaceae	Neonectria	Diaporthe_lusitanicae	0.9999198	0.1600037	0.074471794	0.0840612	0.054697335	0.022105288
KX964424	Basidiomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Pichia_scutulata	0.69111115	0.94298154	0.8826714	0.28175652	0.14933585	0.07507758
MF611640	Basidiomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Agaricus_eburneocanus	0.71040016	0.6286988	0.5103103	0.30565563	0.068040185	0.03637183
KT037522	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Dothistroma	Pseudocercospora_araliae	1.0	0.9535692	0.6574139	0.844692	0.2417988	0.19171219
KU866677	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_monodii	0.99999905	0.96418434	0.92762816	0.8844886	0.5000651	0.27215135
KF730001	Ascomycota	Sordariomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Yarrowia_galli	0.999998	0.32808578	0.05912487	0.09178678	0.04017581	0.025432775
JX093786	Basidiomycota	Agaricomycetes	Hymenochaetales	Metschnikowiaceae	Symmetrospora	Kodamaea_nitidulidarum	0.97373635	0.20336322	0.14537804	0.0640965	0.025629424	0.023089938
KR119072	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Teunomyces	Saturnispora_diversa	0.84941864	0.87491107	0.6848462	0.37876117	0.04479505	0.019249106
AY573202	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum_mangiferae	0.9999933	0.9185568	0.9219896	0.6224008	0.31162345	0.13384743
FM206456	Ascomycota	Dothideomycetes	Leotiales	Pichiaceae	Komagataella	Candida_anutae	0.99995387	0.22156924	0.076824576	0.16960585	0.041261338	0.03961456
FJ378871	Ascomycota	Eurotiomycetes	Saccharomycetales	Debaryomycetaceae	Volucrispora	Roigiella_lignicola	0.99999404	0.24878812	0.18369125	0.064327896	0.039680853	0.046853144
UDB037616	Basidiomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ascoidea	Aspergillus_bicolor	0.48313704	0.8074661	0.7137457	0.088668175	0.104642786	0.03751541
GU591650	Basidiomycota	Agaricomycetes	Saccharomycetales	Pichiaceae	Komagataella	Komagataella_pseudopastoris	0.7874443	0.16166434	0.07621273	0.19245975	0.13690287	0.028407296
MW063202	Ascomycota	Dothideomycetes	Pleosporales	Muyocopronaceae	Muyocopron	Pseudovirgaria_hyperparasitica	0.99998164	0.96490675	0.25560534	0.1459281	0.027224297	0.045077544
KM065941	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Clavispora	Clavispora_opuntiae	0.99987197	0.8872163	0.777026	0.30508763	0.10113669	0.034309193
KU846135	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Monosporium	Trichosporiella_multisporum	0.9999982	0.7699193	0.16273913	0.25272	0.05166047	0.021933213
MH549203	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Dipodascus	Teunomyces_stri	0.8479635	0.6998486	0.6783046	0.5106955	0.05145653	0.028830465
DQ458893	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_gonubiensis	0.99999917	0.9257692	0.9721147	0.88297975	0.3336835	0.3180561
HM562042	Basidiomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Guepiniopsis	Saturnispora_serradocipensis	0.98087263	0.16829778	0.19244274	0.0617915	0.03634291	0.014025311
FJ150706	Ascomycota	Dothideomycetes	Botryosphaeriales	Saccharataceae	Saccharata	Saccharata_capensis	0.9999646	0.8585369	0.7204368	0.11928104	0.0835218	0.05691613
AF444408	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	Udeniomyces_megalosporus	0.9982476	0.88709986	0.4505146	0.24924152	0.14800212	0.11592435
AF418621	Basidiomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Thecaphora_melandrii	0.99917233	0.14497851	0.08547218	0.1769396	0.0713472	0.013474186
KF984490	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Phaeosphaeria_lutea	0.9947412	0.5968743	0.40136835	0.18040073	0.08402254	0.013785963
KJ847422	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta_beaumarisii	0.9999865	0.9098707	0.873259	0.5262182	0.12561429	0.05635392
KJ847424	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Coniosporium	Neofusicoccum_lumnitzerae	0.9999826	0.8518917	0.591863	0.3030285	0.084771134	0.033523485
KJ847426	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Phyllosticta	Phyllosticta_brasiliana	0.99989927	0.8898263	0.8232264	0.32265523	0.11674658	0.033142515
AF444414	Basidiomycota	Saccharomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_domesticum	0.94869727	0.38243732	0.5931934	0.37368953	0.692465	0.06531234
AF444415	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Haglerozyma	Cutaneotrichosporon_moniliiforme	0.99947554	0.85072535	0.8764905	0.7706517	0.34011707	0.399577
AF444417	Basidiomycota	Tremellomycetes	Trichosporonales	Pichiaceae	Hypochnicium	Thecaphora_melandrii	0.7687871	0.49547842	0.080250636	0.06797222	0.05537701	0.013738072
KF500530	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_microlaenae	0.99994636	0.6076119	0.21044053	0.10444732	0.44743553	0.24748597
MN576831	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Teunomyces	Teunomyces_stri	0.9999994	0.26037472	0.15216418	0.079477206	0.03538341	0.014633772
JQ926291	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Dipodascus_tetrasporeus	0.9999975	0.4767691	0.1490942	0.110748865	0.051726248	0.020101512
AF072238	Ascomycota	Ascomycota_cls_Incertae_sedis_Everhartia	Ascomycota_ord_Incertae_sedis_Everhartia	Ascomycota_fam_Incertae_sedis_Everhartia	Everhartia	Pseudomicrodochium_suttonii	0.99999166	0.17771707	0.16031383	0.10283682	0.06430839	0.03315489
EU517056	Ascomycota	Saccharomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Komagataella_pseudopastoris	0.9831982	0.354439	0.45671824	0.56085926	0.27584025	0.028413814
AB072229	Ascomycota	Saccharomycetes	Saccharomycetales	Mrakiaceae	Wickerhamiella	Itersonilia_pannonica	0.9927089	0.403193	0.38563326	0.21912365	0.07696655	0.10960151
KY105699	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Myxozyma	Dipodascus_tetrasporeus	0.99873954	0.6171843	0.54752845	0.16565637	0.04583044	0.065795116
LN850760	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Pseudomicrodochium_suttonii	0.9999999	0.8372628	0.55345404	0.7039647	0.22181177	0.033927776
AF444440	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_gracile	0.99931765	0.44775936	0.80429804	0.52949744	0.8101469	0.18500678
AF444443	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Piskurozyma	Trimorphomyces_sakaeraticus	0.76570344	0.69643396	0.36279237	0.20112672	0.07145598	0.0729338
KT217364	Basidiomycota	Agaricomycetes	Agaricales	Saccharomycetales_fam_Incertae_sedis_Yarrowia	Yarrowia	Yarrowia_deformans	0.990139	0.5494099	0.13501658	0.10636338	0.057842143	0.01989452
MH555894	Ascomycota	Xylonomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	Ophiostoma_ainoae	0.9983993	0.1069534	0.06757556	0.08365417	0.032554507	0.014355795
KT719167	Mortierellomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Myxozyma	Myxozyma_geophila	0.22012846	0.1996294	0.09327386	0.09814583	0.19306788	0.03145241
MF540618	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Yarrowia_bubula	0.99999535	0.97098184	0.9567485	0.8115591	0.7767951	0.035562724
KY189977	Ascomycota	Dothideomycetes	Saccharomycetales	Cucurbitariaceae	Teunomyces	Coniosporium_apollinis	0.99998534	0.5140911	0.13482304	0.045095038	0.036141805	0.02455101
