ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus	species	Prob_species
AMTPB1989-15	Insecta	0.96	Hymenoptera	0.45	Ichneumonidae	0.23	Orthocentrinae	0.06	Orthocentrus	0.04	Pholetesor_circumscriptus	0.03
AMTPB1804-15	Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Allantinae	1.00	Ametastegia	1.00	Ametastegia_perla	1.00
AMTPB2170-15	Insecta	1.00	Hymenoptera	1.00	Eulophidae	1.00	Eulophinae	1.00	Pnigalio	1.00	Pnigalio_soemius	1.00
AMTPB1789-15	Insecta	1.00	Hymenoptera	0.99	Ichneumonidae	0.98	Campopleginae	0.74	Campoletis	0.65	Campoletis_thomsoni	0.39
AMTPB274-15	Insecta	0.99	Hymenoptera	0.52	Braconidae	0.19	Larentiinae	0.11	Colastes	0.09	Colastes_braconius	0.09
AMTPB768-15	Insecta	0.97	Hymenoptera	0.50	Ichneumonidae	0.17	Apinae	0.07	Bombus	0.06	Pamphilius_gyllenhali	0.03
AMTPC001-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00	Polia_bombycina	1.00
AMTPC003-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00	Polia_bombycina	1.00
AMTPC002-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00	Polia_bombycina	1.00
AMTPC014-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Hadena	1.00	Hadena_perplexa	1.00
AMTPC035-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Entephria	1.00	Entephria_flavicinctata	1.00
AMTPB755-15	Insecta	1.00	Hymenoptera	0.93	Ichneumonidae	0.90	Campopleginae	0.22	Olesicampe	0.10	Olesicampe_sericea	0.08
AMTPC036-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Sideridis	1.00	Sideridis_rivularis	1.00
AMTPC038-15	Insecta	1.00	Lepidoptera	1.00	Sesiidae	1.00	Sesiinae	1.00	Synanthedon	1.00	Synanthedon_formicaeformis	1.00
AMTPC037-15	Insecta	1.00	Lepidoptera	1.00	Sphingidae	1.00	Smerinthinae	1.00	Laothoe	1.00	Laothoe_populi	1.00
AMTPC039-15	Insecta	1.00	Lepidoptera	1.00	Lasiocampidae	1.00	Lasiocampinae	1.00	Lasiocampa	1.00	Lasiocampa_quercus	1.00
AMTPC040-15	Insecta	1.00	Lepidoptera	1.00	Sphingidae	1.00	Macroglossinae	1.00	Hemaris	1.00	Hemaris_fuciformis	1.00
AMTPC015-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Hadena	1.00	Hadena_perplexa	1.00
AMTPC044-15	Insecta	1.00	Lepidoptera	1.00	Pieridae	1.00	Pierinae	1.00	Pieris	1.00	Pieris_napi	1.00
AMTPC053-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Cuculliinae	1.00	Cucullia	1.00	Cucullia_lucifuga	1.00
AMTPC064-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Anania	1.00	Anania_fuscalis	1.00
AMTPC066-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	Udea	1.00	Udea_lutealis	1.00
AMTPC074-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Anania	1.00	Anania_crocealis	1.00
AMTPC075-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00	Triphosa_dubitata	1.00
AMTPC078-15	Insecta	1.00	Lepidoptera	0.99	Geometridae	0.43	Larentiinae	0.40	Eupithecia	0.08	Euphyia_unangulata	0.07
AMTPC080-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Antitype	1.00	Antitype_chi	1.00
AMTPC082-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.99	Noctuinae	0.98	Anarta	0.65	Anarta_trifolii	0.63
AMTPC088-15	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Cnephasia	1.00	Cnephasia_alticolana	0.84
AMTPC090-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.84	Satyrinae	0.82	Erebia	0.48	Oeneis_norna	0.23
AMTPC093-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Thera	1.00	Thera_juniperata	1.00
AMTPC091-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Antitype	1.00	Antitype_chi	1.00
AMTPC089-15	Insecta	1.00	Lepidoptera	0.96	Nymphalidae	0.80	Satyrinae	0.80	Erebia	0.46	Erebia_ligea	0.25
AMTPC101-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_blandiata	1.00
AMTPC086-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	0.97	Larentiinae	0.97	Colostygia	0.95	Colostygia_turbata	0.88
AMTPC105-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Hydriomena	1.00	Hydriomena_ruberata	1.00
AMTPC107-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Colostygia	0.95	Colostygia_turbata	0.88
AMTPC117-15	Insecta	1.00	Lepidoptera	0.95	Geometridae	0.51	Ennominae	0.44	Psodos	0.21	Psodos_coracina	0.21
AMTPC123-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Satyrinae	1.00	Lasiommata	1.00	Lasiommata_petropolitana	1.00
AMTPC119-15	Insecta	1.00	Lepidoptera	0.97	Geometridae	0.78	Ennominae	0.74	Yezognophos	0.59	Yezognophos_vittaria	0.59
AMTPC121-15	Insecta	1.00	Lepidoptera	0.99	Geometridae	0.84	Ennominae	0.82	Psodos	0.46	Psodos_coracina	0.46
AMTPC125-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Aglais	1.00	Aglais_urticae	1.00
AMTPC131-15	Insecta	1.00	Lepidoptera	1.00	Hesperiidae	1.00	Hesperiinae	1.00	Ochlodes	1.00	Ochlodes_sylvanus	1.00
AMTPC130-15	Insecta	1.00	Lepidoptera	1.00	Hesperiidae	1.00	Pyrginae	1.00	Pyrgus	1.00	Pyrgus_alveus	1.00
AMTPC142-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_minorata	1.00
AMTPC143-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_minorata	1.00
AMTPC144-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_minorata	1.00
AMTPC145-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_minorata	1.00
AMTPC147-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Chloroclysta	1.00	Chloroclysta_miata	1.00
AMTPC148-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_minorata	1.00
AMTPC155-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Sideridis	1.00	Sideridis_rivularis	1.00
AMTPC156-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.94	Plusiinae	0.87	Euchalcia	0.71	Euchalcia_variabilis	0.70
AMTPC158-15	Insecta	1.00	Lepidoptera	0.96	Geometridae	0.77	Larentiinae	0.74	Colostygia	0.41	Colostygia_turbata	0.26
AMTPC159-15	Insecta	1.00	Lepidoptera	0.95	Geometridae	0.68	Larentiinae	0.60	Colostygia	0.22	Colostygia_turbata	0.17
AMTPC162-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Anarta	1.00	Anarta_myrtilli	1.00
AMTPC165-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Odontiinae	1.00	Metaxmeste	1.00	Metaxmeste_schrankiana	1.00
AMTPC166-15	Insecta	1.00	Lepidoptera	0.96	Geometridae	0.68	Larentiinae	0.59	Colostygia	0.22	Colostygia_turbata	0.14
AMTPC172-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00	Triphosa_dubitata	1.00
AMTPC173-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.89	Noctuinae	0.82	Mythimna	0.17	Eupsilia_transversa	0.09
AMTPC176-15	Insecta	1.00	Lepidoptera	0.68	Psychidae	0.21	Oiketicinae	0.20	Phalacropterix	0.16	Phalacropterix_graslinella	0.16
AMTPC163-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Boletobiinae	1.00	Phytometra	1.00	Phytometra_viridaria	1.00
AMTPC177-15	Insecta	1.00	Lepidoptera	0.79	Psychidae	0.32	Psychinae	0.31	Proutia	0.26	Proutia_norvegica	0.25
AMTPC178-15	Insecta	1.00	Lepidoptera	0.72	Psychidae	0.32	Psychinae	0.31	Proutia	0.28	Proutia_norvegica	0.26
AMTPC179-15	Insecta	1.00	Lepidoptera	0.92	Geometridae	0.67	Larentiinae	0.59	Colostygia	0.20	Colostygia_turbata	0.12
AMTPC188-15	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00	Agonopterix_hypericella	1.00
AMTPC186-15	Insecta	1.00	Lepidoptera	0.99	Crambidae	0.54	Pyraustinae	0.49	Anania	0.33	Anania_crocealis	0.15
AMTPC189-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Papestra	1.00	Papestra_biren	1.00
AMTPC192-15	Insecta	1.00	Lepidoptera	0.97	Nymphalidae	0.80	Satyrinae	0.79	Erebia	0.70	Erebia_pandrose	0.43
AMTPC190-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Pyrausta	1.00	Pyrausta_porphyralis	1.00
AMTPC185-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Anania	1.00	Anania_funebris	1.00
AMTPC193-15	Insecta	1.00	Lepidoptera	0.95	Nymphalidae	0.56	Satyrinae	0.55	Coenonympha	0.50	Coenonympha_pamphilus	0.28
AMTPC197-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.99	Noctuinae	0.99	Hadena	0.88	Hadena_confusa	0.43
AMTPC198-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.99	Noctuinae	0.98	Anarta	0.68	Anarta_trifolii	0.58
AMTPC199-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Apamea	1.00	Apamea_rubrirena	0.96
AMTPC205-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Sideridis	1.00	Sideridis_rivularis	1.00
AMTPC206-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Sideridis	1.00	Sideridis_rivularis	1.00
AMTPC214-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.87	Satyrinae	0.84	Erebia	0.71	Erebia_ligea	0.44
AMTPC207-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00	Polia_bombycina	0.99
AMTPC215-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00	Polia_bombycina	1.00
AMTPC216-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Xestia	0.67	Xestia_baja	0.22
AMTPC217-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.96	Noctuinae	0.93	Diarsia	0.22	Standfussiana_lucernea	0.16
AMTPC218-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.98	Noctuinae	0.97	Anarta	0.68	Anarta_trifolii	0.58
AMTPC219-15	Insecta	1.00	Lepidoptera	0.99	Noctuidae	0.98	Noctuinae	0.93	Diarsia	0.16	Anaplectoides_prasina	0.13
AMTPC220-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	1.00	Polyommatinae	1.00	Agriades	0.54	Agriades_aquilo	0.35
AMTPC221-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	0.98	Polyommatinae	0.98	Agriades	0.38	Agriades_aquilo	0.25
AMTPC212-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	0.86	Ennominae	0.82	Psodos	0.42	Psodos_coracina	0.42
AMTPC224-15	Insecta	1.00	Lepidoptera	1.00	Cossidae	1.00	Cossinae	1.00	Cossus	1.00	Cossus_cossus	1.00
AMTPC223-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	0.99	Polyommatinae	0.99	Agriades	0.46	Plebejus_argus	0.24
AMTPC227-15	Insecta	1.00	Lepidoptera	0.96	Nymphalidae	0.72	Satyrinae	0.70	Erebia	0.45	Erebia_ligea	0.16
AMTPC225-15	Insecta	1.00	Lepidoptera	1.00	Sesiidae	1.00	Sesiinae	1.00	Synanthedon	1.00	Synanthedon_formicaeformis	0.99
AMTPC228-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.83	Satyrinae	0.82	Erebia	0.49	Oeneis_norna	0.23
AMTPC229-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.65	Satyrinae	0.64	Erebia	0.46	Erebia_pandrose	0.21
AMTPC235-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Boletobiinae	1.00	Phytometra	1.00	Phytometra_viridaria	1.00
AMTPC237-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Hypeninae	1.00	Hypena	1.00	Hypena_crassalis	1.00
AMTPC239-15	Insecta	1.00	Lepidoptera	0.97	Nymphalidae	0.54	Nymphalinae	0.52	Melitaea	0.50	Melitaea_diamina	0.25
AMTPC238-15	Insecta	1.00	Lepidoptera	0.97	Nymphalidae	0.60	Nymphalinae	0.57	Melitaea	0.56	Melitaea_diamina	0.37
AMTPC240-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Hypeninae	1.00	Hypena	1.00	Hypena_crassalis	1.00
AMTPC245-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.96	Satyrinae	0.96	Erebia	0.89	Erebia_ligea	0.68
AMTPC241-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.57	Noctuinae	0.31	Pechipogo	0.08	Pechipogo_strigilata	0.08
AMTPC254-15	Insecta	1.00	Lepidoptera	0.98	Geometridae	0.84	Ennominae	0.83	Psodos	0.37	Psodos_coracina	0.37
AMTPC260-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00	Triphosa_dubitata	1.00
AMTPC262-15	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	0.99	Polyommatinae	0.99	Plebejus	0.41	Plebejus_argus	0.30
AMTPC264-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.94	Satyrinae	0.94	Erebia	0.88	Erebia_ligea	0.68
AMTPC265-15	Insecta	1.00	Lepidoptera	0.99	Nymphalidae	0.86	Satyrinae	0.85	Erebia	0.47	Erebia_ligea	0.25
AMTPC267-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Lacanobia	1.00	Lacanobia_contigua	1.00
AMTPC268-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Apamea	1.00	Apamea_remissa	1.00
AMTPC263-15	Insecta	1.00	Lepidoptera	0.94	Nymphalidae	0.74	Satyrinae	0.73	Erebia	0.54	Erebia_pandrose	0.21
AMTPC269-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Lacanobia	1.00	Lacanobia_contigua	1.00
AMTPC274-15	Insecta	1.00	Lepidoptera	0.99	Noctuidae	0.31	Noctuinae	0.21	Metaxmeste	0.14	Metaxmeste_schrankiana	0.14
AMTPC273-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Cuculliinae	1.00	Cucullia	1.00	Cucullia_lucifuga	1.00
AMTPC249-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00	Triphosa_dubitata	1.00
AMTPC272-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Hecatera	1.00	Hecatera_bicolorata	1.00
AMTPC275-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Anarta	0.65	Anarta_trifolii	0.58
AMTPC289-15	Insecta	1.00	Lepidoptera	1.00	Hepialidae	1.00	dummy_Hepialidae	1.00	Hepialus	1.00	Hepialus_humuli	1.00
AMTPC291-15	Insecta	1.00	Lepidoptera	1.00	Sphingidae	1.00	Macroglossinae	1.00	Hemaris	1.00	Hemaris_fuciformis	1.00
AMTPC293-15	Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Lithocolletinae	1.00	Phyllonorycter	1.00	Phyllonorycter_strigulatella	1.00
AMTPC287-15	Insecta	1.00	Lepidoptera	1.00	Hepialidae	1.00	dummy_Hepialidae	1.00	Korscheltellus	1.00	Korscheltellus_fusconebulosa	1.00
AMTPC288-15	Insecta	1.00	Lepidoptera	1.00	Lasiocampidae	0.88	Malacosomatinae	0.88	Malacosoma	0.88	Malacosoma_castrense	0.62
AMTPC295-15	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00	Agonopterix_ciliella	0.91
AMTPC297-15	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Scrobipalpa	1.00	Scrobipalpa_pauperella	1.00
AMTPC304-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.89	Satyrinae	0.88	Erebia	0.73	Erebia_ligea	0.45
AMTPC298-15	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00	Agonopterix_ciliella	0.98
AMTPC294-15	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Eana	1.00	Eana_osseana	1.00
AMTPC305-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.88	Satyrinae	0.87	Erebia	0.69	Erebia_ligea	0.41
AMTPC325-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_affinitata	0.83
AMTPC343-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Triphosa	1.00	Triphosa_dubitata	1.00
AMTPC346-15	Insecta	1.00	Lepidoptera	1.00	Notodontidae	1.00	Pygaerinae	1.00	Clostera	1.00	Clostera_pigra	1.00
AMTPC347-15	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Odontiinae	1.00	Metaxmeste	1.00	Metaxmeste_schrankiana	1.00
AMTPC354-15	Insecta	1.00	Lepidoptera	0.99	Noctuidae	0.74	Noctuinae	0.71	Agrotis	0.15	Agrotis_exclamationis	0.09
AMTPC364-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_blandiata	1.00
AMTPC316-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Trichopteryx	1.00	Trichopteryx_carpinata	1.00
AMTPC370-15	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Photedes	1.00	Photedes_minima	0.75
AMTPC355-15	Insecta	1.00	Lepidoptera	0.94	Geometridae	0.49	Larentiinae	0.41	Triphosa	0.21	Triphosa_dubitata	0.21
AMTPC374-15	Insecta	1.00	Lepidoptera	0.98	Geometridae	0.56	Larentiinae	0.50	Colostygia	0.20	Colostygia_olivata	0.12
AMTPC371-15	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Perizoma	1.00	Perizoma_minorata	1.00
AMTPC365-15	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	0.94	Satyrinae	0.94	Erebia	0.85	Erebia_ligea	0.45
AMTPC375-15	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.76	Satyrinae	0.74	Erebia	0.48	Erebia_ligea	0.18
AMTPC377-15	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Boletobiinae	1.00	Phytometra	1.00	Phytometra_viridaria	1.00
AMTPC654-15	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Scrobipalpula	1.00	Scrobipalpula_diffluella	0.97
AMTPC588-15	Insecta	1.00	Lepidoptera	1.00	Elachistidae	1.00	Elachistinae	1.00	Elachista	1.00	Elachista_gleichenella	1.00
AMTPD023-15	Insecta	1.00	Diptera	0.84	Chironomidae	0.39	Orthocladiinae	0.24	Limnophyes	0.11	Limnophyes_margaretae	0.04
AMTPC637-15	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Syndemis	1.00	Syndemis_musculana	1.00
AMTPD1168-15	Insecta	1.00	Diptera	1.00	Tipulidae	1.00	Tipulinae	1.00	Tipula	1.00	Tipula_excisa	1.00
AMTPD1253-15	Insecta	1.00	Diptera	1.00	Tipulidae	1.00	Tipulinae	1.00	Tipula	1.00	Tipula_invenusta	0.98
AMTPC380-15	Insecta	1.00	Lepidoptera	0.97	Nymphalidae	0.70	Satyrinae	0.69	Erebia	0.56	Erebia_pandrose	0.19
AMTPD126-15	Insecta	1.00	Diptera	0.81	Chironomidae	0.46	Orthocladiinae	0.34	Limnophyes	0.16	Limnophyes_margaretae	0.08
AMTPD1527-15	Insecta	1.00	Diptera	1.00	Lonchaeidae	1.00	Lonchaeinae	1.00	Priscoearomyia	1.00	Priscoearomyia_nigra	1.00
AMTPD1528-15	Insecta	1.00	Diptera	1.00	Lonchaeidae	1.00	Lonchaeinae	1.00	Priscoearomyia	1.00	Priscoearomyia_nigra	1.00
AMTPD090-15	Insecta	1.00	Diptera	0.86	Chironomidae	0.49	Orthocladiinae	0.23	Prodiamesa	0.10	Prodiamesa_olivacea	0.10
AMTPD2148-15	Insecta	1.00	Diptera	1.00	Simuliidae	1.00	Simuliinae	1.00	Simulium	1.00	Simulium_beltukovae	0.99
