ID	phylum	class	order	family	genus	species	Prob_phylum	Prob_class	Prob_order	Prob_family	Prob_genus	Prob_species
MT477071	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Beauveriphora	Ascomycota_ord_Incertae_sedis_Stachybotryna	Ophiostomataceae	Candida	Raffaelea_xyleborini	0.9999993	0.2615185	0.20517012	0.9429792	0.10715521	0.3425426
JN942681	Mucoromycota	Mucoromycetes	Ustilaginales	Anthracoideaceae	Absidia	Backusella_circina	0.8857577	0.20633323	0.24953108	0.091542855	0.17684937	0.11789186
EU514225	Ascomycota	Dothideomycetes	Mycosphaerellales	Cephaloascaceae	Xylona	Uwebraunia_musae	1.0	0.98197526	0.7945751	0.5375518	0.1392369	0.16097844
KU847232	Ascomycota	Sordariomycetes	Hypocreales	Ascomycota_fam_Incertae_sedis_Goidanichiella	Chaetopsis	Korunomyces_terminaliae	0.9999993	0.87515974	0.80770385	0.08688569	0.08919068	0.3015258
KU847240	Ascomycota	Sordariomycetes	Hypocreales	Ascomycota_fam_Incertae_sedis_Goidanichiella	Candida	Korunomyces_terminaliae	0.99999976	0.7948387	0.8389853	0.08931473	0.077254266	0.1314403
LC259095	Mucoromycota	Ascomycota_cls_Incertae_sedis_Culicinomyces	Pezizomycotina_ord_Incertae_sedis_Hymenula	Phycomycetaceae	Chaetopsis	Syncephalastrum_monosporum	0.74464333	0.33811617	0.14236812	0.09406606	0.14749606	0.08815968
MN537723	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Arcuadendron	Pezizomycotina_ord_Incertae_sedis_Arcuadendron	Pezizomycotina_fam_Incertae_sedis_Arcuadendron	Sarea	Arcuadendron_triangulare	0.9999925	0.54132855	0.7109809	0.5552589	0.300827	0.16631562
KF251156	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Monosporium	Amphisphaeriales	Pezizomycotina_fam_Incertae_sedis_Monosporium	Corynesporopsis	Paraphaeoisaria_alabamensis	0.9997577	0.25318298	0.22598454	0.15778944	0.123916574	0.12383209
KX820250	Ascomycota	Sordariomycetes	Amphisphaeriales	Pezizomycotina_fam_Incertae_sedis_Roigiella	Clypeophysalospora	Clypeophysalospora_latitans	0.99995494	0.5773846	0.7596629	0.12884738	0.09934575	0.20741744
KU847252	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Trichosporiella	Pezizomycotina_fam_Incertae_sedis_Phialoarthrobotryum	Lepisticola	Phaeoacremonium_inflatipes	0.9999994	0.9448387	0.16176873	0.07778657	0.0719803	0.12656972
HQ599386	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis_Monodictys	Sareaceae	Xylona	Cladoriella_paleospora	0.9999999	0.5854425	0.0784561	0.092477836	0.105586864	0.119777426
JQ627125	Ascomycota	Dothideomycetes	Venturiales	Dothideomycetes_fam_Incertae_sedis_Radulidium	Arcuadendron	Everhartia_lignatilis	0.9998752	0.7955788	0.2427606	0.18388581	0.10955817	0.21641971
MW694951	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Staheliella	Eurotiales	Pezizomycotina_fam_Incertae_sedis_Phialoarthrobotryum	Coniothyrina	Thermoascus_aurantiacus	0.9995658	0.07553074	0.47344294	0.1955288	0.16290012	0.17270187
MN250204	Basidiomycota	Agaricomycetes	Hymenochaetales	Malasseziaceae	Leucogyrophana	Serpula_himantioides	0.9638568	0.47309786	0.40838727	0.12353345	0.083197996	0.26887494
JX867675	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Mycosylva	Mytilinidiales	Trigonopsidaceae	Archaeorhizomyces	Phaeosclera_dematioides	0.85417634	0.12459657	0.25242108	0.15969652	0.22013198	0.08569054
KF251172	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis_Radulidium	Ascomycota_fam_Incertae_sedis_Septogloeum	Septogloeum	Valsaria_insitiva	1.0	0.22551726	0.23241048	0.13655072	0.24007457	0.41133976
OK057148	Basidiomycota	Agaricomycetes	Saccharomycetales	Pezizomycotina_fam_Incertae_sedis_Talekpea	Trichosporiella	Alloascoidea_hylecoeti	0.7078543	0.4996747	0.3760165	0.107818194	0.06098119	0.096817166
OK057159	Ascomycota	Saccharomycetes	Saccharomycetales	Alloascoideaceae	Limtongozyma	Cephaloascus_albidus	0.98785746	0.8530757	0.8193332	0.18579775	0.16448855	0.063292414
MK229175	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Paraphaeoisaria	Ascomycota_ord_Incertae_sedis_Ceratocladium	Beltraniaceae	Dactylella	Phaeoacremonium_inflatipes	0.9995677	0.19972028	0.135889	0.16254823	0.07865038	0.08636723
HE962445	Ascomycota	Mucoromycetes	Pezizomycotina_ord_Incertae_sedis_Hymenula	Pezizomycotina_fam_Incertae_sedis_Talekpea	Sympodiella	Umbelopsis_isabellina	0.748538	0.44649136	0.35597417	0.2491132	0.124742605	0.14618173
AJ969625	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Sympodioclathra	Pyxidiophorales	Ascomycota_fam_Incertae_sedis_Everhartia	Candida	Thelebolus_globosus	0.99999726	0.10546319	0.27396628	0.21745041	0.1660719	0.23619893
JN388972	Ascomycota	Agaricomycetes	Pyxidiophorales	Mycotyphaceae	Pleuropassalora	Gongronella_lacrispora	0.95655876	0.28111064	0.2632671	0.06518461	0.29233608	0.084503144
KY633514	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Trichosporiella	Pezizomycotina_ord_Incertae_sedis_Arcuadendron	Pezizomycotina_fam_Incertae_sedis_Arcuadendron	Clavispora	Beauveriphora_sporotricis	0.9999645	0.40854993	0.6348369	0.13943443	0.18628289	0.16733375
MH872962	Ascomycota	Dothideomycetes	Saccharomycetales	Metschnikowiaceae	Everhartia	Xylona_heveae	1.0	0.29672715	0.25520372	0.2963818	0.117889255	0.0692771
KP859039	Mucoromycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Monosporium	Hyalorbilia_tenuifusaria	0.90997046	0.3608688	0.51101196	0.45750567	0.31247795	0.110490225
KP336763	Ascomycota	Sordariomycetes	Sordariales	Ophiostomataceae	Gilmaniella	Cancellidium_applanatum	1.0	0.83055055	0.18798102	0.14783978	0.1204972	0.14328499
AY905554	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Clavispora	Valsaria_insitiva	0.9999999	0.99899477	0.79144025	0.6837271	0.16654024	0.13557667
UDB000418	Basidiomycota	Dothideomycetes	Boletales	Boletales_fam_Incertae_sedis_Leucogyrophana	Leucogyrophana	Suillus_quiescens	0.93533677	0.65283203	0.41641223	0.34200925	0.3986918	0.09642255
KP336774	Ascomycota	Ascomycota_cls_Incertae_sedis_Gilmaniella	Sordariales	Chaetomiaceae	Gilmaniella	Gilmaniella_humicola	0.99998546	0.22710086	0.67625594	0.29330066	0.33315825	0.14925882
DQ366699	Ascomycota	Sordariomycetes	Hypocreales	Archaeorhizomycetaceae	Gliocephalotrichum	Archaeorhizomyces_finlayi	0.9999982	0.42198867	0.14539002	0.15010545	0.17649208	0.065533616
KU846463	Ascomycota	Sordariomycetes	Acarosporales	Pezizomycotina_fam_Incertae_sedis_Pseudohansfordia	Sarcogyne	Paraphaeoisaria_alabamensis	0.9999987	0.4320393	0.17499655	0.057426773	0.19492115	0.07760107
MH784817	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	Absidia	Syncephalastrum_racemosum	0.98492473	0.45773035	0.5422706	0.1181904	0.110034294	0.13543938
KU597793	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Mycotypha	Saccharomycopsis_selenospora	0.97107625	0.6286112	0.4135652	0.2617993	0.2351265	0.23221359
AB304152	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Clavispora	Kurtzmaniella_fragi	0.99993145	0.96593297	0.85042745	0.30120403	0.1337194	0.13418373
NR_156313	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Paraphaeoisaria	Saccharomycetales	Metschnikowiaceae	Schizosaccharomyces	Xylona_heveae	0.9999999	0.5983193	0.13834572	0.5815279	0.29347396	0.12585087
KY827270	Basidiomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Peterozyma	Geotrichum_phurueaensis	0.6585229	0.8201882	0.96255386	0.13909297	0.13273941	0.10228303
MK050431	Ascomycota	Microbotryomycetes	Pyxidiophorales	Cephaloascaceae	Clavispora	Clavispora_lusitaniae	0.9909457	0.6254295	0.09815115	0.17847827	0.3427029	0.0665448
KX234735	Mucoromycota	Mucoromycetes	Mucorales	Syncephalastraceae	Blakeslea	Lichtheimia_hyalospora	0.9874271	0.3285616	0.34918422	0.24694535	0.29494062	0.36516204
KT949904	Ascomycota	Orbiliomycetes	Saccharomycetales	Pezizomycotina_fam_Incertae_sedis_Amblyosporium	Dactylella	Middelhovenomyces_tepae	0.68097675	0.54888463	0.1907805	0.08284012	0.30542937	0.33797225
KT949907	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Cytosporina	Pezizomycotina_ord_Incertae_sedis_Matsushimomyces	Pezizomycotina_fam_Incertae_sedis_Arcuadendron	Monosporium	Matsushimomyces_verrucophorus	0.9992804	0.14893349	0.53826547	0.28846502	0.120758496	0.5749531
KY827281	Ascomycota	Saccharomycetes	Saccharomycetales	Pezizomycotina_fam_Incertae_sedis_Talekpea	Lepisticola	Cephaloascus_albidus	0.9977756	0.5021814	0.56960577	0.13151087	0.15906557	0.05154031
MH855021	Ascomycota	Saccharomycetes	Pezizomycotina_ord_Incertae_sedis_Trichosporiella	Cephaloascaceae	Cephaloascus	Pseudomicrodochium_suttonii	0.99976724	0.7585258	0.13843098	0.6751787	0.45031822	0.10012069
FN185976	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Chaetopsis	Ascomycota_ord_Incertae_sedis_Coniothyrina	Sareaceae	Coniothyrina	Arcuadendron_ovatum	0.9999062	0.12114496	0.30411518	0.123383716	0.2866651	0.27143335
MN218820	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Paraphaeoisaria	Xylariaceae	Beauveriphora	Pararamichloridium_verrucosum	0.97121555	0.7307049	0.12902412	0.44018817	0.28144407	0.060181957
KT949912	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Heimiodora	Pezizomycotina_ord_Incertae_sedis_Heimiodora	Pezizomycotina_fam_Incertae_sedis_Heimiodora	Helicoubisia	Korunomyces_terminaliae	0.9982918	0.1467933	0.13513096	0.10393101	0.11750223	0.10626237
KT949914	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Matsushimomyces	Pezizomycotina_fam_Incertae_sedis_Arcuadendron	Pleurotheciopsis	Matsushimomyces_verrucophorus	1.0	0.3545353	0.26868838	0.1998908	0.4894516	0.20095131
HM241692	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Arcuadendron	Pseudosporidesmiaceae	Septogloeum	Trichosporiella_multisporum	0.9999999	0.8113473	0.20033158	0.18645953	0.115031414	0.07703107
KM039135	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Cytosporina	Pezizomycotina_ord_Incertae_sedis_Arcuadendron	Pezizomycotina_fam_Incertae_sedis_Arcuadendron	Gilmaniella	Matsushimomyces_verrucophorus	0.99426055	0.19233215	0.14778736	0.24945249	0.2741339	0.29726702
AY029342	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Trichosporiella	Schizosaccharomycetales	Ascomycota_fam_Incertae_sedis_Everhartia	Nadsonia	Korunomyces_terminaliae	0.99988484	0.3798493	0.1917839	0.27727482	0.13250299	0.43661204
MH712825	Ascomycota	Sordariomycetes	Ascomycota_ord_Incertae_sedis_Corynesporopsis	Pezizomycotina_fam_Incertae_sedis_Matsushimomyces	Hasegawaea	Korunomyces_terminaliae	0.9999832	0.12137505	0.14274001	0.15759201	0.199898	0.048240956
MN475939	Basidiomycota	Agaricomycetes	Sporidiobolales	Malasseziaceae	Malassezia	Urocystis_magica	0.9997073	0.5762034	0.11861424	0.2270355	0.16811784	0.13791032
MT216220	Ascomycota	Dothideomycetes	Taphrinales	Eremomycetaceae	Myrmaecium	Everhartia_lignatilis	0.9637778	0.9736789	0.16129678	0.22996888	0.1502241	0.042792913
JQ281774	Mucoromycota	Mucoromycetes	Acarosporales	Phycomycetaceae	Dactylella	Pyxidiophora_arvernensis	0.88534766	0.24034016	0.083204344	0.095912874	0.1271577	0.07830865
MK530453	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Paraphaeoisaria	Pezizomycotina_ord_Incertae_sedis_Beauveriphora	Pezizomycotina_fam_Incertae_sedis_Beauveriphora	Coniothyrina	Beauveriphora_sporotricis	0.9999927	0.24847057	0.2543995	0.3142717	0.1535684	0.27805534
Z69588	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hapsidospora	Trichoderma_fomiticola	1.0	0.8155434	0.7140584	0.06626395	0.1687432	0.06608122
KC608590	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Limtongozyma	Saccharomycopsis	Trigonopsis_vinaria	0.9679932	0.9106555	0.51231015	0.10690256	0.1698738	0.37286168
UDB035385	Ascomycota	Eurotiomycetes	Ascomycota_ord_Incertae_sedis_Gilmaniella	Mycocaliciales_fam_Incertae_sedis_Oosporidium	Corynesporopsis	Gilmaniella_humicola	0.9999989	0.9141521	0.14616443	0.14835492	0.38635814	0.104586385
AY174797	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Pezizomycotina_fam_Incertae_sedis_Talekpea	Sarcogyne	Choanephora_cucurbitarum	0.5026988	0.38377964	0.100660555	0.16782837	0.061063305	0.08721593
MK409979	Ascomycota	Dothideomycetes	Pezizomycotina_ord_Incertae_sedis_Arcuadendron	Ascomycota_fam_Incertae_sedis_Gilmaniella	Arcuadendron	Cladoriella_paleospora	0.99221957	0.4048395	0.37941962	0.07176991	0.23361015	0.0674346
AY015439	Mucoromycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_ruberrimus	0.97086304	0.6777387	0.4050049	0.18513992	0.39418787	0.3006261
EU343815	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Ambrosiozyma	Saccharomycopsis_capsularis	0.96182954	0.44870633	0.23737085	0.4151742	0.11381747	0.07734724
JX941573	Basidiomycota	Agaricomycetes	Tritirachiales	Ganodermataceae	Sanguinoderma	Ganoderma_sichuanense	0.99832076	0.71698713	0.14478266	0.23215567	0.06184437	0.12617199
EU343830	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Paraphaeoisaria	Pezizomycotina_ord_Incertae_sedis_Paraphaeoisaria	Metschnikowiaceae	Ophioceras	Cylindrosympodium_lauri	0.99927956	0.26742113	0.27952915	0.3385905	0.16117428	0.16416577
JN620351	Ascomycota	Mucoromycetes	Pezizomycotina_ord_Incertae_sedis_Beauveriphora	Kondoaceae	Syncephalastrum	Cokeromyces_recurvatus	0.62807816	0.56543225	0.16535884	0.105223015	0.09160908	0.12807676
KC520546	Ascomycota	Mucoromycetes	Pezizomycotina_ord_Incertae_sedis_Matsushimomyces	Ascomycota_fam_Incertae_sedis_Gilmaniella	Sympodiella	Stachybotryna_columaris	0.76278365	0.18068819	0.15316565	0.1032878	0.13961487	0.0778867
MW481711	Ascomycota	Orbiliomycetes	Orbiliales	Ascomycota_fam_Incertae_sedis_Gilmaniella	Pleurotheciopsis	Matsushimomyces_verrucophorus	0.9974693	0.63365906	0.422191	0.14611053	0.1809734	0.23931426
KX965730	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Korunomyces	Orbiliales	Ophiostomataceae	Korunomyces	Kirschsteiniothelia_aethiops	0.99999845	0.29701063	0.24738729	0.14279078	0.4129081	0.110273786
GQ281791	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Phialoarthrobotryum	Pyxidiophoraceae	Dwayaangam	Stenocarpella_macrospora	0.9999999	0.28163508	0.215925	0.09748399	0.13561076	0.16015229
MG828901	Ascomycota	Dothideomycetes	Saccharomycetales	Eremomycetaceae	Pleuropassalora	Schizosaccharomyces_octosporus	1.0	0.71306413	0.39175755	0.22464193	0.08171051	0.082985826
JQ954648	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Phialoarthrobotryum	Diaporthaceae	Schizosaccharomyces	Stenocarpella_macrospora	0.99999976	0.87499166	0.15009594	0.14001717	0.15984373	0.8711049
KX964424	Ascomycota	Saccharomycetes	Saccharomycetales	Orbiliaceae	Hanseniaspora	Lichtheimia_hyalospora	0.96635133	0.5576136	0.43187007	0.21677433	0.07661866	0.15140907
MF611640	Basidiomycota	Agaricomycetes	Saccharomycetales	Lipomycetaceae	Nadsonia	Kodamaea_anthophila	0.92771584	0.6547199	0.45151925	0.13846117	0.060335573	0.05747302
KT037522	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Arcuadendron	Orbiliales	Phycomycetaceae	Arcuadendron	Mycosylva_setosa	0.81447256	0.36719358	0.2528537	0.1650963	0.15909554	0.12290351
KU866677	Ascomycota	Schizosaccharomycetes	Eurotiales	Eremomycetaceae	Xylona	Pyxidiophora_arvernensis	0.99999285	0.19529101	0.1379188	0.22281866	0.15833735	0.06360899
KF730001	Ascomycota	Sordariomycetes	Hypocreales	Saccharomycetales_fam_Incertae_sedis_Middelhovenomyces	Schizosaccharomyces	Drechmeria_campanulata	0.9999119	0.94085896	0.70462877	0.16536018	0.15333134	0.4515172
JX093786	Ascomycota	Pezizomycotina_cls_Incertae_sedis_Pseudohansfordia	Pyxidiophorales	Orbiliaceae	Helicoubisia	Geotrichum_silvicola	0.99544793	0.21223189	0.2044127	0.08997517	0.0879243	0.054273464
KR119072	Basidiomycota	Agaricomycetes	Polyporales	Malasseziaceae	Tritirachium	Tritirachium_cinnamomeum	0.9999951	0.39102596	0.6057772	0.1994743	0.1375443	0.111576244
AY573202	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis_Radulidium	Botryosphaeriaceae	Korunomyces	Coniothyrina_agaves	1.0	0.99606305	0.47988173	0.14122671	0.12037088	0.20586854
FM206456	Ascomycota	Dothideomycetes	Venturiales	Archaeorhizomycetaceae	Xylona	Brachyconidiella_monilispora	0.9999968	0.9538976	0.14131136	0.13618234	0.24304162	0.13237086
FJ378871	Ascomycota	Leotiomycetes	Pezizomycotina_ord_Incertae_sedis_Vanakripa	Ascomycota_fam_Incertae_sedis_Goidanichiella	Starmera	Korunomyces_terminaliae	0.9997862	0.6304951	0.111480586	0.13531967	0.20123121	0.09747364
UDB037616	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Saccharomycopsis	Geotrichum_phurueaensis	0.9879952	0.63307136	0.3236519	0.0929271	0.24168397	0.106250435
GU591650	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Cunninghamella_elegans	0.9984492	0.6025569	0.724726	0.42225355	0.4141958	0.34284332
MW063202	Ascomycota	Sordariomycetes	Pezizomycotina_ord_Incertae_sedis_Arcuadendron	Pezizomycotina_fam_Incertae_sedis_Phialoarthrobotryum	Archaeorhizomyces	Phialoarthrobotryum_triseptatum	1.0	0.7545673	0.13998689	0.13865814	0.17152289	0.20004618
KM065941	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Trigonopsis	Nadsonia_starkeyi-henricii	0.9588466	0.8665219	0.40572292	0.4179112	0.16834268	0.10784781
KU846135	Ascomycota	Sordariomycetes	Amphisphaeriales	Symbiotaphrinaceae	Candida	Phialoarthrobotryum_triseptatum	1.0	0.77861094	0.22561349	0.12958035	0.16364904	0.07203011
MH549203	Ascomycota	Sareomycetes	Taphrinales	Pyxidiophoraceae	Pyxidiophora	Ambrosiozyma_cicatricosa	0.9793927	0.25832176	0.2280755	0.1877631	0.054237265	0.037656177
DQ458893	Ascomycota	Dothideomycetes	Sareales	Pezizomycotina_fam_Incertae_sedis_Heimiodora	Clavispora	Korunomyces_terminaliae	1.0	0.36869422	0.17400171	0.11875423	0.25424212	0.07097314
HM562042	Ascomycota	Ascomycota_cls_Incertae_sedis_Coniothyrina	Orbiliales	Ascomycota_fam_Incertae_sedis_Gilmaniella	Archaeorhizomyces	Phialoarthrobotryum_triseptatum	0.96317255	0.10084694	0.13031562	0.12522028	0.30909124	0.1814172
FJ150706	Ascomycota	Ascomycota_cls_Incertae_sedis_Coniothyrina	Sareales	Acarosporaceae	Xylona	Pseudomicrodochium_suttonii	1.0	0.25291637	0.39694297	0.24126288	0.26673093	0.16837311
AF444408	Ascomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	Cystofilobasidium_lacus-mascardii	0.7058096	0.91014725	0.80989325	0.39101416	0.17426774	0.058053568
AF418621	Mucoromycota	Mucoromycetes	Umbelopsidales	Choanephoraceae	Absidia	Lichtheimia_hyalospora	0.9841548	0.88679075	0.41615146	0.16556872	0.19013596	0.20748197
KF984490	Mucoromycota	Mucoromycetes	Mucorales	Umbelopsidaceae	Absidia	Pilobolus_umbonatus	0.92181414	0.8270274	0.993005	0.3331869	0.21995577	0.21925746
KJ847422	Ascomycota	Dothideomycetes	Botryosphaeriales	Lichenoconiaceae	Lepidopterella	Sarea_resinae	0.99999964	0.995265	0.47089636	0.20782736	0.21416993	0.21009642
KJ847424	Ascomycota	Dothideomycetes	Dothideales	Metschnikowiaceae	Lepidopterella	Guignardia_gaultheriae	1.0	0.9538551	0.105527416	0.18202823	0.19965442	0.09510436
KJ847426	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis_Rhopographus	Metschnikowiaceae	Lepidopterella	Sarea_resinae	0.9999994	0.99331903	0.23553465	0.17770001	0.059273113	0.08476169
AF444414	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Everhartia	Hanseniaspora_valbyensis	0.9880866	0.82488334	0.77137864	0.28841507	0.10465793	0.067181535
AF444415	Ascomycota	Schizosaccharomycetes	Coryneliales	Pezizomycotina_fam_Incertae_sedis_Lepisticola	Helicoubisia	Helicoubisia_coronata	0.93636733	0.22444588	0.1641925	0.12593214	0.11388824	0.09113755
