ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
MK530453		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.44	Helotiales	0.42	Myxotrichaceae	0.17	Oidiodendron	0.17	Oidiodendron_majus	0.17
Z69588		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_novae-zelandiae	0.51
KC608590		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.98	Agaricales	0.94	Agaricaceae	0.20	Agaricus	0.20	Calonarius_piceae	0.19
UDB035385		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Ascosphaerales	1.00	Ascosphaeraceae	1.00	Ascosphaera	1.00	Ascosphaera_flava	1.00
AY174797		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.45	Calonarius	0.45	Calonarius_piceae	0.45
MK409979		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.72	Helotiales	0.66	Drepanopezizaceae	0.32	Pseudopeziza	0.17	Pseudopeziza_medicaginis	0.17
AY015439		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	1.00	Sporidiobolales	1.00	Sporidiobolaceae	1.00	Sporobolomyces	1.00	Sporobolomyces_ruberrimus	1.00
EU343815		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_gosingica	1.00
JX941573		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Polyporaceae	1.00	Perenniporia	1.00	Perenniporia_ochroleuca	1.00
EU343830		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Metschnikowiaceae	1.00	Clavispora	1.00	Clavispora_fructus	1.00
JN620351		Fungi	1.00	Basidiomycota	1.00	Agaricostilbomycetes	1.00	Agaricostilbales	1.00	Kondoaceae	1.00	Bensingtonia	1.00	Bensingtonia_pseudonaganoensis	0.70
KC520546		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Agaricales	0.95	Cortinariaceae	0.19	Calonarius	0.19	Calonarius_piceae	0.19
MW481711		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Apiosporaceae	1.00	Apiospora	1.00	Apiospora_pseudospegazzinii	0.96
KX965730		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Pleosporales	0.99	Didymosphaeriaceae	0.64	Kalmusia	0.33	Kalmusia_variispora	0.33
GQ281791		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	1.00	Diaporthe_amygdali	1.00
MG828901		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	0.70	Stagonospora	0.30	Stagonospora_pseudovitensis	0.30
JQ954648		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	1.00	Diaporthe_citrichinensis	0.98
KX964424		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.99	Cortinariaceae	0.34	Calonarius	0.34	Calonarius_piceae	0.34
MF611640		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	1.00	Agaricus	1.00	Agaricus_stevensii	0.84
KT037522		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Pseudocercospora	0.98	Pseudocercospora_araliae	0.86
KU866677		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_monodii	1.00
KF730001		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_gliocladium	0.66
JX093786		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Phellinus	0.53	Phellinus_hartigii	0.53
KR119072		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Irpicaceae	1.00	Ceriporia	1.00	Ceriporia_lacerata	1.00
AY573202		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Neofusicoccum	1.00	Neofusicoccum_mangiferae	0.85
FM206456		Fungi	1.00	Ascomycota	0.97	Pezizomycetes	0.50	Pezizales	0.50	Pyronemataceae	0.48	Tricharina	0.47	Tricharina_hiemalis	0.32
FJ378871		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.51	Helotiales	0.50	Microascaceae	0.23	Phialocephala	0.16	Phialocephala_compacta	0.16
UDB037616		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Agaricales	0.95	Strophariaceae	0.30	Pholiota	0.22	Moniliophthora_roreri	0.16
GU591650		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	0.97	Hebeloma	0.86	Hebeloma_angustisporium	0.41
MW063202		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.55	Leotiales	0.55	Cochlearomycetaceae	0.55	Satchmopsis	0.55	Satchmopsis_sacciformis	0.55
KM065941		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Pichiaceae	1.00	Kuraishia	1.00	Kuraishia_ogatae	1.00
KU846135		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Hypocreales	0.99	Stachybotryaceae	0.77	Achroiostachys	0.56	Achroiostachys_betulicola	0.56
MH549203		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Polyporales	0.40	Polyporaceae	0.30	Lactarius	0.15	Lentinus_tigrinus	0.11
DQ458893		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Diplodia	0.99	Diplodia_rosulata	0.99
HM562042		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.97	Agaricales	0.89	Hymenogastraceae	0.24	Hebeloma	0.23	Melanoleuca_castaneofusca	0.15
FJ150706		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Saccharataceae	1.00	Saccharata	1.00	Saccharata_kirstenboschensis	0.79
AF444408		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Cystofilobasidiales	1.00	Mrakiaceae	1.00	Udeniomyces	1.00	Udeniomyces_megalosporus	1.00
AF418621		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.86	Agaricales	0.31	Auriscalpiaceae	0.12	Auriscalpium	0.12	Auriscalpium_vulgare	0.12
KF984490		Fungi	1.00	Ascomycota	0.76	Saccharomycetes	0.61	Saccharomycetales	0.61	Saccharomycetales_fam_Incertae_sedis_Candida	0.12	Candida	0.12	Saccharomyces_cerevisiae	0.08
KJ847422		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	0.95	Phyllosticta_paxistimae	0.67
KJ847424		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	0.97	Phyllosticta_ilicis-aquifolii	0.30
KJ847426		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	0.88	Phyllosticta_brasiliana	0.39
AF444414		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Trichosporonales	1.00	Trichosporonaceae	1.00	Apiotrichum	1.00	Apiotrichum_domesticum	1.00
AF444415		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Trichosporonales	1.00	Trichosporonaceae	1.00	Cutaneotrichosporon	1.00	Cutaneotrichosporon_moniliiforme	1.00
AF444417		Fungi	1.00	Basidiomycota	0.98	Tremellomycetes	0.78	Cystofilobasidiales	0.69	Mrakiaceae	0.62	Mrakia	0.55	Mrakia_frigida	0.46
KF500530		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Bipolaris	1.00	Bipolaris_drechsleri	0.98
MN576831		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Cordycipitaceae	1.00	Lecanicillium	0.76	Lecanicillium_psalliotae	0.62
JQ926291		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	0.99	Melanconiellaceae	0.98	Melanconiella	0.97	Melanconiella_flavovirens	0.87
AF072238		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.43	Helotiales	0.24	Arthrodermataceae	0.14	Lachnellula	0.08	Lachnellula_pini	0.06
EU517056		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Derxomyces	1.00	Derxomyces_yunnanensis	0.37
AB072229		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Cystofilobasidiales	1.00	Mrakiaceae	1.00	Itersonilia	1.00	Itersonilia_pannonica	1.00
KY105699		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Trichomonascaceae	1.00	Trichomonascus	1.00	Trichomonascus_apis	1.00
LN850760		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Microascus	0.92	Microascus_trigonosporus	0.89
AF444440		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Trichosporonales	1.00	Trichosporonaceae	1.00	Apiotrichum	1.00	Apiotrichum_gracile	1.00
AF444443		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Cryptococcaceae	1.00	Kwoniella	1.00	Kwoniella_dendrophila	1.00
KT217364		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	0.99	Hebeloma	0.96	Hebeloma_angustisporium	0.37
MH555894		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Ophiostoma	1.00	Ophiostoma_macrosporum	0.65
KT719167		Fungi	1.00	Basidiomycota	0.62	Agaricomycetes	0.24	Saccharomycetales	0.24	Pachnocybaceae	0.16	Pachnocybe	0.16	Pachnocybe_ferruginea	0.16
MF540618		Fungi	1.00	Ascomycota	0.71	Saccharomycetes	0.27	Saccharomycetales	0.27	Saccharomycopsidaceae	0.12	Ambrosiozyma	0.12	Ambrosiozyma_platypodis	0.05
KY189977		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Dichomera	1.00	Dichomera_gemmicola	1.00
AF444469		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Vishniacozyma	1.00	Vishniacozyma_victoriae	1.00
AY540126		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Dermateaceae	1.00	Pezicula	1.00	Pezicula_ericae	1.00
KC222130		Fungi	1.00	Ascomycota	0.98	Xylonomycetes	0.38	Xylonales	0.37	Xylonaceae	0.37	Xylona	0.37	Xylona_heveae	0.37
KC343008		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	0.99	Diaporthe_citrichinensis	0.97
KF432982		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_subdulcis	1.00
MN548907		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Graphilbum	1.00	Graphilbum_sparsum	0.80
KX238805		Fungi	1.00	Ascomycota	0.85	Eurotiomycetes	0.56	Eurotiales	0.50	Trichocomaceae	0.25	Sagenomella	0.22	Sagenomella_verticillata	0.17
KX772550		Fungi	1.00	Ascomycota	0.52	Agaricomycetes	0.42	Russulales	0.21	Stereaceae	0.10	Amylostereum	0.09	Amylostereum_ferreum	0.06
GU327626		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Debaryomycetaceae	1.00	Yamadazyma	1.00	Yamadazyma_olivae	1.00
MN548915		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Graphilbum	1.00	Graphilbum_sparsum	0.89
MN108118		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	0.99	Hymenochaetaceae	0.99	Inonotus	0.50	Inonotus_glomeratus	0.46
MH861396		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Peniophoraceae	1.00	Vararia	1.00	Vararia_breviphysa	1.00
KP004462		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Clypeophysalosporaceae	0.99	Bagadiella	0.94	Bagadiella_lunata	0.94
