ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
KX287385		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Ramularia	1.00	Ramularia_cynarae	1.00
HQ260334		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetaceae	1.00	Kazachstania	1.00	Kazachstania_intestinalis	1.00
KM108374		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Lasiodiplodia	0.50	Lasiodiplodia_gonubiensis	0.50
KY102361		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Hyphopichia	1.00	Hyphopichia	1.00	Hyphopichia_rhagii	1.00
HQ599386		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Massariaceae	1.00	Massaria	1.00	Massaria_campestris	1.00
KM108378		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Sphaeropsis	0.66	Sphaeropsis_citrigena	0.66
UDB038245		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.96	Phanerochaetaceae	0.86	Phaeophlebiopsis	0.39	Phaeophlebiopsis_ravenelii	0.39
KF251156		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	0.50	Sporocadaceae	0.37	Discosia	0.19	Discosia_yakushimensis	0.19
MW694951		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_cainii	0.75
EU514225		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Dissoconiaceae	1.00	Uwebraunia	1.00	Uwebraunia_musae	1.00
MT477071		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	0.52	Cordycipitaceae	0.34	Sporothrix	0.21	Sporothrix_ghanensis	0.13
MT477069		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.95	Hypocreales	0.59	Cordycipitaceae	0.22	Trichoderma	0.16	Trichoderma_alutaceum	0.14
MN537723		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Chaetothyriales	0.98	Herpotrichiellaceae	0.80	Exophiala	0.79	Exophiala_eucalyptorum	0.79
KJ720198		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Agaricales	0.69	Pleurotaceae	0.16	Mycena	0.15	Hohenbuehelia_leightonii	0.14
AB385698		Fungi	1.00	Ascomycota	0.89	Dothideomycetes	0.67	Venturiales	0.67	Sympoventuriaceae	0.66	Tetracoccosporium	0.46	Tetracoccosporium_aerium	0.46
KM108370		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Phacidiales	0.99	Phacidiaceae	0.99	Phacidium	0.99	Phacidium_lacerum	0.99
JN000071		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	1.00	Microbotryales	1.00	Microbotryaceae	1.00	Microbotryum	1.00	Microbotryum_vinosum	1.00
JN942657		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Debaryomycetaceae	1.00	Debaryomyces	1.00	Debaryomyces_prosopidis	1.00
FJ914915		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Pichiaceae	1.00	Ogataea	1.00	Ogataea_polymorpha	1.00
EF141551		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_subdulcis	1.00
JQ627125		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.38	Hypocreales	0.18	Sareaceae	0.14	Sarea	0.14	Sarea_resinae	0.14
JQ989328		Fungi	1.00	Ascomycota	0.95	Pezizomycetes	0.79	Pezizales	0.79	Pyronemataceae	0.79	Tricharina	0.74	Tricharina_hiemalis	0.43
KP272110		Fungi	1.00	Ascomycota	0.88	Xylonomycetes	0.28	Xylonales	0.17	Xylonaceae	0.17	Xylona	0.17	Xylona_heveae	0.17
KJ780507		Fungi	1.00	Ascomycota	0.51	Agaricomycetes	0.44	Russulales	0.22	Peniophoraceae	0.15	Vararia	0.07	Venturia_pyrina	0.07
JX867675		Fungi	1.00	Ascomycota	0.92	Dothideomycetes	0.35	Pleosporales	0.24	Pichiaceae	0.11	Saturnispora	0.06	Septorioides_pini-thunbergii	0.05
MN250204		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.90	Agaricales	0.42	Boletaceae	0.19	Boletus	0.19	Boletus_reticulatus	0.16
KM591585		Fungi	1.00	Ascomycota	0.52	Agaricomycetes	0.25	Russulales	0.16	Peniophoraceae	0.13	Robbauera	0.10	Robbauera_albescens	0.10
JN684766		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.75	Russulales	0.49	Peniophoraceae	0.34	Dichostereum	0.13	Dichostereum_effuscatum	0.09
LC259095		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Lipomycetaceae	1.00	Lipomyces	1.00	Lipomyces_yarrowii	0.66
KU846463		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Stachybotryaceae	1.00	Myxospora	0.97	Myxospora_crassiseta	0.97
AY905554		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Neofusicoccum	1.00	Neofusicoccum_mangiferae	1.00
MK229175		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Juglanconidaceae	0.99	Juglanconis	0.99	Juglanconis_juglandina	0.99
JN942681		Fungi	1.00	Ascomycota	0.43	Agaricomycetes	0.32	Saccharomycetales	0.20	Mucoraceae	0.16	Mucor	0.15	Vararia_gallica	0.07
KP336763		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Sordariales	1.00	Chaetomiaceae	1.00	Ovatospora	1.00	Ovatospora_unipora	1.00
KY633514		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Phacidiales	1.00	Phacidiaceae	1.00	Phacidium	1.00	Phacidium_lacerum	1.00
MH872962		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Dacampiaceae	1.00	Aaosphaeria	1.00	Aaosphaeria_arxii	1.00
DQ366699		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Gliocephalotrichum	1.00	Gliocephalotrichum_microchlamydosporum	0.96
OK057148		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.92	Agaricales	0.82	Psathyrellaceae	0.37	Mycena	0.21	Tulosesus_pallidus	0.09
JN388972		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.92	Agaricales	0.31	Russulaceae	0.16	Lactarius	0.16	Lactarius_ciliatus	0.14
AB304152		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetaceae	1.00	Torulaspora	1.00	Torulaspora_maleeae	1.00
KT949907		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	0.97	Pseudomassariaceae	0.94	Pseudomassaria	0.68	Pseudomassaria_chondrospora	0.68
OK057159		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Agaricales	0.95	Psathyrellaceae	0.64	Tulosesus	0.44	Tulosesus_pallidus	0.44
KT949904		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	0.92	Beltraniaceae	0.53	Beltrania	0.29	Beltraniella_endiandrae	0.24
KP336774		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Sordariales	1.00	Chaetomiaceae	1.00	Parachaetomium	0.99	Parachaetomium_inaequale	0.99
MN218820		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariaceae	1.00	Xylaria	0.97	Xylaria_ellisii	0.57
MK050431		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	1.00	Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae	1.00	Chrysozymaceae	1.00	Chrysozyma	1.00	Chrysozyma_griseoflava	1.00
KT949914		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Seiridium	0.81	Seiridium_papillatum	0.44
KP859039		Fungi	1.00	Ascomycota	1.00	Orbiliomycetes	1.00	Orbiliales	1.00	Orbiliaceae	1.00	Hyalorbilia	1.00	Hyalorbilia_fusarioides	1.00
MH784817		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.97	Agaricales	0.94	Lycoperdaceae	0.23	Bovista	0.12	Lycoperdon_pyriforme	0.11
UDB000418		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.92	Boletales	0.69	Boletaceae	0.65	Boletus	0.65	Boletus_reticulatus	0.65
KX234735		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.98	Psathyrellaceae	0.31	Tulosesus	0.25	Tulosesus_pallidus	0.25
KU597793		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.96	Helotiales	0.96	Lachnaceae	0.80	Lachnellula	0.37	Proliferodiscus_tricolor	0.27
NR_156313		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Metschnikowiaceae	1.00	Metschnikowia	1.00	Metschnikowia_kofuensis	0.54
JQ281774		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.97	Diaporthales	0.97	Schizoparmaceae	0.97	Coniella	0.97	Coniella_pseudokoreana	0.91
MH855021		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Cephaloascaceae	1.00	Cephaloascus	1.00	Cephaloascus_fragrans	1.00
KY827270		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Agaricales	0.93	Psathyrellaceae	0.43	Mycena	0.18	Tulosesus_pallidus	0.15
KM039135		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Xylariales	0.86	Hypoxylaceae	0.46	Daldinia	0.36	Daldinia_raimundi	0.16
KY827281		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.94	Hymenogastraceae	0.39	Galerina	0.28	Galerina_pumila	0.27
HM241692		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Chaetosphaeriales	1.00	Chaetosphaeriaceae	1.00	Pyrigemmula	1.00	Pyrigemmula_aurantiaca	1.00
FN185976		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.79	Leotiales	0.67	Tympanidaceae	0.66	Tympanis	0.65	Tympanis_amelanchieris	0.32
AJ969625		Fungi	1.00	Ascomycota	1.00	Pezizomycetes	1.00	Pezizales	1.00	Tuberaceae	1.00	Tuber	1.00	Tuber_borchii	1.00
MT216220		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	0.92	Psilocybe	0.47	Psilocybe_semilanceata	0.43
Z69588		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_novae-zelandiae	0.53
KT949912		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.73	Xylariales	0.24	Apiosporaceae	0.15	Nigrospora	0.15	Nigrospora_oryzae	0.13
HE962445		Fungi	1.00	Ascomycota	0.69	Saccharomycetes	0.60	Saccharomycetales	0.60	Saccharomycetaceae	0.27	Lachancea	0.10	Lachancea_meyersii	0.10
AY029342		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Dioszegia	1.00	Dioszegia_butyracea	0.99
UDB035385		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Ascosphaerales	1.00	Ascosphaeraceae	1.00	Ascosphaera	1.00	Ascosphaera_flava	1.00
AY015439		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	1.00	Sporidiobolales	1.00	Sporidiobolaceae	1.00	Sporobolomyces	1.00	Sporobolomyces_ruberrimus	1.00
MW481711		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Apiosporaceae	1.00	Apiospora	1.00	Apiospora_pseudospegazzinii	0.96
GQ281791		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	1.00	Diaporthe_amygdali	1.00
JX941573		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Polyporaceae	1.00	Perenniporia	1.00	Perenniporia_ochroleuca	1.00
KC608590		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.97	Agaricales	0.83	Agaricaceae	0.17	Agaricus	0.14	Armillaria_novae-zelandiae	0.10
MK530453		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.44	Helotiales	0.40	Myxotrichaceae	0.17	Oidiodendron	0.17	Oidiodendron_majus	0.17
MG828901		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	0.99	Phaeosphaeriaceae	0.65	Stagonospora	0.34	Stagonospora_pseudovitensis	0.34
JQ954648		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	1.00	Diaporthe_citrichinensis	1.00
EU343815		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_gosingica	1.00
KF730001		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_gliocladium	0.54
AY174797		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.36	Calonarius	0.36	Calonarius_piceae	0.36
KX965730		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Pleosporales	0.99	Didymosphaeriaceae	0.72	Kalmusia	0.40	Kalmusia_variispora	0.40
MN475939		Fungi	1.00	Basidiomycota	0.51	Agaricomycetes	0.47	Russulales	0.13	Peniophoraceae	0.11	Vararia	0.09	Piloderma_sphaerosporum	0.06
MF611640		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	1.00	Agaricus	1.00	Agaricus_stevensii	0.78
KU866677		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_monodii	1.00
MH712825		Fungi	1.00	Basidiomycota	0.81	Tremellomycetes	0.68	Tremellales	0.66	Tremellaceae	0.23	Tremella	0.23	Fibulobasidium_murrhardtense	0.16
KC520546		Fungi	1.00	Basidiomycota	0.95	Agaricomycetes	0.95	Agaricales	0.90	Physalacriaceae	0.24	Flammulina	0.19	Flammulina_filiformis	0.18
JN620351		Fungi	1.00	Basidiomycota	1.00	Agaricostilbomycetes	1.00	Agaricostilbales	1.00	Kondoaceae	1.00	Bensingtonia	1.00	Bensingtonia_pseudonaganoensis	0.61
KR119072		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Irpicaceae	1.00	Ceriporia	1.00	Ceriporia_lacerata	1.00
KX964424		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.99	Cortinariaceae	0.29	Calonarius	0.29	Calonarius_piceae	0.29
KT037522		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Pseudocercospora	0.94	Pseudocercospora_araliae	0.77
GU591650		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	0.94	Hebeloma	0.85	Hebeloma_angustisporium	0.43
AY573202		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Neofusicoccum	1.00	Neofusicoccum_mangiferae	0.86
JX093786		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Phellinus	0.54	Phellinus_hartigii	0.54
KU846135		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Stachybotryaceae	0.71	Achroiostachys	0.58	Achroiostachys_betulicola	0.58
MK409979		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.62	Helotiales	0.52	Drepanopezizaceae	0.32	Pseudopeziza	0.22	Pseudopeziza_medicaginis	0.22
DQ458893		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Diplodia	1.00	Diplodia_rosulata	1.00
UDB037616		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.93	Marasmiaceae	0.35	Pholiota	0.26	Moniliophthora_roreri	0.22
FJ150706		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Saccharataceae	1.00	Saccharata	1.00	Saccharata_kirstenboschensis	0.75
KJ847422		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	0.87	Phyllosticta_paxistimae	0.56
EU343830		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Metschnikowiaceae	1.00	Clavispora	1.00	Clavispora_fructus	1.00
FJ378871		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.51	Helotiales	0.51	Lachnaceae	0.15	Heterosphaeria	0.11	Heterosphaeria_veratri	0.10
KM065941		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Pichiaceae	1.00	Kuraishia	1.00	Kuraishia_ogatae	1.00
KJ847424		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	0.97	Phyllosticta_concentrica	0.35
MH549203		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.44	Polyporaceae	0.34	Lentinus	0.17	Lentinus_tigrinus	0.17
MW063202		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.57	Muyocopronales	0.57	Muyocopronaceae	0.57	Arxiella	0.49	Arxiella_terrestris	0.49
HM562042		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.93	Agaricales	0.82	Hymenogastraceae	0.21	Hebeloma	0.21	Hebeloma_laterinum	0.08
FM206456		Fungi	1.00	Ascomycota	0.94	Pezizomycetes	0.46	Pezizales	0.46	Pyronemataceae	0.43	Tricharina	0.41	Tricharina_hiemalis	0.28
MN576831		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Cordycipitaceae	1.00	Lecanicillium	0.77	Lecanicillium_psalliotae	0.60
KY189977		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Dichomera	1.00	Dichomera_gemmicola	1.00
KF500530		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Bipolaris	1.00	Bipolaris_drechsleri	0.95
KJ847426		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	0.86	Phyllosticta_brasiliana	0.43
JQ926291		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Melanconiellaceae	1.00	Melanconiella	1.00	Melanconiella_flavovirens	0.94
MH555894		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Ophiostoma	1.00	Ophiostoma_macrosporum	0.65
AY540126		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Dermateaceae	1.00	Pezicula	1.00	Pezicula_ericae	1.00
KT217364		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	0.99	Hebeloma	0.89	Hebeloma_brunneifolium	0.38
AF418621		Fungi	1.00	Basidiomycota	0.90	Agaricomycetes	0.86	Agaricales	0.39	Hymenogastraceae	0.16	Psilocybe	0.12	Psilocybe_semilanceata	0.06
EU517056		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Derxomyces	1.00	Derxomyces_yunnanensis	0.34
KF984490		Fungi	1.00	Ascomycota	0.77	Saccharomycetes	0.54	Saccharomycetales	0.54	Pichiaceae	0.12	Ogataea	0.12	Helicoma_linderi	0.08
LN850760		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Microascales	0.99	Microascaceae	0.99	Microascus	0.89	Microascus_trigonosporus	0.89
KC343008		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	0.99	Diaporthe_citrichinensis	0.98
AF444414		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Trichosporonales	1.00	Trichosporonaceae	1.00	Apiotrichum	1.00	Apiotrichum_domesticum	0.99
AF444415		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Trichosporonales	1.00	Trichosporonaceae	1.00	Cutaneotrichosporon	1.00	Cutaneotrichosporon_moniliiforme	1.00
AF072238		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.52	Helotiales	0.32	Tympanidaceae	0.14	Tympanis	0.14	Tympanis_pseudotsugae	0.14
AF444408		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Cystofilobasidiales	1.00	Mrakiaceae	1.00	Udeniomyces	1.00	Udeniomyces_megalosporus	1.00
KY105699		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Trichomonascaceae	1.00	Trichomonascus	1.00	Trichomonascus_apis	1.00
AB072229		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Cystofilobasidiales	1.00	Mrakiaceae	1.00	Itersonilia	1.00	Itersonilia_pannonica	1.00
AF444417		Fungi	1.00	Basidiomycota	0.99	Tremellomycetes	0.75	Cystofilobasidiales	0.72	Mrakiaceae	0.65	Mrakia	0.55	Mrakia_frigida	0.45
KP004462		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Clypeophysalosporaceae	1.00	Bagadiella	0.98	Bagadiella_lunata	0.98
AF444440		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Trichosporonales	1.00	Trichosporonaceae	1.00	Apiotrichum	1.00	Apiotrichum_gracile	1.00
AF444443		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Cryptococcaceae	1.00	Kwoniella	1.00	Kwoniella_dendrophila	1.00
KF432982		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_subdulcis	1.00
MN548907		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Graphilbum	1.00	Graphilbum_sparsum	0.87
KT719167		Fungi	1.00	Basidiomycota	0.56	Saccharomycetes	0.30	Saccharomycetales	0.30	Pachnocybaceae	0.10	Pachnocybe	0.10	Pachnocybe_ferruginea	0.10
MN108118		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	0.99	Hymenochaetaceae	0.99	Inonotus	0.45	Inonotus_glomeratus	0.43
GU327626		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Debaryomycetaceae	1.00	Yamadazyma	1.00	Yamadazyma_olivae	1.00
KC222130		Fungi	1.00	Ascomycota	0.99	Xylonomycetes	0.58	Xylonales	0.58	Xylonaceae	0.58	Xylona	0.58	Xylona_heveae	0.58
MH861396		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Peniophoraceae	1.00	Vararia	1.00	Vararia_breviphysa	1.00
AF444469		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Vishniacozyma	1.00	Vishniacozyma_victoriae	1.00
GU214643		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Pallidocercospora	0.81	Pallidocercospora_heimii	0.81
GQ505688		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Fusarium	1.00	Fusarium_verticillioides	1.00
MN548915		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Graphilbum	1.00	Graphilbum_sparsum	0.95
AB646522		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_asperellum	0.54
