ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	order	Prob_order	family	Prob_family	genus	Prob_genus	species	Prob_species
JN942657	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Debaryomycetaceae	1.0	Debaryomyces	1.0	Debaryomyces_prosopidis	0.973
EF141551	Fungi	0.531	Basidiomycota	0.531	Agaricomycetes	0.531	Russulales	0.531	Russulaceae	0.531	Lactarius	0.531	Lactarius_subdulcis	0.521
KJ780507	Fungi	0.151	Basidiomycota	0.085	Agaricomycetes	0.065	Russulales	0.028	Peniophoraceae	0.019	Vararia	0.013	Vararia_aurantiaca	0.011
HQ260334	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetaceae	1.0	Kazachstania	1.0	Kazachstania_intestinalis	1.0
UDB038245	Fungi	0.323	Basidiomycota	0.315	Agaricomycetes	0.315	Polyporales	0.281	Phanerochaetaceae	0.232	Riopa	0.079	Riopa_metamorphosa	0.079
KM591585	Fungi	0.165	Basidiomycota	0.074	Exobasidiomycetes	0.015	Robbauerales	0.015	Robbaueraceae	0.015	Robbauera	0.015	Robbauera_albescens	0.015
MT477069	Fungi	0.232	Ascomycota	0.229	Dothideomycetes	0.031	Cladosporiales	0.019	Cladosporiaceae	0.019	Cladosporium	0.019	Cladosporium_herbarum	0.019
KP272110	Fungi	0.190	Ascomycota	0.137	Xylonomycetes	0.043	Symbiotaphrinales	0.043	Symbiotaphrinaceae	0.043	Symbiotaphrina	0.043	Symbiotaphrina_lignicola	0.017
KU845985	Fungi	0.814	Ascomycota	0.814	Sordariomycetes	0.804	Hypocreales	0.804	Stachybotryaceae	0.804	Alfaria	0.804	Alfaria_terrestris	0.334
JQ989328	Fungi	0.200	Ascomycota	0.160	Pezizomycetes	0.078	Pezizales	0.078	Pyronemataceae	0.078	Tricharina	0.045	Tricharina_praecox	0.020
JN000071	Fungi	0.544	Basidiomycota	0.544	Microbotryomycetes	0.544	Microbotryales	0.536	Microbotryaceae	0.536	Microbotryum	0.536	Microbotryum_vinosum	0.536
MT477071	Fungi	0.240	Ascomycota	0.236	Sordariomycetes	0.139	Sordariales	0.029	Chaetomiaceae	0.022	Chaetomium	0.022	Chaetomium_strumarium	0.022
JN942681	Fungi	0.124	Basidiomycota	0.056	Agaricomycetes	0.039	Agaricales	0.025	unclassified_Agaricales	0.025
EU514225	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Mycosphaerellales	1.0	Dissoconiaceae	1.0	Uwebraunia	1.0	Uwebraunia_musae	1.0
KU847232	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Striaticonidium	1.0	Striaticonidium_brachysporum	0.987
KU847240	Fungi	0.825	Ascomycota	0.825	Sordariomycetes	0.825	Hypocreales	0.825	Stachybotryaceae	0.793	Striaticonidium	0.793	Striaticonidium_synnematum	0.490
LC259095	Fungi	0.673	Ascomycota	0.673	Saccharomycetes	0.673	Saccharomycetales	0.673	Lipomycetaceae	0.673	Lipomyces	0.673	Lipomyces_yarrowii	0.435
MN537723	Fungi	0.348	Ascomycota	0.345	Eurotiomycetes	0.316	Chaetothyriales	0.311	Herpotrichiellaceae	0.266	Exophiala	0.266	Exophiala_eucalyptorum	0.261
KF251156	Fungi	0.340	Ascomycota	0.340	Sordariomycetes	0.294	Amphisphaeriales	0.136	Castanediellaceae	0.038	Castanediella	0.038	Castanediella_hyalopenicillata	0.033
KX820250	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Amphisphaeriales	1.0	Clypeophysalosporaceae	1.0	Clypeophysalospora	1.0	Clypeophysalospora_latitans	1.0
KU847252	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Xepicula	0.989	Xepicula_leucotricha	0.964
HQ599386	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Massariaceae	1.0	Massaria	1.0	Massaria_campestris	1.0
JQ627125	Fungi	0.235	Ascomycota	0.235	Sareomycetes	0.022	Sareales	0.022	Sareaceae	0.022	Sarea	0.022	Sarea_resinae	0.022
MW694951	Fungi	0.978	Ascomycota	0.978	Eurotiomycetes	0.978	Eurotiales	0.978	Aspergillaceae	0.978	Penicillium	0.978	Penicillium_cainii	0.666
MN250204	Fungi	0.164	Basidiomycota	0.109	Agaricomycetes	0.099	Boletales	0.021	Boletaceae	0.019	Boletus	0.019	Boletus_reticulatus	0.014
JX867675	Fungi	0.186	Ascomycota	0.146	Dothideomycetes	0.051	Botryosphaeriales	0.015	Saccharataceae	0.012	Septorioides	0.012	Septorioides_pini-thunbergii	0.012
KF251172	Fungi	0.932	Ascomycota	0.932	Dothideomycetes	0.932	Pleosporales	0.932	Phaeosphaeriaceae	0.932	Paraphoma	0.932	Paraphoma_radicina	0.932
OK057148	Fungi	0.195	Basidiomycota	0.125	Agaricomycetes	0.115	Agaricales	0.095	Mycenaceae	0.029	Mycena	0.026	Mycena_inclinata	0.012
OK057159	Fungi	0.189	Basidiomycota	0.163	Agaricomycetes	0.157	Agaricales	0.133	Agaricaceae	0.037	Montagnea	0.024	Montagnea_arenaria	0.024
MK229175	Fungi	0.750	Ascomycota	0.750	Sordariomycetes	0.750	Diaporthales	0.744	Juglanconidaceae	0.709	Juglanconis	0.709	Juglanconis_juglandina	0.709
HE962445	Fungi	0.166	Ascomycota	0.092	Saccharomycetes	0.054	Saccharomycetales	0.054	Saccharomycetaceae	0.018	unclassified_Saccharomycetaceae	0.018
AJ969625	Fungi	0.323	Ascomycota	0.309	Pezizomycetes	0.299	Pezizales	0.299	Tuberaceae	0.295	Tuber	0.295	Tuber_borchii	0.295
JN388972	Fungi	0.204	Basidiomycota	0.177	Agaricomycetes	0.168	Agaricales	0.054	Omphalotaceae	0.024	Gymnopus	0.024	Gymnopus_confluens	0.021
KY633514	Fungi	0.819	Ascomycota	0.819	Leotiomycetes	0.819	Phacidiales	0.801	Phacidiaceae	0.801	Phacidium	0.801	Phacidium_lacerum	0.801
MH872962	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Dacampiaceae	1.0	Aaosphaeria	1.0	Aaosphaeria_arxii	1.0
KP859039	Fungi	0.996	Ascomycota	0.996	Orbiliomycetes	0.996	Orbiliales	0.996	Orbiliaceae	0.996	Hyalorbilia	0.996	Hyalorbilia_fusarioides	0.996
KP336763	Fungi	0.950	Ascomycota	0.950	Sordariomycetes	0.950	Sordariales	0.950	Chaetomiaceae	0.950	Ovatospora	0.928	Ovatospora_unipora	0.899
AY905554	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Neofusicoccum	0.972	Neofusicoccum_mangiferae	0.960
UDB000418	Fungi	0.181	Basidiomycota	0.152	Agaricomycetes	0.144	Boletales	0.108	Boletaceae	0.108	Boletus	0.108	Boletus_reticulatus	0.108
KP336774	Fungi	0.951	Ascomycota	0.951	Sordariomycetes	0.951	Sordariales	0.926	Chaetomiaceae	0.926	Parachaetomium	0.634	Parachaetomium_inaequale	0.603
DQ366699	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Nectriaceae	1.0	Gliocephalotrichum	1.0	Gliocephalotrichum_microchlamydosporum	0.865
KU846463	Fungi	0.734	Ascomycota	0.734	Sordariomycetes	0.734	Hypocreales	0.734	Stachybotryaceae	0.727	Myxospora	0.690	Myxospora_crassiseta	0.690
MH784817	Fungi	0.219	Basidiomycota	0.202	Agaricomycetes	0.176	Agaricales	0.157	Mycenaceae	0.034	Mycena	0.019	Mycena_flavoalba	0.013
KU597793	Fungi	0.271	Ascomycota	0.268	Leotiomycetes	0.215	Helotiales	0.215	Lachnaceae	0.129	Proliferodiscus	0.073	Proliferodiscus_tricolor	0.073
AB304152	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetaceae	1.0	Torulaspora	1.0	Torulaspora_maleeae	1.0
NR_156313	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Metschnikowiaceae	1.0	Metschnikowia	1.0	Metschnikowia_viticola	0.510
KY827270	Fungi	0.204	Basidiomycota	0.168	Agaricomycetes	0.161	Agaricales	0.133	Psathyrellaceae	0.022	Coprinopsis	0.015	Coprinopsis_clastophylla	0.015
MK050431	Fungi	0.664	Basidiomycota	0.664	Microbotryomycetes	0.661	Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae	0.661	Chrysozymaceae	0.661	Chrysozyma	0.661	Chrysozyma_griseoflava	0.661
KX234735	Fungi	0.256	Basidiomycota	0.256	Agaricomycetes	0.246	Agaricales	0.218	Cortinariaceae	0.030	Calonarius	0.030	Calonarius_piceae	0.030
KT949904	Fungi	0.483	Ascomycota	0.483	Sordariomycetes	0.483	Amphisphaeriales	0.403	Sporocadaceae	0.301	Neopestalotiopsis	0.250	Neopestalotiopsis_natalensis	0.187
KT949907	Fungi	0.326	Ascomycota	0.326	Sordariomycetes	0.319	Amphisphaeriales	0.299	Pseudomassariaceae	0.261	Pseudomassaria	0.136	Pseudomassaria_chondrospora	0.136
KY827281	Fungi	0.188	Basidiomycota	0.152	Agaricomycetes	0.147	Agaricales	0.114	Hymenogastraceae	0.046	Galerina	0.034	Galerina_pumila	0.029
MH855021	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Cephaloascaceae	1.0	Cephaloascus	1.0	Cephaloascus_fragrans	1.0
FN185976	Fungi	0.292	Ascomycota	0.253	Sareomycetes	0.071	Sareales	0.071	Sareaceae	0.071	Sarea	0.071	Sarea_resinae	0.071
MN218820	Fungi	0.606	Ascomycota	0.606	Sordariomycetes	0.606	Xylariales	0.606	Xylariaceae	0.599	Xylaria	0.542	Xylaria_ellisii	0.274
KT949912	Fungi	0.239	Ascomycota	0.239	Sordariomycetes	0.125	Ophiostomatales	0.031	Ophiostomataceae	0.031	Ophiostoma	0.031	Ophiostoma_saponiodorum	0.031
KT949914	Fungi	0.718	Ascomycota	0.718	Sordariomycetes	0.718	Amphisphaeriales	0.718	Sporocadaceae	0.666	Seiridium	0.396	Seiridium_papillatum	0.222
HM241692	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Chaetosphaeriales	1.0	Chaetosphaeriaceae	1.0	Pyrigemmula	1.0	Pyrigemmula_aurantiaca	1.0
KM039135	Fungi	0.266	Ascomycota	0.248	Sordariomycetes	0.237	Xylariales	0.184	Xylariaceae	0.096	Xylaria	0.062	Xylaria_necrophora	0.025
AY029342	Fungi	0.640	Basidiomycota	0.640	Tremellomycetes	0.640	Tremellales	0.640	Bulleribasidiaceae	0.633	Dioszegia	0.633	Dioszegia_butyracea	0.562
MH712825	Fungi	0.213	Basidiomycota	0.107	Tremellomycetes	0.081	Tremellales	0.081	Tremellaceae	0.042	Tremella	0.042	Tremella_basidiomaticola	0.021
MN475939	Fungi	0.157	Basidiomycota	0.071	Agaricomycetes	0.057	unclassified_Agaricomycetes	0.057
MT216220	Fungi	0.467	Basidiomycota	0.467	Agaricomycetes	0.467	Agaricales	0.467	Hymenogastraceae	0.390	Gymnopilus	0.196	Gymnopilus_junonius	0.157
JQ281774	Fungi	0.773	Ascomycota	0.773	Sordariomycetes	0.611	Diaporthales	0.611	Schizoparmaceae	0.593	Coniella	0.593	Coniella_pseudokoreana	0.472
MK530453	Fungi	0.221	Ascomycota	0.219	Sordariomycetes	0.070	Xylariales	0.026	Requienellaceae	0.023	Parapyrenis	0.023	Parapyrenis_maritima	0.023
Z69588	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Hypocreaceae	1.0	Trichoderma	1.0	Trichoderma_ghanense	0.505
KC608590	Fungi	0.226	Basidiomycota	0.180	Agaricomycetes	0.163	Agaricales	0.129	Marasmiaceae	0.026	Moniliophthora	0.021	Moniliophthora_perniciosa	0.021
UDB035385	Fungi	1.0	Ascomycota	1.0	Eurotiomycetes	1.0	Ascosphaerales	1.0	Ascosphaeraceae	1.0	Ascosphaera	1.0	Ascosphaera_flava	0.976
AY174797	Fungi	0.305	Basidiomycota	0.302	Agaricomycetes	0.302	Agaricales	0.297	Cortinariaceae	0.119	Calonarius	0.119	Calonarius_piceae	0.119
MK409979	Fungi	0.227	Ascomycota	0.205	Leotiomycetes	0.090	Helotiales	0.082	Drepanopezizaceae	0.046	Blumeriella	0.033	Blumeriella_jaapii	0.033
AY015439	Fungi	1.0	Basidiomycota	1.0	Microbotryomycetes	1.0	Sporidiobolales	1.0	Sporidiobolaceae	1.0	Sporobolomyces	1.0	Sporobolomyces_ruberrimus	0.961
EU343815	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetales_fam_Incertae_sedis_Candida	1.0	Candida	1.0	Candida_gosingica	1.0
JX941573	Fungi	0.727	Basidiomycota	0.727	Agaricomycetes	0.727	Polyporales	0.727	Polyporaceae	0.719	Perenniporia	0.705	Perenniporia_ochroleuca	0.695
EU343830	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Metschnikowiaceae	0.956	Clavispora	0.956	Clavispora_fructus	0.956
JN620351	Fungi	0.556	Basidiomycota	0.556	Agaricostilbomycetes	0.556	Agaricostilbales	0.556	Kondoaceae	0.556	Bensingtonia	0.556	Bensingtonia_pseudonaganoensis	0.401
KC520546	Fungi	0.227	Basidiomycota	0.204	Agaricomycetes	0.190	Agaricales	0.168	Cortinariaceae	0.054	Calonarius	0.054	Calonarius_piceae	0.054
MW481711	Fungi	0.740	Ascomycota	0.740	Sordariomycetes	0.740	Amphisphaeriales	0.740	Apiosporaceae	0.715	Apiospora	0.715	Apiospora_pseudospegazzinii	0.648
KX965730	Fungi	0.436	Ascomycota	0.436	Dothideomycetes	0.388	Pleosporales	0.388	Melanommataceae	0.079	Herpotrichia	0.079	Herpotrichia_striatispora	0.079
GQ281791	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Diaporthaceae	1.0	Diaporthe	1.0	Diaporthe_amygdali	1.0
MG828901	Fungi	0.445	Ascomycota	0.445	Dothideomycetes	0.445	Pleosporales	0.440	Phaeosphaeriaceae	0.350	Mauginiella	0.139	Mauginiella_scaettae	0.139
JQ954648	Fungi	0.908	Ascomycota	0.908	Sordariomycetes	0.908	Diaporthales	0.908	Diaporthaceae	0.908	Diaporthe	0.871	Diaporthe_citrichinensis	0.729
KX964424	Fungi	0.248	Basidiomycota	0.241	Agaricomycetes	0.222	Agaricales	0.207	Cortinariaceae	0.082	Calonarius	0.082	Calonarius_piceae	0.082
MF611640	Fungi	0.643	Basidiomycota	0.643	Agaricomycetes	0.643	Agaricales	0.633	Agaricaceae	0.633	Agaricus	0.633	Agaricus_stevensii	0.364
KT037522	Fungi	0.591	Ascomycota	0.591	Dothideomycetes	0.591	Mycosphaerellales	0.591	Mycosphaerellaceae	0.591	Pseudocercospora	0.483	Pseudocercospora_araliae	0.308
KU866677	Fungi	0.933	Ascomycota	0.933	Eurotiomycetes	0.933	Eurotiales	0.933	Aspergillaceae	0.933	Aspergillus	0.933	Aspergillus_monodii	0.814
KF730001	Fungi	0.597	Ascomycota	0.597	Sordariomycetes	0.597	Hypocreales	0.597	Hypocreaceae	0.597	Trichoderma	0.597	Trichoderma_gliocladium	0.263
JX093786	Fungi	0.379	Basidiomycota	0.375	Agaricomycetes	0.375	Hymenochaetales	0.351	Hymenochaetaceae	0.351	Fomitiporia	0.202	Fomitiporia_tenuis	0.168
KR119072	Fungi	0.693	Basidiomycota	0.693	Agaricomycetes	0.693	Polyporales	0.693	Irpicaceae	0.679	Ceriporia	0.654	Ceriporia_lacerata	0.654
AY573202	Fungi	0.917	Ascomycota	0.917	Dothideomycetes	0.917	Botryosphaeriales	0.917	Botryosphaeriaceae	0.876	Neofusicoccum	0.841	Neofusicoccum_mangiferae	0.495
FM206456	Fungi	0.204	Ascomycota	0.193	Pezizomycetes	0.088	Pezizales	0.088	Pyronemataceae	0.083	Tricharina	0.062	Tricharina_hiemalis	0.044
FJ378871	Fungi	0.205	Ascomycota	0.187	Leotiomycetes	0.092	Helotiales	0.092	Lachnaceae	0.028	Dasyscyphus	0.019	Dasyscyphus_serinellus	0.019
UDB037616	Fungi	0.239	Basidiomycota	0.209	Agaricomycetes	0.206	Polyporales	0.025	Meruliaceae	0.025	Hydnophlebia	0.025	Hydnophlebia_acanthocystis	0.025
GU591650	Fungi	0.415	Basidiomycota	0.415	Agaricomycetes	0.415	Agaricales	0.410	Hymenogastraceae	0.374	Hebeloma	0.343	Hebeloma_angustisporium	0.133
MW063202	Fungi	0.359	Ascomycota	0.346	Dothideomycetes	0.177	Muyocopronales	0.173	Muyocopronaceae	0.173	Arxiella	0.141	Arxiella_terrestris	0.141
KM065941	Fungi	0.792	Ascomycota	0.792	Saccharomycetes	0.792	Saccharomycetales	0.792	Pichiaceae	0.792	Kuraishia	0.792	Kuraishia_ogatae	0.792
KU846135	Fungi	0.487	Ascomycota	0.487	Sordariomycetes	0.479	Hypocreales	0.479	Stachybotryaceae	0.271	Achroiostachys	0.173	Achroiostachys_betulicola	0.173
MH549203	Fungi	0.230	Basidiomycota	0.206	Agaricomycetes	0.198	Russulales	0.059	Russulaceae	0.036	Lactarius	0.036	Lactarius_subdulcis	0.031
DQ458893	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Diplodia	0.846	Diplodia_rosulata	0.846
HM562042	Fungi	0.201	Basidiomycota	0.163	Agaricomycetes	0.139	Agaricales	0.109	Hymenogastraceae	0.033	Hebeloma	0.031	Hebeloma_laterinum	0.023
FJ150706	Fungi	0.866	Ascomycota	0.866	Dothideomycetes	0.866	Botryosphaeriales	0.866	Saccharataceae	0.866	Saccharata	0.866	Saccharata_kirstenboschensis	0.449
AF444408	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Udeniomyces	1.0	Udeniomyces_megalosporus	1.0
AF418621	Fungi	0.169	Basidiomycota	0.130	Agaricomycetes	0.118	Polyporales	0.027	unclassified_Polyporales	0.027
KF984490	Fungi	0.215	Mucoromycota	0.041	Mucoromycetes	0.041	Mucorales	0.041	Phycomycetaceae	0.012	Phycomyces	0.012	Phycomyces_nitens	0.012
KJ847422	Fungi	0.761	Ascomycota	0.761	Dothideomycetes	0.761	Botryosphaeriales	0.761	Phyllostictaceae	0.761	Phyllosticta	0.666	Phyllosticta_paxistimae	0.164
KJ847424	Fungi	0.598	Ascomycota	0.598	Dothideomycetes	0.598	Botryosphaeriales	0.598	Phyllostictaceae	0.592	Phyllosticta	0.553	Phyllosticta_concentrica	0.165
KJ847426	Fungi	0.615	Ascomycota	0.609	Dothideomycetes	0.609	Botryosphaeriales	0.609	Phyllostictaceae	0.609	Phyllosticta	0.588	Phyllosticta_brasiliana	0.306
AF444414	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_domesticum	0.861
AF444415	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Cutaneotrichosporon	1.0	Cutaneotrichosporon_moniliiforme	1.0
AF444417	Fungi	0.215	Basidiomycota	0.200	Tremellomycetes	0.132	Cystofilobasidiales	0.105	Mrakiaceae	0.085	Mrakia	0.056	Mrakia_frigida	0.034
KF500530	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Pleosporaceae	1.0	Bipolaris	1.0	Bipolaris_drechsleri	0.846
MN576831	Fungi	0.782	Ascomycota	0.782	Sordariomycetes	0.782	Hypocreales	0.782	Cordycipitaceae	0.782	Lecanicillium	0.503	Lecanicillium_psalliotae	0.328
JQ926291	Fungi	0.463	Ascomycota	0.459	Sordariomycetes	0.454	Diaporthales	0.454	Melanconiellaceae	0.444	Melanconiella	0.431	Melanconiella_flavovirens	0.324
AF072238	Fungi	0.237	Ascomycota	0.196	Sordariomycetes	0.071	Amphisphaeriales	0.014	Hyponectriaceae	0.014	Physalospora	0.014	Physalospora_vaccinii	0.014
EU517056	Fungi	0.468	Basidiomycota	0.460	Tremellomycetes	0.451	Tremellales	0.451	Bulleribasidiaceae	0.451	Derxomyces	0.447	Derxomyces_pseudohuiaensis	0.101
AB072229	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Itersonilia	1.0	Itersonilia_pannonica	0.989
KY105699	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Trichomonascaceae	1.0	Trichomonascus	1.0	Trichomonascus_apis	1.0
LN850760	Fungi	0.443	Ascomycota	0.443	Sordariomycetes	0.401	Microascales	0.398	Microascaceae	0.398	Microascus	0.294	Microascus_trigonosporus	0.274
AF444440	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_gracile	0.912
AF444443	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Cryptococcaceae	1.0	Kwoniella	1.0	Kwoniella_dendrophila	0.986
KT217364	Fungi	0.451	Basidiomycota	0.451	Agaricomycetes	0.447	Agaricales	0.440	Hymenogastraceae	0.406	Hebeloma	0.391	Hebeloma_angustisporium	0.161
MH555894	Fungi	0.712	Ascomycota	0.712	Sordariomycetes	0.712	Ophiostomatales	0.712	Ophiostomataceae	0.712	Ophiostoma	0.712	Ophiostoma_macrosporum	0.404
KT719167	Fungi	0.161	Basidiomycota	0.099	Pucciniomycetes	0.022	Pachnocybales	0.022	Pachnocybaceae	0.022	Pachnocybe	0.022	Pachnocybe_ferruginea	0.022
MF540618	Fungi	0.158	Ascomycota	0.116	Sordariomycetes	0.024	Diaporthales	0.012	Melanconidaceae	0.012	Melanconis	0.012	Melanconis_apocrypta	0.012
KY189977	Fungi	0.635	Ascomycota	0.635	Dothideomycetes	0.635	Botryosphaeriales	0.610	Botryosphaeriaceae	0.610	Dichomera	0.610	Dichomera_gemmicola	0.610
AF444469	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Bulleribasidiaceae	1.0	Vishniacozyma	1.0	Vishniacozyma_victoriae	1.0
AY540126	Fungi	0.863	Ascomycota	0.863	Leotiomycetes	0.863	Helotiales	0.863	Dermateaceae	0.863	Pezicula	0.841	Pezicula_ericae	0.818
KC222130	Fungi	0.203	Ascomycota	0.187	Xylonomycetes	0.039	Xylonales	0.033	Xylonaceae	0.033	Xylona	0.033	Xylona_heveae	0.033
KC343008	Fungi	0.725	Ascomycota	0.725	Sordariomycetes	0.725	Diaporthales	0.725	Diaporthaceae	0.725	Diaporthe	0.660	Diaporthe_citrichinensis	0.452
KF432982	Fungi	0.763	Basidiomycota	0.763	Agaricomycetes	0.763	Russulales	0.763	Russulaceae	0.763	Lactarius	0.763	Lactarius_subdulcis	0.757
MN548907	Fungi	0.587	Ascomycota	0.587	Sordariomycetes	0.587	Ophiostomatales	0.583	Ophiostomataceae	0.583	Graphilbum	0.583	Graphilbum_sparsum	0.431
KX238805	Fungi	0.197	Ascomycota	0.158	Eurotiomycetes	0.065	Eurotiales	0.061	Trichocomaceae	0.028	Sagenomella	0.028	Sagenomella_diversispora	0.015
KX772550	Fungi	0.157	Basidiomycota	0.069	Agaricomycetes	0.062	Russulales	0.024	Peniophoraceae	0.019	Vararia	0.012	Vararia_mediospora	0.010
GU327626	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Debaryomycetaceae	1.0	Yamadazyma	1.0	Yamadazyma_olivae	1.0
MN548915	Fungi	0.580	Ascomycota	0.580	Sordariomycetes	0.580	Ophiostomatales	0.576	Ophiostomataceae	0.576	Graphilbum	0.562	Graphilbum_sparsum	0.400
MN108118	Fungi	0.300	Basidiomycota	0.295	Agaricomycetes	0.290	Hymenochaetales	0.283	Hymenochaetaceae	0.283	Inonotus	0.167	Inonotus_glomeratus	0.159
MH861396	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Russulales	1.0	Peniophoraceae	1.0	Vararia	1.0	Vararia_breviphysa	1.0
KP004462	Fungi	0.676	Ascomycota	0.676	Sordariomycetes	0.676	Amphisphaeriales	0.676	Clypeophysalosporaceae	0.662	Bagadiella	0.622	Bagadiella_lunata	0.622
GU214643	Fungi	0.643	Ascomycota	0.643	Dothideomycetes	0.643	Mycosphaerellales	0.643	Mycosphaerellaceae	0.634	Pallidocercospora	0.295	Pallidocercospora_heimii	0.295
