ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	order	Prob_order	family	Prob_family	genus	Prob_genus	species	Prob_species
KJ780507	Fungi	0.149	Ascomycota	0.081	Dothideomycetes	0.025	Pleosporales	0.011	unclassified_Pleosporales	0.011
HQ260334	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetaceae	1.0	Kazachstania	1.0	Kazachstania_intestinalis	1.0
UDB038245	Fungi	0.306	Basidiomycota	0.292	Agaricomycetes	0.284	Polyporales	0.261	Phanerochaetaceae	0.197	Riopa	0.100	Riopa_metamorphosa	0.100
KM591585	Fungi	0.163	Basidiomycota	0.067	Exobasidiomycetes	0.013	Robbauerales	0.013	Robbaueraceae	0.013	Robbauera	0.013	Robbauera_albescens	0.013
MT477069	Fungi	0.233	Ascomycota	0.231	Sordariomycetes	0.176	Hypocreales	0.120	Bionectriaceae	0.023	Valsonectria	0.023	Valsonectria_simpsonii	0.023
KP272110	Fungi	0.194	Ascomycota	0.147	Xylonomycetes	0.038	Xylonales	0.017	Xylonaceae	0.017	Xylona	0.017	Xylona_heveae	0.017
KU845985	Fungi	0.818	Ascomycota	0.818	Sordariomycetes	0.779	Hypocreales	0.779	Stachybotryaceae	0.779	Alfaria	0.779	Alfaria_terrestris	0.476
JQ989328	Fungi	0.202	Ascomycota	0.177	Pezizomycetes	0.095	Pezizales	0.095	Pyronemataceae	0.095	Pyronema	0.024	Pyronema_domesticum	0.024
JN000071	Fungi	0.562	Basidiomycota	0.562	Microbotryomycetes	0.562	Microbotryales	0.562	Microbotryaceae	0.562	Microbotryum	0.562	Microbotryum_vinosum	0.562
MT477071	Fungi	0.252	Ascomycota	0.249	Sordariomycetes	0.198	Ophiostomatales	0.048	Ophiostomataceae	0.048	Sporothrix	0.022	Sporothrix_ghanensis	0.018
JN942681	Fungi	0.121	Basidiomycota	0.048	Agaricomycetes	0.035	Agaricales	0.020	unclassified_Agaricales	0.020
EU514225	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Mycosphaerellales	1.0	Dissoconiaceae	1.0	Uwebraunia	1.0	Uwebraunia_musae	1.0
KU847232	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Striaticonidium	1.0	Striaticonidium_brachysporum	1.0
KU847240	Fungi	0.800	Ascomycota	0.800	Sordariomycetes	0.800	Hypocreales	0.800	Stachybotryaceae	0.771	Striaticonidium	0.771	Striaticonidium_synnematum	0.506
LC259095	Fungi	0.702	Ascomycota	0.702	Saccharomycetes	0.702	Saccharomycetales	0.702	Lipomycetaceae	0.702	Lipomyces	0.702	Lipomyces_yarrowii	0.426
MN537723	Fungi	0.334	Ascomycota	0.326	Eurotiomycetes	0.304	Chaetothyriales	0.304	Herpotrichiellaceae	0.280	Exophiala	0.275	Exophiala_eucalyptorum	0.275
KF251156	Fungi	0.372	Ascomycota	0.372	Sordariomycetes	0.363	Xylariales	0.171	Xylariales_fam_Incertae_sedis_Subulispora	0.089	Subulispora	0.089	Subulispora_biappendiculata	0.052
KX820250	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Amphisphaeriales	1.0	Clypeophysalosporaceae	1.0	Clypeophysalospora	1.0	Clypeophysalospora_latitans	1.0
KU847252	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Xepicula	0.940	Xepicula_leucotricha	0.929
HQ599386	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Massariaceae	1.0	Massaria	1.0	Massaria_campestris	1.0
JQ627125	Fungi	0.245	Ascomycota	0.221	Eurotiomycetes	0.042	Eurotiales	0.023	Trichocomaceae	0.016	Rasamsonia	0.016	Rasamsonia_eburnea	0.013
MW694951	Fungi	0.977	Ascomycota	0.977	Eurotiomycetes	0.977	Eurotiales	0.977	Aspergillaceae	0.977	Penicillium	0.977	Penicillium_cainii	0.609
MN250204	Fungi	0.165	Basidiomycota	0.101	Agaricomycetes	0.089	Boletales	0.015	unclassified_Boletales	0.015
JX867675	Fungi	0.189	Ascomycota	0.138	Saccharomycetes	0.048	Saccharomycetales	0.048	Pichiaceae	0.024	Ogataea	0.018	Ogataea_ramenticola	0.018
KF251172	Fungi	0.929	Ascomycota	0.929	Dothideomycetes	0.929	Pleosporales	0.929	Phaeosphaeriaceae	0.929	Paraphoma	0.929	Paraphoma_radicina	0.929
OK057148	Fungi	0.213	Basidiomycota	0.155	Agaricomycetes	0.145	Agaricales	0.118	Psathyrellaceae	0.026	Tulosesus	0.016	Tulosesus_pallidus	0.016
OK057159	Fungi	0.198	Basidiomycota	0.174	Agaricomycetes	0.169	Agaricales	0.157	Agaricaceae	0.030	Montagnea	0.027	Montagnea_arenaria	0.027
MK229175	Fungi	0.746	Ascomycota	0.746	Sordariomycetes	0.746	Diaporthales	0.746	Juglanconidaceae	0.713	Juglanconis	0.713	Juglanconis_juglandina	0.713
HE962445	Fungi	0.168	Ascomycota	0.085	Saccharomycetes	0.061	Saccharomycetales	0.061	unclassified_Saccharomycetales	0.061
AJ969625	Fungi	0.314	Ascomycota	0.305	Pezizomycetes	0.294	Pezizales	0.294	Tuberaceae	0.294	Tuber	0.294	Tuber_borchii	0.294
JN388972	Fungi	0.207	Basidiomycota	0.181	Agaricomycetes	0.176	Russulales	0.042	Russulaceae	0.024	Lactarius	0.024	Lactarius_ciliatus	0.017
KY633514	Fungi	0.822	Ascomycota	0.822	Leotiomycetes	0.822	Phacidiales	0.813	Phacidiaceae	0.813	Phacidium	0.813	Phacidium_lacerum	0.813
MH872962	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Dacampiaceae	1.0	Aaosphaeria	1.0	Aaosphaeria_arxii	1.0
KP859039	Fungi	0.994	Ascomycota	0.994	Orbiliomycetes	0.994	Orbiliales	0.994	Orbiliaceae	0.994	Hyalorbilia	0.994	Hyalorbilia_fusarioides	0.994
KP336763	Fungi	0.957	Ascomycota	0.957	Sordariomycetes	0.957	Sordariales	0.957	Chaetomiaceae	0.957	Ovatospora	0.918	Ovatospora_unipora	0.918
AY905554	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Neofusicoccum	0.988	Neofusicoccum_mangiferae	0.988
UDB000418	Fungi	0.186	Basidiomycota	0.161	Agaricomycetes	0.156	Boletales	0.115	Boletaceae	0.108	Boletus	0.108	Boletus_reticulatus	0.108
KP336774	Fungi	0.943	Ascomycota	0.943	Sordariomycetes	0.943	Sordariales	0.931	Chaetomiaceae	0.931	Parachaetomium	0.649	Parachaetomium_inaequale	0.621
DQ366699	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Nectriaceae	1.0	Gliocephalotrichum	0.989	Gliocephalotrichum_microchlamydosporum	0.897
KU846463	Fungi	0.748	Ascomycota	0.748	Sordariomycetes	0.748	Hypocreales	0.748	Stachybotryaceae	0.748	Myxospora	0.692	Myxospora_crassiseta	0.692
MH784817	Fungi	0.224	Basidiomycota	0.200	Agaricomycetes	0.189	Agaricales	0.165	Agaricales_fam_Incertae_sedis_Baeospora	0.016	Baeospora	0.016	Baeospora_myosura	0.016
KU597793	Fungi	0.292	Ascomycota	0.292	Leotiomycetes	0.241	Helotiales	0.241	Lachnaceae	0.135	Proliferodiscus	0.082	Proliferodiscus_tricolor	0.082
AB304152	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetaceae	0.989	Torulaspora	0.989	Torulaspora_maleeae	0.989
NR_156313	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Metschnikowiaceae	1.0	Metschnikowia	1.0	Metschnikowia_kofuensis	0.538
KY827270	Fungi	0.205	Basidiomycota	0.178	Agaricomycetes	0.169	Russulales	0.025	Auriscalpiaceae	0.011	Auriscalpium	0.011	Auriscalpium_vulgare	0.011
MK050431	Fungi	0.671	Basidiomycota	0.671	Microbotryomycetes	0.671	Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae	0.671	Chrysozymaceae	0.671	Chrysozyma	0.671	Chrysozyma_griseoflava	0.671
KX234735	Fungi	0.246	Basidiomycota	0.219	Agaricomycetes	0.216	Agaricales	0.175	Cortinariaceae	0.029	Calonarius	0.029	Calonarius_piceae	0.029
KT949904	Fungi	0.507	Ascomycota	0.507	Sordariomycetes	0.507	Amphisphaeriales	0.442	Sporocadaceae	0.276	Neopestalotiopsis	0.226	Neopestalotiopsis_natalensis	0.166
KT949907	Fungi	0.321	Ascomycota	0.321	Sordariomycetes	0.318	Amphisphaeriales	0.279	Pseudomassariaceae	0.249	Leiosphaerella	0.131	Leiosphaerella_lycopodina	0.131
KY827281	Fungi	0.188	Basidiomycota	0.160	Agaricomycetes	0.147	Agaricales	0.112	Hymenogastraceae	0.036	Galerina	0.029	Galerina_pumila	0.027
MH855021	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Cephaloascaceae	1.0	Cephaloascus	1.0	Cephaloascus_fragrans	1.0
FN185976	Fungi	0.287	Ascomycota	0.263	Leotiomycetes	0.130	Leotiales	0.108	Tympanidaceae	0.104	Tympanis	0.104	Tympanis_pseudotsugae	0.080
MN218820	Fungi	0.619	Ascomycota	0.619	Sordariomycetes	0.619	Xylariales	0.619	Xylariaceae	0.619	Xylaria	0.548	Xylaria_ellisii	0.236
KT949912	Fungi	0.229	Ascomycota	0.229	Sordariomycetes	0.144	Amphisphaeriales	0.041	Apiosporaceae	0.028	Nigrospora	0.028	Nigrospora_oryzae	0.024
KT949914	Fungi	0.733	Ascomycota	0.733	Sordariomycetes	0.733	Amphisphaeriales	0.733	Sporocadaceae	0.652	Distononappendiculata	0.235	Distononappendiculata_banksiae	0.235
HM241692	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Chaetosphaeriales	1.0	Chaetosphaeriaceae	1.0	Pyrigemmula	1.0	Pyrigemmula_aurantiaca	1.0
KM039135	Fungi	0.260	Ascomycota	0.257	Sordariomycetes	0.232	Xylariales	0.167	Hypoxylaceae	0.097	Daldinia	0.070	Daldinia_bambusicola	0.021
AY029342	Fungi	0.605	Basidiomycota	0.605	Tremellomycetes	0.605	Tremellales	0.605	Bulleribasidiaceae	0.605	Dioszegia	0.605	Dioszegia_butyracea	0.501
MH712825	Fungi	0.208	Basidiomycota	0.107	Tremellomycetes	0.067	Tremellales	0.067	Tremellaceae	0.037	Tremella	0.037	Tremella_basidiomaticola	0.021
MN475939	Fungi	0.144	Basidiomycota	0.070	Agaricomycetes	0.067	unclassified_Agaricomycetes	0.067
MT216220	Fungi	0.485	Basidiomycota	0.485	Agaricomycetes	0.485	Agaricales	0.485	Hymenogastraceae	0.402	Gymnopilus	0.224	Gymnopilus_junonius	0.183
JQ281774	Fungi	0.756	Ascomycota	0.756	Sordariomycetes	0.599	Diaporthales	0.599	Schizoparmaceae	0.577	Coniella	0.577	Coniella_pseudokoreana	0.457
MK530453	Fungi	0.232	Ascomycota	0.232	Orbiliomycetes	0.031	Orbiliales	0.031	Orbiliaceae	0.031	Helicoon	0.031	Helicoon_richonis	0.031
Z69588	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Hypocreaceae	1.0	Trichoderma	1.0	Trichoderma_ghanense	0.578
KC608590	Fungi	0.233	Basidiomycota	0.200	Agaricomycetes	0.192	Agaricales	0.169	Cortinariaceae	0.032	Calonarius	0.032	Calonarius_piceae	0.032
UDB035385	Fungi	1.0	Ascomycota	1.0	Eurotiomycetes	1.0	Ascosphaerales	1.0	Ascosphaeraceae	1.0	Ascosphaera	1.0	Ascosphaera_flava	0.987
AY174797	Fungi	0.325	Basidiomycota	0.325	Agaricomycetes	0.322	Agaricales	0.319	Cortinariaceae	0.189	Calonarius	0.189	Calonarius_piceae	0.189
MK409979	Fungi	0.224	Ascomycota	0.208	Leotiomycetes	0.102	Helotiales	0.092	Drepanopezizaceae	0.047	Blumeriella	0.043	Blumeriella_jaapii	0.043
AY015439	Fungi	1.0	Basidiomycota	1.0	Microbotryomycetes	1.0	Sporidiobolales	1.0	Sporidiobolaceae	1.0	Sporobolomyces	1.0	Sporobolomyces_ruberrimus	0.986
EU343815	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetales_fam_Incertae_sedis_Candida	1.0	Candida	1.0	Candida_gosingica	1.0
JX941573	Fungi	0.683	Basidiomycota	0.683	Agaricomycetes	0.683	Polyporales	0.683	Polyporaceae	0.662	Perenniporia	0.648	Perenniporia_ochroleuca	0.640
EU343830	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Metschnikowiaceae	0.979	Clavispora	0.979	Clavispora_fructus	0.979
JN620351	Fungi	0.556	Basidiomycota	0.553	Agaricostilbomycetes	0.553	Agaricostilbales	0.553	Kondoaceae	0.553	Bensingtonia	0.553	Bensingtonia_pseudonaganoensis	0.307
KC520546	Fungi	0.232	Basidiomycota	0.210	Agaricomycetes	0.207	Agaricales	0.168	Cortinariaceae	0.043	Calonarius	0.043	Calonarius_piceae	0.043
MW481711	Fungi	0.735	Ascomycota	0.735	Sordariomycetes	0.735	Amphisphaeriales	0.735	Apiosporaceae	0.718	Apiospora	0.718	Apiospora_pseudospegazzinii	0.556
KX965730	Fungi	0.405	Ascomycota	0.398	Dothideomycetes	0.342	Pleosporales	0.342	Melanommataceae	0.075	Herpotrichia	0.075	Herpotrichia_striatispora	0.075
GQ281791	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Diaporthaceae	1.0	Diaporthe	1.0	Diaporthe_amygdali	1.0
MG828901	Fungi	0.445	Ascomycota	0.445	Dothideomycetes	0.441	Pleosporales	0.421	Phaeosphaeriaceae	0.358	Mauginiella	0.120	Mauginiella_scaettae	0.120
JQ954648	Fungi	0.904	Ascomycota	0.904	Sordariomycetes	0.904	Diaporthales	0.904	Diaporthaceae	0.904	Diaporthe	0.880	Diaporthe_citrichinensis	0.758
KX964424	Fungi	0.258	Basidiomycota	0.258	Agaricomycetes	0.248	Agaricales	0.237	Cortinariaceae	0.086	Calonarius	0.086	Calonarius_piceae	0.086
MF611640	Fungi	0.641	Basidiomycota	0.641	Agaricomycetes	0.641	Agaricales	0.641	Agaricaceae	0.641	Agaricus	0.641	Agaricus_stevensii	0.380
KT037522	Fungi	0.596	Ascomycota	0.592	Dothideomycetes	0.592	Mycosphaerellales	0.592	Mycosphaerellaceae	0.586	Pseudocercospora	0.460	Pseudocercospora_araliae	0.247
KU866677	Fungi	0.932	Ascomycota	0.932	Eurotiomycetes	0.932	Eurotiales	0.932	Aspergillaceae	0.932	Aspergillus	0.932	Aspergillus_monodii	0.760
KF730001	Fungi	0.548	Ascomycota	0.548	Sordariomycetes	0.548	Hypocreales	0.537	Hypocreaceae	0.524	Trichoderma	0.510	Trichoderma_gliocladium	0.262
JX093786	Fungi	0.368	Basidiomycota	0.366	Agaricomycetes	0.364	Hymenochaetales	0.352	Hymenochaetaceae	0.352	Fomitiporia	0.240	Fomitiporia_tenuis	0.184
KR119072	Fungi	0.691	Basidiomycota	0.691	Agaricomycetes	0.691	Polyporales	0.691	Irpicaceae	0.691	Ceriporia	0.670	Ceriporia_lacerata	0.670
AY573202	Fungi	0.932	Ascomycota	0.932	Dothideomycetes	0.932	Botryosphaeriales	0.932	Botryosphaeriaceae	0.932	Neofusicoccum	0.893	Neofusicoccum_mangiferae	0.502
FM206456	Fungi	0.196	Ascomycota	0.164	Pezizomycetes	0.072	Pezizales	0.072	Pyronemataceae	0.068	Tricharina	0.053	Tricharina_hiemalis	0.033
FJ378871	Fungi	0.197	Ascomycota	0.187	Leotiomycetes	0.081	Helotiales	0.078	Lachnaceae	0.023	Dasyscyphus	0.017	Dasyscyphus_serinellus	0.017
UDB037616	Fungi	0.229	Basidiomycota	0.213	Agaricomycetes	0.202	Agaricales	0.145	Marasmiaceae	0.039	Crinipellis	0.021	Crinipellis_scabella	0.021
GU591650	Fungi	0.422	Basidiomycota	0.422	Agaricomycetes	0.422	Agaricales	0.420	Hymenogastraceae	0.375	Hebeloma	0.345	Hebeloma_brunneifolium	0.137
MW063202	Fungi	0.339	Ascomycota	0.331	Dothideomycetes	0.245	Muyocopronales	0.229	Muyocopronaceae	0.229	Arxiella	0.177	Arxiella_terrestris	0.177
KM065941	Fungi	0.788	Ascomycota	0.788	Saccharomycetes	0.788	Saccharomycetales	0.788	Pichiaceae	0.788	Kuraishia	0.788	Kuraishia_ogatae	0.788
KU846135	Fungi	0.488	Ascomycota	0.477	Sordariomycetes	0.470	Hypocreales	0.470	Stachybotryaceae	0.245	Achroiostachys	0.161	Achroiostachys_betulicola	0.161
MH549203	Fungi	0.226	Basidiomycota	0.193	Agaricomycetes	0.188	Agaricales	0.073	Schizophyllaceae	0.019	Schizophyllum	0.019	Schizophyllum_commune	0.019
DQ458893	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Diplodia	0.819	Diplodia_rosulata	0.819
HM562042	Fungi	0.183	Basidiomycota	0.138	Microbotryomycetes	0.017	Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae	0.013	Colacogloeaceae	0.013	Colacogloea	0.013	Colacogloea_retinophila	0.013
FJ150706	Fungi	0.891	Ascomycota	0.891	Dothideomycetes	0.891	Botryosphaeriales	0.891	Saccharataceae	0.891	Saccharata	0.891	Saccharata_kirstenboschensis	0.527
AF444408	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Udeniomyces	1.0	Udeniomyces_megalosporus	1.0
AF418621	Fungi	0.158	Basidiomycota	0.112	Agaricomycetes	0.103	Russulales	0.027	unclassified_Russulales	0.027
KF984490	Fungi	0.200	Mucoromycota	0.027	Mucoromycetes	0.027	Mucorales	0.027	Mucoraceae	0.016	Mucor	0.016	Mucor_amphibiorum	0.013
KJ847422	Fungi	0.699	Ascomycota	0.699	Dothideomycetes	0.699	Botryosphaeriales	0.699	Phyllostictaceae	0.699	Phyllosticta	0.588	Phyllosticta_paxistimae	0.174
KJ847424	Fungi	0.612	Ascomycota	0.612	Dothideomycetes	0.596	Botryosphaeriales	0.596	Phyllostictaceae	0.590	Phyllosticta	0.564	Phyllosticta_concentrica	0.159
KJ847426	Fungi	0.584	Ascomycota	0.584	Dothideomycetes	0.584	Botryosphaeriales	0.584	Phyllostictaceae	0.579	Phyllosticta	0.538	Phyllosticta_brasiliana	0.230
AF444414	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_domesticum	0.910
AF444415	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Cutaneotrichosporon	1.0	Cutaneotrichosporon_moniliiforme	1.0
AF444417	Fungi	0.216	Basidiomycota	0.190	Tremellomycetes	0.124	Cystofilobasidiales	0.091	Mrakiaceae	0.077	Mrakia	0.047	Mrakia_aquatica	0.025
KF500530	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Pleosporaceae	1.0	Bipolaris	1.0	Bipolaris_drechsleri	0.838
MN576831	Fungi	0.787	Ascomycota	0.787	Sordariomycetes	0.787	Hypocreales	0.787	Cordycipitaceae	0.787	Lecanicillium	0.556	Lecanicillium_psalliotae	0.363
JQ926291	Fungi	0.453	Ascomycota	0.449	Sordariomycetes	0.438	Diaporthales	0.434	Melanconiellaceae	0.417	Melanconiella	0.397	Melanconiella_flavovirens	0.291
AF072238	Fungi	0.242	Ascomycota	0.204	Eurotiomycetes	0.049	Onygenales	0.035	Arthrodermataceae	0.027	Paraphyton	0.021	Paraphyton_cookiellum	0.021
EU517056	Fungi	0.487	Basidiomycota	0.480	Tremellomycetes	0.480	Tremellales	0.480	Bulleribasidiaceae	0.480	Derxomyces	0.473	Derxomyces_amylogenes	0.138
AB072229	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Itersonilia	1.0	Itersonilia_pannonica	0.988
KY105699	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Trichomonascaceae	1.0	Trichomonascus	1.0	Trichomonascus_apis	1.0
LN850760	Fungi	0.425	Ascomycota	0.425	Sordariomycetes	0.394	Microascales	0.389	Microascaceae	0.389	Microascus	0.298	Microascus_trigonosporus	0.258
AF444440	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_gracile	0.949
AF444443	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Cryptococcaceae	1.0	Kwoniella	1.0	Kwoniella_dendrophila	0.907
KT217364	Fungi	0.441	Basidiomycota	0.441	Agaricomycetes	0.441	Agaricales	0.436	Hymenogastraceae	0.405	Hebeloma	0.382	Hebeloma_angustisporium	0.131
MH555894	Fungi	0.690	Ascomycota	0.690	Sordariomycetes	0.690	Ophiostomatales	0.690	Ophiostomataceae	0.690	Ophiostoma	0.683	Ophiostoma_macrosporum	0.325
KT719167	Fungi	0.159	Basidiomycota	0.084	Pucciniomycetes	0.026	Pachnocybales	0.020	Pachnocybaceae	0.020	Pachnocybe	0.020	Pachnocybe_ferruginea	0.020
MF540618	Fungi	0.149	Ascomycota	0.108	Saccharomycetes	0.051	Saccharomycetales	0.051	Saccharomycetales_fam_Incertae_sedis_Candida	0.020	Candida	0.020	Candida_vartiovaarae	0.011
KY189977	Fungi	0.656	Ascomycota	0.656	Dothideomycetes	0.656	Botryosphaeriales	0.656	Botryosphaeriaceae	0.656	Dichomera	0.656	Dichomera_gemmicola	0.656
AF444469	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Bulleribasidiaceae	1.0	Vishniacozyma	1.0	Vishniacozyma_victoriae	1.0
AY540126	Fungi	0.878	Ascomycota	0.878	Leotiomycetes	0.878	Helotiales	0.878	Dermateaceae	0.878	Pezicula	0.843	Pezicula_ericae	0.843
KC222130	Fungi	0.201	Ascomycota	0.185	Xylonomycetes	0.050	Xylonales	0.048	Xylonaceae	0.048	Xylona	0.048	Xylona_heveae	0.048
KC343008	Fungi	0.724	Ascomycota	0.724	Sordariomycetes	0.724	Diaporthales	0.724	Diaporthaceae	0.724	Diaporthe	0.642	Diaporthe_citrichinensis	0.415
KF432982	Fungi	0.760	Basidiomycota	0.760	Agaricomycetes	0.760	Russulales	0.760	Russulaceae	0.760	Lactarius	0.760	Lactarius_subdulcis	0.755
MN548907	Fungi	0.587	Ascomycota	0.587	Sordariomycetes	0.583	Ophiostomatales	0.583	Ophiostomataceae	0.583	Graphilbum	0.583	Graphilbum_sparsum	0.423
KX238805	Fungi	0.195	Ascomycota	0.144	Eurotiomycetes	0.070	Eurotiales	0.051	Trichocomaceae	0.023	Sagenomella	0.018	Sagenomella_verticillata	0.015
KX772550	Fungi	0.147	Basidiomycota	0.065	Agaricomycetes	0.052	Agaricales	0.021	unclassified_Agaricales	0.021
GU327626	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Debaryomycetaceae	1.0	Yamadazyma	1.0	Yamadazyma_olivae	1.0
MN548915	Fungi	0.608	Ascomycota	0.608	Sordariomycetes	0.608	Ophiostomatales	0.608	Ophiostomataceae	0.608	Graphilbum	0.593	Graphilbum_sparsum	0.479
MN108118	Fungi	0.279	Basidiomycota	0.268	Agaricomycetes	0.268	Hymenochaetales	0.258	Hymenochaetaceae	0.258	Inonotus	0.149	Inonotus_glomeratus	0.143
MH861396	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Russulales	1.0	Peniophoraceae	1.0	Vararia	1.0	Vararia_breviphysa	1.0
KP004462	Fungi	0.707	Ascomycota	0.707	Sordariomycetes	0.707	Amphisphaeriales	0.683	Clypeophysalosporaceae	0.670	Bagadiella	0.595	Bagadiella_lunata	0.595
GU214643	Fungi	0.676	Ascomycota	0.676	Dothideomycetes	0.676	Mycosphaerellales	0.676	Mycosphaerellaceae	0.676	Pallidocercospora	0.331	Pallidocercospora_heimii	0.331
DQ632675	Fungi	0.669	Ascomycota	0.669	Dothideomycetes	0.669	Mycosphaerellales	0.669	Mycosphaerellaceae	0.669	Paramycosphaerella	0.303	Paramycosphaerella_wachendorfiae	0.303
