ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	order	Prob_order	family	Prob_family	genus	Prob_genus	species	Prob_species
HQ260334	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetaceae	1.0	Kazachstania	1.0	Kazachstania_intestinalis	1.0
UDB038245	Fungi	0.318	Basidiomycota	0.318	Agaricomycetes	0.309	Polyporales	0.265	Phanerochaetaceae	0.187	Riopa	0.081	Riopa_metamorphosa	0.081
KM591585	Fungi	0.168	Basidiomycota	0.092	Exobasidiomycetes	0.018	Robbauerales	0.018	Robbaueraceae	0.018	Robbauera	0.018	Robbauera_albescens	0.018
MT477069	Fungi	0.230	Ascomycota	0.230	Dothideomycetes	0.027	Cladosporiales	0.018	Cladosporiaceae	0.018	Cladosporium	0.018	Cladosporium_herbarum	0.018
KP272110	Fungi	0.196	Ascomycota	0.142	Xylonomycetes	0.036	Xylonales	0.014	Xylonaceae	0.014	Xylona	0.014	Xylona_heveae	0.014
KU845985	Fungi	0.806	Ascomycota	0.806	Sordariomycetes	0.785	Hypocreales	0.785	Stachybotryaceae	0.785	Alfaria	0.785	Alfaria_terrestris	0.513
JQ989328	Fungi	0.202	Ascomycota	0.168	Pezizomycetes	0.083	Pezizales	0.083	Pyronemataceae	0.083	Tricharina	0.065	Tricharina_praecox	0.026
JN000071	Fungi	0.569	Basidiomycota	0.569	Microbotryomycetes	0.569	Microbotryales	0.563	Microbotryaceae	0.563	Microbotryum	0.563	Microbotryum_vinosum	0.563
MT477071	Fungi	0.229	Ascomycota	0.229	Sordariomycetes	0.160	Hypocreales	0.078	Cordycipitaceae	0.038	Lecanicillium	0.017	Lecanicillium_saksenae	0.013
JN942681	Fungi	0.120	Ascomycota	0.063	Sordariomycetes	0.018	unclassified_Sordariomycetes	0.018
EU514225	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Mycosphaerellales	1.0	Dissoconiaceae	1.0	Uwebraunia	1.0	Uwebraunia_musae	1.0
KU847232	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Striaticonidium	1.0	Striaticonidium_brachysporum	1.0
KU847240	Fungi	0.823	Ascomycota	0.823	Sordariomycetes	0.823	Hypocreales	0.823	Stachybotryaceae	0.790	Striaticonidium	0.790	Striaticonidium_synnematum	0.527
LC259095	Fungi	0.693	Ascomycota	0.693	Saccharomycetes	0.693	Saccharomycetales	0.693	Lipomycetaceae	0.693	Lipomyces	0.693	Lipomyces_yarrowii	0.395
MN537723	Fungi	0.326	Ascomycota	0.319	Eurotiomycetes	0.284	Chaetothyriales	0.281	Herpotrichiellaceae	0.260	Exophiala	0.254	Exophiala_eucalyptorum	0.250
KF251156	Fungi	0.362	Ascomycota	0.362	Sordariomycetes	0.354	Amphisphaeriales	0.179	Castanediellaceae	0.040	Castanediella	0.040	Castanediella_hyalopenicillata	0.040
KX820250	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Amphisphaeriales	1.0	Clypeophysalosporaceae	1.0	Clypeophysalospora	1.0	Clypeophysalospora_latitans	1.0
KU847252	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Xepicula	0.978	Xepicula_leucotricha	0.978
HQ599386	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Massariaceae	1.0	Massaria	1.0	Massaria_campestris	1.0
JQ627125	Fungi	0.257	Ascomycota	0.246	Sareomycetes	0.021	Sareales	0.021	Sareaceae	0.021	Sarea	0.021	Sarea_resinae	0.021
MW694951	Fungi	0.965	Ascomycota	0.965	Eurotiomycetes	0.965	Eurotiales	0.965	Aspergillaceae	0.965	Penicillium	0.965	Penicillium_cainii	0.766
MN250204	Fungi	0.154	Basidiomycota	0.115	Agaricomycetes	0.091	Boletales	0.025	Boletaceae	0.016	Boletus	0.016	Boletus_reticulatus	0.016
JX867675	Fungi	0.186	Ascomycota	0.146	Dothideomycetes	0.039	Botryosphaeriales	0.018	Saccharataceae	0.013	Septorioides	0.013	Septorioides_pini-thunbergii	0.013
KF251172	Fungi	0.943	Ascomycota	0.943	Dothideomycetes	0.943	Pleosporales	0.943	Phaeosphaeriaceae	0.943	Paraphoma	0.943	Paraphoma_radicina	0.943
OK057148	Fungi	0.203	Basidiomycota	0.173	Agaricomycetes	0.164	Agaricales	0.122	Physalacriaceae	0.014	Flammulina	0.014	Flammulina_elastica	0.014
OK057159	Fungi	0.189	Basidiomycota	0.158	Agaricomycetes	0.143	Agaricales	0.122	Agaricaceae	0.029	Montagnea	0.019	Montagnea_arenaria	0.019
MK229175	Fungi	0.769	Ascomycota	0.769	Sordariomycetes	0.769	Diaporthales	0.769	Juglanconidaceae	0.748	Juglanconis	0.748	Juglanconis_juglandina	0.748
HE962445	Fungi	0.163	Ascomycota	0.100	Saccharomycetes	0.066	Saccharomycetales	0.066	Saccharomycetaceae	0.021	Torulaspora	0.012	Torulaspora_globosa	0.012
AJ969625	Fungi	0.297	Ascomycota	0.293	Pezizomycetes	0.282	Pezizales	0.282	Tuberaceae	0.273	Tuber	0.273	Tuber_borchii	0.273
JN388972	Fungi	0.204	Basidiomycota	0.169	Agaricomycetes	0.153	Russulales	0.046	Russulaceae	0.019	Lactarius	0.019	Lactarius_ciliatus	0.013
KY633514	Fungi	0.825	Ascomycota	0.825	Leotiomycetes	0.825	Phacidiales	0.817	Phacidiaceae	0.817	Phacidium	0.817	Phacidium_lacerum	0.817
MH872962	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Dacampiaceae	1.0	Aaosphaeria	1.0	Aaosphaeria_arxii	1.0
KP859039	Fungi	0.998	Ascomycota	0.998	Orbiliomycetes	0.998	Orbiliales	0.998	Orbiliaceae	0.998	Hyalorbilia	0.998	Hyalorbilia_fusarioides	0.998
KP336763	Fungi	0.945	Ascomycota	0.945	Sordariomycetes	0.945	Sordariales	0.945	Chaetomiaceae	0.945	Ovatospora	0.845	Ovatospora_unipora	0.816
AY905554	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Neofusicoccum	0.990	Neofusicoccum_mangiferae	0.990
UDB000418	Fungi	0.194	Basidiomycota	0.193	Agaricomycetes	0.186	Boletales	0.126	Boletaceae	0.122	Boletus	0.122	Boletus_reticulatus	0.117
KP336774	Fungi	0.966	Ascomycota	0.966	Sordariomycetes	0.966	Sordariales	0.966	Chaetomiaceae	0.966	Parachaetomium	0.704	Parachaetomium_inaequale	0.704
DQ366699	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Nectriaceae	1.0	Gliocephalotrichum	1.0	Gliocephalotrichum_microchlamydosporum	0.891
KU846463	Fungi	0.695	Ascomycota	0.695	Sordariomycetes	0.695	Hypocreales	0.695	Stachybotryaceae	0.695	Myxospora	0.648	Myxospora_crassiseta	0.648
MH784817	Fungi	0.220	Basidiomycota	0.182	Agaricomycetes	0.154	Agaricales	0.119	Strophariaceae	0.041	Stropharia	0.014	Stropharia_rugosoannulata	0.014
KU597793	Fungi	0.280	Ascomycota	0.271	Leotiomycetes	0.218	Helotiales	0.218	Lachnaceae	0.133	Proliferodiscus	0.056	Proliferodiscus_tricolor	0.056
AB304152	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetaceae	1.0	Torulaspora	1.0	Torulaspora_maleeae	1.0
NR_156313	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Metschnikowiaceae	1.0	Metschnikowia	1.0	Metschnikowia_viticola	0.504
KY827270	Fungi	0.200	Basidiomycota	0.170	Agaricomycetes	0.154	Agaricales	0.131	Mycenaceae	0.024	Mycena	0.024	Mycena_sanguinolenta	0.014
MK050431	Fungi	0.672	Basidiomycota	0.672	Microbotryomycetes	0.672	Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae	0.672	Chrysozymaceae	0.672	Chrysozyma	0.672	Chrysozyma_griseoflava	0.672
KX234735	Fungi	0.255	Basidiomycota	0.252	Agaricomycetes	0.242	Agaricales	0.201	Mycenaceae	0.037	Mycena	0.037	Mycena_subviscosa	0.024
KT949904	Fungi	0.513	Ascomycota	0.513	Sordariomycetes	0.513	Amphisphaeriales	0.387	Beltraniaceae	0.181	Beltrania	0.133	Beltrania_pseudorhombica	0.109
KT949907	Fungi	0.300	Ascomycota	0.300	Sordariomycetes	0.286	Amphisphaeriales	0.253	Pseudomassariaceae	0.230	Pseudomassaria	0.121	Pseudomassaria_chondrospora	0.121
KY827281	Fungi	0.183	Basidiomycota	0.157	Agaricomycetes	0.143	Agaricales	0.111	Hymenogastraceae	0.028	Galerina	0.026	Galerina_pumila	0.026
MH855021	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Cephaloascaceae	1.0	Cephaloascus	1.0	Cephaloascus_fragrans	1.0
FN185976	Fungi	0.294	Ascomycota	0.274	Leotiomycetes	0.156	Leotiales	0.119	Tympanidaceae	0.119	Tympanis	0.119	Tympanis_pseudotsugae	0.097
MN218820	Fungi	0.590	Ascomycota	0.590	Sordariomycetes	0.590	Xylariales	0.590	Xylariaceae	0.590	Xylaria	0.535	Xylaria_ellisii	0.267
KT949912	Fungi	0.226	Ascomycota	0.217	Sordariomycetes	0.120	Amphisphaeriales	0.049	Apiosporaceae	0.030	Nigrospora	0.030	Nigrospora_oryzae	0.025
KT949914	Fungi	0.760	Ascomycota	0.760	Sordariomycetes	0.760	Amphisphaeriales	0.760	Sporocadaceae	0.712	Distononappendiculata	0.267	Distononappendiculata_banksiae	0.267
HM241692	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Chaetosphaeriales	1.0	Chaetosphaeriaceae	1.0	Pyrigemmula	1.0	Pyrigemmula_aurantiaca	1.0
KM039135	Fungi	0.259	Ascomycota	0.246	Sordariomycetes	0.196	Xylariales	0.157	Xylariaceae	0.079	Xylaria	0.053	Xylaria_polymorpha	0.021
AY029342	Fungi	0.611	Basidiomycota	0.611	Tremellomycetes	0.607	Tremellales	0.607	Bulleribasidiaceae	0.607	Dioszegia	0.607	Dioszegia_butyracea	0.486
MH712825	Fungi	0.205	Basidiomycota	0.117	Tremellomycetes	0.091	Tremellales	0.091	Sirobasidiaceae	0.025	Fibulobasidium	0.025	Fibulobasidium_murrhardtense	0.025
MN475939	Fungi	0.156	Ascomycota	0.098	Saccharomycetes	0.022	Saccharomycetales	0.022	Saccharomycetaceae	0.019	unclassified_Saccharomycetaceae	0.019
MT216220	Fungi	0.467	Basidiomycota	0.467	Agaricomycetes	0.467	Agaricales	0.467	Hymenogastraceae	0.428	Gymnopilus	0.203	Gymnopilus_junonius	0.155
JQ281774	Fungi	0.744	Ascomycota	0.744	Sordariomycetes	0.582	Diaporthales	0.582	Schizoparmaceae	0.564	Coniella	0.564	Coniella_pseudokoreana	0.434
MK530453	Fungi	0.234	Ascomycota	0.234	Orbiliomycetes	0.018	Orbiliales	0.018	Orbiliaceae	0.018	Helicoon	0.018	Helicoon_richonis	0.018
Z69588	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Hypocreaceae	1.0	Trichoderma	1.0	Trichoderma_ghanense	0.562
KC608590	Fungi	0.236	Basidiomycota	0.209	Agaricomycetes	0.193	Agaricales	0.160	Cortinariaceae	0.029	Calonarius	0.029	Calonarius_piceae	0.029
UDB035385	Fungi	1.0	Ascomycota	1.0	Eurotiomycetes	1.0	Ascosphaerales	1.0	Ascosphaeraceae	1.0	Ascosphaera	1.0	Ascosphaera_flava	0.986
AY174797	Fungi	0.306	Basidiomycota	0.304	Agaricomycetes	0.304	Agaricales	0.293	Cortinariaceae	0.149	Calonarius	0.149	Calonarius_piceae	0.149
MK409979	Fungi	0.216	Ascomycota	0.201	Leotiomycetes	0.084	Helotiales	0.077	Drepanopezizaceae	0.045	Pseudopeziza	0.026	Pseudopeziza_medicaginis	0.026
AY015439	Fungi	1.0	Basidiomycota	1.0	Microbotryomycetes	1.0	Sporidiobolales	1.0	Sporidiobolaceae	1.0	Sporobolomyces	1.0	Sporobolomyces_ruberrimus	0.962
EU343815	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetales_fam_Incertae_sedis_Candida	1.0	Candida	1.0	Candida_gosingica	1.0
JX941573	Fungi	0.708	Basidiomycota	0.708	Agaricomycetes	0.708	Polyporales	0.708	Polyporaceae	0.708	Perenniporia	0.624	Perenniporia_ochroleuca	0.624
EU343830	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Metschnikowiaceae	0.937	Clavispora	0.937	Clavispora_fructus	0.937
JN620351	Fungi	0.530	Basidiomycota	0.527	Agaricostilbomycetes	0.527	Agaricostilbales	0.527	Kondoaceae	0.527	Bensingtonia	0.527	Bensingtonia_pseudonaganoensis	0.333
KC520546	Fungi	0.223	Basidiomycota	0.193	Agaricomycetes	0.186	Agaricales	0.145	Cortinariaceae	0.028	Calonarius	0.028	Calonarius_piceae	0.028
MW481711	Fungi	0.743	Ascomycota	0.743	Sordariomycetes	0.743	Amphisphaeriales	0.743	Apiosporaceae	0.709	Apiospora	0.709	Apiospora_pseudospegazzinii	0.598
KX965730	Fungi	0.429	Ascomycota	0.429	Dothideomycetes	0.392	Pleosporales	0.382	Melanommataceae	0.125	Herpotrichia	0.125	Herpotrichia_striatispora	0.125
GQ281791	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Diaporthaceae	1.0	Diaporthe	1.0	Diaporthe_amygdali	1.0
MG828901	Fungi	0.431	Ascomycota	0.426	Dothideomycetes	0.426	Pleosporales	0.426	Phaeosphaeriaceae	0.379	Mauginiella	0.116	Mauginiella_scaettae	0.116
JQ954648	Fungi	0.903	Ascomycota	0.903	Sordariomycetes	0.903	Diaporthales	0.903	Diaporthaceae	0.903	Diaporthe	0.903	Diaporthe_citrichinensis	0.717
KX964424	Fungi	0.260	Basidiomycota	0.254	Agaricomycetes	0.233	Agaricales	0.209	Cortinariaceae	0.071	Calonarius	0.071	Calonarius_piceae	0.071
MF611640	Fungi	0.664	Basidiomycota	0.664	Agaricomycetes	0.664	Agaricales	0.664	Agaricaceae	0.664	Agaricus	0.664	Agaricus_stevensii	0.363
KT037522	Fungi	0.618	Ascomycota	0.618	Dothideomycetes	0.618	Mycosphaerellales	0.618	Mycosphaerellaceae	0.618	Pseudocercospora	0.425	Pseudocercospora_araliae	0.238
KU866677	Fungi	0.936	Ascomycota	0.936	Eurotiomycetes	0.936	Eurotiales	0.936	Aspergillaceae	0.936	Aspergillus	0.926	Aspergillus_monodii	0.768
KF730001	Fungi	0.575	Ascomycota	0.575	Sordariomycetes	0.575	Hypocreales	0.575	Hypocreaceae	0.569	Trichoderma	0.549	Trichoderma_gliocladium	0.352
JX093786	Fungi	0.351	Basidiomycota	0.351	Agaricomycetes	0.351	Hymenochaetales	0.326	Hymenochaetaceae	0.326	Fomitiporia	0.187	Fomitiporia_tenuis	0.149
KR119072	Fungi	0.634	Basidiomycota	0.634	Agaricomycetes	0.634	Polyporales	0.634	Irpicaceae	0.629	Ceriporia	0.588	Ceriporia_lacerata	0.588
AY573202	Fungi	0.934	Ascomycota	0.934	Dothideomycetes	0.934	Botryosphaeriales	0.934	Botryosphaeriaceae	0.934	Neofusicoccum	0.813	Neofusicoccum_mangiferae	0.445
FM206456	Fungi	0.202	Ascomycota	0.183	Pezizomycetes	0.083	Pezizales	0.083	Pyronemataceae	0.078	Tricharina	0.064	Tricharina_hiemalis	0.042
FJ378871	Fungi	0.214	Ascomycota	0.190	Sordariomycetes	0.074	Pleurotheciales	0.019	Pleurotheciaceae	0.019	Pleurotheciella	0.019	Pleurotheciella_submersa	0.019
UDB037616	Fungi	0.221	Basidiomycota	0.217	Agaricomycetes	0.203	Polyporales	0.043	Meruliaceae	0.033	Hydnophlebia	0.033	Hydnophlebia_acanthocystis	0.033
GU591650	Fungi	0.397	Basidiomycota	0.397	Agaricomycetes	0.397	Agaricales	0.391	Hymenogastraceae	0.337	Hebeloma	0.281	Hebeloma_angustisporium	0.114
MW063202	Fungi	0.357	Ascomycota	0.343	Dothideomycetes	0.242	Muyocopronales	0.230	Muyocopronaceae	0.230	Arxiella	0.199	Arxiella_terrestris	0.199
KM065941	Fungi	0.814	Ascomycota	0.814	Saccharomycetes	0.814	Saccharomycetales	0.814	Pichiaceae	0.814	Kuraishia	0.814	Kuraishia_ogatae	0.814
KU846135	Fungi	0.482	Ascomycota	0.482	Sordariomycetes	0.482	Hypocreales	0.471	Stachybotryaceae	0.338	Achroiostachys	0.185	Achroiostachys_betulicola	0.185
MH549203	Fungi	0.226	Basidiomycota	0.202	Agaricomycetes	0.195	Russulales	0.045	Russulaceae	0.039	Lactarius	0.039	Lactarius_subdulcis	0.036
DQ458893	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Diplodia	0.881	Diplodia_rosulata	0.881
HM562042	Fungi	0.187	Basidiomycota	0.146	Agaricomycetes	0.125	Agaricales	0.087	Physalacriaceae	0.019	Flammulina	0.016	unclassified_Flammulina	0.016
FJ150706	Fungi	0.883	Ascomycota	0.883	Dothideomycetes	0.883	Botryosphaeriales	0.883	Saccharataceae	0.883	Saccharata	0.883	Saccharata_kirstenboschensis	0.486
AF444408	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Udeniomyces	1.0	Udeniomyces_megalosporus	1.0
AF418621	Fungi	0.155	Basidiomycota	0.148	Agaricomycetes	0.125	Polyporales	0.036	Steccherinaceae	0.014	Steccherinum	0.014	Steccherinum_confragosum	0.014
KF984490	Fungi	0.208	Mucoromycota	0.033	Mucoromycetes	0.027	Mucorales	0.027	Mucoraceae	0.017	Mucor	0.014	Mucor_amphibiorum	0.014
KJ847422	Fungi	0.721	Ascomycota	0.721	Dothideomycetes	0.721	Botryosphaeriales	0.721	Phyllostictaceae	0.721	Phyllosticta	0.620	Phyllosticta_beaumarisii	0.143
KJ847424	Fungi	0.635	Ascomycota	0.635	Dothideomycetes	0.635	Botryosphaeriales	0.635	Phyllostictaceae	0.635	Phyllosticta	0.627	Phyllosticta_concentrica	0.203
KJ847426	Fungi	0.596	Ascomycota	0.596	Dothideomycetes	0.596	Botryosphaeriales	0.591	Phyllostictaceae	0.591	Phyllosticta	0.577	Phyllosticta_brasiliana	0.318
AF444414	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_domesticum	0.920
AF444415	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Cutaneotrichosporon	1.0	Cutaneotrichosporon_moniliiforme	0.975
AF444417	Fungi	0.207	Basidiomycota	0.189	Tremellomycetes	0.124	Cystofilobasidiales	0.083	Mrakiaceae	0.069	Mrakia	0.045	Mrakia_frigida	0.026
KF500530	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Pleosporaceae	1.0	Bipolaris	1.0	Bipolaris_drechsleri	0.792
MN576831	Fungi	0.743	Ascomycota	0.743	Sordariomycetes	0.743	Hypocreales	0.743	Cordycipitaceae	0.743	Lecanicillium	0.497	Lecanicillium_psalliotae	0.286
JQ926291	Fungi	0.467	Ascomycota	0.462	Sordariomycetes	0.462	Diaporthales	0.462	Melanconiellaceae	0.448	Melanconiella	0.416	Melanconiella_flavovirens	0.342
AF072238	Fungi	0.264	Ascomycota	0.247	Leotiomycetes	0.099	Leotiales	0.042	Tympanidaceae	0.039	Tympanis	0.039	Tympanis_pseudotsugae	0.039
EU517056	Fungi	0.456	Basidiomycota	0.448	Tremellomycetes	0.448	Tremellales	0.448	Bulleribasidiaceae	0.448	Derxomyces	0.445	Derxomyces_amylogenes	0.124
AB072229	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Itersonilia	1.0	Itersonilia_pannonica	0.989
KY105699	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Trichomonascaceae	1.0	Trichomonascus	1.0	Trichomonascus_apis	1.0
LN850760	Fungi	0.461	Ascomycota	0.458	Sordariomycetes	0.434	Microascales	0.428	Microascaceae	0.428	Microascus	0.342	Microascus_trigonosporus	0.313
AF444440	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_gracile	0.936
AF444443	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Cryptococcaceae	1.0	Kwoniella	1.0	Kwoniella_dendrophila	0.958
KT217364	Fungi	0.452	Basidiomycota	0.452	Agaricomycetes	0.452	Agaricales	0.446	Hymenogastraceae	0.389	Hebeloma	0.349	Hebeloma_angustisporium	0.135
MH555894	Fungi	0.699	Ascomycota	0.699	Sordariomycetes	0.699	Ophiostomatales	0.699	Ophiostomataceae	0.699	Ophiostoma	0.699	Ophiostoma_macrosporum	0.332
KT719167	Fungi	0.149	Basidiomycota	0.070	Pucciniomycetes	0.027	Pachnocybales	0.024	Pachnocybaceae	0.024	Pachnocybe	0.024	Pachnocybe_ferruginea	0.024
MF540618	Fungi	0.151	Basidiomycota	0.041	Agaricomycetes	0.035	Agaricales	0.017	Pluteaceae	0.012	Volvariella	0.012	Volvariella_volvacea	0.012
KY189977	Fungi	0.616	Ascomycota	0.616	Dothideomycetes	0.616	Botryosphaeriales	0.600	Botryosphaeriaceae	0.600	Dichomera	0.600	Dichomera_gemmicola	0.600
AF444469	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Bulleribasidiaceae	1.0	Vishniacozyma	1.0	Vishniacozyma_victoriae	1.0
AY540126	Fungi	0.897	Ascomycota	0.897	Leotiomycetes	0.897	Helotiales	0.897	Dermateaceae	0.897	Pezicula	0.886	Pezicula_ericae	0.874
KC222130	Fungi	0.209	Ascomycota	0.183	Xylonomycetes	0.056	Xylonales	0.044	Xylonaceae	0.044	Xylona	0.044	Xylona_heveae	0.044
KC343008	Fungi	0.746	Ascomycota	0.746	Sordariomycetes	0.746	Diaporthales	0.746	Diaporthaceae	0.746	Diaporthe	0.669	Diaporthe_citrichinensis	0.501
KF432982	Fungi	0.789	Basidiomycota	0.789	Agaricomycetes	0.789	Russulales	0.789	Russulaceae	0.789	Lactarius	0.789	Lactarius_subdulcis	0.789
MN548907	Fungi	0.550	Ascomycota	0.550	Sordariomycetes	0.546	Ophiostomatales	0.542	Ophiostomataceae	0.542	Graphilbum	0.538	Graphilbum_sparsum	0.354
KX238805	Fungi	0.191	Ascomycota	0.155	Eurotiomycetes	0.076	Eurotiales	0.066	Trichocomaceae	0.032	Sagenomella	0.029	Sagenomella_verticillata	0.029
KX772550	Fungi	0.154	Basidiomycota	0.067	Agaricomycetes	0.058	Agaricales	0.029	unclassified_Agaricales	0.029
GU327626	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Debaryomycetaceae	1.0	Yamadazyma	1.0	Yamadazyma_olivae	1.0
MN548915	Fungi	0.574	Ascomycota	0.574	Sordariomycetes	0.574	Ophiostomatales	0.574	Ophiostomataceae	0.574	Graphilbum	0.569	Graphilbum_sparsum	0.415
MN108118	Fungi	0.274	Basidiomycota	0.272	Agaricomycetes	0.270	Hymenochaetales	0.254	Hymenochaetaceae	0.252	Inonotus	0.151	Inonotus_glomeratus	0.149
MH861396	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Russulales	1.0	Peniophoraceae	1.0	Vararia	1.0	Vararia_breviphysa	1.0
KP004462	Fungi	0.681	Ascomycota	0.681	Sordariomycetes	0.672	Amphisphaeriales	0.657	Clypeophysalosporaceae	0.644	Bagadiella	0.528	Bagadiella_lunata	0.528
GU214643	Fungi	0.719	Ascomycota	0.719	Dothideomycetes	0.713	Mycosphaerellales	0.713	Mycosphaerellaceae	0.704	Pallidocercospora	0.329	Pallidocercospora_heimii	0.329
DQ632675	Fungi	0.641	Ascomycota	0.641	Dothideomycetes	0.641	Mycosphaerellales	0.641	Mycosphaerellaceae	0.641	Paramycosphaerella	0.222	Paramycosphaerella_wachendorfiae	0.222
