ID	class	order	family	subfamily	tribe	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
FBARB553-11	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	dummy_Thomisidae	unk	unk	1	1	0.7473	0.7473	0.7473	0.7473	0.7473
FBARB229-11	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	0.5796000000000001	0.5796000000000001	0.5796000000000001	0.5796000000000001	0.5796000000000001
GBBSP1067-15	Arachnida	Araneae	Uloboridae	dummy_Uloboridae	dummy_Uloboridae	Hyptiotes	Hyptiotes_paradoxus	1	1	0.9997	0.9997	0.9997	0.9997	0.9997
SMNSA022-16	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	0.528	0.528	0.528	0.528	0.528
SMNSA246-16	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	0.5302	0.5302	0.5302	0.5302	0.5302
SMNKA106-16	Arachnida	Araneae	Gnaphosidae	dummy_Gnaphosidae	dummy_Gnaphosidae	unk	unk	1	1	0.6776	0.6776	0.6776	0.6776	0.6776
SMNKA198-16	Arachnida	Araneae	Gnaphosidae	dummy_Gnaphosidae	dummy_Gnaphosidae	unk	unk	1	1	0.9869	0.9869	0.9869	0.9869	0.9869
GBBSP287-15	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	0.8691000000000001	0.8691000000000001	0.8691000000000001	0.8691000000000001	0.8691000000000001
FBARB347-11	Arachnida	Araneae	Gnaphosidae	dummy_Gnaphosidae	dummy_Gnaphosidae	unk	unk	1	1	0.9974999999999999	0.9974999999999999	0.9974999999999999	0.9974999999999999	0.9974999999999999
SMNKA229-16	Arachnida	Araneae	Salticidae	dummy_Salticidae	dummy_Salticidae	unk	unk	1	1	0.9515	0.9515	0.9515	0.9515	0.9515
FBARB285-11	Arachnida	Araneae	Miturgidae	dummy_Miturgidae	dummy_Miturgidae	Zora	unk	1	1	0.9858	0.9858	0.9858	0.9858	0.9858
SMNKA171-16	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	0.5232	0.5232	0.5232	0.5232	0.5232
GBBSP217-15	Arachnida	Araneae	Salticidae	dummy_Salticidae	dummy_Salticidae	unk	unk	1	1	0.9383	0.9383	0.9383	0.9383	0.9383
FBARB379-11	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	1	1	1	1	1
SMNSA135-16	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	0.965	0.965	0.965	0.965	0.965
GBBSP845-15	Arachnida	Araneae	Salticidae	dummy_Salticidae	dummy_Salticidae	unk	unk	1	1	0.897	0.897	0.897	0.897	0.897
SMNKA025-16	Arachnida	Araneae	Salticidae	dummy_Salticidae	dummy_Salticidae	unk	unk	1	1	0.9982	0.9982	0.9982	0.9982	0.9982
MYFAB122-10	Arachnida	unk	unk	unk	unk	unk	unk	1	0.7022999999999999	0.7022999999999999	0.7022999999999999	0.7022999999999999	0.7022999999999999	0.7022999999999999
TBGMI106-21	Insecta	Hemiptera	unk	unk	unk	unk	unk	0.7585	0.7585	0.6567000000000001	0.6567000000000001	0.6567000000000001	0.6567000000000001	0.6567000000000001
MYFAB067-10	Arachnida	unk	unk	unk	unk	unk	unk	1	0.8964	0.8964	0.8964	0.8964	0.8964	0.8964
GBBSP528-15	Arachnida	Opiliones	Phalangiidae	Oligolophinae	dummy_Oligolophinae	unk	unk	1	0.9996	0.9996	0.9996	0.9996	0.9996	0.9996
MYFAB430-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	dummy_Oligolophinae	unk	unk	1	0.616	0.616	0.616	0.616	0.616	0.616
SMNSA197-16	Arachnida	Opiliones	Phalangiidae	Oligolophinae	dummy_Oligolophinae	unk	unk	1	0.6174999999999999	0.6174999999999999	0.6174999999999999	0.6174999999999999	0.6174999999999999	0.6174999999999999
MYFAB447-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	dummy_Oligolophinae	unk	unk	1	0.6134999999999999	0.6134999999999999	0.6134999999999999	0.6134999999999999	0.6134999999999999	0.6134999999999999
GBDTA10092-21	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	unk	unk	1	1	1	0.9974	0.9974	0.9974	0.9974
GBCOU1665-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5601	0.5601	0.5601	0.5601	0.5601
FBCOQ137-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.5037	0.5037	0.5037	0.5037	0.5037
FBCOC290-10	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.9335	0.9335	0.9335	0.9335	0.9335
FBCON744-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.6426000000000001	0.6426000000000001	0.6426000000000001	0.6426000000000001	0.6426000000000001
GBCOU2781-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7332	0.7332	0.7332	0.7332	0.7332
FBCOQ135-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.5049	0.5049	0.5049	0.5049	0.5049
GBCOU1310-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.999	0.999	0.999	0.999	0.999
TIPSY041-08	Insecta	Lepidoptera	unk	unk	unk	unk	unk	1	0.5113	0.5113	0.5113	0.5113	0.5113	0.5113
FBCOQ113-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5085	0.5085	0.5085	0.5085	0.5085
GBCOU2974-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7212999999999999	0.7212999999999999	0.7212999999999999	0.7212999999999999	0.7212999999999999
GCOL10909-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	unk	unk	1	1	0.6798	0.6798	0.6798	0.6798	0.6798
GBCOD950-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.9315	0.9315	0.9315	0.9315	0.9315
GBCOU852-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.8334	0.8334	0.8334	0.8334	0.8334
GCOL3157-16	Insecta	Coleoptera	Oedemeridae	unk	unk	unk	unk	1	1	0.5488000000000001	0.5488000000000001	0.5488000000000001	0.5488000000000001	0.5488000000000001
FBCOF132-12	Insecta	Coleoptera	Leiodidae	unk	unk	unk	unk	1	1	0.998	0.998	0.998	0.998	0.998
GBCOU2367-13	Insecta	Coleoptera	Nitidulidae	unk	unk	unk	unk	1	1	0.7118	0.6386000000000001	0.6386000000000001	0.6386000000000001	0.6386000000000001
FBCOC407-10	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5681	0.5681	0.5681	0.5681	0.5681
GCOL7059-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5630000000000001	0.5630000000000001	0.5630000000000001	0.5630000000000001	0.5630000000000001
FBLMW279-10	Insecta	Lepidoptera	unk	unk	unk	unk	unk	1	0.5279	0.5279	0.5279	0.5279	0.5279	0.5279
GBCOE945-13	Insecta	Coleoptera	Ptinidae	unk	unk	unk	unk	1	0.9927	0.8565	0.6620999999999999	0.6620999999999999	0.6620999999999999	0.6620999999999999
GBCOU1138-13	Insecta	Coleoptera	Cerambycidae	Lamiinae	unk	unk	unk	1	1	1	0.5096	0.5096	0.5096	0.5096
FBNE080-11	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	0.6986	0.6986	0.6986	0.6986	0.6986	0.6986
FBCOK007-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Neocrepidodera	unk	1	1	0.6101	0.6101	0.6101	0.4482	0.4482
GCOL589-16	Insecta	Coleoptera	Cerambycidae	Lamiinae	unk	unk	unk	1	1	1	0.5041	0.5041	0.5041	0.5041
FBCOC669-10	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7043999999999999	0.7043999999999999	0.7043999999999999	0.7043999999999999	0.7043999999999999
GCOL12703-16	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	unk	1	1	0.9964999999999999	0.9964999999999999	0.9964999999999999	0.9964999999999999	0.9964999999999999
GBCOF336-13	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	unk	1	1	0.5292	0.5292	0.5292	0.5292	0.5292
GCOL621-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7114999999999999	0.7114999999999999	0.7114999999999999	0.7114999999999999	0.7114999999999999
GBCOU3461-13	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	unk	1	1	0.9012	0.8827	0.8827	0.8827	0.8827
TIPSY040-08	Insecta	Lepidoptera	unk	unk	unk	unk	unk	1	0.6134999999999999	0.6134999999999999	0.6134999999999999	0.6134999999999999	0.6134999999999999	0.6134999999999999
FBCOF010-12	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	unk	1	1	0.8807	0.502	0.502	0.502	0.502
GBCOU2618-13	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspidini	Anaspis	unk	1	1	0.7648	0.7648	0.7648	0.7648	0.7648
GBCOG243-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.5049	0.5049	0.5049	0.5049	0.5049
GBCOU1625-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5601	0.5601	0.5601	0.5601	0.5601
GCOL10558-16	Insecta	Coleoptera	Oedemeridae	unk	unk	unk	unk	1	1	0.6247	0.6247	0.6247	0.6247	0.6247
GCOL2237-16	Insecta	Coleoptera	Cerambycidae	Lamiinae	unk	unk	unk	1	1	1	0.5105	0.5105	0.5105	0.5105
FBCOK085-13	Insecta	Coleoptera	Staphylinidae	Staphylininae	Staphylinini	unk	unk	1	1	0.7404999999999999	0.6033999999999999	0.5321	0.3728	0.3728
GCOL2595-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	unk	unk	1	1	0.8975	0.8975	0.8975	0.5972999999999999	0.5972999999999999
GBCOB152-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.8717000000000001	0.8717000000000001	0.8717000000000001	0.8717000000000001	0.8717000000000001
FBCOA283-10	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	unk	unk	1	1	0.8706000000000002	0.8706000000000002	0.8706000000000002	0.8706000000000002	0.8706000000000002
GCOL13261-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7077	0.7077	0.7077	0.7077	0.7077
GCOL517-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.6878	0.6878	0.6878	0.6878	0.6878
GBCOU1431-13	Insecta	Coleoptera	Nitidulidae	unk	unk	unk	unk	1	1	1	0.9550000000000001	0.9550000000000001	0.9550000000000001	0.9550000000000001
FBCON699-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5917	0.5917	0.5917	0.5917	0.5917
GBCOU1033-13	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	unk	1	1	0.977	0.7643	0.7643	0.7643	0.7643
GBCOU2234-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.9143	0.9143	0.9143	0.9143	0.9143
GBCOU531-13	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	unk	unk	1	1	1	0.904	0.904	0.904	0.904
GCOL4154-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.642	0.642	0.642	0.642	0.642
GBCOU3547-13	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	unk	unk	1	1	0.9878	0.9878	0.9878	0.9019	0.9019
GCOL18446-21	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.4474	0.4474	0.4474	0.4474	0.4474
FBCOB451-10	Insecta	Coleoptera	Latridiidae	unk	unk	unk	unk	1	1	0.6724999999999999	0.6724999999999999	0.6724999999999999	0.6724999999999999	0.6724999999999999
GBCOB117-12	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	unk	1	1	0.9763999999999999	0.5781000000000001	0.5781000000000001	0.5781000000000001	0.5781000000000001
GBCOU1902-13	Insecta	Coleoptera	Anthicidae	unk	unk	unk	unk	1	1	0.47900000000000004	0.47900000000000004	0.47900000000000004	0.47900000000000004	0.47900000000000004
GBCOB793-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7537	0.7537	0.7537	0.7537	0.7537
GCOL7113-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	unk	unk	1	1	1	0.9999	0.9999	0.625	0.625
GBCOF717-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5386000000000001	0.5386000000000001	0.5386000000000001	0.5386000000000001	0.5386000000000001
GCOL6733-16	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.999	0.999	0.999	0.999	0.999
GCOL1626-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.9335	0.9335	0.9335	0.9335	0.9335
FBCOB455-10	Insecta	Coleoptera	Monotomidae	unk	unk	unk	unk	1	1	0.7197	0.7197	0.7197	0.7197	0.7197
FBCOG313-12	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.999	0.999	0.999	0.999	0.999
GMGMK1514-14	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.6768	0.6768	0.6768	0.6768	0.6768
GCOL13198-16	Insecta	Coleoptera	Leiodidae	unk	unk	unk	unk	1	1	0.998	0.998	0.998	0.998	0.998
GBCOU1707-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.8203	0.8203	0.8203	0.8203	0.8203
GBCOU1311-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.999	0.999	0.999	0.999	0.999
FBCOI476-12	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	unk	unk	1	1	1	0.9846	0.54	0.54	0.54
GCOL6734-16	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.999	0.999	0.999	0.999	0.999
GCOL12844-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7322	0.7322	0.7322	0.7322	0.7322
FBCOF1085-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.9528000000000001	0.9528000000000001	0.9528000000000001	0.9528000000000001	0.9528000000000001
GBCOU2366-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.6591	0.6591	0.6591	0.6591	0.6591
FBCOO746-13	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	unk	unk	1	1	0.7334999999999999	0.7334999999999999	0.7334999999999999	0.5051	0.5051
FBCON489-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7741	0.7741	0.7741	0.7741	0.7741
FBCOO467-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5816	0.5816	0.5816	0.5816	0.5816
GBCOU2932-13	Insecta	Coleoptera	Cerambycidae	Lepturinae	unk	unk	unk	1	1	0.5636000000000001	0.5486000000000001	0.5486000000000001	0.5486000000000001	0.5486000000000001
GBCOU1430-13	Insecta	Coleoptera	Nitidulidae	Nitidulinae	dummy_Nitidulinae	unk	unk	1	1	0.6980999999999999	0.5154	0.5154	0.5154	0.5154
FBCOJ607-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7983999999999999	0.7983999999999999	0.7983999999999999	0.7983999999999999	0.7983999999999999
GCOL4346-16	Insecta	Coleoptera	Cerambycidae	Lamiinae	unk	unk	unk	1	1	1	0.5105	0.5105	0.5105	0.5105
GCOL6778-16	Insecta	Coleoptera	Nitidulidae	Nitidulinae	dummy_Nitidulinae	unk	unk	1	1	0.9713999999999999	0.7496	0.7496	0.7496	0.7496
FBNE052-11	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	0.6972999999999999	0.6972999999999999	0.6972999999999999	0.6972999999999999	0.6972999999999999	0.6972999999999999
GBCOG407-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	unk	unk	1	1	1	1	0.5594	0.5593	0.5593
GBCOU703-13	Insecta	Coleoptera	Nitidulidae	unk	unk	unk	unk	1	1	1	0.8713000000000001	0.8713000000000001	0.8713000000000001	0.8713000000000001
GCOL5479-16	Insecta	Coleoptera	Kateretidae	dummy_Kateretidae	dummy_Kateretidae	unk	unk	1	1	0.4433	0.4433	0.4433	0.4433	0.4433
GCOL6591-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	unk	unk	1	1	0.9748	0.9669	0.9669	0.6494	0.6494
GCOL7725-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	unk	unk	1	1	1	0.9139	0.9139	0.9139	0.9139
GBCOU2371-13	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	unk	1	1	0.9095	0.5196000000000001	0.5196000000000001	0.5196000000000001	0.5196000000000001
FBCOG588-12	Insecta	Coleoptera	Alexiidae	dummy_Alexiidae	dummy_Alexiidae	Sphaerosoma	Sphaerosoma_pilosum	1	1	0.9829	0.9829	0.9829	0.9829	0.9829
TBGMI052-21	Insecta	unk	unk	unk	unk	unk	unk	1	0.9216000000000001	0.9216000000000001	0.9216000000000001	0.9216000000000001	0.9216000000000001	0.9216000000000001
BNSC406-12	Insecta	Diptera	unk	unk	unk	unk	unk	1	1	0.8398000000000001	0.8398000000000001	0.8398000000000001	0.8398000000000001	0.8398000000000001
GCOL2110-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	0.9651	0.5461	0.5461	0.5461	0.5461	0.5461
TBGMI055-21	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5055	0.5055	0.5055	0.5055	0.5055
GCOL13151-16	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	unk	1	1	0.9842	0.6174	0.6174	0.6174	0.6174
GBCOU2958-13	Insecta	Coleoptera	Latridiidae	unk	unk	unk	unk	1	1	0.7407	0.7407	0.7407	0.7407	0.7407
FBCOG931-12	Insecta	Coleoptera	Latridiidae	unk	unk	unk	unk	1	1	0.8419000000000001	0.8419000000000001	0.8419000000000001	0.8419000000000001	0.8419000000000001
GBCOU3142-13	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	unk	1	1	1	0.7638	0.7638	0.7638	0.7638
FBCOI718-12	Insecta	Coleoptera	Leiodidae	unk	unk	unk	unk	1	1	0.998	0.998	0.998	0.998	0.998
FBCOI432-12	Insecta	Coleoptera	Latridiidae	unk	unk	unk	unk	1	1	0.8419000000000001	0.8419000000000001	0.8419000000000001	0.8419000000000001	0.8419000000000001
GBMWU024-15	Insecta	unk	unk	unk	unk	unk	unk	1	0.8412000000000001	0.8412000000000001	0.8412000000000001	0.8412000000000001	0.8412000000000001	0.8412000000000001
FBCON016-13	Insecta	Coleoptera	Leiodidae	unk	unk	unk	unk	1	1	0.7998	0.7998	0.7998	0.7998	0.7998
GBCOG059-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5797000000000001	0.5797000000000001	0.5797000000000001	0.5797000000000001	0.5797000000000001
FBCOO115-13	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	unk	unk	1	1	0.7212	0.5972999999999999	0.5972999999999999	0.5972999999999999	0.5972999999999999
FBCOF748-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.6852999999999999	0.6852999999999999	0.6852999999999999	0.6852999999999999	0.6852999999999999
FBCOB611-10	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5797000000000001	0.5797000000000001	0.5797000000000001	0.5797000000000001	0.5797000000000001
FBCOB807-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	unk	unk	1	1	0.7659	0.7659	0.7659	0.7659	0.7659
FBCOB448-10	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	unk	1	1	0.5057	0.3663	0.3663	0.3663	0.3663
GCOL1429-16	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	unk	1	1	0.8943	0.7792	0.7792	0.7792	0.7792
FBCON726-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5917	0.5917	0.5917	0.5917	0.5917
GCOL4565-16	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	unk	1	1	0.9163	0.9054	0.9054	0.9054	0.9054
FBCOA391-10	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.6494	0.6494	0.6494	0.6494	0.6494
FBCOH845-12	Insecta	Coleoptera	Leiodidae	unk	unk	unk	unk	1	1	0.9783	0.9783	0.9783	0.9783	0.9783
GCOL6128-16	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.5315	0.5315	0.5315	0.5315	0.5315
FBCOE871-12	Insecta	Coleoptera	Nitidulidae	unk	unk	unk	unk	1	1	0.8064	0.6297	0.6297	0.6297	0.6297
FBCOC869-10	Insecta	Coleoptera	Anthicidae	unk	unk	unk	unk	1	1	0.7551	0.7551	0.7551	0.7551	0.7551
FBCON625-13	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	unk	1	1	0.4897	0.35359999999999997	0.35359999999999997	0.35359999999999997	0.35359999999999997
FBCOK529-13	Insecta	Coleoptera	Staphylinidae	unk	unk	unk	unk	1	1	0.44980000000000003	0.3009	0.3009	0.3009	0.3009
GCOL6353-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.9143	0.9143	0.9143	0.9143	0.9143
GCOL8573-16	Insecta	Coleoptera	Ptiliidae	Ptiliinae	unk	unk	unk	1	1	0.42440000000000005	0.42440000000000005	0.42440000000000005	0.42440000000000005	0.42440000000000005
GMGMR255-18	Insecta	Coleoptera	Cryptophagidae	Cryptophaginae	dummy_Cryptophaginae	unk	unk	1	1	1	1	1	0.6537000000000001	0.6537000000000001
FBCOA879-10	Insecta	Coleoptera	Cryptophagidae	Cryptophaginae	dummy_Cryptophaginae	unk	unk	1	1	1	1	1	0.9953	0.9953
GCOL9106-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	unk	unk	1	1	0.9242	0.7491	0.5632	0.5632	0.5632
GCOL2596-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	unk	unk	1	1	1	1	1	0.7038	0.7038
GMGMA151-14	Insecta	Coleoptera	Mordellidae	Mordellinae	unk	unk	unk	1	1	1	1	0.5802999999999999	0.5802999999999999	0.5802999999999999
GMGRD3035-13	Insecta	Coleoptera	Mordellidae	Mordellinae	Mordellini	unk	unk	1	1	1	1	0.9996	0.9996	0.9996
GCOL10409-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5663	0.5663	0.5663	0.5663	0.5663
FBCON305-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	unk	unk	1	1	1	1	0.5594	0.5593	0.5593
FBNE248-13	Insecta	Coleoptera	Elmidae	Elminae	dummy_Elminae	unk	unk	1	0.9513	0.5308	0.5308	0.5308	0.5308	0.5308
GBCOU1633-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.6174999999999999	0.6174999999999999	0.6174999999999999	0.6174999999999999	0.6174999999999999
FBCON353-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	unk	unk	1	1	1	1	0.9417000000000001	0.9209	0.9209
GCOL11216-16	Insecta	Coleoptera	Phalacridae	Phalacrinae	dummy_Phalacrinae	unk	unk	1	1	0.8739000000000001	0.8739000000000001	0.8739000000000001	0.8739000000000001	0.8739000000000001
FBNE282-13	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalini	Cryptocephalus	unk	1	0.7184999999999999	0.6598	0.6598	0.6598	0.6598	0.6296
GBCOU1925-13	Insecta	Coleoptera	Nitidulidae	unk	unk	unk	unk	1	1	1	0.5	0.5	0.5	0.5
FBCOJ578-12	Insecta	Coleoptera	Staphylinidae	unk	unk	unk	unk	1	1	0.9235	0.7947	0.7947	0.7947	0.7947
FBCOA856-10	Insecta	Coleoptera	Staphylinidae	Proteininae	Proteinini	unk	unk	1	1	0.9443	0.47890000000000005	0.47890000000000005	0.47890000000000005	0.47890000000000005
FBCOO958-13	Insecta	Coleoptera	Staphylinidae	unk	unk	unk	unk	1	1	0.5946	0.45940000000000003	0.45940000000000003	0.45940000000000003	0.45940000000000003
FBCOK516-13	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.6553	0.6553	0.6553	0.6553	0.6553
FBCOG839-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.3812	0.3812	0.3812	0.3812	0.3812
FBCOG1200-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.4792	0.4792	0.4792	0.4792	0.4792
GCOL12506-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5886	0.5886	0.5886	0.5886	0.5886
GCOL8259-16	Insecta	Coleoptera	Cleridae	unk	unk	unk	unk	1	1	0.5961	0.5961	0.5961	0.5961	0.5961
FBCOG1232-12	Insecta	Coleoptera	Staphylinidae	unk	unk	unk	unk	1	1	0.8801	0.4706	0.4706	0.4706	0.4706
GBCOU2014-13	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.4943	0.4943	0.4943	0.4943	0.4943
GMGMN661-14	Insecta	unk	unk	unk	unk	unk	unk	1	0.9073	0.9073	0.9073	0.9073	0.9073	0.9073
FBCOE795-12	Insecta	Coleoptera	Melyridae	unk	unk	unk	unk	1	1	0.9277000000000001	0.9277000000000001	0.9277000000000001	0.9277000000000001	0.9277000000000001
FBCOO903-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	unk	unk	1	1	0.7424999999999999	0.48710000000000003	0.48710000000000003	0.48710000000000003	0.48710000000000003
