ID	class	order	family	subfamily	tribe	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
GCOL1124-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	unk	unk	1	1	1	0.7976	0.7976	0.7976	0.7976
GCOL6056-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	Alleculini	unk	unk	1	1	1	0.8457000000000001	0.8457000000000001	0.7731	0.7731
GCOL7483-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	unk	1	1	1	0.6680999999999999	0.5812999999999999	0.5812999999999999	0.5812999999999999
GCOL7484-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	unk	1	1	1	0.6680999999999999	0.5812999999999999	0.5812999999999999	0.5812999999999999
GBCOU1849-13	Insecta	Coleoptera	Tenebrionidae	Alleculinae	Alleculini	unk	unk	1	1	1	0.9866	0.9866	0.9866	0.9866
FBCOI615-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.6634999999999999	0.6634999999999999	0.6634999999999999	0.6634999999999999	0.6634999999999999
GBCOG724-13	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omaliini	unk	unk	1	1	1	0.9474	0.9211	0.7344999999999999	0.7344999999999999
GBCOB793-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5656000000000001	0.5656000000000001	0.5656000000000001	0.5656000000000001	0.5656000000000001
GMGRC1067-13	Insecta	Coleoptera	Mordellidae	Mordellinae	Mordellini	unk	unk	1	1	1	1	1	0.8812	0.8812
FBCOF1019-12	Insecta	Coleoptera	Mordellidae	Mordellinae	unk	unk	unk	1	1	0.9912	0.9912	0.523	0.523	0.523
GMGMM1448-14	Insecta	Coleoptera	Mordellidae	Mordellinae	Mordellistenini	Mordellistena	unk	1	1	1	1	1	1	0.9315
GBCOD803-13	Insecta	Coleoptera	Mordellidae	Mordellinae	unk	unk	unk	1	1	0.9912	0.9912	0.523	0.523	0.523
TBGMI054-21	Insecta	Coleoptera	Silphidae	Silphinae	dummy_Silphinae	Oiceoptoma	Oiceoptoma_thoracicum	1	1	0.9722999999999999	0.9722999999999999	0.9722999999999999	0.4916	0.4916
GBCOU3277-13	Insecta	Coleoptera	Kateretidae	dummy_Kateretidae	dummy_Kateretidae	unk	unk	1	1	0.5728000000000001	0.5728000000000001	0.5728000000000001	0.5031	0.5031
FBCOE811-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5776000000000001	0.5776000000000001	0.5776000000000001	0.5776000000000001	0.5776000000000001
FBCOE871-12	Insecta	Coleoptera	Kateretidae	dummy_Kateretidae	dummy_Kateretidae	unk	unk	1	1	0.8268000000000001	0.8268000000000001	0.8268000000000001	0.7831999999999999	0.7831999999999999
GBCL51777-19	Insecta	Coleoptera	Curculionidae	Bagoinae	dummy_Bagoinae	Bagous	unk	1	1	1	1	1	1	1
GBCOL452-12	Insecta	Coleoptera	Curculionidae	Hyperinae	Hyperini	unk	unk	1	1	1	0.8563000000000001	0.8563000000000001	0.8563000000000001	0.8563000000000001
FBCOQ237-13	Insecta	Coleoptera	Curculionidae	Lixinae	unk	unk	unk	1	1	1	0.6566000000000001	0.6566000000000001	0.6566000000000001	0.6566000000000001
GCOL5022-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	unk	unk	1	1	1	1	1	0.889	0.889
FBCOB588-10	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Ceutorhynchus	unk	1	1	1	1	1	0.9938	0.7291
GCOL13389-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Ceutorhynchus	unk	1	1	1	1	1	1	0.9963
GCOL13388-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Ceutorhynchus	unk	1	1	1	1	1	1	0.9963
FBCOP150-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Ceutorhynchus	unk	1	1	1	1	1	0.9257000000000001	0.7759
GCOL13392-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Ceutorhynchus	unk	1	1	1	1	1	0.8189000000000001	0.7494999999999999
GBCOB193-12	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Ceutorhynchus	unk	1	1	1	1	1	0.8674000000000001	0.741
GCOL11745-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	unk	unk	1	1	1	1	1	0.9773	0.9773
FBCOB937-10	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	unk	unk	1	1	1	1	1	1	1
FBCOB748-10	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	unk	unk	1	1	1	0.7233999999999999	0.4464	0.4151	0.4151
GCOL4852-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Phytobiini	Pelenomus	unk	1	1	1	1	1	0.9978	0.9978
FBCOK293-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	unk	unk	1	1	1	0.9131	0.8999	0.7882999999999999	0.7882999999999999
GCOL6891-16	Insecta	Coleoptera	Curculionidae	Curculioninae	unk	unk	unk	1	1	1	1	0.7769	0.7769	0.7769
GBCL11050-12	Insecta	Coleoptera	Curculionidae	unk	unk	unk	unk	1	1	1	0.3314	0.3314	0.3314	0.3314
FBCOQ209-13	Insecta	Coleoptera	Curculionidae	Entiminae	Trachyphloeini	Trachyphloeus	unk	1	1	1	0.983	0.9829	0.7362	0.7362
FBCOK017-13	Insecta	Coleoptera	Curculionidae	Curculioninae	Cionini	unk	unk	1	1	1	1	0.7561	0.7561	0.7561
FBCOQ208-13	Insecta	Coleoptera	Curculionidae	Entiminae	Trachyphloeini	Trachyphloeus	unk	1	1	1	0.983	0.9829	0.7362	0.7362
FBCOC894-10	Insecta	Coleoptera	Curculionidae	Curculioninae	Mecinini	unk	unk	1	1	1	1	1	0.7873999999999999	0.7873999999999999
GCOL10088-16	Insecta	Coleoptera	Curculionidae	Curculioninae	Tychiini	unk	unk	1	1	1	1	0.6487	0.6487	0.6487
FBCOA546-10	Insecta	Coleoptera	Curculionidae	Curculioninae	Anthonomini	Anthonomus	unk	1	1	1	1	1	1	1
GCOL4280-16	Insecta	Coleoptera	Curculionidae	Curculioninae	unk	unk	unk	1	1	1	1	0.652	0.652	0.652
GCOL7204-16	Insecta	Coleoptera	Curculionidae	Curculioninae	Rhamphini	unk	unk	1	1	1	1	0.6980999999999999	0.6918	0.6918
GBCOU1980-13	Insecta	Coleoptera	Curculionidae	Molytinae	unk	unk	unk	1	1	1	0.8881	0.733	0.733	0.733
GBCOC533-12	Insecta	Coleoptera	Curculionidae	Scolytinae	unk	unk	unk	1	1	1	1	0.5348	0.5348	0.5348
FBCOB677-10	Insecta	Coleoptera	Curculionidae	Scolytinae	Polygraphini	unk	unk	1	1	1	0.9999	0.8420000000000001	0.7902999999999999	0.7902999999999999
FBCOB486-10	Insecta	Coleoptera	Curculionidae	Scolytinae	Ipini	unk	unk	1	1	1	1	1	0.9578000000000001	0.9578000000000001
GCOL9506-16	Insecta	Coleoptera	Curculionidae	Scolytinae	unk	unk	unk	1	1	1	1	0.5367000000000001	0.5367000000000001	0.5367000000000001
GCOL10676-16	Insecta	Coleoptera	Curculionidae	Scolytinae	Hylastini	unk	unk	1	1	1	1	0.5419	0.5419	0.5419
GCOL10827-16	Insecta	Coleoptera	Curculionidae	Scolytinae	unk	unk	unk	1	1	1	1	0.6949	0.6949	0.6949
FBCOA711-10	Insecta	Coleoptera	Curculionidae	unk	unk	unk	unk	1	1	1	0.5053	0.5053	0.5053	0.5053
GBCOU3314-13	Insecta	Coleoptera	Curculionidae	Curculioninae	Rhamphini	unk	unk	1	1	1	0.9749	0.9749	0.7071	0.7071
GCOL6495-16	Insecta	Coleoptera	Curculionidae	Molytinae	unk	unk	unk	1	1	1	1	0.8229000000000001	0.8229000000000001	0.8229000000000001
GCOL9402-16	Insecta	Coleoptera	Curculionidae	Molytinae	Pissodini	Pissodes	unk	1	1	1	1	0.9944	0.9944	0.9944
FBCOQ229-13	Insecta	Coleoptera	Curculionidae	Entiminae	Brachyderini	unk	unk	1	1	1	1	0.8409000000000001	0.8409000000000001	0.8409000000000001
GBCOU737-13	Insecta	Coleoptera	Curculionidae	Entiminae	Phyllobiini	Phyllobius	unk	1	1	1	0.7161	0.5069	0.5069	0.29900000000000004
FBCOK018-13	Insecta	Coleoptera	Curculionidae	Entiminae	Phyllobiini	Phyllobius	unk	1	1	1	1	0.6866	0.6866	0.6866
GBMNE48158-22	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	0.7804999999999999	0.7804999999999999	0.5912
GCOL11445-16	Insecta	Coleoptera	Curculionidae	Entiminae	unk	unk	unk	1	1	1	1	0.6164	0.6164	0.6164
GBCOU1919-13	Insecta	Coleoptera	Curculionidae	Entiminae	Polydrusini	unk	unk	1	1	1	1	0.8636000000000001	0.6224	0.6224
GBCOU1653-13	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	1	1	0.7988
GCOL11824-16	Insecta	Coleoptera	Curculionidae	Entiminae	Trachyphloeini	Romualdius	Romualdius_scaber	1	1	1	1	1	0.9998	0.9998
GBCOU2895-13	Insecta	Coleoptera	Curculionidae	Entiminae	Phyllobiini	Phyllobius	unk	1	1	1	1	0.8296000000000001	0.8296000000000001	0.7844999999999999
GBCOU1332-13	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	Otiorhynchus_arcticus	1	1	1	1	1	1	0.5149
GBCOL584-12	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	1	1	0.6169
GCOL4451-16	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	1	1	1
FBCOK346-13	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	1	1	0.7998
GCOL5637-16	Insecta	Coleoptera	Curculionidae	Brachycerinae	Erirhinini	Thryogenes	Thryogenes_festucae	1	1	1	1	1	0.7731	0.7731
GCOL10377-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7744	0.7744
FBCON347-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.8806	0.8806
GBCOL733-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9420000000000001	0.9420000000000001
GCOL11925-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.5081	0.5081
FBCOK724-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.8766000000000002	0.8766000000000002
FBCOA716-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Cyanapion	unk	1	1	1	1	1	0.8473	0.8473
GBCOU656-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9038	0.9038
GBCOD591-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7903999999999999	0.7903999999999999
GBCOU2031-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9550000000000001	0.9550000000000001
FBCOP735-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9908	0.9908
GCOL5057-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9420000000000001	0.9420000000000001
GCOL5036-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9420000000000001	0.9420000000000001
FBCOD699-11	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9356000000000001	0.9356000000000001
FBCON212-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9808	0.9808
FBCOA444-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7192	0.7192
GCOL7513-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7192	0.7192
GCOL8616-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.6143	0.6143
FBCOG935-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7903999999999999	0.7903999999999999
FBCOA751-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Taeniapion	Taeniapion_urticarium	1	1	1	1	1	0.6079	0.6079
GCOL12489-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.8817	0.8817
FBCOE280-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.8737000000000001	0.8737000000000001
GBCOL710-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7903999999999999	0.7903999999999999
GBCOL663-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Cyanapion	unk	1	1	1	1	1	0.8467000000000001	0.8467000000000001
GCOL11343-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7468	0.7468
FBCOP378-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9053	0.9053
GBCOG439-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9058	0.9058
FBCOA886-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.8766000000000002	0.8766000000000002
GCOL11309-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9064	0.9064
FBCOB374-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.5725	0.5725
GBMIN47930-17	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.9409000000000001	0.9409000000000001
GCOL12496-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Protapion	unk	1	1	1	1	1	0.5549000000000001	0.5549000000000001
