ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	order	Prob_order	family	Prob_family	genus	Prob_genus	species	Prob_species
JN000071	Fungi	1.0	Basidiomycota	1.0	Microbotryomycetes	1.0	Microbotryales	1.0	Microbotryaceae	1.0	Microbotryum	1.0	Microbotryum_vinosum	1.0
MT477071	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	0.81	Ophiostomatales	0.31	Ophiostomataceae	0.31	Sporothrix	0.21	Sporothrix_ghanensis	0.09
JN942681	Fungi	1.0	Basidiomycota	0.41	Agaricomycetes	0.28	Agaricales	0.21	Lycoperdaceae	0.1	Lycoperdon	0.06	Lycoperdon_utriforme	0.06
EU514225	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Mycosphaerellales	1.0	Dissoconiaceae	1.0	Uwebraunia	1.0	Uwebraunia_musae	1.0
KU847232	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Striaticonidium	1.0	Striaticonidium_brachysporum	1.0
KU847240	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Striaticonidium	1.0	Striaticonidium_synnematum	0.73
LC259095	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Lipomycetaceae	1.0	Lipomyces	1.0	Lipomyces_yarrowii	0.84
MN537723	Fungi	1.0	Ascomycota	1.0	Eurotiomycetes	0.98	Chaetothyriales	0.97	Herpotrichiellaceae	0.91	Exophiala	0.9	Exophiala_eucalyptorum	0.89
KF251156	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	0.98	Xylariales	0.56	Xylariales_fam_Incertae_sedis_Anungitea	0.07	Anungitea	0.07	Anungitea_caespitosa	0.07
KX820250	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Amphisphaeriales	1.0	Clypeophysalosporaceae	1.0	Clypeophysalospora	1.0	Clypeophysalospora_latitans	1.0
KU847252	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Xepicula	0.99	Xepicula_leucotricha	0.99
HQ599386	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Massariaceae	1.0	Massaria	1.0	Massaria_campestris	1.0
JQ627125	Fungi	1.0	Ascomycota	0.89	Sordariomycetes	0.21	Hypocreales	0.13	Hypocreaceae	0.1	Hypomyces	0.05	Hypomyces_puertoricensis	0.03
MW694951	Fungi	1.0	Ascomycota	1.0	Eurotiomycetes	1.0	Eurotiales	1.0	Aspergillaceae	1.0	Penicillium	1.0	Penicillium_cainii	0.6
MN250204	Fungi	1.0	Basidiomycota	0.91	Agaricomycetes	0.8	Boletales	0.34	Boletaceae	0.28	Boletus	0.28	Boletus_reticulatus	0.26
JX867675	Fungi	1.0	Ascomycota	0.6	Dothideomycetes	0.12	Botryosphaeriales	0.05	Saccharataceae	0.04	Septorioides	0.04	Septorioides_pini-thunbergii	0.04
KF251172	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Phaeosphaeriaceae	1.0	Paraphoma	1.0	Paraphoma_radicina	1.0
OK057148	Fungi	1.0	Basidiomycota	0.89	Agaricomycetes	0.85	Agaricales	0.78	Psathyrellaceae	0.29	Psathyrella	0.22	Psathyrella_spadiceogrisea	0.12
OK057159	Fungi	1.0	Basidiomycota	0.87	Agaricomycetes	0.82	Agaricales	0.74	Psathyrellaceae	0.25	Coprinellus	0.1	Coprinellus_ephemerus	0.1
MK229175	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Juglanconidaceae	1.0	Juglanconis	1.0	Juglanconis_juglandina	1.0
HE962445	Fungi	1.0	Mucoromycota	0.35	Mucoromycetes	0.35	Mucorales	0.35	Backusellaceae	0.18	Backusella	0.18	Backusella_indica	0.14
AJ969625	Fungi	1.0	Ascomycota	1.0	Pezizomycetes	0.98	Pezizales	0.98	Tuberaceae	0.97	Tuber	0.97	Tuber_borchii	0.97
JN388972	Fungi	1.0	Basidiomycota	0.98	Agaricomycetes	0.9	Russulales	0.25	Russulaceae	0.15	Lactarius	0.15	Lactarius_ciliatus	0.14
KY633514	Fungi	1.0	Ascomycota	1.0	Leotiomycetes	1.0	Phacidiales	0.99	Phacidiaceae	0.99	Phacidium	0.99	Phacidium_lacerum	0.99
MH872962	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Dacampiaceae	1.0	Aaosphaeria	1.0	Aaosphaeria_arxii	1.0
KP859039	Fungi	1.0	Ascomycota	1.0	Orbiliomycetes	1.0	Orbiliales	1.0	Orbiliaceae	1.0	Hyalorbilia	1.0	Hyalorbilia_fusarioides	1.0
KP336763	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Sordariales	1.0	Chaetomiaceae	1.0	Ovatospora	0.95	Ovatospora_unipora	0.87
AY905554	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Neofusicoccum	1.0	Neofusicoccum_mangiferae	1.0
UDB000418	Fungi	1.0	Basidiomycota	0.98	Agaricomycetes	0.94	Boletales	0.82	Boletaceae	0.81	Boletus	0.81	Boletus_reticulatus	0.8
KP336774	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Sordariales	1.0	Chaetomiaceae	1.0	Parachaetomium	0.98	Parachaetomium_inaequale	0.98
DQ366699	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Nectriaceae	1.0	Gliocephalotrichum	1.0	Gliocephalotrichum_microchlamydosporum	0.68
KU846463	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Stachybotryaceae	1.0	Myxospora	0.94	Myxospora_crassiseta	0.94
MH784817	Fungi	1.0	Basidiomycota	0.97	Agaricomycetes	0.96	Agaricales	0.89	Lycoperdaceae	0.39	Lycoperdon	0.26	Lycoperdon_pyriforme	0.2
KU597793	Fungi	1.0	Ascomycota	0.96	Leotiomycetes	0.85	Helotiales	0.85	Lachnaceae	0.7	Proliferodiscus	0.43	Proliferodiscus_tricolor	0.43
AB304152	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetaceae	1.0	Torulaspora	1.0	Torulaspora_maleeae	1.0
NR_156313	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Metschnikowiaceae	1.0	Metschnikowia	1.0	Metschnikowia_kofuensis	0.44
KY827270	Fungi	1.0	Basidiomycota	0.83	Agaricomycetes	0.76	Agaricales	0.66	Psathyrellaceae	0.27	Coprinopsis	0.15	Coprinopsis_clastophylla	0.1
MK050431	Fungi	1.0	Basidiomycota	1.0	Microbotryomycetes	1.0	Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae	1.0	Chrysozymaceae	1.0	Chrysozyma	1.0	Chrysozyma_griseoflava	1.0
KX234735	Fungi	1.0	Basidiomycota	0.95	Agaricomycetes	0.94	Agaricales	0.87	Strophariaceae	0.18	Hypholoma	0.06	Hypholoma_lateritium	0.06
KT949904	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Amphisphaeriales	0.81	Sporocadaceae	0.42	Neopestalotiopsis	0.36	Neopestalotiopsis_natalensis	0.35
KT949907	Fungi	1.0	Ascomycota	0.97	Sordariomycetes	0.97	Amphisphaeriales	0.93	Pseudomassariaceae	0.9	Pseudomassaria	0.47	Pseudomassaria_chondrospora	0.47
KY827281	Fungi	1.0	Basidiomycota	0.95	Agaricomycetes	0.91	Agaricales	0.76	Agaricales_fam_Incertae_sedis_Omphalina	0.13	Omphalina	0.13	Omphalina_pyxidata	0.13
MH855021	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Cephaloascaceae	1.0	Cephaloascus	1.0	Cephaloascus_fragrans	1.0
FN185976	Fungi	1.0	Ascomycota	0.97	Leotiomycetes	0.64	Leotiales	0.52	Tympanidaceae	0.52	Tympanis	0.51	Tympanis_pseudotsugae	0.34
MN218820	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Xylariales	1.0	Xylariaceae	1.0	Xylaria	0.91	Xylaria_ellisii	0.49
KT949912	Fungi	1.0	Ascomycota	0.89	Sordariomycetes	0.48	Xylariales	0.26	Diatrypaceae	0.09	Diatrype	0.06	Diatrype_virescens	0.06
KT949914	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Amphisphaeriales	1.0	Sporocadaceae	0.99	Seiridium	0.74	Seiridium_phylicae	0.54
HM241692	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Chaetosphaeriales	1.0	Chaetosphaeriaceae	1.0	Pyrigemmula	1.0	Pyrigemmula_aurantiaca	1.0
KM039135	Fungi	1.0	Ascomycota	0.99	Sordariomycetes	0.93	Xylariales	0.77	Hypoxylaceae	0.35	Daldinia	0.26	Daldinia_loculata	0.13
AY029342	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Bulleribasidiaceae	0.99	Dioszegia	0.99	Dioszegia_butyracea	0.83
MH712825	Fungi	1.0	Basidiomycota	0.6	Tremellomycetes	0.53	Tremellales	0.53	Tremellaceae	0.22	Tremella	0.22	Tremella_basidiomaticola	0.18
MN475939	Fungi	1.0	Basidiomycota	0.57	Agaricomycetes	0.48	Atheliales	0.13	Atheliaceae	0.13	Piloderma	0.13	Piloderma_sphaerosporum	0.11
MT216220	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Agaricales	1.0	Hymenogastraceae	0.84	Psilocybe	0.37	Psilocybe_semilanceata	0.22
JQ281774	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	0.88	Diaporthales	0.88	Schizoparmaceae	0.84	Coniella	0.84	Coniella_pseudokoreana	0.76
MK530453	Fungi	1.0	Ascomycota	0.95	Orbiliomycetes	0.1	Orbiliales	0.1	Orbiliaceae	0.1	Helicoon	0.1	Helicoon_richonis	0.1
Z69588	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Hypocreaceae	1.0	Trichoderma	1.0	Trichoderma_novae-zelandiae	0.5
KC608590	Fungi	1.0	Basidiomycota	0.87	Agaricomycetes	0.85	Agaricales	0.78	Cortinariaceae	0.13	Calonarius	0.13	Calonarius_piceae	0.13
UDB035385	Fungi	1.0	Ascomycota	1.0	Eurotiomycetes	1.0	Ascosphaerales	1.0	Ascosphaeraceae	1.0	Ascosphaera	1.0	Ascosphaera_flava	1.0
AY174797	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Agaricales	0.99	Cortinariaceae	0.68	Calonarius	0.68	Calonarius_piceae	0.68
MK409979	Fungi	1.0	Ascomycota	0.93	Leotiomycetes	0.49	Helotiales	0.43	Drepanopezizaceae	0.18	Pseudopeziza	0.11	Pseudopeziza_medicaginis	0.11
AY015439	Fungi	1.0	Basidiomycota	1.0	Microbotryomycetes	1.0	Sporidiobolales	1.0	Sporidiobolaceae	1.0	Sporobolomyces	1.0	Sporobolomyces_ruberrimus	1.0
EU343815	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Saccharomycetales_fam_Incertae_sedis_Candida	1.0	Candida	1.0	Candida_gosingica	1.0
JX941573	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Polyporales	1.0	Polyporaceae	0.99	Perenniporia	0.98	Perenniporia_ochroleuca	0.98
EU343830	Fungi	1.0	Ascomycota	0.61	Pezizomycotina_cls_Incertae_sedis_Beauveriphora	0.05	Pezizomycotina_ord_Incertae_sedis_Beauveriphora	0.05	Pezizomycotina_fam_Incertae_sedis_Beauveriphora	0.05	Beauveriphora	0.05	Beauveriphora_sporotricis	0.05
JN620351	Fungi	1.0	Basidiomycota	1.0	Agaricostilbomycetes	1.0	Agaricostilbales	1.0	Kondoaceae	1.0	Bensingtonia	1.0	Bensingtonia_pseudonaganoensis	0.75
KC520546	Fungi	1.0	Basidiomycota	0.94	Agaricomycetes	0.9	Agaricales	0.78	Cortinariaceae	0.3	Calonarius	0.3	Calonarius_piceae	0.3
MW481711	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Amphisphaeriales	1.0	Apiosporaceae	1.0	Apiospora	1.0	Apiospora_pseudospegazzinii	0.94
KX965730	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	0.97	Pleosporales	0.97	Melanommataceae	0.26	Herpotrichia	0.26	Herpotrichia_striatispora	0.26
GQ281791	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Diaporthaceae	1.0	Diaporthe	1.0	Diaporthe_amygdali	0.99
MG828901	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	0.96	Phaeosphaeriaceae	0.93	Acericola	0.1	Acericola_italica	0.1
JQ954648	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Diaporthaceae	1.0	Diaporthe	1.0	Diaporthe_citrichinensis	0.97
KX964424	Fungi	1.0	Basidiomycota	0.98	Agaricomycetes	0.96	Agaricales	0.9	Cortinariaceae	0.42	Calonarius	0.42	Calonarius_piceae	0.42
MF611640	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Agaricales	1.0	Agaricaceae	1.0	Agaricus	1.0	Agaricus_stevensii	0.76
KT037522	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Mycosphaerellales	1.0	Mycosphaerellaceae	0.98	Pseudocercospora	0.73	Pseudocercospora_araliae	0.31
KU866677	Fungi	1.0	Ascomycota	1.0	Eurotiomycetes	1.0	Eurotiales	1.0	Aspergillaceae	1.0	Aspergillus	1.0	Aspergillus_monodii	1.0
KF730001	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Hypocreaceae	1.0	Trichoderma	0.99	Trichoderma_gliocladium	0.56
JX093786	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Hymenochaetales	0.99	Hymenochaetaceae	0.99	Phellinus	0.43	Phellinus_hartigii	0.43
KR119072	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Polyporales	1.0	Irpicaceae	1.0	Ceriporia	0.99	Ceriporia_lacerata	0.99
AY573202	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Neofusicoccum	1.0	Neofusicoccum_mangiferae	0.81
FM206456	Fungi	1.0	Ascomycota	0.89	Pezizomycetes	0.42	Pezizales	0.42	Pyronemataceae	0.35	Tricharina	0.31	Tricharina_hiemalis	0.17
FJ378871	Fungi	1.0	Ascomycota	0.88	Leotiomycetes	0.36	Helotiales	0.36	Lachnaceae	0.13	Dasyscyphus	0.09	Dasyscyphus_serinellus	0.09
UDB037616	Fungi	1.0	Basidiomycota	0.94	Agaricomycetes	0.94	Agaricales	0.73	Strophariaceae	0.31	Pholiota	0.28	Pholiota_spumosa	0.15
GU591650	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Agaricales	1.0	Hymenogastraceae	0.98	Hebeloma	0.92	Hebeloma_brunneifolium	0.54
MW063202	Fungi	1.0	Ascomycota	0.99	Dothideomycetes	0.49	Muyocopronales	0.45	Muyocopronaceae	0.45	Arxiella	0.37	Arxiella_terrestris	0.37
KM065941	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Pichiaceae	1.0	Kuraishia	1.0	Kuraishia_ogatae	1.0
KU846135	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	0.99	Hypocreales	0.99	Stachybotryaceae	0.71	Achroiostachys	0.57	Achroiostachys_betulicola	0.57
MH549203	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Russulales	0.11	Russulaceae	0.09	Lactarius	0.09	Lactarius_ciliatus	0.08
DQ458893	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Botryosphaeriaceae	1.0	Diplodia	0.97	Diplodia_rosulata	0.97
HM562042	Fungi	1.0	Basidiomycota	0.85	Agaricomycetes	0.77	Agaricales	0.63	Agaricales_fam_Incertae_sedis_Melanoleuca	0.13	Melanoleuca	0.13	Melanoleuca_castaneofusca	0.13
FJ150706	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Saccharataceae	1.0	Saccharata	1.0	Saccharata_kirstenboschensis	0.56
AF444408	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Udeniomyces	1.0	Udeniomyces_megalosporus	1.0
AF418621	Fungi	1.0	Basidiomycota	0.79	Agaricomycetes	0.68	Polyporales	0.18	Steccherinaceae	0.1	Steccherinum	0.09	Steccherinum_confragosum	0.09
KF984490	Fungi	1.0	Ascomycota	0.64	Dothideomycetes	0.09	Tubeufiales	0.05	Tubeufiaceae	0.05	Helicoma	0.05	Helicoma_linderi	0.05
KJ847422	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Phyllostictaceae	1.0	Phyllosticta	0.8	Phyllosticta_paxistimae	0.34
KJ847424	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Phyllostictaceae	1.0	Phyllosticta	0.95	Phyllosticta_concentrica	0.39
KJ847426	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	1.0	Phyllostictaceae	1.0	Phyllosticta	0.92	Phyllosticta_brasiliana	0.48
AF444414	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_domesticum	0.99
AF444415	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Cutaneotrichosporon	1.0	Cutaneotrichosporon_moniliiforme	1.0
AF444417	Fungi	1.0	Basidiomycota	0.88	Tremellomycetes	0.52	Cystofilobasidiales	0.39	Mrakiaceae	0.28	Itersonilia	0.22	Itersonilia_pannonica	0.22
KF500530	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Pleosporales	1.0	Pleosporaceae	1.0	Bipolaris	1.0	Bipolaris_drechsleri	0.52
MN576831	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Hypocreales	1.0	Cordycipitaceae	1.0	Lecanicillium	0.72	Lecanicillium_psalliotae	0.36
JQ926291	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Melanconiellaceae	0.99	Melanconiella	0.97	Melanconiella_flavovirens	0.77
AF072238	Fungi	1.0	Ascomycota	0.84	Leotiomycetes	0.36	Leotiales	0.16	Tympanidaceae	0.16	Tympanis	0.16	Tympanis_pseudotsugae	0.16
EU517056	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Bulleribasidiaceae	1.0	Derxomyces	1.0	Derxomyces_yunnanensis	0.18
AB072229	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Cystofilobasidiales	1.0	Mrakiaceae	1.0	Itersonilia	1.0	Itersonilia_pannonica	1.0
KY105699	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Trichomonascaceae	1.0	Trichomonascus	1.0	Trichomonascus_apis	1.0
LN850760	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	0.75	Microascales	0.74	Microascaceae	0.73	Pithoascus	0.54	Pithoascus_stoveri	0.49
AF444440	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Trichosporonales	1.0	Trichosporonaceae	1.0	Apiotrichum	1.0	Apiotrichum_gracile	1.0
AF444443	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Cryptococcaceae	1.0	Kwoniella	1.0	Kwoniella_dendrophila	1.0
KT217364	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Agaricales	1.0	Hymenogastraceae	0.99	Hebeloma	0.98	Hebeloma_brunneifolium	0.58
MH555894	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Ophiostomatales	1.0	Ophiostomataceae	1.0	Ophiostoma	1.0	Ophiostoma_macrosporum	0.64
KT719167	Fungi	1.0	Basidiomycota	0.53	Pucciniomycetes	0.21	Pachnocybales	0.2	Pachnocybaceae	0.2	Pachnocybe	0.2	Pachnocybe_ferruginea	0.2
MF540618	Fungi	1.0	Basidiomycota	0.19	Agaricomycetes	0.1	Agaricales	0.06	Pluteaceae	0.04	Volvariella	0.04	Volvariella_volvacea	0.04
KY189977	Fungi	1.0	Ascomycota	1.0	Dothideomycetes	1.0	Botryosphaeriales	0.99	Botryosphaeriaceae	0.99	Dichomera	0.99	Dichomera_gemmicola	0.99
AF444469	Fungi	1.0	Basidiomycota	1.0	Tremellomycetes	1.0	Tremellales	1.0	Bulleribasidiaceae	1.0	Vishniacozyma	1.0	Vishniacozyma_victoriae	1.0
AY540126	Fungi	1.0	Ascomycota	1.0	Leotiomycetes	1.0	Helotiales	1.0	Dermateaceae	1.0	Pezicula	1.0	Pezicula_ericae	0.99
KC222130	Fungi	1.0	Ascomycota	0.84	Xylonomycetes	0.3	Xylonales	0.29	Xylonaceae	0.29	Xylona	0.29	Xylona_heveae	0.29
KC343008	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Diaporthales	1.0	Diaporthaceae	1.0	Diaporthe	0.97	Diaporthe_citrichinensis	0.93
KF432982	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Russulales	1.0	Russulaceae	1.0	Lactarius	1.0	Lactarius_subdulcis	1.0
MN548907	Fungi	1.0	Ascomycota	1.0	Sordariomycetes	1.0	Ophiostomatales	0.99	Ophiostomataceae	0.99	Graphilbum	0.99	Graphilbum_sparsum	0.78
KX238805	Fungi	1.0	Ascomycota	0.73	Sordariomycetes	0.15	Sordariales	0.04	Podosporaceae	0.04	Podospora	0.04	Podospora_striatispora	0.02
KX772550	Fungi	1.0	Basidiomycota	0.5	Agaricomycetes	0.43	Agaricales	0.23	Agaricales_fam_Incertae_sedis_Dendrothele	0.12	Dendrothele	0.12	Dendrothele_griseocana	0.12
GU327626	Fungi	1.0	Ascomycota	1.0	Saccharomycetes	1.0	Saccharomycetales	1.0	Debaryomycetaceae	1.0	Yamadazyma	1.0	Yamadazyma_olivae	1.0
MN548915	Fungi	1.0	Ascomycota	0.99	Sordariomycetes	0.99	Ophiostomatales	0.99	Ophiostomataceae	0.99	Graphilbum	0.93	Graphilbum_sparsum	0.69
MN108118	Fungi	1.0	Basidiomycota	0.99	Agaricomycetes	0.99	Hymenochaetales	0.98	Hymenochaetaceae	0.98	Inonotus	0.53	Inonotus_glomeratus	0.47
MH861396	Fungi	1.0	Basidiomycota	1.0	Agaricomycetes	1.0	Russulales	1.0	Peniophoraceae	1.0	Vararia	1.0	Vararia_breviphysa	1.0
