ID	class	order	family	subfamily	tribe	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
GMGMP7822-18	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	unk	1	1	1	1	1	0.6134999999999999	0.6134999999999999
GMGMT1309-20	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	unk	1	1	1	1	1	0.5848	0.5848
GMGMP6099-18	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	unk	1	1	1	1	1	0.6717	0.6717
GBEPT626-14	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	dummy_Glossosomatinae	Glossosoma	unk	1	1	1	0.9763	0.9763	0.9763	0.8607000000000001
GBEPT797-14	Insecta	Trichoptera	Rhyacophilidae	dummy_Rhyacophilidae	dummy_Rhyacophilidae	Rhyacophila	Rhyacophila_obliterata	1	1	1	1	1	1	1
FBCAD077-10	Insecta	Trichoptera	Rhyacophilidae	dummy_Rhyacophilidae	dummy_Rhyacophilidae	Rhyacophila	unk	1	1	0.9266000000000001	0.9266000000000001	0.9266000000000001	0.9266000000000001	0.7800999999999999
GBMIX894-14	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	Pterostichus	unk	1	1	1	1	1	1	0.8349000000000001
GBMIX893-14	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	Pterostichus	unk	1	1	1	1	1	1	0.8349000000000001
GCOL2204-16	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	Pterostichus	unk	1	1	1	1	1	1	0.9998
GCOL636-16	Insecta	Coleoptera	Carabidae	Harpalinae	unk	unk	unk	1	1	1	0.8450000000000001	0.744	0.744	0.744
FBCOK179-13	Insecta	Coleoptera	Carabidae	Harpalinae	Lebiini	Dromius	Dromius_fenestratus	1	1	1	1	1	1	1
GCOL10123-16	Insecta	Coleoptera	Carabidae	Harpalinae	Lebiini	unk	unk	1	1	1	1	1	0.5	0.5
FBCOD1053-11	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	unk	unk	1	1	0.9841	0.9841	0.8790000000000001	0.7508	0.7508
FBCOP696-13	Insecta	Coleoptera	Carabidae	Harpalinae	unk	unk	unk	1	1	1	0.9678	0.9678	0.9678	0.9678
GCOL1279-16	Insecta	Coleoptera	Carabidae	Harpalinae	Sphodrini	Calathus	Calathus_micropterus	1	1	1	1	1	1	1
GBCOU3372-13	Insecta	Coleoptera	Carabidae	Harpalinae	Sphodrini	unk	unk	1	1	1	1	0.7917	0.777	0.777
GBCOG126-13	Insecta	Coleoptera	Carabidae	unk	unk	unk	unk	1	1	1	0.7528	0.7528	0.7528	0.7528
FBCOH104-12	Insecta	Coleoptera	Carabidae	Harpalinae	Sphodrini	Synuchus	Synuchus_vivalis	1	1	1	1	1	1	1
FBCOP695-13	Insecta	Coleoptera	Carabidae	Harpalinae	unk	unk	unk	1	1	1	0.6650999999999999	0.5853999999999999	0.5853999999999999	0.5853999999999999
GCOL2225-16	Insecta	Coleoptera	Carabidae	Harpalinae	Sphodrini	Calathus	unk	1	1	1	1	1	0.9941	0.9941
FBCOH180-12	Insecta	Coleoptera	Carabidae	Harpalinae	Sphodrini	unk	unk	1	1	1	1	0.7917	0.777	0.777
GBCOF865-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	Dicheirotrichus	Dicheirotrichus_placidus	1	1	1	1	1	1	1
FBCOH258-12	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	Bradycellus	Bradycellus_caucasicus	1	1	1	1	1	1	0.6799999999999999
FBCOO935-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	Anisodactylus	Anisodactylus_binotatus	1	1	1	1	1	0.5238	0.5238
FBCOP923-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	unk	unk	1	1	1	1	1	0.7548	0.7548
FBCOJ811-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	unk	unk	1	1	1	1	1	0.6884999999999999	0.6884999999999999
GBCOL796-12	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	unk	unk	1	1	1	1	1	0.7104999999999999	0.7104999999999999
FBCOP922-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	unk	unk	1	1	1	1	1	0.7104999999999999	0.7104999999999999
FBCOQ156-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	Harpalus	unk	1	1	1	1	1	0.8233	0.8233
FBCOJ776-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	Harpalus	unk	1	1	1	1	1	1	0.9999
FBCOD215-11	Insecta	Coleoptera	Dytiscidae	Agabinae	Agabini	Ilybius	unk	1	1	0.5202	0.5202	0.5202	0.5202	0.3796
FBCOD514-11	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	unk	unk	1	1	1	1	1	0.5654	0.5654
GBCOU1760-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	unk	unk	1	1	0.9841	0.9841	0.8790000000000001	0.7508	0.7508
GBCOU2050-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	Acupalpus	unk	1	1	1	1	1	1	0.6573
FBCOD131-11	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	Pterostichus	unk	1	1	1	1	0.6456000000000001	0.6456000000000001	0.6456000000000001
GBCOU3748-13	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	Amara	Amara_praetermissa	1	1	1	1	1	1	0.9996
GCOL6214-16	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	Amara	Amara_brunnea	1	1	1	1	1	1	0.6847
FBCOD142-11	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	Amara	unk	1	1	1	1	1	1	0.8809
GBCOU1263-13	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	Amara	unk	1	1	1	1	1	1	1
FBCOD141-11	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	Amara	unk	1	1	1	1	1	1	0.8809
FBCOO762-13	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	Agonum	unk	1	1	1	1	1	1	1
FBCOD146-11	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	Agonum	unk	1	1	1	1	1	1	1
FBCOH061-12	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	Agonum	unk	1	1	1	1	1	1	1
FBCOG1466-12	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	Agonum	unk	1	1	1	1	1	1	1
GBCOU1065-13	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	unk	unk	1	1	1	1	1	0.7059	0.7059
FBCOD147-11	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	Limodromus	Limodromus_assimilis	1	1	1	1	1	0.9037000000000001	0.9037000000000001
GCOL4742-16	Insecta	Coleoptera	Carabidae	Elaphrinae	Elaphrini	Elaphrus	Elaphrus_uliginosus	1	1	1	1	1	1	1
FBCOH056-12	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	Dyschirius	Dyschirius_aeneus	1	1	1	1	1	1	0.7587
GBCOB212-12	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	Dyschirius	Dyschirius_thoracicus	1	1	1	1	1	1	0.4474
GCOL8918-16	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.5866	0.5866	0.5866	0.5866	0.5866
GBCOU4058-13	Insecta	Coleoptera	Carabidae	unk	unk	unk	unk	1	1	1	0.7867999999999999	0.7867999999999999	0.7867999999999999	0.7867999999999999
FBCOD194-11	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.40590000000000004	0.40590000000000004	0.40590000000000004	0.40590000000000004	0.40590000000000004
FBCOD1083-11	Insecta	Coleoptera	Carabidae	Trechinae	Trechini	Trechus	unk	1	1	1	0.8758000000000001	0.8375	0.8157000000000001	0.6541
FBCOG1142-12	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	Bembidion	Bembidion_ruficolle	1	1	1	1	1	1	1
GBCOU1797-13	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	Bembidion	unk	1	1	1	1	1	1	1
GBCOU4284-14	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	Bembidion	unk	1	1	1	1	1	1	0.9450000000000001
EUCAR361-10	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	Bembidion	unk	1	1	1	1	1	1	0.6642999999999999
GCOL8071-16	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	unk	unk	1	1	1	1	0.9441	0.8904	0.8904
GCOL7366-16	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	Asaphidion	Asaphidion_pallipes	1	1	1	1	1	1	1
FBCOD1087-11	Insecta	Coleoptera	Carabidae	Nebriinae	Nebriini	Nebria	unk	1	1	1	1	1	1	0.9193
GBCOU1791-13	Insecta	Coleoptera	Carabidae	Nebriinae	Nebriini	Nebria	unk	1	1	1	1	1	1	0.9404
FBCOD708-11	Insecta	Coleoptera	Carabidae	Nebriinae	Nebriini	Leistus	unk	1	1	1	1	1	0.9998	0.8377000000000001
GCOL6426-16	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	Carabus	unk	1	1	1	1	1	1	0.7377
GBCOU1795-13	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	Carabus	unk	1	1	1	1	1	1	0.7224999999999999
GBMIN41211-14	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	Carabus	Carabus_nitens	1	1	1	1	1	1	1
GBCOU1757-13	Insecta	Coleoptera	Carabidae	Carabinae	unk	unk	unk	1	1	1	0.7654	0.6601999999999999	0.6601999999999999	0.6601999999999999
GCOL6639-16	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	Carabus	unk	1	1	1	1	0.9999	0.9999	0.9205
GCOL8028-16	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	Carabus	unk	1	1	1	1	1	1	0.7166
GCOL017-16	Insecta	Coleoptera	Carabidae	Cicindelinae	Cicindelini	Cicindela	Cicindela_sylvatica	1	1	1	1	1	1	0.5493
GCOL6710-16	Insecta	Coleoptera	Carabidae	Cicindelinae	Cicindelini	Cicindela	unk	1	1	1	1	1	1	0.5354
GBCOU1266-13	Insecta	Coleoptera	Carabidae	Cicindelinae	Cicindelini	Cicindela	unk	1	1	1	1	1	1	0.5354
GBCOU4059-13	Insecta	Coleoptera	Carabidae	unk	unk	unk	unk	1	1	1	0.7867999999999999	0.7867999999999999	0.7867999999999999	0.7867999999999999
ZSMDB107-16	Insecta	Coleoptera	Dytiscidae	Colymbetinae	Colymbetini	Rhantus	Rhantus_suturellus	1	1	1	1	1	1	1
FBAQU952-10	Insecta	Coleoptera	Dytiscidae	Colymbetinae	Colymbetini	Rhantus	unk	1	1	1	1	1	1	0.9602999999999999
GCOL2333-16	Insecta	Coleoptera	Dytiscidae	Agabinae	Agabini	Ilybius	Ilybius_crassus	1	1	1	1	1	1	1
FBAQU859-10	Insecta	Coleoptera	Dytiscidae	Agabinae	Agabini	Agabus	unk	1	1	1	1	1	1	0.9954
GCOL911-16	Insecta	Coleoptera	Dytiscidae	Dytiscinae	Dytiscini	Dytiscus	Dytiscus_lapponicus	1	1	1	1	1	1	1
GCOL898-16	Insecta	Coleoptera	Dytiscidae	Dytiscinae	Dytiscini	Dytiscus	Dytiscus_marginalis	1	1	1	1	1	1	0.9701
FBAQU886-10	Insecta	Coleoptera	Dytiscidae	Dytiscinae	Hydaticini	Hydaticus	Hydaticus_seminiger	1	1	1	1	1	1	0.6663999999999999
GCOL5091-16	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	Hydroporus	unk	1	1	1	1	1	1	0.994
GBCL15251-13	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	Hydroporus	Hydroporus_dorsalis	1	1	1	1	1	1	1
FBCOG842-12	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	Nebrioporus	Nebrioporus_depressus	1	1	1	1	1	1	1
GCOL10160-16	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	Scarodytes	Scarodytes_halensis	1	1	1	1	1	1	1
GCOL1015-16	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	Oreodytes	Oreodytes_alpinus	1	1	1	1	1	1	1
FBCOE1285-12	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hygrotini	Hygrotus	Hygrotus_impressopunctatus	1	1	1	1	0.9781	0.9781	0.6157
FBCOD241-11	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Laccornini	Laccornis	Laccornis_oblongus	1	1	1	1	0.9334	0.9334	0.9334
FBAQU958-10	Insecta	Coleoptera	Haliplidae	dummy_Haliplidae	dummy_Haliplidae	Haliplus	unk	1	1	1	1	1	1	0.9791
FBCOD213-11	Insecta	Coleoptera	Haliplidae	dummy_Haliplidae	dummy_Haliplidae	Haliplus	unk	1	1	1	1	1	1	0.966
GCOL1975-16	Insecta	Coleoptera	Eucinetidae	dummy_Eucinetidae	dummy_Eucinetidae	Eucinetus	Eucinetus_haemorrhoidalis	1	1	1	1	1	1	1
FBCOP613-13	Insecta	Coleoptera	Eucinetidae	dummy_Eucinetidae	dummy_Eucinetidae	Eucinetus	Eucinetus_haemorrhoidalis	1	1	1	1	1	1	1
FBAQU1003-10	Insecta	Coleoptera	Gyrinidae	Gyrininae	Gyrinini	Gyrinus	Gyrinus_natator	1	1	1	1	1	1	0.9979
FBCOB180-10	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.42480000000000007	0.42480000000000007	0.42480000000000007	0.42480000000000007	0.42480000000000007
TBGMI052-21	Insecta	Coleoptera	Ptiliidae	Ptiliinae	Ptiliini	Ptilium	Ptilium_exaratum	1	1	1	1	1	0.5305	0.5305
FBCOG366-12	Insecta	Coleoptera	Ptiliidae	Ptiliinae	unk	unk	unk	1	1	0.9997	0.9997	0.7525	0.7525	0.7525
FBCOB691-10	Insecta	Coleoptera	Ptiliidae	Ptiliinae	unk	unk	unk	1	1	1	1	0.3399	0.3399	0.3399
TBGMI040-21	Insecta	Coleoptera	Dermestidae	Attageninae	Attagenini	Attagenus	unk	1	1	0.5888	0.5888	0.5888	0.5888	0.5054
FBCOJ042-12	Insecta	Coleoptera	Ptiliidae	Ptiliinae	Ptiliini	Ptiliolum	Ptiliolum_caledonicum	1	1	1	1	1	1	0.9997
FBCOG924-12	Insecta	Coleoptera	Buprestidae	Agrilinae	Agrilini	Agrilus	unk	1	1	1	0.509	0.509	0.509	0.509
FBCOG1069-12	Insecta	Coleoptera	Staphylinidae	unk	unk	unk	unk	1	1	1	0.5783	0.5783	0.5783	0.5783
GCOL9727-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Geostibini	unk	unk	1	1	1	1	0.5827	0.5056	0.5056
FBCOI831-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	unk	unk	1	1	1	1	1	0.5503	0.5503
GCOL12186-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	unk	unk	1	1	1	1	0.9037000000000001	0.7941999999999999	0.7941999999999999
FBCOA867-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Dinaraea	unk	1	1	1	1	0.8112	0.5406000000000001	0.34659999999999996
GBCOF475-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	0.8964	0.8964	0.6546000000000001
FBCOA744-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Dinaraea	unk	1	1	1	1	1	1	0.8639000000000001
GBCOF409-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	0.8964	0.8964	0.6546000000000001
GCOL3070-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	Atheta_europaea	1	1	1	1	1	1	0.9996
FBCOG1034-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	Atheta_nigripes	1	1	1	1	1	1	1
FBCON433-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	1	0.5139	0.3792
FBCON411-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	1	1	0.9996
FBCOK259-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	0.7837	0.6393	0.42710000000000004
FBCOK272-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	1	1	1
FBCOK275-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	unk	unk	1	1	1	1	0.657	0.657	0.657
FBCOO1020-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	Atheta_malleus	1	1	1	1	1	1	0.989
FBCOK261-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	Atheta_corvina	1	1	1	1	0.8876000000000001	0.8876000000000001	0.4756
GBCOU1532-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Liogluta	unk	1	1	1	1	1	0.9483	0.9482
FBCON384-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	1	1	1
FBCOD710-11	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Lomechusini	Pella	Pella_humeralis	1	1	1	1	1	1	1
GCOL8097-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	unk	unk	1	1	1	1	0.5142	0.42800000000000005	0.42800000000000005
FBCON600-13	Insecta	Coleoptera	Staphylinidae	unk	unk	unk	unk	1	1	1	0.8302	0.8302	0.8302	0.8302
FBCON400-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Oxypodini	Oxypoda	unk	1	1	1	1	1	1	0.9342
FBCOA683-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	unk	unk	1	1	1	1	0.8698000000000001	0.8698000000000001	0.8698000000000001
FBCOA639-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Oxypodini	unk	unk	1	1	1	1	1	0.6427	0.6427
FBCOP438-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Oxypodini	Ischnoglossa	Ischnoglossa_obscura	1	1	1	1	1	0.635	0.635
GCOL9870-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Myllaenini	Myllaena	Myllaena_minuta	1	1	1	1	1	1	1
GBCOU1889-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	unk	unk	1	1	0.7322	0.5946	0.506	0.3849	0.3849
GMGRD1557-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	Gyrophaena	Gyrophaena_bihamata	1	1	1	1	1	1	0.9994999999999999
GMGRD2985-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	unk	1	1	1	1	0.7882999999999999	0.6249	0.4122
GBCOU1890-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	unk	unk	1	1	0.7253999999999999	0.6156	0.42610000000000003	0.3354	0.3354
GBCOG641-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleocharini	Aleochara	unk	1	1	1	1	1	1	0.9402
GCOL4265-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleocharini	Aleochara	unk	1	1	1	1	1	1	0.9402
GBCOE384-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleocharini	Aleochara	unk	1	1	1	1	1	1	0.9453
FBCOO958-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleocharini	Aleochara	unk	1	1	1	1	1	1	0.5288
FBCON174-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleocharini	Aleochara	unk	1	1	1	1	1	1	0.9426000000000001
FBCOO903-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleocharini	Aleochara	unk	1	1	1	1	1	1	0.9402
FBCOG634-12	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omaliini	unk	unk	1	1	1	1	1	0.6128	0.6128
FBCOJ017-12	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Thinobiini	Carpelimus	Carpelimus_rivularis	1	1	1	1	1	1	0.5268
FBCOA770-10	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Thinobiini	Carpelimus	Carpelimus_rivularis	1	1	1	1	1	1	0.5268
FBCOB881-10	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Thinobiini	Carpelimus	Carpelimus_despectus	1	1	1	1	1	1	0.9924
GCOL12845-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Blediini	Bledius	unk	1	1	1	1	0.7599	0.7599	0.7304999999999999
GBCOC775-12	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Oxytelini	Platystethus	unk	1	1	1	1	0.9520000000000001	0.7817999999999999	0.6902999999999999
GCOL3000-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Oxytelini	Platystethus	unk	1	1	1	1	0.9394	0.8240000000000001	0.7334999999999999
GBCOU3224-13	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Oxytelini	Anotylus	unk	1	1	1	1	0.9603999999999999	0.9601999999999999	0.8093
GBCOU3511-13	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Blediini	Bledius	unk	1	1	1	1	0.7074999999999999	0.7074999999999999	0.6861999999999999
GCOL7591-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Oxytelini	Platystethus	unk	1	1	1	1	0.9333	0.8654000000000001	0.7643
GCOL2979-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Thinobiini	unk	unk	1	1	1	1	0.7259	0.5742	0.5742
FBCOP164-13	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Blediini	Bledius	unk	1	1	1	1	1	1	0.9279000000000001
GBCOU3467-13	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Blediini	Bledius	unk	1	1	1	1	0.7599	0.7599	0.7304999999999999
FBCON651-13	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Blediini	Bledius	unk	1	1	1	1	1	1	0.7439
FBCOD1138-11	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Blediini	Bledius	Bledius_talpa	1	1	1	1	1	1	1
FBCOD1137-11	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Blediini	Bledius	Bledius_talpa	1	1	1	1	1	1	1
GCOL2627-16	Insecta	Coleoptera	Byrrhidae	Byrrhinae	dummy_Byrrhinae	unk	unk	1	1	1	1	1	0.6694999999999999	0.6694999999999999
