ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TBGMI157-21	Arachnida	0.997	Sarcoptiformes	0.992	Galumnidae	0.158	dummy_Galumnidae	0.158	dummy_Galumnidae	0.158	Acrogalumna	0.123	Acrogalumna_longipluma	0.123
SMNKA264-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.942	dummy_Linyphiidae	0.942	dummy_Linyphiidae	0.942	Diplocephalus	0.068	Diplocephalus_picinus	0.068
TBGMI055-21	Insecta	0.604	Diptera	0.269	Tachinidae	0.237	Dexiinae	0.237	Voriini	0.237	Thelaira	0.237	Thelaira_nigrina	0.237
SCINO1501-16	Insecta	1.0	Diptera	0.791	Sciaridae	0.102	dummy_Sciaridae	0.102	dummy_Sciaridae	0.102	Bradysia	0.063	Bradysia_plusiospina	0.036
SCINO499-15	Insecta	0.998	Diptera	0.703	Dolichopodidae	0.178	Hydrophorinae	0.178	Hydrophorini	0.178	Hydrophorus	0.178	Hydrophorus_praecox	0.178
TACFI408-12	Insecta	1.0	Coleoptera	0.712	Staphylinidae	0.367	Staphylininae	0.165	Othiini	0.091	Othius	0.069	Othius_angustus	0.042
ZMBN1662-20	Insecta	1.0	Hemiptera	0.746	Saldidae	0.600	Saldinae	0.600	Saldoidini	0.524	Saldula	0.285	Saldula_saltatoria	0.108
SRCNC528-16	Insecta	1.0	Diptera	0.770	Syrphidae	0.134	Eristalinae	0.134	Rhingiini	0.134	Pelecocera	0.134	Pelecocera_caledonica	0.069
TBGMI199-22	Insecta	1.0	Coleoptera	0.466	Anthribidae	0.072	Anthribinae	0.072	Tropiderini	0.072	Gonotropis	0.072	Gonotropis_dorsalis	0.072
TACFI219-12	Insecta	1.0	Diptera	0.600	Tachinidae	0.067	Tachininae	0.048	Macquartiini	0.036	Macquartia	0.036	Macquartia_viridana	0.036
RDNMG509-08	Insecta	1.0	Lepidoptera	0.990	Erebidae	0.110	Arctiinae	0.110	Arctiini	0.096	Apantesis	0.047	Apantesis_quenseli	0.047
SMNSA063-16	Arachnida	1.0	Araneae	1.0	Theridiidae	0.615	dummy_Theridiidae	0.615	dummy_Theridiidae	0.615	Neottiura	0.102	Neottiura_bimaculata	0.102
SMNSH037-23	Insecta	0.413	Hymenoptera	0.255	Ichneumonidae	0.165	Cryptinae	0.137	Cryptini	0.102	Helcostizus	0.075	Helcostizus_restaurator	0.075
TRIFI1404-18	Insecta	0.988	Trichoptera	0.823	Limnephilidae	0.721	Limnephilinae	0.694	dummy_Limnephilinae	0.694	Limnephilus	0.466	Limnephilus_decipiens	0.051
TACFI205-12	Insecta	1.0	Diptera	0.988	Tachinidae	0.781	Exoristinae	0.781	Exoristini	0.763	Exorista	0.544	Exorista_rustica	0.279
SRDOC001-15	Insecta	1.0	Diptera	0.725	Mycetophilidae	0.628	Leiinae	0.058	dummy_Leiinae	0.058	Leia	0.058	Leia_nigricornis	0.058
TBGMI155-21	Arachnida	1.0	Sarcoptiformes	0.966	Gustaviidae	0.840	dummy_Gustaviidae	0.840	dummy_Gustaviidae	0.840	Gustavia	0.840	Gustavia_microcephala	0.840
SMNSP634-19	Insecta	0.443	Hymenoptera	0.419	Ichneumonidae	0.126	Phygadeuontinae	0.121	dummy_Phygadeuontinae	0.121	Gelis	0.121	Gelis_spurius	0.121
SMNKA030-16	Arachnida	0.704	Araneae	0.681	Uloboridae	0.226	dummy_Uloboridae	0.226	dummy_Uloboridae	0.226	Hyptiotes	0.226	Hyptiotes_paradoxus	0.226
TACFI464-12	Insecta	1.0	Diptera	0.441	Clusiidae	0.060	Clusiodinae	0.060	dummy_Clusiodinae	0.060	Clusiodes	0.060	Clusiodes_ruficollis	0.037
TBGMI188-21	Arachnida	0.990	Sarcoptiformes	0.990	Oribatulidae	0.152	dummy_Oribatulidae	0.152	dummy_Oribatulidae	0.152	Oribatula	0.093	Oribatula_tibialis	0.093
TBGMI015-21	Insecta	0.414	Diptera	0.125	Empididae	0.039	Ragadinae	0.039	dummy_Ragadinae	0.039	Ragas	0.039	Ragas_unica	0.039
SYGEO183-19	Insecta	1.0	Coleoptera	0.528	Staphylinidae	0.381	Omaliinae	0.102	Omaliini	0.075	Omalium	0.040	Omalium_rugatum	0.040
SMNSA248-16	Arachnida	1.0	Araneae	1.0	Salticidae	0.575	dummy_Salticidae	0.575	dummy_Salticidae	0.575	Heliophanus	0.260	Heliophanus_auratus	0.102
TBGMI159-21	Arachnida	0.992	Sarcoptiformes	0.985	Oppiidae	0.507	dummy_Oppiidae	0.507	dummy_Oppiidae	0.507	Dissorhina	0.313	Dissorhina_ornata	0.313
SMNKA041-16	Arachnida	1.0	Araneae	1.0	Theridiidae	0.566	dummy_Theridiidae	0.566	dummy_Theridiidae	0.566	Robertus	0.442	Robertus_scoticus	0.317
RDNMH543-09	Insecta	1.0	Lepidoptera	0.932	Gelechiidae	0.158	Gelechiinae	0.127	dummy_Gelechiinae	0.093	Caryocolum	0.059	Caryocolum_petryi	0.035
TBGMI056-21	Insecta	0.660	Diptera	0.200	Tachinidae	0.134	Dexiinae	0.123	Voriini	0.123	Thelaira	0.123	Thelaira_nigrina	0.123
TBGMI031-21	Insecta	0.416	Coleoptera	0.200	Cerylonidae	0.087	Ceryloninae	0.087	dummy_Ceryloninae	0.087	Cerylon	0.087	Cerylon_fagi	0.087
TBGMI164-21	Arachnida	0.375	Sarcoptiformes	0.370	Suctobelbidae	0.102	dummy_Suctobelbidae	0.102	dummy_Suctobelbidae	0.102	Suctobelbella	0.094	Suctobelbella_subtrigona	0.059
RDBA533-06	Insecta	0.702	Hymenoptera	0.551	Dryinidae	0.324	Anteoninae	0.256	dummy_Anteoninae	0.256	Anteon	0.256	Anteon_infectum	0.095
SMNKA266-16	Arachnida	1.0	Araneae	1.0	Lycosidae	0.844	dummy_Lycosidae	0.844	dummy_Lycosidae	0.844	Alopecosa	0.493	Alopecosa_fabrilis	0.139
TBGMI194-21	Arachnida	0.234	Araneae	0.203	Linyphiidae	0.124	dummy_Linyphiidae	0.124	dummy_Linyphiidae	0.124	Abacoproeces	0.113	Abacoproeces_saltuum	0.113
TRCBG224-20	Arachnida	0.361	Araneae	0.361	Uloboridae	0.158	dummy_Uloboridae	0.158	dummy_Uloboridae	0.158	Hyptiotes	0.158	Hyptiotes_paradoxus	0.158
SMNSA168-16	Arachnida	0.800	Opiliones	0.800	Phalangiidae	0.800	Oligolophinae	0.800	dummy_Oligolophinae	0.800	Mitopus	0.534	Mitopus_morio	0.534
TBGMI035-21	Insecta	0.457	Diptera	0.212	Keroplatidae	0.137	Keroplatinae	0.137	Orfeliini	0.137	Urytalpa	0.098	Urytalpa_galdes	0.070
SYGEO374-19	Insecta	1.0	Diptera	0.662	Ephydridae	0.154	Discomyzinae	0.154	Psilopini	0.154	Trimerina	0.154	Trimerina_microchaeta	0.154
SYGEO127-19	Insecta	1.0	Coleoptera	0.325	Nitidulidae	0.029	Meligethinae	0.029	dummy_Meligethinae	0.029	Lamiogethes	0.029	Lamiogethes_ochropus	0.029
SATIP642-09	Insecta	1.0	Diptera	0.791	Chironomidae	0.374	Tanypodinae	0.141	Pentaneurini	0.122	Larsia	0.041	Larsia_atrocincta	0.041
SMNSP872-19	Insecta	0.731	Hymenoptera	0.719	Eulophidae	0.371	Entedoninae	0.339	dummy_Entedoninae	0.339	Neochrysocharis	0.212	Neochrysocharis_chlorogaster	0.212
TACFI613-12	Insecta	1.0	Coleoptera	0.301	Cryptophagidae	0.080	Cryptophaginae	0.080	dummy_Cryptophaginae	0.080	Antherophagus	0.080	Antherophagus_nigricornis	0.080
TBGMI174-21	Arachnida	1.0	Sarcoptiformes	1.0	Ceratozetidae	0.177	dummy_Ceratozetidae	0.177	dummy_Ceratozetidae	0.177	Diapterobates	0.097	Diapterobates_humeralis	0.097
SMNKA257-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.819	dummy_Linyphiidae	0.819	dummy_Linyphiidae	0.819	Drapetisca	0.099	Drapetisca_socialis	0.099
TACFI446-12	Insecta	1.0	Diptera	0.712	Tachinidae	0.511	Phasiinae	0.327	Cylindromyiini	0.327	Cylindromyia	0.222	Cylindromyia_brassicaria	0.136
RDNMD363-06	Insecta	1.0	Lepidoptera	0.990	Erebidae	0.110	Arctiinae	0.110	Arctiini	0.096	Apantesis	0.047	Apantesis_quenseli	0.047
TBGMI037-21	Insecta	0.395	Diptera	0.134	Empididae	0.024	Ragadinae	0.024	dummy_Ragadinae	0.024	Ragas	0.024	Ragas_unica	0.024
TIPSY038-08	Insecta	0.764	Lepidoptera	0.670	Psychidae	0.637	Psychinae	0.602	dummy_Psychinae	0.602	Proutia	0.592	Proutia_rotunda	0.510
TACFI204-12	Insecta	1.0	Diptera	0.908	Tachinidae	0.666	Exoristinae	0.666	Exoristini	0.620	Exorista	0.460	Exorista_mimula	0.267
TACFI466-12	Insecta	1.0	Coleoptera	0.726	Staphylinidae	0.455	Omaliinae	0.071	Omaliini	0.039	Phyllodrepa	0.029	Phyllodrepa_clavigera	0.029
TACFI447-12	Insecta	1.0	Diptera	0.816	Tachinidae	0.523	Phasiinae	0.491	Cylindromyiini	0.491	Cylindromyia	0.386	Cylindromyia_interrupta	0.264
TRCBG1489-20	Arachnida	0.460	Araneae	0.460	Uloboridae	0.180	dummy_Uloboridae	0.180	dummy_Uloboridae	0.180	Hyptiotes	0.180	Hyptiotes_paradoxus	0.180
TANYT085-14	Insecta	1.0	Diptera	0.755	Chironomidae	0.574	Chironominae	0.531	Tanytarsini	0.465	Cladotanytarsus	0.116	Cladotanytarsus_molestus	0.055
SCINO728-15	Insecta	1.0	Diptera	0.794	Limoniidae	0.092	Chioneinae	0.036	dummy_Chioneinae	0.036	Erioptera	0.036	Erioptera_divisa	0.036
SMNSA260-16	Arachnida	1.0	Araneae	1.0	Pisauridae	0.115	dummy_Pisauridae	0.115	dummy_Pisauridae	0.115	Pisaura	0.115	Pisaura_mirabilis	0.115
TRCBG967-20	Arachnida	0.361	Araneae	0.361	Uloboridae	0.158	dummy_Uloboridae	0.158	dummy_Uloboridae	0.158	Hyptiotes	0.158	Hyptiotes_paradoxus	0.158
TBGMI042-21	Insecta	0.414	Diptera	0.125	Empididae	0.039	Ragadinae	0.039	dummy_Ragadinae	0.039	Ragas	0.039	Ragas_unica	0.039
SMNSA107-16	Arachnida	1.0	Araneae	0.994	Linyphiidae	0.894	dummy_Linyphiidae	0.894	dummy_Linyphiidae	0.894	Ceratinella	0.085	Ceratinella_brevis	0.072
SMNSA079-16	Arachnida	1.0	Araneae	1.0	Araneidae	0.718	dummy_Araneidae	0.718	dummy_Araneidae	0.718	Aculepeira	0.360	Aculepeira_ceropegia	0.360
SCINO481-15	Insecta	0.647	Coleoptera	0.236	Staphylinidae	0.156	Staphylininae	0.153	Staphylinini	0.153	Quedius	0.153	Quedius_umbrinus	0.153
TACFI043-11	Insecta	1.0	Diptera	0.790	Tachinidae	0.597	Exoristinae	0.597	Exoristini	0.087	Diplostichus	0.073	Diplostichus_janitrix	0.073
PSESC012-21	Insecta	0.760	Hymenoptera	0.741	Megachilidae	0.360	Megachilinae	0.360	Anthidiini	0.305	Anthidium	0.105	Anthidium_punctatum	0.105
SMNSA157-16	Arachnida	1.0	Araneae	0.993	Araneidae	0.940	dummy_Araneidae	0.940	dummy_Araneidae	0.940	Araneus	0.715	Araneus_angulatus	0.517
SCINO339-15	Insecta	1.0	Diptera	0.791	Mycetophilidae	0.216	Mycetophilinae	0.163	Exechiini	0.072	Allodia	0.030	Allodia_anglofennica	0.030
TACFI574-12	Insecta	1.0	Diptera	0.894	Tachinidae	0.878	Exoristinae	0.878	Acemyini	0.878	Acemya	0.878	Acemya_rufitibia	0.878
RDNMD370-06	Insecta	1.0	Lepidoptera	0.986	Nolidae	0.035	Chloephorinae	0.035	Eariadini	0.035	Earias	0.035	Earias_clorana	0.035
SMNKA194-16	Arachnida	0.753	Araneae	0.743	Amaurobiidae	0.139	dummy_Amaurobiidae	0.139	dummy_Amaurobiidae	0.139	Amaurobius	0.139	Amaurobius_fenestralis	0.139
TACFI609-12	Insecta	1.0	Diptera	0.773	Tachinidae	0.558	Tachininae	0.462	Ernestiini	0.462	Synactia	0.407	Synactia_parvula	0.407
SMNKA057-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.929	dummy_Linyphiidae	0.929	dummy_Linyphiidae	0.929	Hypomma	0.153	Hypomma_bituberculatum	0.107
PYRG084-09	Insecta	1.0	Lepidoptera	0.932	Gelechiidae	0.158	Gelechiinae	0.127	dummy_Gelechiinae	0.093	Caryocolum	0.059	Caryocolum_petryi	0.035
SMNKA237-16	Arachnida	1.0	Araneae	1.0	Araneidae	0.850	dummy_Araneidae	0.850	dummy_Araneidae	0.850	Cyclosa	0.108	Cyclosa_conica	0.108
TACFI603-12	Insecta	1.0	Diptera	0.948	Lonchaeidae	0.082	Lonchaeinae	0.082	Lonchaeini	0.082	Lonchaea	0.082	Lonchaea_affinis	0.052
TBGMI153-21	Arachnida	0.987	Sarcoptiformes	0.965	Oribatulidae	0.081	dummy_Oribatulidae	0.081	dummy_Oribatulidae	0.081	Phauloppia	0.081	Phauloppia_lucorum	0.081
TIPSY334-12	Insecta	0.988	Lepidoptera	0.665	Tortricidae	0.582	Olethreutinae	0.528	Olethreutini	0.496	Phiaris	0.496	Phiaris_heinrichana	0.486
TBGMI165-21	Arachnida	0.928	Sarcoptiformes	0.928	Galumnidae	0.232	dummy_Galumnidae	0.232	dummy_Galumnidae	0.232	Acrogalumna	0.218	Acrogalumna_longipluma	0.218
TBGMI026-21	Insecta	0.388	Coleoptera	0.234	Cerylonidae	0.130	Ceryloninae	0.130	dummy_Ceryloninae	0.130	Cerylon	0.130	Cerylon_fagi	0.130
SMNSA197-16	Arachnida	0.800	Opiliones	0.800	Phalangiidae	0.800	Oligolophinae	0.800	dummy_Oligolophinae	0.800	Mitopus	0.534	Mitopus_morio	0.534
SCINO1264-16	Insecta	1.0	Diptera	0.638	Sciaridae	0.421	dummy_Sciaridae	0.421	dummy_Sciaridae	0.421	Corynoptera	0.255	Corynoptera_postforcipata	0.098
TBGMI181-21	Insecta	0.506	Hemiptera	0.215	Anthocoridae	0.138	dummy_Anthocoridae	0.138	Anthocorini	0.138	Acompocoris	0.138	Acompocoris_alpinus	0.138
SMNKA171-16	Arachnida	0.767	Araneae	0.740	Gnaphosidae	0.455	dummy_Gnaphosidae	0.455	dummy_Gnaphosidae	0.455	Drassyllus	0.086	Drassyllus_praeficus	0.077
SYGEO357-19	Insecta	1.0	Coleoptera	0.325	Nitidulidae	0.029	Meligethinae	0.029	dummy_Meligethinae	0.029	Lamiogethes	0.029	Lamiogethes_ochropus	0.029
SMNSA228-16	Arachnida	0.755	Opiliones	0.755	Phalangiidae	0.755	Oligolophinae	0.755	dummy_Oligolophinae	0.755	Oligolophus	0.398	Oligolophus_tridens	0.398
TACFI437-12	Insecta	1.0	Diptera	0.642	Calliphoridae	0.032	Calliphorinae	0.032	dummy_Calliphorinae	0.032	Bellardia	0.032	Bellardia_stricta	0.032
SIEG014-18	Insecta	1.0	Coleoptera	0.898	Carabidae	0.267	Harpalinae	0.237	Harpalini	0.101	Anisodactylus	0.054	Anisodactylus_binotatus	0.054
RDBA381-06	Insecta	0.692	Hymenoptera	0.574	Dryinidae	0.367	Anteoninae	0.232	dummy_Anteoninae	0.232	Anteon	0.232	Anteon_arcuatum	0.109
SMNSA064-16	Arachnida	1.0	Araneae	1.0	Theridiidae	0.615	dummy_Theridiidae	0.615	dummy_Theridiidae	0.615	Neottiura	0.102	Neottiura_bimaculata	0.102
ZYGMO233-10	Insecta	1.0	Lepidoptera	0.877	Zygaenidae	0.592	Procridinae	0.592	Procridini	0.592	Rhagades	0.592	Rhagades_pruni	0.592
TRCBG996-20	Arachnida	0.361	Araneae	0.361	Uloboridae	0.158	dummy_Uloboridae	0.158	dummy_Uloboridae	0.158	Hyptiotes	0.158	Hyptiotes_paradoxus	0.158
TIPSY030-08	Insecta	0.876	Lepidoptera	0.569	Psychidae	0.516	Oiketicinae	0.499	dummy_Oiketicinae	0.499	Sterrhopterix	0.252	Sterrhopterix_fusca	0.184
RDNMG507-08	Insecta	1.0	Lepidoptera	0.956	Noctuidae	0.522	Noctuinae	0.429	dummy_Noctuinae	0.308	Mniotype	0.038	Mniotype_satura	0.038
TBGMI054-21	Insecta	0.517	Coleoptera	0.367	Cerylonidae	0.202	Ceryloninae	0.202	dummy_Ceryloninae	0.202	Cerylon	0.202	Cerylon_ferrugineum	0.110
TBGMI048-21	Insecta	0.394	Hymenoptera	0.078	Ichneumonidae	0.059	Phygadeuontinae	0.043	dummy_Phygadeuontinae	0.043	Stibeutes	0.040	Stibeutes_brevicornis	0.040
SMNKA111-16	Arachnida	0.978	Araneae	0.977	Lycosidae	0.383	dummy_Lycosidae	0.383	dummy_Lycosidae	0.383	Alopecosa	0.200	Alopecosa_aculeata	0.084
TBGMI038-21	Insecta	0.425	Diptera	0.191	Empididae	0.052	Ragadinae	0.052	dummy_Ragadinae	0.052	Ragas	0.052	Ragas_unica	0.052
SYGEO137-19	Insecta	1.0	Diptera	0.781	Hybotidae	0.032	Tachydromiinae	0.032	Drapetini	0.032	Drapetis	0.032	Drapetis_simulans	0.032
SMNKA058-16	Arachnida	0.994	Araneae	0.994	Thomisidae	0.551	dummy_Thomisidae	0.551	dummy_Thomisidae	0.551	Xysticus	0.465	Xysticus_lineatus	0.097
SMNKA259-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.819	dummy_Linyphiidae	0.819	dummy_Linyphiidae	0.819	Drapetisca	0.099	Drapetisca_socialis	0.099
TACFI008-11	Insecta	1.0	Diptera	0.691	Calliphoridae	0.054	Chrysomyinae	0.054	dummy_Chrysomyinae	0.054	Protocalliphora	0.034	Protocalliphora_azurea	0.026
TACFI757-13	Insecta	1.0	Diptera	0.749	Muscidae	0.104	Azeliinae	0.056	dummy_Azeliinae	0.056	Hydrotaea	0.056	Hydrotaea_aenescens	0.039
TACFI199-12	Insecta	1.0	Coleoptera	0.623	Scarabaeidae	0.054	Aphodiinae	0.054	Aphodiini	0.054	Chilothorax	0.032	Chilothorax_distinctus	0.032
TACFI055-11	Insecta	1.0	Coleoptera	0.314	Staphylinidae	0.221	Aleocharinae	0.159	Athetini	0.119	Atheta	0.105	Atheta_strandiella	0.032
SMNKA174-16	Insecta	0.111	Diptera	0.054	Tachinidae	0.054	Exoristinae	0.054	Eryciini	0.054	Phryxe	0.054	Phryxe_vulgaris	0.054
TIPSY022-08	Insecta	1.0	Lepidoptera	0.966	Psychidae	0.918	Psychinae	0.859	dummy_Psychinae	0.859	Proutia	0.812	Proutia_rotunda	0.794
SMNKA201-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	0.909	dummy_Linyphiidae	0.909	dummy_Linyphiidae	0.909	Hilaira	0.125	Hilaira_pervicax	0.079
TACFI438-12	Insecta	1.0	Diptera	0.642	Calliphoridae	0.032	Calliphorinae	0.032	dummy_Calliphorinae	0.032	Bellardia	0.032	Bellardia_stricta	0.032
SMNSA028-16	Arachnida	1.0	Araneae	1.0	Lycosidae	0.859	dummy_Lycosidae	0.859	dummy_Lycosidae	0.859	Pardosa	0.616	Pardosa_agricola	0.068
SMNKA218-16	Arachnida	1.0	Araneae	1.0	Lycosidae	0.859	dummy_Lycosidae	0.859	dummy_Lycosidae	0.859	Pardosa	0.616	Pardosa_agricola	0.068
TANYT061-14	Insecta	1.0	Diptera	0.804	Chironomidae	0.631	Chironominae	0.612	Tanytarsini	0.551	Constempellina	0.052	Constempellina_brevicosta	0.052
PMANL3464-14	Insecta	1.0	Lepidoptera	0.781	Pyralidae	0.133	Phycitinae	0.133	dummy_Phycitinae	0.133	Catastia	0.051	Catastia_marginea	0.051
TBGMI010-21	Insecta	0.512	Diptera	0.260	Tachinidae	0.220	Dexiinae	0.220	Voriini	0.220	Thelaira	0.220	Thelaira_nigrina	0.220
SMNKA283-16	Arachnida	0.980	Araneae	0.980	Theridiidae	0.190	dummy_Theridiidae	0.190	dummy_Theridiidae	0.190	Phylloneta	0.107	Phylloneta_sisyphia	0.107
SMNKA034-16	Arachnida	0.999	Araneae	0.990	Lycosidae	0.794	dummy_Lycosidae	0.794	dummy_Lycosidae	0.794	Pardosa	0.423	Pardosa_sphagnicola	0.100
TACFI664-12	Insecta	1.0	Diptera	0.933	Tachinidae	0.169	Exoristinae	0.169	Eryciini	0.117	Senometopia	0.090	Senometopia_pollinosa	0.055
SMNKA313-16	Arachnida	1.0	Araneae	1.0	Gnaphosidae	0.558	dummy_Gnaphosidae	0.558	dummy_Gnaphosidae	0.558	Drassodes	0.456	Drassodes_pubescens	0.456
SYGEO028-19	Insecta	1.0	Diptera	0.597	Sarcophagidae	0.066	Sarcophaginae	0.062	dummy_Sarcophaginae	0.062	Sarcophaga	0.062	Sarcophaga_pumila	0.030
SMNSA171-16	Arachnida	0.947	Araneae	0.947	Linyphiidae	0.530	dummy_Linyphiidae	0.530	dummy_Linyphiidae	0.530	Notioscopus	0.343	Notioscopus_sarcinatus	0.343
TIPSY041-08	Insecta	1.0	Lepidoptera	0.969	Psychidae	0.969	Naryciinae	0.969	dummy_Naryciinae	0.969	Dahlica	0.969	Dahlica_charlottae	0.209
TIPSY089-08	Insecta	1.0	Lepidoptera	0.766	Psychidae	0.713	Oiketicinae	0.650	dummy_Oiketicinae	0.650	Canephora	0.449	Canephora_hirsuta	0.449
TBGMI028-21	Insecta	0.525	Hemiptera	0.181	Reduviidae	0.103	Phymatinae	0.090	Phymatini	0.090	Phymata	0.090	Phymata_crassipes	0.090
