ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
TBGMI055-21	Insecta	0.274	Coleoptera	0.148	Curculionidae	0.014	Entiminae	0.012	Polydrusini	0.012	Polydrusus	0.012	Polydrusus_fulvicornis	0.012
SCINO1501-16	Insecta	0.404	Diptera	0.266	Sciaridae	0.209	Sciaridae_subfamily_incertae_sedis	0.209	Sciaridae_tribe_incertae_sedis	0.209	Bradysia	0.043	Bradysia_praecox	0.030
SCINO499-15	Insecta	0.350	Diptera	0.195	Sciaridae	0.126	Sciaridae_subfamily_incertae_sedis	0.126	Sciaridae_tribe_incertae_sedis	0.126	Claustropyga	0.039	Claustropyga_corticis	0.039
TACFI408-12	Insecta	1.0	Diptera	1.0	Tachinidae	1.0	Tachininae	1.0	Ernestiini	1.0	Panzeria	1.0	Panzeria_rudis	0.651
ZMBN1662-20	Insecta	0.957	Hemiptera	0.957	Saldidae	0.957	Saldinae	0.957	Saldoidini	0.957	Saldula	0.957	Saldula_palustris	0.656
SRCNC528-16	Insecta	0.941	Diptera	0.941	Syrphidae	0.941	Eristalinae	0.941	Rhingiini	0.941	Pelecocera	0.941	Pelecocera_scaevoides	0.941
TBGMI199-22	Insecta	0.338	Diptera	0.149	Limoniidae	0.036	Limnophilinae	0.032	Limnophilinae_tribe_incertae_sedis	0.032	Neolimnomyia	0.029	Neolimnomyia_batava	0.029
TACFI219-12	Insecta	0.510	Diptera	0.370	Tachinidae	0.162	Exoristinae	0.139	Winthemiini	0.118	Nemorilla	0.114	Nemorilla_maculosa	0.114
RDNMG509-08	Insecta	0.978	Lepidoptera	0.978	Noctuidae	0.978	Noctuinae	0.978	Tholerini	0.969	Cerapteryx	0.969	Cerapteryx_graminis	0.969
SMNSA063-16	Arachnida	0.473	Araneae	0.473	Araneidae	0.068	Araneidae_subfamily_incertae_sedis	0.068	Araneidae_tribe_incertae_sedis	0.068	Zygiella	0.038	Zygiella_atrica	0.038
SMNSH037-23	Insecta	0.371	Hymenoptera	0.320	Ichneumonidae	0.184	Orthocentrinae	0.031	Orthocentrinae_tribe_incertae_sedis	0.031	Orthocentrus	0.028	Orthocentrus_asper	0.020
TRIFI1404-18	Insecta	0.991	Trichoptera	0.991	Limnephilidae	0.991	Limnephilinae	0.991	Limnephilinae_tribe_incertae_sedis	0.991	Limnephilus	0.991	Limnephilus_centralis	0.991
TACFI205-12	Insecta	0.690	Diptera	0.679	Tachinidae	0.604	Exoristinae	0.598	Exoristini	0.582	Phorocera	0.520	Phorocera_obscura	0.520
SRDOC001-15	Insecta	0.444	Diptera	0.343	Mycetophilidae	0.170	Gnoristinae	0.096	Gnoristinae_tribe_incertae_sedis	0.096	Boletina	0.063	Boletina_hedstroemi	0.023
TBGMI155-21	Arachnida	0.899	Sarcoptiformes	0.899	Gustaviidae	0.899	Gustaviidae_subfamily_incertae_sedis	0.899	Gustaviidae_tribe_incertae_sedis	0.899	Gustavia	0.899	Gustavia_microcephala	0.899
SMNSP634-19	Insecta	0.307	Hymenoptera	0.266	Pteromalidae	0.076	Pteromalinae	0.076	Pteromalini	0.076	Eulonchetron	0.061	Eulonchetron_torymoides	0.061
SMNKA030-16	Arachnida	0.265	Araneae	0.255	Linyphiidae	0.143	Linyphiidae_subfamily_incertae_sedis	0.143	Linyphiidae_tribe_incertae_sedis	0.143	Tallusia	0.021	Tallusia_experta	0.021
TACFI464-12	Insecta	0.974	Diptera	0.974	Tachinidae	0.974	Tachininae	0.974	Ernestiini	0.974	Panzeria	0.974	Panzeria_puparum	0.974
TBGMI188-21	Arachnida	0.492	Sarcoptiformes	0.492	Tenuialidae	0.476	Tenuialidae_subfamily_incertae_sedis	0.476	Tenuialidae_tribe_incertae_sedis	0.476	Hafenrefferia	0.476	Hafenrefferia_gilvipes	0.476
TBGMI015-21	Insecta	0.212	Coleoptera	0.100	unclassified_Coleoptera	0.100
SYGEO183-19	Insecta	0.747	Diptera	0.747	Syrphidae	0.747	Eristalinae	0.720	Volucellini	0.700	Volucella	0.700	Volucella_pellucens	0.680
SMNSA248-16	Arachnida	0.426	Araneae	0.426	Salticidae	0.255	Salticidae_subfamily_incertae_sedis	0.255	Salticidae_tribe_incertae_sedis	0.255	Synageles	0.075	Synageles_venator	0.075
TBGMI159-21	Arachnida	0.239	Sarcoptiformes	0.212	Oppiidae	0.039	Oppiidae_subfamily_incertae_sedis	0.039	Oppiidae_tribe_incertae_sedis	0.039	Dissorhina	0.039	Dissorhina_ornata	0.039
SMNKA041-16	Arachnida	0.866	Araneae	0.866	Theridiidae	0.866	Theridiidae_subfamily_incertae_sedis	0.866	Theridiidae_tribe_incertae_sedis	0.866	Robertus	0.866	Robertus_scoticus	0.866
RDNMH543-09	Insecta	1.0	Lepidoptera	1.0	Crambidae	1.0	Pyraustinae	1.0	Pyraustinae_tribe_incertae_sedis	1.0	Anania	1.0	Anania_coronata	1.0
TBGMI056-21	Insecta	0.257	Coleoptera	0.065	Latridiidae	0.014	Corticariinae	0.014	Corticariinae_tribe_incertae_sedis	0.014	Corticaria	0.014	Corticaria_rubripes	0.014
TBGMI031-21	Insecta	0.269	Coleoptera	0.131	Carabidae	0.036	Trechinae	0.026	Bembidiini	0.026	Bembidion	0.026	Bembidion_femoratum	0.023
TBGMI164-21	Arachnida	0.107	Sarcoptiformes	0.071	Ceratozetidae	0.030	Ceratozetidae_subfamily_incertae_sedis	0.030	Ceratozetidae_tribe_incertae_sedis	0.030	Diapterobates	0.027	Diapterobates_humeralis	0.027
RDBA533-06	Insecta	0.341	Hymenoptera	0.176	Crabronidae	0.016	Crabroninae	0.016	Crabronini	0.016	Lindenius	0.016	Lindenius_albilabris	0.016
SMNKA266-16	Arachnida	0.565	Araneae	0.565	Lycosidae	0.540	Lycosidae_subfamily_incertae_sedis	0.540	Lycosidae_tribe_incertae_sedis	0.540	Alopecosa	0.364	Alopecosa_pulverulenta	0.115
TBGMI194-21	Arachnida	0.048	Sarcoptiformes	0.032	Phthiracaridae	0.012	Phthiracaridae_subfamily_incertae_sedis	0.012	Phthiracaridae_tribe_incertae_sedis	0.012	Atropacarus	0.012	Atropacarus_striculus	0.012
TRCBG224-20	Insecta	0.248	Diptera	0.069	Anthomyiidae	0.013	Anthomyiidae_subfamily_incertae_sedis	0.013	Anthomyiidae_tribe_incertae_sedis	0.013	Mycophaga	0.013	Mycophaga_testacea	0.013
SMNSA168-16	Arachnida	0.081	Opiliones	0.081	Phalangiidae	0.081	Oligolophinae	0.081	Oligolophinae_tribe_incertae_sedis	0.081	Mitopus	0.058	Mitopus_morio	0.058
TBGMI035-21	Arachnida	0.055	Sarcoptiformes	0.046	Autognetidae	0.015	Autognetidae_subfamily_incertae_sedis	0.015	Autognetidae_tribe_incertae_sedis	0.015	Conchogneta	0.015	Conchogneta_traegardhi	0.015
SYGEO374-19	Insecta	1.0	Diptera	1.0	Syrphidae	1.0	Eristalinae	1.0	Merodontini	1.0	Eumerus	1.0	Eumerus_flavitarsis	1.0
SYGEO127-19	Insecta	0.740	Diptera	0.729	Syrphidae	0.706	Eristalinae	0.667	Milesiini	0.667	Xylota	0.655	Xylota_meigeniana	0.351
SATIP642-09	Insecta	0.435	Diptera	0.353	Tipulidae	0.127	Ctenophorinae	0.028	Ctenophorinae_tribe_incertae_sedis	0.028	Ctenophora	0.023	Ctenophora_nigriceps	0.023
SMNSP872-19	Insecta	0.294	Hymenoptera	0.276	Eulophidae	0.186	Eulophinae	0.111	Eulophinae_tribe_incertae_sedis	0.111	Pnigalio	0.066	Pnigalio_longulus	0.045
TACFI613-12	Insecta	1.0	Diptera	1.0	Tachinidae	1.0	Phasiinae	1.0	Gymnosomatini	1.0	Gymnosoma	1.0	Gymnosoma_nudifrons	0.538
TBGMI174-21	Arachnida	0.114	Sarcoptiformes	0.092	Oppiidae	0.022	Oppiidae_subfamily_incertae_sedis	0.022	Oppiidae_tribe_incertae_sedis	0.022	Oppiella	0.017	Oppiella_uliginosa	0.017
SMNKA257-16	Arachnida	0.856	Araneae	0.856	Linyphiidae	0.856	Linyphiidae_subfamily_incertae_sedis	0.856	Linyphiidae_tribe_incertae_sedis	0.856	Bolyphantes	0.850	Bolyphantes_alticeps	0.850
TACFI446-12	Insecta	0.674	Diptera	0.652	Tachinidae	0.579	Phasiinae	0.510	Cylindromyiini	0.510	Cylindromyia	0.510	Cylindromyia_brassicaria	0.443
RDNMD363-06	Insecta	0.845	Lepidoptera	0.845	Noctuidae	0.845	Noctuinae	0.845	Leucaniini	0.775	Leucania	0.775	Leucania_comma	0.775
TBGMI037-21	Insecta	0.242	Coleoptera	0.099	Chrysomelidae	0.038	Donaciinae	0.029	Donaciinae_tribe_incertae_sedis	0.029	Donacia	0.029	Donacia_bicolora	0.018
TIPSY038-08	Insecta	0.390	Lepidoptera	0.326	Psychidae	0.234	Psychinae	0.234	Psychinae_tribe_incertae_sedis	0.234	Proutia	0.198	Proutia_rotunda	0.145
TACFI204-12	Insecta	0.660	Diptera	0.643	Tachinidae	0.605	Exoristinae	0.588	Exoristini	0.544	Phorocera	0.446	Phorocera_obscura	0.446
TACFI466-12	Insecta	0.476	Diptera	0.417	Empididae	0.052	Empidinae	0.052	Empidini	0.052	Empis	0.052	Empis_stercorea	0.047
TACFI447-12	Insecta	0.410	Diptera	0.316	Tachinidae	0.149	Phasiinae	0.106	Cylindromyiini	0.106	Cylindromyia	0.106	Cylindromyia_brassicaria	0.097
TRCBG1489-20	Insecta	0.245	Diptera	0.055	Mycetophilidae	0.016	unclassified_Mycetophilidae	0.016
TANYT085-14	Insecta	0.426	Diptera	0.346	Chironomidae	0.248	Orthocladiinae	0.077	Orthocladiinae_tribe_incertae_sedis	0.077	Rheocricotopus	0.047	Rheocricotopus_effusus	0.042
SCINO728-15	Insecta	0.412	Coleoptera	0.095	Staphylinidae	0.071	Aleocharinae	0.059	Aleocharini	0.039	Aleochara	0.039	Aleochara_lanuginosa	0.031
SMNSA260-16	Arachnida	0.520	Araneae	0.520	Thomisidae	0.434	Thomisidae_subfamily_incertae_sedis	0.434	Thomisidae_tribe_incertae_sedis	0.434	Xysticus	0.400	Xysticus_obscurus	0.102
TRCBG967-20	Insecta	0.248	Diptera	0.069	Anthomyiidae	0.013	Anthomyiidae_subfamily_incertae_sedis	0.013	Anthomyiidae_tribe_incertae_sedis	0.013	Mycophaga	0.013	Mycophaga_testacea	0.013
TBGMI042-21	Insecta	0.201	Coleoptera	0.127	Histeridae	0.023	Histerinae	0.015	Histerini	0.015	Margarinotus	0.015	Margarinotus_striola	0.015
SMNSA107-16	Arachnida	0.562	Araneae	0.562	Linyphiidae	0.537	Linyphiidae_subfamily_incertae_sedis	0.537	Linyphiidae_tribe_incertae_sedis	0.537	Erigone	0.422	Erigone_welchi	0.353
SMNSA079-16	Arachnida	1.0	Araneae	1.0	Araneidae	1.0	Araneidae_subfamily_incertae_sedis	1.0	Araneidae_tribe_incertae_sedis	1.0	Gibbaranea	1.0	Gibbaranea_omoeda	1.0
SCINO481-15	Insecta	0.390	Diptera	0.259	Sciaridae	0.069	Sciaridae_subfamily_incertae_sedis	0.069	Sciaridae_tribe_incertae_sedis	0.069	Leptosciarella	0.029	Leptosciarella_claviforceps	0.025
TACFI043-11	Insecta	0.514	Diptera	0.470	Tachinidae	0.227	Exoristinae	0.196	Eryciini	0.061	Tlephusa	0.044	Tlephusa_cincinna	0.044
PSESC012-21	Insecta	0.392	Hymenoptera	0.375	Megachilidae	0.167	Megachilinae	0.167	Osmiini	0.086	Osmia	0.059	Osmia_bicornis	0.056
SMNSA157-16	Arachnida	0.968	Araneae	0.968	Araneidae	0.968	Araneidae_subfamily_incertae_sedis	0.968	Araneidae_tribe_incertae_sedis	0.968	Araneus	0.968	Araneus_angulatus	0.968
SCINO339-15	Insecta	0.457	Diptera	0.378	Sciaridae	0.343	Sciaridae_subfamily_incertae_sedis	0.343	Sciaridae_tribe_incertae_sedis	0.343	Scatopsciara	0.094	Scatopsciara_vagula	0.081
TACFI574-12	Insecta	0.891	Diptera	0.891	Tachinidae	0.891	Exoristinae	0.891	Acemyini	0.891	Acemya	0.891	Acemya_rufitibia	0.891
RDNMD370-06	Insecta	1.0	Lepidoptera	1.0	Noctuidae	1.0	Noctuinae	1.0	Noctuini	0.993	Anaplectoides	0.993	Anaplectoides_prasina	0.993
SMNKA194-16	Arachnida	0.448	Araneae	0.448	Theridiidae	0.050	Theridiidae_subfamily_incertae_sedis	0.050	Theridiidae_tribe_incertae_sedis	0.050	Ohlertidion	0.019	Ohlertidion_ohlerti	0.019
TACFI609-12	Insecta	0.824	Diptera	0.824	Tachinidae	0.818	Tachininae	0.818	Ernestiini	0.818	Synactia	0.812	Synactia_parvula	0.812
SMNKA057-16	Arachnida	1.0	Araneae	1.0	Linyphiidae	1.0	Linyphiidae_subfamily_incertae_sedis	1.0	Linyphiidae_tribe_incertae_sedis	1.0	Walckenaeria	1.0	Walckenaeria_obtusa	1.0
PYRG084-09	Insecta	1.0	Lepidoptera	1.0	Crambidae	1.0	Pyraustinae	1.0	Pyraustinae_tribe_incertae_sedis	1.0	Anania	1.0	Anania_coronata	1.0
SMNKA237-16	Arachnida	0.369	Araneae	0.369	Araneidae	0.213	Araneidae_subfamily_incertae_sedis	0.213	Araneidae_tribe_incertae_sedis	0.213	Araniella	0.152	Araniella_proxima	0.152
TACFI603-12	Insecta	1.0	Diptera	1.0	Tachinidae	1.0	Exoristinae	1.0	Blondeliini	1.0	Meigenia	1.0	Meigenia_dorsalis	0.991
TBGMI153-21	Arachnida	0.970	Sarcoptiformes	0.970	Ceratozetidae	0.970	Ceratozetidae_subfamily_incertae_sedis	0.970	Ceratozetidae_tribe_incertae_sedis	0.970	Fuscozetes	0.970	Fuscozetes_fuscipes	0.970
TIPSY334-12	Insecta	0.447	Diptera	0.135	Mycetophilidae	0.036	Mycetophilinae	0.028	Mycetophilini	0.024	Mycetophila	0.024	Mycetophila_dziedzickii	0.014
TBGMI165-21	Arachnida	0.156	Sarcoptiformes	0.150	Chamobatidae	0.031	Chamobatidae_subfamily_incertae_sedis	0.031	Chamobatidae_tribe_incertae_sedis	0.031	Chamobates	0.031	Chamobates_cuspidatus	0.031
TBGMI026-21	Insecta	0.261	Coleoptera	0.122	Chrysomelidae	0.023	Cryptocephalinae	0.018	Cryptocephalini	0.018	Cryptocephalus	0.015	unclassified_Cryptocephalus	0.015
SMNSA197-16	Arachnida	0.092	Opiliones	0.079	Phalangiidae	0.079	Oligolophinae	0.079	Oligolophinae_tribe_incertae_sedis	0.079	Mitopus	0.043	Mitopus_morio	0.043
SCINO1264-16	Insecta	0.369	Diptera	0.258	Sciaridae	0.163	Sciaridae_subfamily_incertae_sedis	0.163	Sciaridae_tribe_incertae_sedis	0.163	Lycoriella	0.045	Lycoriella_thuringiensis	0.028
TBGMI181-21	Insecta	0.180	Coleoptera	0.070	Chrysomelidae	0.016	unclassified_Chrysomelidae	0.016
SMNKA171-16	Arachnida	0.366	Araneae	0.366	Gnaphosidae	0.218	Gnaphosidae_subfamily_incertae_sedis	0.218	Gnaphosidae_tribe_incertae_sedis	0.218	Drassyllus	0.069	Drassyllus_pusillus	0.047
SYGEO357-19	Insecta	0.740	Diptera	0.729	Syrphidae	0.706	Eristalinae	0.667	Milesiini	0.667	Xylota	0.655	Xylota_meigeniana	0.351
SMNSA228-16	Arachnida	0.049	Opiliones	0.046	Phalangiidae	0.046	Oligolophinae	0.046	Oligolophinae_tribe_incertae_sedis	0.046	Mitopus	0.036	Mitopus_morio	0.036
TACFI437-12	Insecta	0.893	Diptera	0.893	Tachinidae	0.893	Phasiinae	0.893	Phasiini	0.893	Phasia	0.893	Phasia_aurulans	0.464
SIEG014-18	Insecta	0.950	Coleoptera	0.950	Dytiscidae	0.950	Hydroporinae	0.950	Hydroporini	0.950	Nebrioporus	0.950	Nebrioporus_depressus	0.950
RDBA381-06	Insecta	0.371	Hymenoptera	0.238	Megachilidae	0.034	Megachilinae	0.034	Osmiini	0.023	Chelostoma	0.023	Chelostoma_rapunculi	0.023
SMNSA064-16	Arachnida	0.454	Araneae	0.454	Theridiidae	0.138	Theridiidae_subfamily_incertae_sedis	0.138	Theridiidae_tribe_incertae_sedis	0.138	Neottiura	0.054	Neottiura_bimaculata	0.054
ZYGMO233-10	Insecta	1.0	Lepidoptera	1.0	Zygaenidae	1.0	Procridinae	1.0	Procridini	1.0	Rhagades	1.0	Rhagades_pruni	1.0
TRCBG996-20	Insecta	0.248	Diptera	0.069	Anthomyiidae	0.013	Anthomyiidae_subfamily_incertae_sedis	0.013	Anthomyiidae_tribe_incertae_sedis	0.013	Mycophaga	0.013	Mycophaga_testacea	0.013
TIPSY030-08	Insecta	0.430	Lepidoptera	0.345	Psychidae	0.288	Oiketicinae	0.285	Oiketicinae_tribe_incertae_sedis	0.285	Sterrhopterix	0.218	Sterrhopterix_standfussi	0.155
RDNMG507-08	Insecta	0.909	Lepidoptera	0.909	Noctuidae	0.909	Noctuinae	0.909	Xylenini	0.909	Leptologia	0.909	Leptologia_lota	0.909
TBGMI054-21	Insecta	0.214	Diptera	0.054	Chironomidae	0.021	Orthocladiinae	0.017	Orthocladiinae_tribe_incertae_sedis	0.017	Bryophaenocladius	0.014	Bryophaenocladius_ictericus	0.010
TBGMI048-21	Insecta	0.294	Coleoptera	0.111	Carabidae	0.019	Harpalinae	0.016	Lebiini	0.013	Cymindis	0.013	unclassified_Cymindis	0.013
SMNKA111-16	Arachnida	0.482	Araneae	0.482	Lycosidae	0.384	Lycosidae_subfamily_incertae_sedis	0.384	Lycosidae_tribe_incertae_sedis	0.384	Arctosa	0.088	Arctosa_alpigena	0.062
TBGMI038-21	Insecta	0.269	Ephemeroptera	0.011	Heptageniidae	0.011	Heptageniinae	0.011	Heptageniinae_tribe_incertae_sedis	0.011	Heptagenia	0.011	Heptagenia_sulphurea	0.011
SYGEO137-19	Insecta	0.551	Diptera	0.501	Syrphidae	0.314	Eristalinae	0.209	Milesiini	0.107	Spilomyia	0.096	Spilomyia_diophthalma	0.096
SMNKA058-16	Arachnida	0.467	Araneae	0.467	Thomisidae	0.412	Thomisidae_subfamily_incertae_sedis	0.412	Thomisidae_tribe_incertae_sedis	0.412	Xysticus	0.365	Xysticus_obscurus	0.096
SMNKA259-16	Arachnida	0.856	Araneae	0.856	Linyphiidae	0.856	Linyphiidae_subfamily_incertae_sedis	0.856	Linyphiidae_tribe_incertae_sedis	0.856	Bolyphantes	0.850	Bolyphantes_alticeps	0.850
TACFI008-11	Insecta	0.575	Diptera	0.575	Tachinidae	0.173	Phasiinae	0.114	Phasiini	0.090	Phasia	0.090	Phasia_barbifrons	0.053
TACFI757-13	Insecta	0.967	Diptera	0.967	Tachinidae	0.959	Tachininae	0.959	Tachinini	0.959	Tachina	0.959	Tachina_fera	0.950
TACFI199-12	Insecta	0.576	Diptera	0.469	Tachinidae	0.224	Phasiinae	0.082	Phasiini	0.082	Phasia	0.082	Phasia_barbifrons	0.062
TACFI055-11	Insecta	0.622	Diptera	0.606	Anthomyiidae	0.126	Anthomyiidae_subfamily_incertae_sedis	0.126	Anthomyiidae_tribe_incertae_sedis	0.126	Egle	0.065	Egle_ciliata	0.059
SMNKA174-16	Arachnida	0.412	Araneae	0.412	Linyphiidae	0.343	Linyphiidae_subfamily_incertae_sedis	0.343	Linyphiidae_tribe_incertae_sedis	0.343	Trichopterna	0.033	Trichopterna_cito	0.033
TIPSY022-08	Insecta	1.0	Lepidoptera	1.0	Psychidae	1.0	Psychinae	1.0	Psychinae_tribe_incertae_sedis	1.0	Proutia	1.0	Proutia_rotunda	1.0
SMNKA201-16	Arachnida	0.538	Araneae	0.538	Linyphiidae	0.520	Linyphiidae_subfamily_incertae_sedis	0.520	Linyphiidae_tribe_incertae_sedis	0.520	Agyneta	0.482	Agyneta_mossica	0.373
TACFI438-12	Insecta	0.989	Diptera	0.989	Tachinidae	0.989	Phasiinae	0.989	Phasiini	0.989	Phasia	0.989	Phasia_obesa	0.720
SMNSA028-16	Arachnida	0.854	Araneae	0.854	Lycosidae	0.854	Lycosidae_subfamily_incertae_sedis	0.854	Lycosidae_tribe_incertae_sedis	0.854	Pardosa	0.847	Pardosa_schenkeli	0.793
SMNKA218-16	Arachnida	0.854	Araneae	0.854	Lycosidae	0.854	Lycosidae_subfamily_incertae_sedis	0.854	Lycosidae_tribe_incertae_sedis	0.854	Pardosa	0.847	Pardosa_schenkeli	0.793
TANYT061-14	Insecta	0.574	Diptera	0.567	Chironomidae	0.553	Chironominae	0.553	Tanytarsini	0.548	Tanytarsus	0.548	Tanytarsus_occultus	0.537
