ID	class	order	family	subfamily	tribe	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
FBAQU1162-12	Insecta	Trichoptera	Brachycentridae	dummy_Brachycentridae	dummy_Brachycentridae	unk	unk	0.9514	0.9514	0.9156000000000001	0.9156000000000001	0.9156000000000001	0.9156000000000001	0.9156000000000001
FBAQU1149-12	Insecta	Trichoptera	Phryganeidae	Phryganeinae	dummy_Phryganeinae	Agrypnia	Agrypnia varia	0.9988	0.9988	0.9988	0.9988	0.9988	0.9988	0.9988
GBEPT2005-14	Insecta	Trichoptera	Phryganeidae	Phryganeinae	dummy_Phryganeinae	Oligotricha	Oligotricha striata	0.9994	0.9994	0.9994	0.9994	0.9994	0.9994	0.744
FBAQU1143-12	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	unk	unk	0.9382	0.9382	0.9382	0.9382	0.9382	0.9381	0.9381
FBAQU1513-13	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	unk	unk	0.9282	0.9282	0.9282	0.9282	0.9282	0.9282	0.9282
FBAQU1217-12	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Oecetis	unk	0.9037000000000001	0.9037000000000001	0.9037000000000001	0.9037000000000001	0.9037000000000001	0.6779999999999999	0.6779999999999999
GST333-15	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	unk	unk	0.9539000000000001	0.9539000000000001	0.9539000000000001	0.9539000000000001	0.9539000000000001	0.9538000000000001	0.9538000000000001
FBAQU1475-13	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Oecetis	Oecetis lacustris	1	1	1	1	1	1	1
FBAQU257-09	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Ceraclea	Ceraclea albimacula	1	1	1	1	1	1	1
GBEPT1436-14	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Ceraclea	Ceraclea dissimilis	0.9993	0.9993	0.9993	0.9993	0.9993	0.9993	0.9992
FBAQU1378-13	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Ceraclea	Ceraclea senilis	1	1	1	1	1	1	1
FBAQU1491-13	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Athripsodes	unk	0.9641	0.9641	0.9641	0.9641	0.9641	0.9641	0.9641
FBCAD057-10	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Mystacides	Mystacides nigra	1	1	1	1	1	1	0.6818
GST359-15	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	Beraea	Beraea pullata	1	1	1	1	1	1	1
GBMIX1861-15	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	Beraea	Beraea pullata	0.9992	0.9992	0.9992	0.9992	0.9992	0.9992	0.9992
FBAQU1158-12	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	Beraea	Beraea pullata	0.9992	0.9992	0.9992	0.9992	0.9992	0.9992	0.9992
GBEPT660-14	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	Beraeodes	Beraeodes minutus	1	1	1	1	1	1	1
GBEPT661-14	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	Beraeodes	Beraeodes minutus	1	1	1	1	1	1	1
GBEPT663-14	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	Beraeodes	Beraeodes minutus	1	1	1	1	1	1	1
FBAQU1214-12	Insecta	Trichoptera	unk	unk	unk	unk	unk	0.9536000000000001	0.9536000000000001	0.9536000000000001	0.9536000000000001	0.9536000000000001	0.9536000000000001	0.9536000000000001
FBAQU269-09	Insecta	Trichoptera	Molannidae	dummy_Molannidae	dummy_Molannidae	Molanna	Molanna nigra	0.9972	0.9972	0.9972	0.9972	0.9972	0.9972	0.9972
FBCAD053-10	Insecta	Trichoptera	Molannidae	dummy_Molannidae	dummy_Molannidae	Molanna	Molanna angustata	0.9932	0.9932	0.9932	0.9932	0.9932	0.9932	0.9932
FBAQU1370-13	Insecta	Trichoptera	Molannidae	dummy_Molannidae	dummy_Molannidae	Molanna	Molanna angustata	0.9908	0.9908	0.9908	0.9908	0.9908	0.9908	0.9908
FBCAD077-10	Insecta	Trichoptera	Rhyacophilidae	dummy_Rhyacophilidae	dummy_Rhyacophilidae	Rhyacophila	unk	0.9312	0.9312	0.9312	0.9312	0.9312	0.9312	0.9312
GBEPT797-14	Insecta	Trichoptera	Rhyacophilidae	dummy_Rhyacophilidae	dummy_Rhyacophilidae	Rhyacophila	Rhyacophila obliterata	1	1	1	1	1	1	1
TBGMI199-22	Insecta	Ephemeroptera	unk	unk	unk	unk	unk	0.9142	0.7861999999999999	0.7861999999999999	0.7861999999999999	0.7861999999999999	0.7861999999999999	0.7861999999999999
FBAQU375-09	Insecta	Trichoptera	unk	unk	unk	unk	unk	0.9527000000000001	0.9527000000000001	0.9527000000000001	0.9527000000000001	0.9527000000000001	0.9527000000000001	0.9527000000000001
GBEPT626-14	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	dummy_Glossosomatinae	Glossosoma	unk	0.927	0.927	0.927	0.927	0.927	0.927	0.927
TBGMI035-21	Insecta	Coleoptera	Lucanidae	unk	unk	unk	unk	0.7628	0.311	0.311	0.311	0.311	0.311	0.311
TBGMI053-21	Insecta	Coleoptera	Byturidae	Byturinae	dummy_Byturinae	Byturus	unk	0.8234	0.8234	0.8234	0.8234	0.8234	0.8234	0.8234
FBAQU345-09	Insecta	Trichoptera	Glossosomatidae	unk	unk	unk	unk	1	1	1	0.5	0.5	0.5	0.5
FBAQU109-09	Insecta	Trichoptera	Polycentropodidae	Polycentropodinae	dummy_Polycentropodinae	Cyrnus	Cyrnus flavidus	0.9987	0.9987	0.9987	0.9987	0.9987	0.9987	0.9987
GBEPT788-14	Insecta	Trichoptera	Polycentropodidae	Polycentropodinae	dummy_Polycentropodinae	Holocentropus	Holocentropus picicornis	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.8841
FBAQU118-09	Insecta	Trichoptera	Polycentropodidae	Polycentropodinae	dummy_Polycentropodinae	Neureclipsis	Neureclipsis bimaculata	1	1	1	1	1	1	1
FBAQU111-09	Insecta	Trichoptera	Ecnomidae	dummy_Ecnomidae	dummy_Ecnomidae	Ecnomus	Ecnomus tenellus	0.9967	0.9967	0.9967	0.9967	0.9967	0.9967	0.9967
GST394-15	Insecta	Trichoptera	Psychomyiidae	Psychomyiinae	dummy_Psychomyiinae	Lype	Lype reducta	0.999	0.999	0.999	0.999	0.999	0.999	0.999
FBAQU282-09	Insecta	Trichoptera	Psychomyiidae	unk	unk	unk	unk	0.9479000000000001	0.9479000000000001	0.9479000000000001	0.9478000000000001	0.9478000000000001	0.9478000000000001	0.9478000000000001
FBCAD089-10	Insecta	Trichoptera	Psychomyiidae	unk	unk	unk	unk	1	1	1	0.5	0.5	0.5	0.5
FBCAD062-10	Insecta	Trichoptera	Philopotamidae	unk	unk	unk	unk	1	1	1	0.5	0.5	0.5	0.5
GBEPT585-14	Insecta	Trichoptera	Philopotamidae	unk	unk	unk	unk	1	1	1	0.5	0.5	0.5	0.5
FBAQU1411-13	Insecta	Trichoptera	Philopotamidae	unk	unk	unk	unk	1	1	1	0.5	0.5	0.5	0.5
GBEPT680-14	Insecta	Trichoptera	Philopotamidae	Chimarrinae	dummy_Chimarrinae	Chimarra	Chimarra marginata	0.9911	0.9911	0.9911	0.9911	0.9911	0.9911	0.9911
GASBB596-18	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae	dummy_Hydropsychinae	Hydropsyche	unk	1	1	1	1	1	1	0.5
GBMIX1690-15	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae	dummy_Hydropsychinae	Hydropsyche	unk	1	1	1	1	1	1	0.5
FBAQU1221-12	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Oxyethira	Oxyethira flavicornis	1	1	1	1	1	1	0.9899
GMGMP7822-18	Insecta	Trichoptera	Hydroptilidae	unk	unk	unk	unk	0.8507000000000001	0.8347000000000001	0.8347000000000001	0.8346000000000001	0.8346000000000001	0.8346000000000001	0.8346000000000001
FBCAD036-10	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Hydroptila	Hydroptila sparsa	1	1	1	1	1	1	0.9998
GTRI056-18	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Hydroptila	Hydroptila simulans	0.9993	0.9993	0.9993	0.9993	0.9993	0.9993	0.9993
FBCAD038-10	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Hydroptila	Hydroptila tineoides	0.9962	0.9962	0.9962	0.9962	0.9962	0.9962	0.9962
FBAQU358-09	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Hydroptila	Hydroptila tineoides	0.9974	0.9974	0.9974	0.9974	0.9974	0.9974	0.9974
FBAQU063-09	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Agraylea	Agraylea sexmaculata	1	1	1	1	1	1	1
GWOSA385-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Oligia	unk	0.995	0.995	0.995	0.995	0.995	0.995	0.9948
GBLAA1612-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Oligia	Oligia fasciuncula	1	1	1	1	1	1	0.9994
GWOTK576-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	unk	unk	0.963	0.963	0.963	0.963	0.963	0.9629	0.9629
GBLAB367-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Crypsedra	Crypsedra gemmea	0.9978	0.9978	0.9978	0.9978	0.9978	0.9978	0.9978
GBLAA1468-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Amphipoea	unk	0.9896	0.9896	0.9896	0.9896	0.5332	0.49369999999999997	0.49369999999999997
GBLAB744-13	Insecta	Lepidoptera	Noctuidae	unk	unk	unk	unk	0.9839	0.9839	0.9839	0.9632	0.9632	0.9632	0.9632
GWORK441-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Photedes	Photedes extrema	0.9989	0.9989	0.9989	0.9989	0.9989	0.9989	0.9989
FBLMZ516-12	Insecta	Lepidoptera	Noctuidae	unk	unk	unk	unk	0.9837	0.9837	0.9837	0.9331	0.9331	0.9331	0.9331
GWOR3944-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Photedes	Photedes minima	1	1	1	1	1	1	0.9954999999999999
GWOR3999-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Photedes	Photedes minima	1	1	1	1	1	1	0.9954999999999999
FGMLD015-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Lateroligia	Lateroligia ophiogramma	1	1	1	1	1	0.9998	0.9998
GWOR3995-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Lateroligia	Lateroligia ophiogramma	1	1	1	1	1	0.9998	0.9998
GWORZ562-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea kuusamoensis	0.995	0.995	0.995	0.995	0.995	0.995	0.5687000000000001
GBLAA240-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	unk	unk	unk	0.9899	0.9899	0.9899	0.9899	0.4257	0.4257	0.4257
GWOSP004-11	Insecta	Lepidoptera	Noctuidae	unk	unk	unk	unk	0.9899	0.9899	0.9899	0.45680000000000004	0.45680000000000004	0.45680000000000004	0.45680000000000004
GWOSM886-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	unk	unk	unk	0.9918	0.9918	0.9918	0.9918	0.4959	0.4959	0.4959
GWOSA389-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Amphipoea	Amphipoea oculea	1	1	1	1	1	1	1
GBLAF587-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Dryobotodes	Dryobotodes eremita	1	1	1	1	1	0.9998	0.9998
GWOR3989-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea illyria	0.9996	0.9996	0.9996	0.9996	0.9996	0.9996	0.9209
GBLAC681-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea sordens	0.9993	0.9993	0.9993	0.9993	0.9993	0.9993	0.6467
GBLAD236-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea lithoxylaea	1	1	1	1	1	1	0.9998
GWORZ560-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea lithoxylaea	1	1	1	1	1	1	0.9998
GBLAA1367-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea unanimis	0.9992	0.9992	0.9992	0.9992	0.9992	0.9992	0.999
FBLMZ122-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea unanimis	1	1	1	1	1	1	0.9998
GBLAF525-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Globia	Globia sparganii	1	1	1	1	1	1	0.5188
GWOR4004-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Staurophora	Staurophora celsia	1	1	1	1	1	1	1
GWOR4001-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Rhizedra	Rhizedra lutosa	0.9971	0.9971	0.9971	0.9971	0.9971	0.8765000000000001	0.8765000000000001
GBLAF320-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	unk	unk	0.9568000000000001	0.9568000000000001	0.9568000000000001	0.9568000000000001	0.9568000000000001	0.9567000000000001	0.9567000000000001
GWOSK762-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Calamia	Calamia tridens	1	1	1	1	1	1	1
GBLAC294-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Hydraecia	Hydraecia micacea	0.999	0.999	0.999	0.999	0.999	0.999	0.999
GBLAF418-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Hydraecia	Hydraecia micacea	1	1	1	1	1	1	1
GWORO986-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Gortyna	Gortyna flavago	0.9993	0.9993	0.9993	0.9993	0.9463	0.9463	0.9463
GBLAA212-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Gortyna	Gortyna flavago	0.9993	0.9993	0.9993	0.9993	0.9463	0.9463	0.9463
GBLAC449-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Denticucullus	Denticucullus pygmina	1	1	1	1	1	0.9998	0.9998
FBLMV109-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Denticucullus	Denticucullus pygmina	1	1	1	1	1	0.9998	0.9998
GWOSI797-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Lenisa	Lenisa geminipuncta	1	1	1	1	1	1	1
GWOR3873-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Archanara	Archanara neurica	1	1	1	1	1	1	0.9986
GBLAA330-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Arenostola	Arenostola phragmitidis	1	1	1	1	1	0.9997	0.9997
GWOTI310-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	unk	unk	0.9833	0.9833	0.9833	0.7089	0.7088	0.7087	0.7087
GBLAB1729-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	unk	unk	unk	0.9884999999999999	0.9884999999999999	0.9884999999999999	0.9884999999999999	0.7499	0.7499	0.7499
ODOPE282-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Antitype	Antitype chi	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994	0.9994
GBLAB1730-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Antitype	Antitype chi	1	1	1	1	1	0.9998	0.9998
AMTPC080-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Antitype	Antitype chi	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9993	0.9993
GWORK558-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Hyppa	Hyppa rectilinea	0.9971	0.9971	0.9971	0.9971	0.9971	0.9971	0.9971
GWORZ551-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Dypterygiini	Mormo	Mormo maura	1	1	1	1	0.7775	0.7775	0.7775
GBLGC297-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Dypterygiini	Mormo	Mormo maura	1	1	1	1	0.7196	0.7196	0.7196
GWOSI759-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Griposia	Griposia aprilina	0.9997	0.9997	0.9997	0.9997	0.9381	0.9381	0.9381
GBLAC365-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	unk	unk	unk	0.9886	0.9886	0.9886	0.7695	0.7694	0.7694	0.7694
GWORR784-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	unk	unk	unk	0.9827	0.9827	0.9827	0.9827	0.6809999999999999	0.6809999999999999	0.6809999999999999
GWOTL045-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Conistra	unk	0.9742999999999999	0.9742999999999999	0.9742999999999999	0.9742999999999999	0.7668	0.7668	0.7667
GWORE2029-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	unk	unk	0.9607	0.9607	0.9607	0.9607	0.9607	0.9606	0.9606
GWOTK400-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	unk	unk	0.9896	0.9896	0.9896	0.9896	0.9896	0.9896	0.9896
GBLAC339-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Anchoscelis	Anchoscelis helvola	1	1	1	1	1	0.9998	0.9998
GBLAC313-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Anchoscelis	Anchoscelis helvola	1	1	1	1	1	0.9998	0.9998
FBLMV163-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Anchoscelis	Anchoscelis helvola	0.9996	0.9996	0.9996	0.9996	0.9996	0.9356000000000001	0.9356000000000001
GWOTK437-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	unk	unk	unk	0.9841	0.9841	0.9841	0.6078	0.4442	0.4442	0.4442
GBLAD465-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Ipimorpha	Ipimorpha retusa	1	1	1	1	1	0.9998	0.9998
RDNMG507-08	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Leptologia	Leptologia lota	0.9977	0.9977	0.9977	0.9977	0.9977	0.9977	0.9977
RDNMG506-08	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Leptologia	Leptologia lota	0.9977	0.9977	0.9977	0.9977	0.9977	0.9977	0.9977
FBLMV166-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Leptologia	Leptologia lota	1	1	1	1	1	0.9997	0.9997
GWOTL036-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Leptologia	Leptologia lota	1	1	1	1	1	1	1
GBLAA1802-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Fissipunctia	Fissipunctia ypsillon	0.9993	0.9993	0.9993	0.9993	0.9993	0.6469	0.6469
GWOTL029-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Cosmia	Cosmia pyralina	1	1	1	1	1	1	1
GWOTL028-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Cosmia	Cosmia pyralina	1	1	1	1	1	1	1
FBLMV386-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Cosmia	Cosmia pyralina	1	1	1	1	1	1	1
GBLAC296-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Cosmia	Cosmia affinis	0.9992	0.9992	0.9992	0.9992	0.9989	0.9989	0.9989
GBLAA191-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Enargia	Enargia paleacea	1	1	1	1	1	1	1
GWORZ544-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Enargia	Enargia paleacea	1	1	1	1	1	1	1
GBLAA952-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Conistra	Conistra rubiginosa	0.9994	0.9994	0.9994	0.9994	0.9994	0.9994	0.7316
GWORE1989-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Conistra	Conistra vaccinii	0.9987	0.9987	0.9987	0.9987	0.9987	0.9987	0.9435
GBLAD504-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Conistra	Conistra vaccinii	0.9988	0.9988	0.9988	0.9988	0.9988	0.9988	0.9493
GWOTK440-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Conistra	Conistra vaccinii	0.9988	0.9988	0.9988	0.9988	0.9988	0.9988	0.9493
GWORU367-10	Insecta	Lepidoptera	Erebidae	Arctiinae	Arctiini	unk	unk	0.9718	0.9718	0.9718	0.6119	0.41750000000000004	0.41750000000000004	0.41750000000000004
GWORU341-10	Insecta	Lepidoptera	Erebidae	Arctiinae	Lithosiini	unk	unk	0.9887	0.9887	0.7607	0.7351	0.7351	0.42190000000000005	0.42190000000000005
GWORK419-09	Insecta	Lepidoptera	Noctuidae	Acronictinae	dummy_Acronictinae	Moma	Moma alpium	1	1	1	1	1	1	1
GBLGC352-12	Insecta	Lepidoptera	Noctuidae	Acronictinae	dummy_Acronictinae	Moma	Moma alpium	1	1	1	1	1	1	1
GBLAB683-13	Insecta	Lepidoptera	Noctuidae	Acronictinae	dummy_Acronictinae	Moma	Moma alpium	1	1	1	1	1	1	1
FBLMV183-09	Insecta	Lepidoptera	Noctuidae	Pantheinae	dummy_Pantheinae	Trichosea	Trichosea ludifica	0.9996	0.9996	0.9996	0.9996	0.9996	0.9996	0.9996
FBLMW113-10	Insecta	Lepidoptera	Noctuidae	Pantheinae	dummy_Pantheinae	Trichosea	Trichosea ludifica	1	1	1	1	1	1	1
GWOSA412-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Xylena	Xylena solidaginis	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999
GWOSA413-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Xylena	Xylena vetusta	1	1	1	1	1	1	1
